gene,pearson_r,pearson_p,spearman_rho,spearman_p,mean_sn,mean_merscope
AC005523.2,-0.06894280388951302,0.7488924264907837,-0.02869565217391304,0.8941129145750657,0.01682252623140812,0.029402203857898712
AC005592.1,0.6337567688897252,0.0008841040544211864,0.6637617871984854,0.0004057073843398312,0.0019277256214991212,0.07261621206998825
AC005863.1,0.9507629394611286,1.130529697634941e-12,0.28528563014172503,0.1766059094766415,0.0004689607012551278,0.038289833813905716
AC007743.1,0.8064155639367527,1.9522190086718183e-06,0.6191304347826087,0.0012562023298653801,0.024968741461634636,0.12062240391969681
AC007880.1,0.3435677801608108,0.10022613406181335,0.5892082301135743,0.0024489690506398236,0.0021435755770653486,0.06341253966093063
AC010969.1,0.14454006764572114,0.5004066228866577,0.3297789017886677,0.11555024014944515,4.62404677818995e-05,0.03065420128405094
AC016747.3,-0.026165143761318177,0.9034059047698975,-0.17118067143539892,0.4238429557891079,0.0011815082980319858,0.09596455097198486
AC062029.1,-0.2129840540760597,0.31768345832824707,-0.28527941531101864,0.1766157490728837,0.002625927096232772,0.03768590837717056
AC079466.1,-0.031845873600104824,0.8825631141662598,0.06915640748081246,0.7481389199717401,3.4451619285391644e-05,0.0399932861328125
AC104809.2,0.15193309518508613,0.47850218415260315,0.2722900593672232,0.19801818923693068,7.825129614502657e-06,0.034214794635772705
AC109642.1,0.06174030457623303,0.7744253873825073,0.38647301176706295,0.06211331542943711,0.0003597161266952753,0.02383076213300228
AC133785.1,-0.1361058580223471,0.5259852409362793,0.023694819779213037,0.9124897267631156,0.00041385009535588324,0.21718306839466095
AC144831.1,0.43940186785766855,0.031685903668403625,0.35707511731955277,0.08672846087953884,0.0025940570048987865,0.07256997376680374
ACAA1,0.4308468215458561,0.03556713089346886,0.4904347826086956,0.014969705434406802,0.1730571836233139,0.08533171564340591
ACAD11,0.11006598225867492,0.6086607575416565,0.2252173913043478,0.2900074275938717,0.42174041271209717,0.33054250478744507
ACAP1,-0.10644221416441724,0.6205781102180481,-0.1643478260869565,0.4428461512393397,0.02184140868484974,0.034193187952041626
ACBD3,0.364257556386292,0.0801318883895874,0.45652173913043476,0.024933671317922936,0.2606087625026703,0.5013468861579895
ACBD6,0.6846740074252011,0.00022371290833689272,0.6956521739130433,0.00016052349355551526,0.7783689498901367,0.3698342740535736
ACE2,0.2694227487954777,0.20297029614448547,0.34812893950580454,0.09550494549523404,0.0021350099705159664,0.024747243151068687
ACOT13,0.34115457937150495,0.1027928814291954,0.3408695652173913,0.10309920611122532,0.11444506049156189,0.1691182404756546
ACP6,0.7405588902329328,3.5023465898120776e-05,0.5382608695652172,0.006661450969899968,0.14737385511398315,0.17023928463459015
ACPP,0.1272787203779444,0.5534034371376038,0.2295652173913043,0.28054687940936796,0.008410009555518627,0.05876230075955391
ACSF3,0.371933055925183,0.07350897789001465,0.29565217391304344,0.16071789336224301,0.13795162737369537,0.5253267884254456
ACSS3,0.463617353932932,0.022499168291687965,0.5156521739130434,0.009906970265358948,0.1392449587583542,0.04412447288632393
ACTC1,0.140418014023453,0.5128304958343506,0.1254769483917938,0.5590788015139083,0.0019172215834259987,0.025056807324290276
ACTL7B,0.3406045602168888,0.10338463634252548,0.36286869378431025,0.08137693211378388,1.5016897123132367e-05,0.04279065132141113
ACTR1A,0.2699594262376195,0.20203708112239838,0.28521739130434776,0.17671396904879358,0.1666799783706665,1.7694896459579468
ACTR3,0.320562063367106,0.12670594453811646,0.37478260869565216,0.07115916006574712,0.33382129669189453,0.12237447500228882
ACTR3B,0.6474214000772918,0.0006264445837587118,0.6617391304347826,0.0004287196377635909,0.379347562789917,0.13687922060489655
ACVR1B,0.9033630120829912,1.5040183543035823e-09,0.9199999999999999,2.037424643847237e-10,0.26736846566200256,0.8985463976860046
ACVR1C,0.6602893068484263,0.00044590263860300183,0.3739130434782608,0.0718700737680595,0.040525663644075394,0.05446796491742134
ACVRL1,0.9978789078886621,1.3336934864610362e-27,0.5148015495097847,0.010050889822240122,0.029463591054081917,0.103996641933918
ADAL,0.6510895771498326,0.0005694861174561083,0.5930434782608696,0.002256205841038741,0.18079303205013275,0.10297747701406479
ADAM12,0.7056629923754372,0.0001171021576737985,0.6078260869565217,0.0016290785970250593,0.17141707241535187,0.06129051372408867
ADAM19,0.7248047572211362,6.174890586407855e-05,0.7113043478260868,9.748053906858484e-05,0.24168068170547485,0.23468607664108276
ADAM23,0.8954019401644473,3.458417108248568e-09,0.9139130434782607,4.4344552279659457e-10,1.010609745979309,0.6258031725883484
ADAM28,0.9851522585267958,2.4873695318696722e-18,0.6949336976631216,0.00016412023179056422,0.10893247276544571,0.06380835175514221
ADAM29,0.2924769097007811,0.1654735505580902,0.4696673300852136,0.02057843569427879,0.019334755837917328,0.038963064551353455
ADAM32,0.6584174071322195,0.0004689679481089115,0.6817391304347826,0.00024389796569132728,0.17895947396755219,0.16553859412670135
ADAMTS12,0.44244932691799477,0.030387884005904198,0.27043478260869563,0.20121293703334,0.09177262336015701,0.05247978866100311
ADAMTS16,0.8321267054998316,4.625837846106151e-07,0.6705805768438884,0.0003358288465530851,0.06543096899986267,0.09312347322702408
ADAMTS17,0.9598807171132648,1.240100280493553e-13,0.7147826086956521,8.687380114323481e-05,0.34262287616729736,0.21412432193756104
ADAMTS18,0.33827312028734013,0.1059209555387497,0.45618613820313814,0.025053862631982612,0.03214197978377342,0.191964790225029
ADAMTS19,0.761726504930266,1.5305951819755137e-05,0.7808695652173911,6.713540470741476e-06,0.5285544991493225,0.2011244297027588
ADAMTS2,0.7064936103997752,0.00011401233496144414,0.47043478260869553,0.020344586936490456,0.05097714066505432,0.05502792075276375
ADAMTS20,0.45972450241970364,0.023809820413589478,0.6439756415832969,0.0006843638248708076,0.01944185420870781,0.02685234509408474
ADAMTS3,0.9634306203806773,4.5504022777457034e-14,0.7252173913043477,6.0868149318510404e-05,0.11735113710165024,0.06363291293382645
ADAMTS4,0.9742404905955482,1.013627599078513e-15,0.021758058719112783,0.9196190607437682,0.01595391519367695,0.05610574781894684
ADAMTS5,0.9789204923472425,1.1414062778805276e-16,0.6301370011976617,0.0009659788694358131,0.043595388531684875,0.05988012254238129
ADAMTS6,0.8819629623321816,1.2252742820351159e-08,0.6913043478260869,0.00018338504696430616,0.18374063074588776,0.11683889478445053
ADAMTS9,0.4695970003645016,0.0205999743193388,0.7530434782608695,2.1706524916784425e-05,0.08555883169174194,0.28956493735313416
ADAMTSL1,0.9754737466719234,5.942783157936171e-16,0.7582608695652173,1.76264518234738e-05,0.3754739463329315,0.13610003888607025
ADAMTSL3,0.9152893405407667,3.7384487172609226e-10,0.8026086956521737,2.3730018550983816e-06,0.3426073491573334,0.1359153836965561
ADARB2,0.9543180958135054,5.040555104383893e-13,0.6069565217391303,0.0016613144755187744,1.0417107343673706,0.5126932263374329
ADAT2,0.7271711953726481,5.684583084075712e-05,0.7591304347826088,1.7016783598050936e-05,0.11731024831533432,0.19068729877471924
ADCY1,0.9577920493902639,2.1462325460689519e-13,0.9443478260869566,4.219969370901299e-12,0.617785632610321,0.7965471744537354
ADCY7,0.9577036707537445,2.1952811747258383e-13,0.686086956521739,0.00021452533237049346,0.07808288931846619,0.23330990970134735
ADCY8,0.9429686588482582,5.488354128807549e-12,0.9165217391304347,3.2005504836752396e-10,0.4519985020160675,0.3620772361755371
ADCY9,-0.004252626793459058,0.9842656254768372,0.14608695652173911,0.4957829296843136,0.5715411901473999,0.5047609210014343
ADCYAP1R1,0.9157019425183535,3.5499159167784455e-10,0.9182608695652172,2.5599769328673164e-10,0.22444772720336914,1.079644799232483
ADD3,0.7758076784375589,8.412574970861897e-06,0.76,1.6425818326395293e-05,0.7558770179748535,0.9204053282737732
ADGRA1,0.8538257909276581,1.1226865126445773e-07,0.8460869565217389,1.906574532020132e-07,0.20734362304210663,0.7533159852027893
ADGRA1-AS1,0.5925419579725713,0.0022806546185165644,0.6831920144109913,0.00023371580541400286,0.053634583950042725,0.06339503824710846
ADGRA2,0.8337599202786805,4.18779620758869e-07,0.6295652173913043,0.0009794901264482063,0.09801963716745377,0.3034200966358185
ADGRE1,0.3730181688442826,0.07260730862617493,0.36703632091844474,0.07768412131146182,0.0035326245706528425,0.03806638717651367
ADGRF2,0.17847218282986432,0.4040633738040924,0.30715649575391013,0.14429300695993014,0.0004499152710195631,0.025679072365164757
ADGRG6,0.8574235736159608,8.686325969620157e-08,0.6008695652173912,0.0019025985739905015,0.08104539662599564,0.062210340052843094
ADGRL4,0.978159838821739,1.679814035775455e-16,0.2417391304347826,0.2551064662177336,0.09031067043542862,0.09974708408117294
ADGRV1,0.9782293082571414,1.62248644885859e-16,0.7617391304347826,1.529801797584814e-05,0.34026622772216797,0.23953424394130707
ADIRF-AS1,0.6371751636306726,0.0008123386069200933,0.6832030437801415,0.00023363994677301652,0.008542128838598728,0.07926314324140549
ADO,0.6305749370221747,0.0009557390585541725,0.5130434782608695,0.010353828161824782,0.05385403335094452,0.3488786518573761
ADORA2A-AS1,0.020670510071795434,0.9236250519752502,0.17058318035784428,0.42548673749381394,0.012860056944191456,0.018101269379258156
ADPGK-AS1,-0.005192192518734373,0.9807898998260498,0.3157921922458016,0.13277592438638644,0.006093641743063927,0.021671196445822716
ADRA2A,0.8777553430991247,1.7649515626771972e-08,0.6270928610952574,0.0010397983086627394,0.020876886323094368,0.23415176570415497
AEN,0.5977722887473647,0.002036433666944504,0.5365217391304348,0.006874530593332835,0.02066121995449066,0.1534212827682495
AFAP1L2,0.8774972183746286,1.80412822459175e-08,0.9565217391304346,2.9563631530944795e-13,0.1318071037530899,0.5359209179878235
AFF1,0.908229804947041,8.719426292103094e-10,0.9347826086956521,2.3091809796273415e-11,0.5109788775444031,0.22791238129138947
AFF3,0.805518746128655,2.0448594568733824e-06,0.8095652173913043,1.6557282829935044e-06,1.4582277536392212,0.3645041286945343
AFF4,0.4803307949914597,0.017517458647489548,0.5017391304347826,0.012487219414302085,0.7506747245788574,0.9036135077476501
AFG3L2,0.7120848174672574,9.50066969380714e-05,0.5104347826086956,0.010817218599752949,0.25187385082244873,1.4082123041152954
AGBL2,0.47199132574314717,0.019876908510923386,0.3649412788168769,0.07952427731952591,0.008890680968761444,0.01976175792515278
AGBL4,0.7997048496035859,2.7463215701573063e-06,0.8182608695652173,1.0339710495710754e-06,1.7622852325439453,0.4906698763370514
AGGF1,0.5431463032728061,0.006092177238315344,0.46086956521739125,0.0234180698132485,0.19176004827022552,0.35372671484947205
AGMO,0.3130358634807635,0.1363774985074997,0.13826086956521738,0.5193911494591459,0.02645563893020153,0.035540297627449036
AGO2,0.663923843538214,0.00040391087532043457,0.6243478260869564,0.0011104681099860189,0.3304164707660675,0.3364795744419098
AGPAT3,0.44456578404060565,0.029511654749512672,0.25565217391304346,0.22791835585505185,0.3676837384700775,0.8692286610603333
AGT,0.9811018430700642,3.4671186039654e-17,0.7617391304347826,1.529801797584814e-05,0.04808301106095314,0.41136670112609863
AHCYL2,0.8431195074699644,2.3182333563909197e-07,0.8147826086956521,1.251888470572972e-06,0.7592374682426453,0.3022553324699402
AHDC1,0.6480937027081382,0.0006156517774797976,0.6356521739130434,0.0008436669168882472,0.27668774127960205,0.616843044757843
AHI1,0.800997858728806,2.5740919227246195e-06,0.7913043478260868,4.137262551612973e-06,1.5945430994033813,1.4022060632705688
AHNAK2,0.8015124838548218,2.5082613319682423e-06,0.788695652173913,4.6812061021818636e-06,0.06232991814613342,0.7254679799079895
AIDA,0.26519767196441535,0.21041908860206604,0.1826086956521739,0.393074993112294,0.1538923978805542,0.6506650447845459
AIPL1,0.4043743750080466,0.050007414072752,0.5324631373113122,0.007394001269367872,0.0025618651416152716,0.028553277254104614
AK3,0.6711712746764533,0.0003303001285530627,0.5991304347826086,0.0019767920014815725,0.30620601773262024,0.38222575187683105
AK5,0.9339425754733384,2.6477556258619472e-11,0.9086956521739129,8.263058014053956e-10,1.1421808004379272,1.9531482458114624
AK9,0.4857703377128928,0.016105301678180695,0.4756521739130434,0.01881128388890944,0.22100384533405304,0.15423601865768433
AKT3,0.6474577057524584,0.0006258576177060604,0.6547826086956522,0.000516719100681465,1.8138500452041626,0.6300248503684998
AL133243.2,-0.2415930876886705,0.25540250539779663,-0.14782608695652172,0.49061007074296015,0.038197729736566544,0.4325195848941803
AL133493.2,-0.0016322776209563017,0.9939603805541992,0.08660423188386662,0.6874039410822061,2.02356150111882e-05,0.027644237503409386
AL354822.1,0.6011201291112229,0.0018921074224635959,0.6269565217391303,0.00104321480961748,0.04828925058245659,0.31201472878456116
ALDH1A1,0.5806800065329298,0.002928278874605894,0.7434782608695651,3.139215353812126e-05,0.10567236691713333,0.2400369793176651
ALDH1L1,0.9610217075969558,9.076810483787945e-14,0.11565217391304347,0.590478316886841,0.05871954560279846,0.03491995856165886
ALDH1L1-AS2,0.6378371475148015,0.0007990369922481477,0.3437461345746139,0.10003833263751372,0.009588458575308323,0.01823470927774906
ALDH6A1,0.7351788514765758,4.269409328117035e-05,0.6243478260869564,0.0011104681099860189,0.08227220922708511,0.18593503534793854
ALDH7A1,0.7196883891010657,7.363656186498702e-05,0.5191304347826087,0.009336095584399826,0.25710567831993103,0.2375379204750061
ALDH9A1,0.7109371525002643,9.866381878964603e-05,0.7321739130434782,4.75915681727068e-05,0.08103464543819427,0.4926792085170746
ALG12,0.3550054086226737,0.08870289474725723,0.3947826086956522,0.05624113516523863,0.06320985406637192,0.4928071200847626
ALOX15B,0.5310033916612156,0.00758865661919117,0.616693275790421,0.0013297080567792737,0.0015103808837011456,0.013848050497472286
ALOX5,0.9952115393425629,1.0226783308954334e-23,0.4660869565217391,0.0216983544469976,0.042907342314720154,0.20656001567840576
ALS2CL,0.6050973571836948,0.0017320680199190974,0.8139130434782607,1.3123882717353614e-06,0.03697109594941139,0.09636231511831284
AMIGO1,0.8083099010837032,1.768711740623985e-06,0.72,7.285902537327718e-05,0.07466993480920792,0.7834675312042236
AMIGO2,0.5952348543796688,0.0021519758738577366,0.5139130434782608,0.01020306109223003,0.012258477509021759,0.0875512883067131
AMMECR1,0.6942351353354752,0.00016768451314419508,0.5617391304347825,0.004283140443219148,0.513626754283905,0.11754966527223587
AMMECR1L,0.41593286709394306,0.043225910514593124,0.5704347826086955,0.0036070460553329266,0.08699023723602295,0.29657086730003357
AMZ1,0.8576586556118855,8.539865348211606e-08,0.6713043478260868,0.00032906556873774084,0.1803780347108841,0.28087228536605835
ANAPC2,0.3696147360224131,0.07546386122703552,0.3956521739130434,0.05565238288922824,0.04351820424199104,0.24850775301456451
ANAPC5,0.5994687360944226,0.0019621695391833782,0.6678260869565217,0.0003626841727529303,0.5083996057510376,0.6965827941894531
ANGPT1,0.2105868646176532,0.32328903675079346,0.3947826086956522,0.05624113516523863,0.09569595009088516,0.08508916944265366
ANGPTL3,-0.1404266939498484,0.5128042101860046,0.20813397129186603,0.3290865279512155,0.002320397412404418,0.02446538396179676
ANK2,0.8596094487693335,7.4072680433801e-08,0.7165217391304347,8.196040459208733e-05,2.2331905364990234,2.6062419414520264
ANKEF1,0.548536139755015,0.005511922296136618,0.6113043478260869,0.0015054217824644778,0.03689809888601303,0.029108041897416115
ANKFN1,0.8517593768192455,1.2969741192137008e-07,0.7513043478260868,2.3240608354750938e-05,0.25561943650245667,0.12930184602737427
ANKLE2,0.5486940339324065,0.005495648365467787,0.5895652173913043,0.00243045519129241,0.19256334006786346,0.5303851962089539
ANKMY2,0.9309228245110717,4.26805778219741e-11,0.9521739130434782,8.265140116690649e-13,0.274849534034729,0.8325955867767334
ANKRD1,0.5539392089704052,0.004977468866854906,0.6493401271429247,0.0005960665153273341,0.0004499344213400036,0.023371310904622078
ANKRD24,0.9348639104573522,2.2785853065476758e-11,0.9452173913043478,3.563267590026003e-12,0.21816475689411163,0.5462406277656555
ANKRD26,0.7159960672724992,8.3419174188748e-05,0.5208695652173913,0.009061048624292236,0.7621965408325195,0.7548539042472839
ANKRD30B,0.8804537975229323,1.3988179503598985e-08,0.8791304347826084,1.568835871188163e-08,0.280305951833725,0.362197607755661
ANKRD31,0.2748943836604667,0.19359207153320312,0.5005436082667416,0.012732560274879297,0.04600461199879646,0.027752816677093506
ANKRD34A,0.7712413337430917,1.026122845360078e-05,0.6495652173913044,0.0005925876293559354,0.03392579406499863,0.32287606596946716
ANKRD34B,0.6214663365390152,0.0011890471214428544,0.5196556097146038,0.009252318606992209,0.03237023577094078,0.09063369035720825
ANKRD50,0.5819117993814871,0.002854494145140052,0.47478260869565214,0.019060098667360623,0.18202988803386688,0.42050209641456604
ANKS6,0.7321597957416088,4.7615696530556306e-05,0.6547826086956522,0.000516719100681465,0.2947584092617035,0.1318909376859665
ANKUB1,0.03158706070826156,0.8835111856460571,0.2026086956521739,0.34237332678092103,0.39305579662323,0.035813841968774796
ANO1,0.8953597426880151,3.4730922582326684e-09,0.5844748996615993,0.0027060034384443197,0.0723760798573494,0.17067448794841766
ANO2,0.9651380823197542,2.7106401094523745e-14,0.5530434782608695,0.005062933315680411,0.13908492028713226,0.10068730264902115
ANO3,0.9773023859816021,2.5556773375763316e-16,0.8530434782608695,1.1860330601994243e-07,0.36497822403907776,0.21705178916454315
ANO7,0.4622594854881754,0.022949550300836563,0.37913043478260866,0.0676846648820043,0.019628340378403664,0.03802630305290222
ANPEP,0.9757636777067091,5.221120086600572e-16,0.18917156350654435,0.37599134590461314,0.012923955917358398,0.0917070135474205
ANTXR1,0.4596977492328733,0.023819036781787872,0.5104347826086956,0.010817218599752949,0.40275633335113525,0.1993665099143982
ANTXR2,-0.15571574184104975,0.4674864709377289,0.04434782608695652,0.8369769840650598,0.07398911565542221,0.03135126456618309
ANXA3,0.973931935011251,1.1538267984421502e-15,0.2926723269882859,0.16517805358646687,0.06898093968629837,0.024266069754958153
ANXA7,0.8180050358423614,1.0487613053555833e-06,0.477391304347826,0.01832157146143348,0.38132748007774353,1.4086555242538452
ANXA8L1,0.45634027192136273,0.024998603388667107,0.43415137243551705,0.03402558941712316,3.635100802057423e-05,0.09166445583105087
AOAH,0.9927666145667899,9.450663706421218e-22,0.6626086956521738,0.00041869143970875764,0.17028824985027313,0.2300233095884323
AOC2,0.7620925972005352,1.5077356692927424e-05,0.7972152714682924,3.10702702208219e-06,0.009783451445400715,0.17832361161708832
AP000708.1,0.48136774724480347,0.017240751534700394,0.4721739130434783,0.019822625417352625,0.030841901898384094,0.05334434285759926
AP1S2,0.799664364047203,2.7518758543010335e-06,0.7304347826086957,5.06460462583121e-05,0.31243446469306946,0.0956505537033081
AP3B1,0.8090788515546592,1.698716801001865e-06,0.7,0.00014019026884099308,0.4269762933254242,0.46017709374427795
AP3M1,0.3767148365659523,0.06959865242242813,0.43304347826086953,0.03453637926407846,0.1601281315088272,0.16528184711933136
AP4E1,0.4399471728974049,0.03145045042037964,0.42260869565217385,0.039651798676195504,0.22833962738513947,0.19997072219848633
APAF1,0.8024875311239157,2.3876261820987565e-06,0.6313043478260869,0.0009388911528619081,0.1377623826265335,0.24175803363323212
APBA1,0.8798595554035273,1.4729993225159888e-08,0.8191304347826085,9.850796912877488e-07,0.8410761952400208,0.9604522585868835
APBB1IP,0.999062652408611,1.6833187249255433e-31,0.14956521739130432,0.48546433225418195,0.12656572461128235,0.21543587744235992
APC2,0.9095048938761465,7.521192557646827e-10,0.8365217391304347,3.530732192186269e-07,0.22947990894317627,0.17996661365032196
APOBEC3C,0.9648162791563664,2.994449171045063e-14,0.46923613576594,0.020710776438700153,0.0035186081659048796,0.06572740525007248
APOBEC4,0.4990234962588147,0.013050221838057041,0.5221934092587068,0.008856214260846417,0.015948569402098656,0.06096490100026131
APOL6,0.6650865385890938,0.0003912225365638733,0.6391304347826086,0.0007735907278482088,0.026091784238815308,0.05171509459614754
AQP12B,0.20557385696520214,0.33520376682281494,0.16942492582849447,0.42868309306830077,4.583312602335354e-06,0.04961248114705086
AQP4,0.9961163126499741,1.0258291991230672e-24,0.5147826086956522,0.010054114049541199,0.07784528285264969,0.334012508392334
AQP4-AS1,0.7110169671941549,9.840555139817297e-05,0.6286956521739131,0.0010003492233837052,0.5487976670265198,0.10612138360738754
AQP6,0.792535787797533,3.90058221455547e-06,0.4325502073359623,0.034765749122010574,0.0038571637123823166,0.039169710129499435
AQP9,0.9075379421119578,9.439200532312952e-10,0.6811657242279252,0.00024802152659357036,0.019821029156446457,0.04884348437190056
AR,0.5793451372883283,0.0030100562144070864,0.5114155372038993,0.010641035780211241,0.04760900139808655,0.07692363858222961
ARAP2,0.9044140672594949,1.3402674525764269e-09,0.9191304347826086,2.2852585168619277e-10,0.7006118893623352,0.3826904594898224
ARF3,0.8737416254589334,2.4696168665627738e-08,0.7947826086956521,3.4995462491748772e-06,0.2772355079650879,2.254502296447754
ARHGAP10,0.9519643297680886,8.663898591609875e-13,0.7991304347826085,2.8260661580014922e-06,0.2522946000099182,0.16188998520374298
ARHGAP11B,0.4448952180100605,0.029377102851867676,0.5217391304347825,0.008926065916873628,0.015360494144260883,0.1064554750919342
ARHGAP17,0.3562069804465864,0.08755257725715637,0.3608695652173913,0.08319459278354294,0.33136847615242004,0.37432384490966797
ARHGAP18,0.872180741338525,2.8057030476702494e-08,0.8939130434782607,4.011400713518216e-09,0.18653850257396698,0.19036071002483368
ARHGAP26,0.7967904988763621,3.1726062843517866e-06,0.7652173913043477,1.3245696744668324e-05,1.4112542867660522,0.4385523796081543
ARHGAP28,0.6770499736740021,0.00027944165049120784,0.7295652173913043,5.223689984061556e-05,0.15581868588924408,0.06938257813453674
ARHGAP29,0.9813868132332573,2.937342839721933e-17,0.9243478260869564,1.1248113620991151e-10,0.3534963130950928,0.2788798213005066
ARHGAP31,0.9644962406964623,3.303151006298251e-14,0.6286956521739131,0.0010003492233837052,0.2527695596218109,0.17886824905872345
ARHGAP32,0.9130761221749708,4.91280460757082e-10,0.9026086956521738,1.6324184374509252e-09,1.1951369047164917,0.7853111624717712
ARHGAP36,0.9726244778430555,1.9647066854417425e-15,0.8083772313927367,1.7624819166040447e-06,0.007472291588783264,0.12164659053087234
ARHGAP42,0.8884120544535108,6.812722830318307e-09,0.7947826086956521,3.4995462491748772e-06,0.2653283178806305,0.17895086109638214
ARHGAP6,0.5284246658920893,0.00794295221567154,0.5973913043478261,0.0020534369448034903,0.2575322091579437,0.1210351213812828
ARHGEF11,0.7745994049037108,8.870499186741654e-06,0.7052173913043478,0.00011878974665344476,0.6542861461639404,0.6954014301300049
ARHGEF15,0.9876337741006864,3.3655293372731313e-19,0.7493475422862443,2.508036089300629e-05,0.013238650746643543,0.04690450057387352
ARHGEF16,0.6544071642274503,0.0005218829028308392,0.39312895036762324,0.05737405590007533,0.00455893250182271,0.0340198315680027
ARHGEF28,0.715822993312031,8.390442235395312e-05,0.7834782608695651,5.962929905104146e-06,0.3351912498474121,0.13594433665275574
ARHGEF4,0.730213337817986,5.104707815917209e-05,0.5834782608695652,0.002762944506986362,0.572969377040863,0.15788312256336212
ARID1B,0.5220626066438854,0.008876279927790165,0.49999999999999994,0.012845420968005795,1.6957899332046509,0.5991563200950623
ARID3B,0.6372354129998712,0.0008111201459541917,0.6286956521739131,0.0010003492233837052,0.11659397929906845,0.23009856045246124
ARID5B,0.6735101115700672,0.00030917784897610545,0.62,0.0012308328706616477,0.6893189549446106,0.38904905319213867
ARIH2,0.45686967960500624,0.024809550493955612,0.3217391304347825,0.12523945866486338,0.45591816306114197,0.5448777079582214
ARL14EP,0.8495466762105934,1.5101069550382817e-07,0.82,9.3825997008208e-07,0.1933649778366089,0.09216654300689697
ARL15,0.6363621377640811,0.0008289357065223157,0.6991304347826087,0.0001440664963563472,1.2508636713027954,0.20261506736278534
ARL6IP1,0.4643441332736984,0.022261058911681175,0.43043478260869555,0.0357631608988247,0.5254745483398438,2.082519769668579
ARL6IP5,0.5194452572031878,0.009285799227654934,0.5434782608695652,0.006055021007749123,0.4517272710800171,1.4312087297439575
ARMC1,0.536296400799074,0.006902550812810659,0.54,0.006453914474239906,0.1946272999048233,0.5177731513977051
ARMC3,0.7093616259953706,0.0001038848640746437,0.6958034519780942,0.00015977501709886157,0.043131109327077866,0.04999348521232605
ARMCX3,0.6747767515480518,0.0002982363512273878,0.6243478260869564,0.0011104681099860189,0.2458968311548233,1.0120139122009277
ARMCX5,0.6181800357044267,0.0012844414450228214,0.4626086956521739,0.022833034205313615,0.06559950113296509,0.6754047274589539
ARNT,0.19787471044037375,0.3540070056915283,0.05826086956521739,0.7868436161547347,0.36645498871803284,0.36289671063423157
ARNTL,0.8257379615679383,6.759402140232851e-07,0.8626086956521738,5.927053488103268e-08,0.29134300351142883,0.33604350686073303
ARPC5,0.6670974041335285,0.0003700927773024887,0.6895652173913043,0.0001932953759792191,0.19496162235736847,0.10767849534749985
ARSF,0.697230939171277,0.0001528608991065994,0.5135899229913309,0.010258871014792175,0.034184377640485764,0.16780441999435425
ARSJ,0.9673975189216435,1.3107759472827992e-14,0.7565217391304346,1.890394343040655e-05,0.11145445704460144,0.11683586984872818
ARX,0.9760913411155343,4.501903352295761e-16,0.7834782608695651,5.962929905104146e-06,0.17243808507919312,0.7632774710655212
ASB1,0.8290780821116641,5.554286985898216e-07,0.8069565217391305,1.8981622693887364e-06,0.05757211521267891,0.26767051219940186
