gene,pearson_r,pearson_p,spearman_rho,spearman_p,mean_sn,mean_merscope
CHPF2,0.34092164915637113,0.10304317623376846,0.268695652173913,0.2042392593734892,0.06235592067241669,0.543118417263031
CHRM2,0.8260228858271148,6.648190833402623e-07,0.9162861708236528,3.2976181062486894e-10,0.3142838180065155,0.0946497917175293
CHRM3,0.8973304027458653,2.844424029646575e-09,0.863478260869565,5.550668362063421e-08,1.4068918228149414,0.5539765954017639
CHRM5,0.40592449851101264,0.049052659422159195,0.49999999999999994,0.012845420968005795,0.101233571767807,0.06250283867120743
CHRNA4,0.8363237642333843,3.574563720576407e-07,0.9191304347826086,2.2852585168619277e-10,0.07597919553518295,0.2536035478115082
CHRNA6,0.9576876977225766,2.2042533542789705e-13,0.6153511778431272,0.001371736839625404,0.028390243649482727,0.09557083994150162
CHRNB4,0.5533232821398997,0.005036104936152697,0.6893262546861669,0.00019469292193479034,0.004031358752399683,0.06336519122123718
CHST12,0.19090574946676497,0.37154945731163025,0.4721739130434783,0.019822625417352625,0.21124382317066193,0.13358117640018463
CHST3,0.8616703518782742,6.358735049616371e-08,0.5408695652173913,0.0063521895787367125,0.03143457695841789,0.15486985445022583
CHST9,0.9627503102391302,5.555582374889602e-14,0.7732115860106573,9.423595557023137e-06,0.19372998178005219,0.07479573041200638
CHSY3,0.831426101969555,4.825965334021021e-07,0.877391304347826,1.8204279591228982e-08,1.2939081192016602,0.2726464867591858
CHUK,0.4104648939319304,0.046337783336639404,0.3930434782608695,0.057433088555270156,0.15930750966072083,0.259033203125
CHURC1,0.09306982123234775,0.665343165397644,0.1208695652173913,0.5737097351958667,0.2963971197605133,0.5672497153282166
CIITA,0.9576992329530185,2.1977706384391366e-13,-0.015652173913043476,0.9421320594035385,0.045370619744062424,0.040709201246500015
CINP,0.7325055091059767,4.702793012256734e-05,0.5226086956521738,0.008792755659654788,0.11840180307626724,0.3224277198314667
CLASP2,0.6178063589868543,0.0012956925202161074,0.46782608695652167,0.021148364845632338,1.8333120346069336,0.37140676379203796
CLCA4,0.9888131074549165,1.1235903160567775e-19,0.5958554104964316,0.0021232157050731274,0.008271066471934319,0.04441060498356819
CLCN1,0.3020956893451512,0.15136416256427765,0.27363899364280203,0.19571712855974124,0.0018836604431271553,0.05998056009411812
CLDN2,0.07258634375648398,0.7360710501670837,0.2030876325461063,0.34120916105427856,0.0046366192400455475,0.03350670263171196
CLDN4,0.6757650725471649,0.00028993425075896084,0.6008695652173912,0.0019025985739905015,0.018732262775301933,0.029159585013985634
CLEC12B,0.16261756821040763,0.44772905111312866,0.38090478570387365,0.06630459847273475,0.00038397530443035066,0.0303198155015707
CLEC14A,0.9345563491660869,2.3962918455078253e-11,0.7188862600794864,7.567161260424378e-05,0.039254847913980484,0.20806235074996948
CLEC2D,0.3364960092003457,0.10788482427597046,0.3739130434782608,0.0718700737680595,0.09131008386611938,0.10291051864624023
CLEC5A,0.4305367659253534,0.035714562982320786,-0.26875408332653894,0.20413708429952165,0.007955187931656837,0.036355119198560715
CLGN,0.5568762753464398,0.004705684259533882,0.6304347826086956,0.0009590059599017164,0.05077575519680977,0.09420841932296753
CLIC5,0.9588802050420782,1.6184734216891095e-13,0.7153729240649782,8.517787006627924e-05,0.07418113201856613,0.05875089764595032
CLK3,-0.0027935898397117853,0.9896636009216309,0.01652173913043478,0.9389228669455103,0.08184071630239487,0.04721187427639961
CLMN,0.9447340710030403,3.91584594611194e-12,0.5608695652173912,0.00435625973799249,0.18338660895824432,0.15666911005973816
CLMP,0.708530894771684,0.00010673393262550235,0.7078260869565216,0.00010920452261464096,0.18515212833881378,0.22720713913440704
CLN5,0.12017685361206532,0.5759239792823792,0.09652173913043478,0.6536731719946905,0.1807122379541397,0.06221761181950569
CLRN1-AS1,0.10423542046919465,0.6278814077377319,0.09185355898004512,0.6694732535358515,0.00783009547740221,0.0036876664962619543
CLSTN2,0.9641439137340058,3.676124346336379e-14,0.946086956521739,3.000427331585604e-12,1.0195504426956177,1.2411799430847168
CLTCL1,0.6856507805641741,0.00021732579625677317,0.7452173913043478,2.939031839568965e-05,0.14205174148082733,0.24477078020572662
CLYBL,0.32730656501371413,0.11846946179866791,0.41913043478260864,0.04148369708784365,0.2587311267852783,0.05432109162211418
CMTM4,0.9234094761777669,1.2824455386528655e-10,0.9147826086956521,3.982324550120676e-10,0.3613204061985016,0.8542675375938416
CMTR1,0.830702852927061,5.040637915953994e-07,0.8226086956521739,8.094702678098993e-07,0.13001686334609985,0.7124257683753967
CMYA5,0.9725510344433133,2.022782017162576e-15,0.8556521739130434,9.864345153441961e-08,0.14465399086475372,0.17030930519104004
CNGA3,0.7981208078272175,2.9712305149587337e-06,0.6062517822298248,0.0016878382799955724,0.0017948364838957787,0.0534595362842083
CNGB1,0.9758699119411176,4.97727253597586e-16,0.41130434782608694,0.04584897898373573,0.020606817677617073,0.06532448530197144
CNIH1,0.5370201106998138,0.006812896579504013,0.508695652173913,0.011135557260269265,0.27622953057289124,0.2092999815940857
CNOT4,0.3307552770129405,0.11441198736429214,0.36695652173913035,0.07775361602859567,0.6471589803695679,0.26462721824645996
CNOT6,0.6789205243876495,0.00026475710910744965,0.6643478260869564,0.00039924328712659537,0.23437082767486572,0.2840576469898224
CNOT6L,0.7140340071673563,8.906698349164799e-05,0.7147826086956521,8.687380114323481e-05,0.47677382826805115,0.32233062386512756
CNOT8,0.5494602703838609,0.005417244974523783,0.5426086956521738,0.006152756669820387,0.1394713670015335,0.5059182047843933
CNP,0.972336958428059,2.2010568298129517e-15,0.2217391304347826,0.29771785747175966,0.15442697703838348,1.1806260347366333
CNPY1,0.5270192866228172,0.00814176257699728,0.4025312422237354,0.0511614099227096,4.6885197662049904e-05,0.04202346131205559
CNR1,0.8333578006349853,4.292060395982844e-07,0.8930434782608694,4.369993134396576e-09,0.47182321548461914,0.44263124465942383
CNTD1,0.4637277514557354,0.022462867200374603,0.47140683871515887,0.02005149032427659,0.021855702623724937,0.016219476237893105
CNTLN,0.6933615714660846,0.00017223662871401757,0.49652173913043474,0.013587180235989137,0.24261462688446045,0.07866284996271133
CNTN3,0.8172215676604537,1.095235234060965e-06,0.8869565217391304,7.801678831592749e-09,0.6156875491142273,0.5680549144744873
CNTNAP1,0.8730354922590777,2.6169010070020704e-08,0.7756521739130434,8.470310547138325e-06,0.22683000564575195,1.164279580116272
CNTNAP2,0.931276080020325,4.040747250688703e-11,0.9556521739130434,3.66096510178676e-13,2.9346039295196533,1.431946873664856
CNTNAP3B,0.9378336204099469,1.3829770661999419e-11,0.7965217391304347,3.2147317367417936e-06,0.3770619332790375,0.1900690346956253
CNTNAP5,0.8885917963561951,6.6987717595168306e-09,0.8539130434782608,1.1158126522893546e-07,1.5002952814102173,0.7930575013160706
COBL,0.817185299587436,1.097430299523694e-06,0.8208695652173912,8.934346201224847e-07,0.8548138737678528,0.22522592544555664
COBLL1,0.925986445741728,8.909177562355097e-11,0.686086956521739,0.00021452533237049346,0.36493799090385437,0.20105327665805817
COG6,0.6815554901113501,0.0002452120534144342,0.6556521739130434,0.0005049286602973918,0.5430964827537537,0.09766978770494461
COL11A1,0.934840338959475,2.2874178245979593e-11,0.8669565217391304,4.2501134830303717e-08,0.38863876461982727,0.3149958550930023
COL12A1,0.8100786104332656,1.6114041727632866e-06,0.8817391304347826,1.2497252917320782e-08,0.396487832069397,0.32648780941963196
COL13A1,0.48128733853809536,0.017262078821659088,0.7410306763566703,3.441269451329851e-05,0.03034275211393833,0.05087515339255333
COL14A1,0.4044042545137927,0.049988873302936554,0.47913043478260864,0.01784227838501129,0.03367781639099121,0.0467599481344223
COL15A1,0.7793440197929158,7.190278665802907e-06,0.4305283859114458,0.03571855322799143,0.08056170493364334,0.06793928891420364
COL18A1,0.742099972019787,3.30629845848307e-05,0.7139130434782608,8.942588394502403e-05,0.17209118604660034,0.1701515167951584
COL19A1,0.8611803906824207,6.595158197342244e-08,0.8426086956521738,2.3966088072191335e-07,0.32812681794166565,0.19825910031795502
COL1A2,0.8878926030010916,7.1519052902146996e-09,0.10700761986421299,0.61871248554328,0.06430744379758835,0.0284887682646513
COL21A1,0.7123386425664648,9.421408321941271e-05,0.8921739130434782,4.757173412170351e-09,0.3001490831375122,0.2633644640445709
COL22A1,0.8776701455353759,1.7777971095256362e-08,0.608695652173913,0.0015973786342728961,0.01399009209126234,0.1310117095708847
COL24A1,0.6922984216616896,0.00017792184371501207,0.8286956521739129,5.681777552577367e-07,0.3703874349594116,0.2646128237247467
COL4A2,0.7707594698877074,1.047585374180926e-05,0.9243478260869564,1.1248113620991151e-10,0.24727942049503326,0.21616612374782562
COL4A6,-0.14581701430142857,0.49658825993537903,0.37037842540234883,0.0748155888783937,0.015163714997470379,0.02359369583427906
COL5A1,0.7337620019243332,4.4945074478164315e-05,0.7478260869565216,2.6598359782618725e-05,0.05720767006278038,0.0768430307507515
COL5A2,0.798124666835065,2.970663217638503e-06,0.6799999999999999,0.00025659207303060905,0.16120174527168274,0.16083773970603943
COL6A6,0.25336409552255645,0.23225200176239014,0.07826086956521738,0.7162392905010877,0.05506158992648125,0.09038090705871582
COL7A1,0.729999789444264,5.143645466887392e-05,0.8113043478260868,1.5098226216258118e-06,0.0852159783244133,0.0769222155213356
COL8A2,0.9179999509360641,2.648030128504786e-10,0.25130434782608696,0.23619938811607974,0.00885164737701416,0.04286670684814453
COL9A1,0.9907924144063145,1.3315713586189256e-20,0.6405572486906804,0.0007463302811386608,0.07344044744968414,0.21543681621551514
COLCA1,0.4472788169805426,0.028418099507689476,0.47478260869565214,0.019060098667360623,0.0159249659627676,0.05114881321787834
COLEC12,0.9921371909003938,2.3594062776142843e-21,0.3504347826086956,0.09318217165981718,0.16433528065681458,0.14892102777957916
COPB2,0.08186043470050208,0.7037500143051147,-0.07739130434782608,0.7192671455433247,0.2769070565700531,0.12321612238883972
COPG1,0.7595504624769092,1.672902362770401e-05,0.6408695652173912,0.0007404749565562748,0.11227735131978989,1.5283260345458984
COPS5,0.23524191696196795,0.2684917151927948,0.13826086956521738,0.5193911494591459,0.1756233423948288,0.23447595536708832
CORO1C,0.3923915644409135,0.05788489058613777,0.308695652173913,0.1421899144300473,0.30776557326316833,0.8852173686027527
COTL1,0.8646970469562802,5.059185781419728e-08,0.6234782608695651,0.0011336973606633706,0.14121077954769135,0.07746697217226028
CPED1,0.8882139286433812,6.940346075623438e-09,0.4504347826086956,0.027187078784635655,0.17672300338745117,0.06603681296110153
CPLX3,0.8216920522348232,8.528038506483426e-07,0.7318982560494579,4.806463296590006e-05,0.0546683669090271,0.3001219928264618
CPM,0.7715947653050534,1.0106291483680252e-05,0.44434782608695644,0.029600947331116845,0.09313563257455826,0.18859271705150604
CPNE5,0.8538458471011836,1.1211030681579359e-07,0.88,1.4551552142122526e-08,0.26559221744537354,0.5528870820999146
CPNE8,0.8726568650454283,2.6990793600134566e-08,0.863478260869565,5.550668362063421e-08,0.5060217976570129,0.2718779742717743
CPNE9,0.9317882667528465,3.730566203175023e-11,0.8869565217391304,7.801678831592749e-09,0.10146937519311905,0.560379683971405
CPS1,0.510585872529191,0.010789920575916767,0.4478260869565217,0.028201491909682276,0.05440296605229378,0.03531178832054138
CPSF2,-0.3233071569702588,0.12330504506826401,-0.348695652173913,0.09493011884568246,0.1406819224357605,0.05028526112437248
CPSF3,0.4944514492235612,0.014045123010873795,0.3356521739130434,0.10882666589446975,0.1062048152089119,0.3369087874889374
CPXM1,0.701732428104151,0.0001327384088654071,0.3382920221005138,0.10590020928891705,0.0022681488189846277,0.057689767330884933
CRACR2A,0.5444189131158055,0.005950761493295431,0.6695652173913044,0.0003455201283035722,0.05469939485192299,0.09703689813613892
CRB2,0.4710448664773139,0.02016022987663746,0.553163744322585,0.0050513872553635784,0.03148473799228668,0.214639350771904
CRBN,0.4563779947347939,0.024985095486044884,0.33999999999999997,0.10403796669819437,0.4485151767730713,0.4322706460952759
CREB3L1,0.869899558598263,3.3708847269053877e-08,0.9052173913043478,1.2261390339743372e-09,0.040470268577337265,0.19936548173427582
CREB5,0.9625766287499573,5.842530371178226e-14,0.8313043478260868,4.861522291772152e-07,0.3350500166416168,0.1530342549085617
CREBBP,0.08112528320634738,0.7062948346138,0.17391304347826084,0.4163699952935561,0.699481189250946,0.6956505179405212
CREG2,0.9276031141052954,7.041327243495488e-11,0.9321739130434782,3.511396462170555e-11,0.4104994535446167,0.9564616680145264
CRHR2,0.9136574943549931,4.575856082933427e-10,0.7584257626561228,1.750938177509249e-05,0.0378330796957016,0.09385780245065689
CRIPAK,0.17394842240901198,0.41627371311187744,0.23304347826086955,0.2731204759298304,0.07273037731647491,0.7631769180297852
CRISPLD1,0.6788261312321993,0.00026548170717433095,0.5878260869565216,0.0025217833030871436,0.09242532402276993,0.08106918632984161
CRISPLD2,0.9921861254842952,2.203312893550588e-21,0.6182608695652172,0.0012820186402465344,0.040651462972164154,0.10031717270612717
CRYBG3,0.6436544669559225,0.0006899904110468924,0.7713043478260868,1.0233451279048088e-05,0.2039252072572708,0.19656218588352203
CSF1,0.6262867536934209,0.001060138805769384,0.6313043478260869,0.0009388911528619081,0.037927672266960144,0.06584873050451279
CSGALNACT2,0.35591747029684484,0.08782871067523956,0.34521739130434775,0.09849909879561232,0.3511958122253418,0.31079474091529846
CSMD2,0.7337614102289081,4.494603490456939e-05,0.7608695652173912,1.5853058572753522e-05,0.9273205399513245,0.36533164978027344
CSMD3,0.7577837708813604,1.7969083273783326e-05,0.6939130434782607,0.00016935055735524371,1.8176225423812866,0.1338667869567871
CSNK2A2,0.8928370866924524,4.459230318332175e-09,0.8043478260869565,2.1716927777771932e-06,0.19685477018356323,0.4693553149700165
CSPG4,0.9905607611290179,1.7482551103600604e-20,0.6187378518674822,0.0012678019148715802,0.022693229839205742,0.12309983372688293
CSRNP1,0.8300231616012752,5.250111030363769e-07,0.7295652173913043,5.223689984061556e-05,0.020768553018569946,0.36109885573387146
CSRP1,0.9704241204526625,4.551887719425303e-15,0.8704347826086956,3.229817424983966e-08,0.07345329970121384,1.2351679801940918
CTBS,0.2811448156135157,0.18324625492095947,0.4017391304347826,0.05166367606578417,0.08223766088485718,0.05829537287354469
CTDSPL2,0.6026650212952518,0.0018285062396898866,0.5347826086956522,0.007093267681508549,0.3877932131290436,0.19002856314182281
CTNNA3,0.8647003787718859,5.0578972121684274e-08,0.4356521739130434,0.03334324197929063,0.8998616337776184,0.06133526936173439
CTNNB1,0.5836462551378645,0.0027532759122550488,0.551304347826087,0.005232389972592129,0.5507604479789734,1.6145377159118652
CTSO,0.7772307713166811,7.900184755271766e-06,0.5652173913043478,0.0040009095002293575,0.04895419999957085,0.29692599177360535
CTSV,0.07657714537344873,0.7221058011054993,0.2568009252430215,0.22576294289221813,0.0058792768977582455,0.03005360998213291
CTXN2,0.48546542203985155,0.01618191972374916,0.49836922247931,0.013188936859574512,0.02389943040907383,0.0783802941441536
CUL1,0.506286313655437,0.011589310131967068,0.4121739130434783,0.04534690802018232,0.5843895077705383,0.7464516758918762
CUX2,0.8476251051179133,1.7200737545408629e-07,0.6,0.001939392876525912,0.2654131352901459,0.2020277976989746
CWC27,0.8017449724720791,2.479015620338032e-06,0.8069565217391305,1.8981622693887364e-06,0.5653823018074036,0.5021939873695374
CXCR2,0.24504729015461635,0.24845997989177704,0.23532642483072322,0.26831479207573955,0.0004762481839861721,0.03197444602847099
CXCR6,-0.2849977433506865,0.17706210911273956,-0.2014586843702425,0.34517832038916796,0.00037346905446611345,0.03469458967447281
CYB561A3,0.2481596901343437,0.2423105686903,0.3608695652173913,0.08319459278354294,0.06007799506187439,0.22824548184871674
CYB5D1,0.6440778473915998,0.0006825816235505044,0.7008695652173912,0.0001364054723998622,0.03429967164993286,0.40825700759887695
CYBB,0.9954678325157147,5.59062686415646e-24,0.43478260869565216,0.033737255575550164,0.054877255111932755,0.15060195326805115
CYFIP2,0.8980014464468695,2.6550017739879195e-09,0.6878260869565217,0.00020366940684417892,0.7088794708251953,1.9841361045837402
CYP2E1,0.7087742547446396,0.00010589231533231214,0.6634782608695651,0.00040886714912401385,0.09195192903280258,0.23022015392780304
CYP39A1,0.2545236601399665,0.2300490289926529,0.3930434782608695,0.057433088555270156,0.02624119631946087,0.05663484334945679
CYP3A5,0.8852290997601813,9.141614576435586e-09,0.5113043478260869,0.010660889916722198,0.10211459547281265,0.06708426773548126
CYP46A1,0.8223987065903202,8.192200198209321e-07,0.6713043478260868,0.00032906556873774084,0.38260459899902344,0.3217255771160126
CYP4B1,0.11397122009657323,0.5959251523017883,0.2152510555088283,0.3124371577787363,0.004316700156778097,0.08331146091222763
CYP4F3,0.34977074069320224,0.09384672343730927,0.6393074055648571,0.000770163627315474,0.002965182764455676,0.04518347606062889
CYP8B1,-0.2557959404075518,0.22764785587787628,-0.10690347070671273,0.6190559693549338,0.001068413839675486,0.027619630098342896
CYSLTR1,0.3716523520706687,0.07374360412359238,0.32956521739130434,0.11580045288804085,0.03263410925865173,0.07083824276924133
CYTH3,0.7475311912003235,2.6901780074695125e-05,0.7626086956521738,1.4760221055011343e-05,0.5535772442817688,0.5136406421661377
CYTIP,0.9710327600987512,3.631469531686785e-15,0.2951993211488001,0.16139020084805036,0.006361750885844231,0.06965450197458267
CYYR1-AS1,0.1256254054569581,0.558610200881958,0.308695652173913,0.1421899144300473,0.04793044924736023,0.04514619708061218
DAAM2,0.9425952079473063,5.886542555483265e-12,0.5739130434782608,0.0033630914138609146,0.16815854609012604,0.3623169958591461
DAB1,0.8503994379134383,1.4245144086544315e-07,0.8556521739130434,9.864345153441961e-08,1.6636241674423218,0.4809730350971222
DACH1,0.8755811073351651,2.1202421152111128e-08,0.8452173913043477,2.0198318553448652e-07,0.3019999861717224,0.10779615491628647
DACH2,0.48985424460806826,0.015107364393770695,0.7747826086956522,8.799677867713436e-06,0.13237923383712769,0.0855955109000206
DACT2,0.9492844013620925,1.5545988975296243e-12,0.4874865021562442,0.015679580040477658,0.011208065785467625,0.03678276762366295
DAPK2,0.4705316224426497,0.02031523361802101,0.2834782608695652,0.17948344297550767,0.0779196172952652,0.06696099042892456
DAPP1,0.8856933701717935,8.76254979687019e-09,0.5056572846321812,0.011710251964280563,0.006484204903244972,0.05089300870895386
DBF4,0.7490866876833024,2.533506449253764e-05,0.7347826086956522,4.331339732162826e-05,0.08424708992242813,0.15109843015670776
DBNDD1,0.9017824921511419,1.7843136967954365e-09,0.8945423129493375,3.768657319254109e-09,0.04113059863448143,0.37160181999206543
DBP,0.39329275087220594,0.05726105719804764,0.37043478260869556,0.0747679168688463,0.09443961828947067,0.18954427540302277
DBX2,0.8231430519808782,7.851253371882194e-07,0.47186490963577715,0.01991456368483725,0.009215773083269596,0.056802213191986084
DCAF10,0.5182770095270826,0.009473576210439205,0.5599999999999999,0.00443042702628259,0.5802662372589111,0.1671503186225891
DCAF13,0.24470378495607292,0.24914482235908508,0.21304347826086956,0.3175452524512912,0.07894174009561539,0.08142445236444473
DCHS1,0.6077885978447739,0.001630457234568894,0.646086956521739,0.0006483519369920585,0.06549867242574692,0.16081611812114716
DCHS2,0.6665940912280348,0.00037528632674366236,0.6095652173913042,0.00156620730482695,0.26074445247650146,0.10459437221288681
DCLK1,0.8431959593435749,2.3067023846579104e-07,0.8878260869565217,7.196416776281008e-09,1.648781418800354,0.5228992104530334
DCN,0.012072077748598531,0.955353319644928,0.10173913043478258,0.6361837822056855,0.1507398933172226,0.046225327998399734
DCTN5,0.8493711910414277,1.5282812171335536e-07,0.8739130434782607,2.435005007374065e-08,0.22899480164051056,0.6534268856048584
DDB1,0.574918081285432,0.003295256057754159,0.41478260869565214,0.043866498480705805,0.25788402557373047,1.7907582521438599
DDHD2,0.783230422239285,6.0308916545182e-06,0.8034782608695652,2.2703633865898317e-06,0.3439478576183319,0.9260719418525696
DDIAS,0.48735983985170606,0.015710683539509773,0.30457588623617615,0.1478687085604244,0.005798873025923967,0.016637124121189117
DDN,0.8942866793368012,3.865627373755842e-09,0.8495652173913043,1.5081980924883657e-07,0.04052530229091644,1.108678936958313
DDR2,0.5381883393856697,0.006670225877314806,0.6713043478260868,0.00032906556873774084,0.18353013694286346,0.1152317225933075
DDX19A,0.7591227021766827,1.702212102827616e-05,0.7121739130434783,9.472781615467428e-05,0.22942905128002167,0.575188934803009
DDX3X,0.44759918650379404,0.028291137889027596,0.47913043478260864,0.01784227838501129,0.3186403512954712,0.8759605288505554
DEF6,0.9894925075932406,5.657863691074425e-20,0.3904347826086956,0.05925750969939877,0.026424070820212364,0.10916554927825928
DEF8,0.699024306726642,0.00014454593474511057,0.5391304347826086,0.0065569969186163235,0.15683238208293915,0.7222900390625
DEGS2,0.4291113629442407,0.03639858961105347,0.4869565217391304,0.015810056730347355,0.03891439363360405,0.038341280072927475
DENND3,0.8609833330847323,6.692445708722516e-08,0.8782608695652172,1.6904320964722894e-08,0.2928893268108368,0.18152524530887604
DENND4A,0.6988109798403457,0.0001455138553865254,0.6695652173913044,0.0003455201283035722,0.8886626362800598,0.3312993347644806
DENND4B,0.7084673024946824,0.00010695482342271134,0.5747826086956522,0.0033043318250364725,0.16563695669174194,0.24442525207996368
DENND5B,0.7315412049065344,4.868352334597148e-05,0.5304347826086956,0.007665625679948597,1.0550774335861206,0.8875988125801086
DENND6B,0.7312296282616444,4.92293038405478e-05,0.6878260869565217,0.00020366940684417892,0.2165966033935547,0.266074538230896
DEPTOR,0.7969543473354861,3.1471658985537942e-06,0.8869565217391304,7.801678831592749e-09,0.22271592915058136,0.4184323251247406
DESI1,0.5583924218080938,0.004570340737700462,0.3956521739130434,0.05565238288922824,0.13059569895267487,0.6828913688659668
DFFA,0.05419399804668501,0.8014223575592041,0.049565217391304345,0.8180937896030709,0.13222670555114746,0.22435355186462402
DGAT1,0.360318562889006,0.08370091021060944,0.19043478260869565,0.3727527778427129,0.09509965032339096,0.07795388996601105
DGAT2,0.652413983742008,0.0005500508705154061,0.7962600753574317,3.2562217666481155e-06,0.022558243945240974,0.0652027428150177
DGCR11,0.610894987534266,0.0015195449814200401,0.5652173913043478,0.0040009095002293575,0.009929982014000416,0.266915887594223
DGKB,0.8240287830703892,7.462076041520049e-07,0.8565217391304346,9.26929382707582e-08,1.4135929346084595,0.5054265856742859
DGKG,0.8164806077838875,1.1408673117330181e-06,0.8956521739130434,3.3725335305644837e-09,0.6400526165962219,0.5888339877128601
DGKH,0.4212870492701768,0.04034020006656647,0.41913043478260864,0.04148369708784365,0.5930717587471008,0.14937181770801544
DGKK,0.4298090269876411,0.03606250509619713,0.33779744227408004,0.10644401932023505,0.0028944583609700203,0.06547215580940247
DHX34,0.6101156566292048,0.001546745654195547,0.49999999999999994,0.012845420968005795,0.13351832330226898,0.27273717522621155
DHX8,0.6580655171710532,0.0004734173126053065,0.7130434782608696,9.204341421214485e-05,0.20942853391170502,0.22878359258174896
DIP2A,0.8117375075853488,1.4753131836187094e-06,0.588695652173913,0.0024757615189034553,0.6239184141159058,0.9173856377601624
DIP2C,0.6904978364109411,0.00018792437913361937,0.35130434782608694,0.09231725461010774,1.2200567722320557,0.6461769938468933
DIRAS2,0.9787777417514008,1.2285588213125026e-16,0.9313043478260868,4.02303924008105e-11,0.32823675870895386,1.3019465208053589
DIRC3,0.8266778136603534,6.398725531653326e-07,0.8486956521739129,1.6000856269493777e-07,0.4606165587902069,0.1254402995109558
DISP1,0.6985978762968443,0.00014648640353698283,0.42260869565217385,0.039651798676195504,0.2770458161830902,0.1363777369260788
DKK2,0.8685832132203686,3.7416381104549146e-08,0.6617391304347826,0.0004287196377635909,0.13436438143253326,0.07006311416625977
DLC1,0.8864704672523658,8.159585895839427e-09,0.9017391304347826,1.792626154079024e-09,1.0288866758346558,0.4589747190475464
DLEU2L,0.7978810992717627,3.0066544240980875e-06,0.8008695652173912,2.59074046394234e-06,0.0495242215692997,0.1733865588903427
DLEU7,0.737950507827918,3.8575675716856495e-05,0.5191304347826087,0.009336095584399826,0.30042871832847595,0.1204344630241394
DLGAP1-AS5,0.2150420715333894,0.3129185438156128,0.16496195028322908,0.44111989220114267,0.16141818463802338,0.024021407589316368
DLGAP2,0.8926357218297198,4.547870524618247e-09,0.8539130434782608,1.1158126522893546e-07,1.7337656021118164,0.44671663641929626
DLX2,0.8969819005578756,2.947522892426946e-09,0.665796928111539,0.0003836414471028565,0.03096308372914791,0.3366048336029053
DLX3,0.5953930872556157,0.002144611207768321,0.5955335720968183,0.002138090478323914,0.0001647589378990233,0.03151803836226463
DLX6-AS1,0.8533673344645649,1.1594311644103072e-07,0.4504347826086956,0.027187078784635655,0.5400499701499939,0.25143733620643616
DMAP1,0.2767490938640549,0.19048143923282623,0.2817391304347826,0.18228277001095713,0.10194974392652512,0.49689018726348877
DMKN,0.6175230923836352,0.0013042775681242347,0.6886956521739129,0.00019842330475024677,0.05950266122817993,0.16188329458236694
DMP1,0.1981597397243604,0.3533000648021698,0.3563700894793641,0.08739729443625015,7.615522918058559e-05,0.05862991884350777
DMRT3,0.35685462364926934,0.08693721890449524,0.18928001235450898,0.37571267904469485,0.0006670638103969395,0.08731367439031601
DNA2,0.5882631909335032,0.0024985596537590027,0.6608695652173912,0.0004389552692858579,0.09545952081680298,0.19549910724163055
DNAAF5,0.5951112942420878,0.0021577419247478247,0.6817391304347826,0.00024389796569132728,0.11629541963338852,0.2559907138347626
DNAH11,-0.21612298442050815,0.310433566570282,-0.19826086956521738,0.35304943524240395,0.05339909717440605,0.058278899639844894
DNAH14,0.4345551159931347,0.03384094312787056,0.4278260869565217,0.03702422793856047,0.3597430884838104,0.027497300878167152
DNAH5,0.5413996955903713,0.0062908330000936985,0.557391304347826,0.004659335734393885,0.05555170774459839,0.050052762031555176
DNAH6,0.9286861382424831,5.996163288113365e-11,0.9408695652173911,8.087785796446593e-12,0.36358442902565,0.14464442431926727
DNAH7,0.8533361336158123,1.1619705730936403e-07,0.8469565217391304,1.7990330497763223e-07,0.3315185010433197,0.1005132794380188
DNAH9,0.7288447443697805,5.3588086302625015e-05,0.7930434782608695,3.806559355289638e-06,0.16276656091213226,0.06430689990520477
DNAJB14,0.5468312365555903,0.005690230987966061,0.44695652173913036,0.02854628458244441,0.6531042456626892,0.3579660952091217
DNAJB7,0.01669282920192927,0.9382915496826172,0.07919933373757054,0.7129761773395824,0.00837609451264143,0.014887168072164059
DNAJC15,-0.06908629278768785,0.7483862042427063,0.10956521739130433,0.6103019785284629,0.22859899699687958,0.16416780650615692
DNAJC18,0.8749250300461426,2.239396401648719e-08,0.7513043478260868,2.3240608354750938e-05,0.3001460134983063,0.6152697205543518
DNAJC27-AS1,0.276274394862412,0.19127430021762848,0.1909110721364896,0.37153587919064823,0.19286692142486572,0.04254254698753357
DNAJC9-AS1,-0.026104609609319596,0.9036283493041992,-0.2149696201448343,0.3130855530581785,0.014437015168368816,0.021949810907244682
DNM2,0.499852467502933,0.012876192107796669,0.4591304347826086,0.024015134743792042,0.41067707538604736,0.3148963153362274
DNMT3B,0.7226170217409162,6.660808867309242e-05,0.7008695652173912,0.0001364054723998622,0.05096866562962532,0.10379979014396667
DOCK10,0.937200682470575,1.5413927079155343e-11,0.8365217391304347,3.530732192186269e-07,0.803734302520752,0.41450414061546326
DOCK5,0.8571885162164108,8.835017695218994e-08,0.2078260869565217,0.3298186178055177,0.21538780629634857,0.19139043986797333
DOCK8,0.9904064491202007,2.0881555794028903e-20,0.22,0.3016203705478416,0.14660651981830597,0.08724946528673172
DOK6,0.8758947124588303,2.065323734257163e-08,0.8913043478260868,5.174945788928283e-09,0.9365930557250977,0.39643898606300354
DOLPP1,0.3765777239459567,0.06970851868391037,0.23826086956521736,0.26221750952163636,0.03601694852113724,0.3128030300140381
