,pearson_r,spearman_rho,mean_sn,mean_mer,mean_both,var_sn,var_mer,log2fc_mer_vs_sn,abs_log2fc,det_rate_sn,det_rate_mer,det_ratio,entropy_sn,entropy_mer,max_over_mean_sn,cv_sn,cv_mer,top_ct_sn,top_ct_mer,same_top_ct,biotype,r_quintile,r_bin
NPEPPS,0.7008335510035977,0.6626086956521738,0.7057695020833333,1.2797537737499998,0.9927616379166666,0.012065771257434453,0.24210729663019492,0.8576814503143695,0.8576814503143695,0.8303387398679298,0.3247226514749618,0.39060209262778817,4.56664268895448,4.476743779788841,1.1712353644637892,0.15236069794472445,0.37638804218824107,Pax6,L5/6 NP,False,protein_coding,Q3,0.7-0.9
NPFFR1,0.6001795616175514,0.4840182762822618,0.0183328571275,0.03733067391666667,0.027831765522083336,0.0012863676943444908,0.0008321104805707532,0.9874444997524053,0.9874444997524053,0.02141977961151534,0.01155522752958004,0.5154032613079299,2.914958103330413,4.2639699093011885,7.7619827073514625,1.915184885390725,0.7564547652292141,Astrocyte,Vip,False,protein_coding,Q2,0.5-0.7
NPHS1,0.8346621324308217,0.5599999999999999,0.021684167325,0.03556757445833333,0.028625870891666662,0.000443613835811898,0.0007197242594131668,0.6888792321292357,0.6888792321292357,0.06630590737275768,0.010240560924418213,0.1521495114493192,4.0699222588008395,4.2604035327763725,4.374165656370206,0.9508633071444297,0.73839223090303,L6 IT Car3,L6 IT Car3,True,protein_coding,Q4,0.7-0.9
NPNT,0.9414792746338208,0.7669565217391304,0.09551839364999999,0.25567382345833334,0.17559610855416666,0.04883513268685805,0.24473215934271902,1.411060361885987,1.411060361885987,0.04620438009366604,0.03249763590654281,0.6884453485472928,2.81831034033929,3.316238807613778,11.204139423883623,2.2648397200262225,1.8941638858679142,Chandelier,Chandelier,True,protein_coding,Q5 (best),>0.9
NPR3,0.948425343589406,0.3347826086956522,0.025232211120833334,0.059415606475,0.04232390879791667,0.004649768480124652,0.013629774949770985,1.2035818547391566,1.2035818547391566,0.03702759590103725,0.010217496598011865,0.26868636725292355,2.511973974589389,3.2447911649093752,13.19802487404844,2.6455663132455127,1.9235439121482105,Vip,Vip,True,protein_coding,Q5 (best),>0.9
NPSR1-AS1,0.9953432548500132,0.4338644212362996,0.10352722465833332,0.0395554364,0.07154133052916666,0.12242815133207212,0.016464441520965514,-1.3659115248745322,1.3659115248745322,0.1147170855699034,0.006458011393777216,0.055808624646669,2.0862522959452625,2.1960920769695043,16.82260782849849,3.30860080692013,3.1755987243797716,L5/6 NP,L5/6 NP,True,antisense,Q5 (best),>0.9
NPTN-IT1,0.599978513782844,0.6043478260869565,0.0387657847625,0.6666444313083334,0.3527051080354167,0.0004031322108626833,0.22988258443483015,4.069480420971434,4.069480420971434,0.12411964778631909,0.14124593491247134,1.1288869287235601,4.361494542044428,4.21505799875554,1.8823480666535624,0.507029779021216,0.7040720059038824,L6 IT Car3,L5 IT,False,protein_coding,Q2,0.5-0.7
NPTX1,0.9544959701597692,0.8330434782608694,0.26679230154166667,1.3292096154166666,0.7980009584791666,0.12159819791128844,2.1281624564979738,2.3124672126327876,2.3124672126327876,0.5330036488635661,0.21108471527085587,0.39528702794460946,3.4820193266613613,3.7615901102586813,4.109013992027769,1.279524402392291,1.0744029981776395,L6 CT,L6 CT,True,protein_coding,Q5 (best),>0.9
NPTXR,0.8673778421944007,0.8539130434782608,0.37824530125,1.9288236745833334,1.1535344879166667,0.08614446178546167,1.5027131655159038,2.347265825310409,2.347265825310409,0.661959316256665,0.3538528957261989,0.5337475272603373,4.102662865488753,4.264553679669774,2.168758732201171,0.7596235780986844,0.6221624767910225,Lamp5,L5 IT,False,protein_coding,Q4,0.7-0.9
NPY1R,0.9418805571913254,0.8713043478260868,0.27656026100000003,0.4287378460833334,0.3526490535416667,0.06328439031485175,0.14499596653986072,0.6306558093140268,0.6306558093140268,0.5445474607249725,0.08755218303849928,0.1604849978078022,3.9889900090551063,3.991375790356317,2.942178052109952,0.8904649321797409,0.8694496480627737,L6 IT Car3,L6 IT Car3,True,protein_coding,Q5 (best),>0.9
NPY2R,0.5260641086497344,0.4996738539517689,0.020782435950833334,0.15068750183333332,0.08573496889208333,0.006027508990963437,0.018833261593539114,2.7998650146450803,2.7998650146450803,0.02312403953300273,0.03992434900938738,1.654961183211839,1.4561531981415363,4.114265650597333,18.39493507423372,3.65704900391061,0.8915461594944841,Sst Chodl,L6b,False,protein_coding,Q2,0.5-0.7
NR1D1,0.3417040448948683,0.417391304347826,0.07002324441666667,0.9320596729166666,0.5010414586666666,0.0022215239438203105,0.24825103161440423,3.715606179367585,3.715606179367585,0.16829930882797486,0.20178979172910258,1.1919114917010165,4.271342595805985,4.375077162474113,2.2406765254461045,0.6589334690818962,0.5233112969897348,Endothelial,L4 IT,False,protein_coding,Q1 (worst),0.3-0.5
NR1D2,0.4523857241874793,0.3243478260869564,0.50301937375,0.57891674625,0.54096806,0.008278676150571495,0.07300073247654627,0.20236660973381823,0.20236660973381823,0.7257452495577359,0.1722213252761802,0.236976196791085,4.562361951953997,4.438536300815828,1.4088831106378434,0.17707368771501247,0.45688383600095556,L4 IT,L4 IT,True,protein_coding,Q2,0.3-0.5
NR1I2,0.4481058148958254,0.7266797301596222,0.004780378695833333,0.046106621083333334,0.025443499889583332,1.5256515457297372e-05,0.0008281759458419573,3.02669393478196,3.02669393478196,0.011478263402838878,0.009317987868164299,0.746737552121588,4.17020141932582,4.337970833572481,4.07654314437172,0.7998778518269578,0.6110212399139094,Sst Chodl,Chandelier,False,protein_coding,Q2,0.3-0.5
NR2F2,0.9305744022567524,0.5791304347826086,0.169682980565,0.18920098029166668,0.17944198042833334,0.10136526086186566,0.0438186144658963,0.15620547278864247,0.15620547278864247,0.10693866849234185,0.03904790460594609,0.361760110175127,2.8519312933926724,3.946727502694843,6.750152526706944,1.8368114762516001,1.0830892254023268,VLMC,Sncg,False,protein_coding,Q5 (best),>0.9
NR3C1,0.840607366815675,0.8130434782608694,0.9918717225,0.7309459316666667,0.8614088270833333,0.12594969260578526,0.07950715763804773,-0.4398702542393472,0.4398702542393472,0.8741032606724668,0.24007657356361986,0.2743408513632263,4.488375703093935,4.469644984126411,1.658997391167183,0.35026871092991757,0.3776384077480416,Endothelial,L6b,False,protein_coding,Q4,0.7-0.9
NR4A2,0.9280702603427926,0.788695652173913,0.09161346590416668,0.40672213904166665,0.24916780247291667,0.026626383998824357,0.4808294718157501,2.1382924160893233,2.1382924160893233,0.1298587794877409,0.10639573771248689,0.8130576957005338,3.328152269589257,3.4247090312403095,8.121975548642117,1.743632996659287,1.6689987979265164,L6 IT Car3,L6 IT Car3,True,protein_coding,Q5 (best),>0.9
NRAP,0.8424534477380803,0.3795215978708289,0.002194819168333333,0.069115620625,0.035655219896666666,1.10583316371767e-05,0.014206454155958514,4.455929709296322,4.455929709296322,0.00684617233418072,0.013331180662868826,1.6990680417244288,3.505046230931302,3.6724653626265225,7.058571942290939,1.483215850091895,1.6882040279220087,L6 IT Car3,L6 IT Car3,True,protein_coding,Q4,0.7-0.9
NRAS,0.312563193088863,0.3965217391304347,0.044700579,0.2652811720833333,0.15499087554166666,0.00011109378506880245,0.010695329044601765,2.5426660750316743,2.5426660750316743,0.11259040224907196,0.0917498904444549,0.8077257288276264,4.548737030861981,4.483508839309165,1.7695307705074694,0.23082881951857478,0.38163565669065896,Endothelial,L5/6 NP,False,protein_coding,Q1 (worst),0.3-0.5
NREP,0.8218993767804932,0.8530434782608695,0.3621238604166666,1.18346774125,0.7727958008333333,0.09095057903555161,0.6298760220285112,1.705705271532638,1.705705271532638,0.5947794294367201,0.23631708835938714,0.39665197669347735,4.149140410502248,4.284590926145008,3.3793362817681865,0.8152745582910951,0.6564919584555569,L6b,L5 IT,False,protein_coding,Q4,0.7-0.9
NRG1,0.7897623335884418,0.8452173913043477,1.201540594,0.24466762554166666,0.7231041097708333,1.2857904178533617,0.050799607420563664,-2.2913059409157355,2.2913059409157355,0.6520906316685227,0.055792605576955895,0.08542858046273971,3.9122421568156276,4.053448957016357,2.658944038972686,0.9238573995638139,0.9018036067896125,L5 ET,L5 IT,False,protein_coding,Q4,0.7-0.9
NRG3,0.8538716642360669,0.8391304347826085,2.9082953579166664,0.9850730023333334,1.9466841801249999,1.246766881971527,0.3339217303502469,-1.560903406090955,1.560903406090955,0.9625354143766918,0.19304841202110135,0.2003542466012874,4.442213050170297,4.277800578732259,1.3037933680560685,0.37584814906802394,0.5742648329816833,L6b,L6 CT,False,protein_coding,Q4,0.7-0.9
NRIP3,0.9349437383934855,0.9539130434782608,0.3375418915000001,1.3046757056666667,0.8211087985833334,0.1311666046943051,1.1444558696678455,1.947390344732638,1.947390344732638,0.3884765809920194,0.15676822658393527,0.4025100204603766,3.8126865934628094,4.083370195277814,3.6974924636872806,1.050369870823357,0.8027036672831744,Lamp5,Lamp5,True,protein_coding,Q5 (best),>0.9
NRP1,0.6609187556896359,0.7634782608695652,0.26703646290416666,0.0929940065,0.18001523470208333,0.12092367767406975,0.008266744570744876,-1.511788602275298,1.511788602275298,0.27501948245850627,0.03238231427451106,0.11731894425017286,3.6012574468576077,4.01932338303225,4.638141123238621,1.2748039598400425,0.9571292698972861,Endothelial,Astrocyte,False,protein_coding,Q3,0.5-0.7
NRP2,0.903753851824149,0.8434782608695651,0.15231841984583333,0.15388603999999997,0.15310222992291667,0.04285456515844124,0.019906259711349537,0.0146760843544734,0.0146760843544734,0.18489035199528311,0.04746638374426369,0.2553461394568134,3.6769498830290006,4.123970842356824,5.728051150235635,1.3304679519839882,0.8975401934057184,Endothelial,Endothelial,True,protein_coding,Q5 (best),>0.9
NRSN1,0.865260011756618,0.8252173913043478,0.605527458125,1.0654255004166666,0.8354764792708333,0.14154565010437392,0.5049296088703384,0.8141383195109141,0.8141383195109141,0.7716728694934007,0.19985238831097038,0.2586507126127033,4.2395172446989875,4.243829935180633,1.8478062142130378,0.6082368376723549,0.6529059540856366,Pax6,L5 IT,False,protein_coding,Q4,0.7-0.9
NRXN1,0.7831395317261922,0.7634782608695652,2.8843030920833335,0.6530475762916667,1.7686753341875001,1.513896854834598,0.22599518088649764,-2.141255389230442,2.141255389230442,0.966475605049891,0.13910095255668212,0.14377721963284948,4.421026660833267,4.131190195989722,1.437381706305163,0.41760486068994024,0.7126282987698005,Astrocyte,L5/6 NP,False,protein_coding,Q4,0.7-0.9
NRXN3,0.7297222439083271,0.5365217391304348,3.0536389041666667,0.6536537649166666,1.8536463345416667,1.6351435707931448,0.17631779334133582,-2.222197848907006,2.222197848907006,0.9770070573852814,0.1439905897548253,0.14722857945400372,4.423341954684742,4.242051744612325,1.4444785838893195,0.40993836317056503,0.6288667039539909,Sst,Sst,True,protein_coding,Q3,0.7-0.9
NSF,0.9287539059587288,0.766086956521739,0.5301737970833333,2.577932799166667,1.5540532981250004,0.04340709582370197,1.4347855242150847,2.2795182953287636,2.2795182953287636,0.7569900147851387,0.3943077242429604,0.5202017395370724,4.461044678693053,4.389868166732136,1.6443349422321076,0.38469841991720466,0.45486256729296093,Chandelier,Chandelier,True,protein_coding,Q5 (best),>0.9
NSFL1C,0.5635594453196973,0.4999999999999999,0.21383833416666667,0.80272516625,0.5082817502083333,0.0020005589286706603,0.11226399249124026,1.9034508161421597,1.9034508161421597,0.43880323081013317,0.2166662822611891,0.49264368036151557,4.551282225561433,4.456169974304208,1.327044849586351,0.20476155022183323,0.40861251112176694,Sst Chodl,L5 IT,False,protein_coding,Q2,0.5-0.7
NSUN7,0.5376147989882156,0.2669565217391304,0.03357537358333333,0.06272789808333333,0.04815163583333333,0.002377128785074013,0.0005462374273166752,0.8821802379598888,0.8821802379598888,0.04090952127776038,0.02057337915446168,0.4908998844942451,3.629163671302018,4.487944580187484,5.742498725187925,1.4215554314565053,0.36474411118711497,OPC,OPC,True,protein_coding,Q2,0.5-0.7
NT5DC1,0.4031950716744177,0.4053055107772399,0.39208419583333337,0.07830056354166666,0.2351923796875,0.042601810551507364,0.0024404813430964007,-2.309435337130099,2.309435337130099,0.5649257481623322,0.03648776437484129,0.06447447300873649,4.43341369711144,4.260844269038547,2.9579695186005273,0.5153389739754344,0.617633943102222,Oligodendrocyte,Oligodendrocyte,True,protein_coding,Q2,0.3-0.5
NT5E,0.8118281828938052,0.5895652173913043,0.070295133775,0.159074545625,0.11468483970000001,0.017577683975253562,0.1042544374115768,1.1668684003636065,1.1668684003636065,0.0800055352031821,0.08769056899693738,1.0825256419451774,3.079801808620789,3.222317480118517,6.747781454093975,1.8463492803594903,1.9870320871106604,OPC,OPC,True,protein_coding,Q4,0.7-0.9
NTN1,0.9341063614119776,0.5808695652173912,0.095094434575,0.06451931779166667,0.07980687618333333,0.03577236262735635,0.01196921593631728,-0.552532542746753,0.552532542746753,0.09816245821288336,0.028576700417463782,0.28818063743553957,3.2884826421344817,3.6013980374161254,9.54211152372268,1.9470495725755983,1.659974366180793,OPC,OPC,True,protein_coding,Q5 (best),>0.9
NTN4,0.8832878967514262,0.9095652173913044,0.3043603995,0.5660522735416667,0.4352063365208333,0.0758667416441324,0.2308049386546046,0.8929687565711737,0.8929687565711737,0.3847039030461753,0.11218488364048064,0.29085752763837136,3.9912601771817506,4.087928712817015,3.4174409736244282,0.8859227775609707,0.8308532189613802,Sncg,Sst,False,protein_coding,Q4,0.7-0.9
NTNG1,0.869776783278212,0.8295652173913043,0.5427910727499999,0.21370850329166666,0.3782497880208333,0.5030476252932331,0.07981196984926317,-1.3406731386164625,1.3406731386164625,0.37978776865728575,0.05659985700117813,0.1486388525575746,3.548471550506468,3.604976242787064,4.758932358472545,1.2791755580968227,1.2941079623274712,Lamp5 Lhx6,Lamp5 Lhx6,True,protein_coding,Q4,0.7-0.9
NTNG2,0.9571680498484056,0.7547826086956521,0.14053424779583332,0.330510907875,0.23552257783541664,0.0862941638010532,0.2722115430414438,1.2279051489565096,1.2279051489565096,0.2140011507396778,0.12124916391817603,0.5639465812207854,3.1863471087632833,3.641840490347623,10.443989440440987,2.046288370453744,1.5453461294563677,L6 IT Car3,L6 IT Car3,True,protein_coding,Q5 (best),>0.9
NTSR1,0.5380846201442182,0.6858404076333924,0.021446002014583337,0.033927216012500004,0.02768660901354167,0.0005464996356222458,0.0003983112498333452,0.6378931514009466,0.6378931514009466,0.043298398432666925,0.009225730562538908,0.2082632981994127,3.743726833105552,4.3314068179120095,3.703400939065102,1.0671043568170564,0.5758658961829425,Sst Chodl,L6 CT,False,protein_coding,Q2,0.5-0.7
NUAK2,0.737870704215311,0.4783648732349397,0.006246015202500001,0.04895075304166666,0.027598384122083333,0.00018256301969829796,0.0007729762645148034,2.7852466900403394,2.7852466900403394,0.005586185298209121,0.02098853702977591,3.1867516748250306,2.9907611604473106,4.389551594890314,10.287930451126691,2.117686487641085,0.5560092274472064,Microglia-PVM,Microglia-PVM,True,protein_coding,Q3,0.7-0.9
NUB1,0.016817655035993,0.0852173913043478,0.1614210575,0.47642678375,0.318923920625,0.002908761953446124,0.021299664949051146,1.5555408176105816,1.5555408176105816,0.31362752452591885,0.14641234402749054,0.46535135235896746,4.517668898801931,4.519234795053396,2.263089188348305,0.3270786522417558,0.2998806989732737,Endothelial,L5/6 NP,False,protein_coding,Q1 (worst),0-0.3
NUGGC,0.570439160685055,0.3926940732101369,0.0034151073883333335,0.035842298937499996,0.019628703162916664,5.0779351371259294e-05,0.0007318036552328475,3.060842653570086,3.060842653570086,0.010881044114112526,0.01017136794519917,0.8561005116644108,3.343747208320937,4.237526092977444,10.684432684211254,2.042666690898265,0.738855867692532,Sst,Sst,True,protein_coding,Q2,0.5-0.7
NUPR1,0.02339759003371,0.1295652173913043,0.019975706412500002,0.05171821458333334,0.03584696049791667,0.0011538400109368308,0.0008666684705459139,1.3295821131150276,1.3295821131150276,0.019475175342125877,0.014715040247249697,0.7186771298106929,3.444111403099525,4.3410446845968345,7.8304084356245784,1.6646730475460223,0.557238702085543,VLMC,L2/3 IT,False,protein_coding,Q1 (worst),0-0.3
NUS1,0.6640551442687865,0.6008695652173912,0.2635618175,0.4462549883333333,0.3549084029166667,0.003278452773042446,0.035273689060807356,0.757492711288043,0.757492711288043,0.5070755919382621,0.12265608782896335,0.24141306879364455,4.550331373813735,4.460328190505023,1.3563369056673014,0.21267197752707584,0.4120032619674605,Lamp5,L2/3 IT,False,protein_coding,Q3,0.5-0.7
NWD2,0.9889584191842004,0.8991304347826086,0.33752696958333334,0.2630107207333333,0.3002688451583333,0.2314918226944162,0.16335616738714845,-0.3586742596623218,0.3586742596623218,0.5834978114093898,0.06381899116636555,0.10918602246342014,3.4044437361683375,3.335326861865056,5.437511563196357,1.3954608095725203,1.504362896798707,L6 IT Car3,L6 IT Car3,True,protein_coding,Q5 (best),>0.9
NXT2,0.3122116500599077,0.1800391431993319,0.0043408506375,0.042862488666666664,0.02360166965208333,6.5901777813245074e-06,0.00030230267619069855,3.0378462264351214,3.0378462264351214,0.010094462611887576,0.016675507991789185,1.5030478334229178,4.3084677312540105,4.441672584294646,2.3571582748336386,0.5789379511212862,0.3971018495028265,Astrocyte,Lamp5 Lhx6,False,protein_coding,Q1 (worst),0.3-0.5
NYAP2,0.9356933478848076,0.9226086956521738,0.5948399034166667,0.48426777220833334,0.5395538378125,0.2995090403838896,0.19023100307612478,-0.2961436936936564,0.2961436936936564,0.6058425526023203,0.0750974467790705,0.12375112202832586,3.933101600173638,4.008836538348356,2.963664155471325,0.9006647599307401,0.8816848496505983,Lamp5,Lamp5 Lhx6,False,protein_coding,Q5 (best),>0.9
NYNRIN,0.6312749429416726,0.6869565217391305,0.027953555283333334,0.077549707625,0.05275163145416667,0.0003804287719984977,0.0017493664987366319,1.4398653941631225,1.4398653941631225,0.042300605230769985,0.0207348294393061,0.47885772794167913,4.2010508147107934,4.381984159332138,2.207626771425164,0.6830585363798096,0.5279812927254516,Endothelial,Vip,False,protein_coding,Q3,0.5-0.7
OAZ2,0.1330345046008005,0.0956521739130434,0.15882684958333335,0.2802919348333333,0.21955939220833331,0.0006519052183518737,0.009604667447203133,0.8155583990659899,0.8155583990659899,0.329045978601888,0.09613211246166133,0.2912688494763299,4.567551505569681,4.4945492981331965,1.5201558214709807,0.15737168843572066,0.3422857837813118,VLMC,L4 IT,False,protein_coding,Q1 (worst),0-0.3
OAZ3,0.3617827324196696,0.2417916995623877,0.0030984851916666667,0.054183241875,0.028640863533333335,1.8089266076284246e-06,0.0012907395209030947,3.751067523458975,3.751067523458975,0.009817702453697315,0.014668911594437001,1.3560098974087984,4.393047759173188,4.262188714239421,1.5445647482425842,0.424931910291435,0.6491015034167202,L5 ET,L6 CT,False,protein_coding,Q1 (worst),0.3-0.5
OCLN,0.4402798758201243,0.3295652173913043,0.08804543129166668,0.21787348391666664,0.15295945760416665,0.018290947111086253,0.003083925679808337,1.297483688393437,1.297483688393437,0.1309876696066754,0.07539728302235305,0.571244899217008,3.8360915090315264,4.539459128022315,8.02908100544348,1.5037289778255936,0.24952029244674218,Endothelial,Pax6,False,protein_coding,Q2,0.3-0.5
ODF2L,0.5806194724864326,0.588695652173913,0.6209099450000001,0.17322355625,0.397066750625,0.0485759276531869,0.011333658238133211,-1.8357659879377637,1.8357659879377637,0.7988536302926239,0.0416541734898636,0.052077245026223795,4.481129720402501,4.292368229018649,1.6345542669637863,0.34748833710670224,0.601639585071864,Sst Chodl,L2/3 IT,False,protein_coding,Q2,0.5-0.7
OIP5-AS1,0.2890759004512802,0.2956521739130434,0.5252216320833333,0.7005188545833333,0.6128702433333333,0.02927050975378895,0.16831634092852252,0.4148113229136548,0.4148113229136548,0.7206106203070788,0.18089351200496243,0.2506802240909146,4.511523142241112,4.332324839965077,1.5804617504183356,0.3188826094068093,0.5733259626547461,Vip,L5 IT,False,antisense,Q1 (worst),0-0.3
OLFM1,0.8991280407644808,0.9565217391304346,0.5916370570833334,2.9078734833333333,1.7497552702083334,0.14633675771496138,1.9917221711194102,2.295239805448129,2.295239805448129,0.7750741061743325,0.45817284406218084,0.5903725435715796,4.300975926392283,4.397386943390249,2.52496912104271,0.63296492276034,0.47511327914833795,L4 IT,L5 IT,False,protein_coding,Q5 (best),0.7-0.9
OLFML1,0.98618768947199,-0.0635335314598093,0.008084982609583334,0.054805185,0.03144508380479167,0.000741091248057723,0.014442090042890024,2.6188435147275095,2.6188435147275095,0.0037945274320298605,0.01771340268007476,3.694504397188407,1.9759682217510333,3.328370202120754,16.700371110255052,3.2962113410593616,2.146602709765623,VLMC,VLMC,True,protein_coding,Q5 (best),>0.9
OLFML2B,0.9886724545212928,0.7510328509788555,0.0628099551125,0.2511063085,0.15695813180624998,0.03276398045146298,0.3047603887024773,1.98217879519688,1.98217879519688,0.05561422547213938,0.04389141315127951,0.7752718117265255,1.8709347064697046,2.8999410888553796,11.947706357310446,2.821162764982353,2.1521866493287645,L6 IT Car3,L6 IT Car3,True,protein_coding,Q5 (best),>0.9
OLIG2,0.904897952961619,0.3070232731853341,0.04781418222875,0.54035390125,0.294084041739375,0.03119003113860492,0.9301291562416014,3.471199773515552,3.471199773515552,0.019103734077186317,0.3778397951888169,18.794508211168036,1.2287305417255205,3.4688588699858274,17.760864254400552,3.615842199034941,1.7472362639046226,OPC,OPC,True,protein_coding,Q5 (best),>0.9
OLR1,0.9919484702841146,0.7139130434782608,0.035597314307499996,0.31542717762500005,0.17551224596625004,0.02153494402280026,0.36409360930060664,3.112063831430998,3.112063831430998,0.029372992578456505,0.09590146919759783,3.1574586847138835,1.1448408425447016,3.536092443284056,20.32817402316047,4.035644828055864,1.8726892402798627,Microglia-PVM,Microglia-PVM,True,protein_coding,Q5 (best),>0.9
ONECUT2,0.7502176982816309,0.2800608894211829,0.027982799433333334,0.1378308694166667,0.08290683442500002,0.0035314741296620564,0.006901415913188219,2.2600595348103822,2.2600595348103822,0.14962528131218103,0.04202320271236519,0.27899169612350316,2.8595525595883586,4.356126652004178,9.698231609977007,2.078955302123537,0.5900392495609821,L2/3 IT,L2/3 IT,True,protein_coding,Q3,0.7-0.9
OPALIN,0.995807091880124,0.3644270579735268,0.06283138190416666,0.36792943,0.21538040595208333,0.08393559364956218,0.7525713322399611,2.531007092790132,2.531007092790132,0.035330619141606685,0.32223170422307457,8.869425069996872,0.5377529098967302,3.1804694010170134,22.646199349399332,4.513929467568916,2.3081690050171466,Oligodendrocyte,Oligodendrocyte,True,protein_coding,Q5 (best),>0.9
OPCML,0.9063174320181132,0.8269565217391304,2.47174309875,1.1059165085416667,1.7888298036458334,1.5484843050116484,0.4732913712392222,-1.1595659532986853,1.1595659532986853,0.9445532872563054,0.199275780150812,0.21075044932586176,4.349090980418418,4.240777832632505,1.582675603293216,0.4928427484094254,0.6089761013166095,OPC,L5 IT,False,protein_coding,Q5 (best),>0.9
OPLAH,0.9305996377952396,0.5660869565217391,0.011501268954166666,0.06994302984999999,0.04072214940208333,0.0006458087427977349,0.006272117065212968,2.504586401950727,2.504586401950727,0.010983008382919464,0.040570150148765166,3.385639803656794,3.0941606696028336,4.00234471264784,11.070368018293623,2.163039736363358,1.1084623167519727,Astrocyte,Astrocyte,True,protein_coding,Q5 (best),>0.9
OPN5,0.1045370319552603,0.1284004626215107,0.016627728025,0.0412273665,0.0289275472625,0.0005939721132059441,0.0005959805653717587,1.260331733779164,1.260331733779164,0.02814942135277325,0.014715040247249697,0.5048141460224809,3.4339163795915866,4.2796316373905885,5.425021377807868,1.434856312274298,0.5796805810650505,Lamp5 Lhx6,L4 IT,False,protein_coding,Q1 (worst),0-0.3
OPRD1,0.9776309976477932,0.84,0.13526301751666667,0.15949064741666666,0.14737683246666666,0.02884030442792343,0.037776825221115945,0.23609516640676176,0.23609516640676176,0.4014770252648607,0.0359342205410889,0.08928266282390016,3.5085957775805268,3.6287044583025585,4.058827535267376,1.229077152708748,1.1929872566290838,Pvalb,Pvalb,True,protein_coding,Q5 (best),>0.9
OPRK1,0.9150109653710388,0.8701891921301041,0.06128160572375,0.1896752754791667,0.12547844060145835,0.007819595243080244,0.07220521447548932,1.6142397390057595,1.6142397390057595,0.08817724303185631,0.02763106303480359,0.30984432906199055,3.238273427143931,3.5262737921541527,5.117664530752585,1.4126035642012733,1.3868575489933204,L6 IT Car3,L6 IT Car3,True,protein_coding,Q5 (best),>0.9
OR51E1,-0.1346143284317804,0.2042175445254174,0.00048739885220833325,0.05249554183333333,0.026491470342770832,5.595828382227553e-06,0.0008978424510783943,5.168555197335421,5.168555197335421,5.098213440347262e-05,0.013723274211776739,13.057571354023002,0.07841408070454926,4.344385438901046,23.785371975075385,4.751229276940178,0.5587736812497172,VLMC,L2/3 IT,False,protein_coding,Q1 (worst),<0
OR51E2,0.2803085793275386,0.5554999326310177,0.0030535510881249998,0.051921087,0.0274873190440625,5.658664766717959e-05,0.0003869243256300861,3.706584463883329,3.706584463883329,0.0021048338346576437,0.01457665428881161,4.694825895704951,2.280226750667805,4.486710365817766,10.843087619775437,2.4116267347363185,0.3708749819682113,L5 ET,Chandelier,False,protein_coding,Q1 (worst),0-0.3
ORC5,0.6829064707853831,0.6852173913043478,0.3129257525,0.35538453583333335,0.3341551441666667,0.004173219526026689,0.034069589636551816,0.1830113536544929,0.1830113536544929,0.5605777004139034,0.10374334017575669,0.18473550516570375,4.553604865145255,4.399914592824489,1.2449275807046274,0.2020936218587558,0.5084441120308554,L2/3 IT,L2/3 IT,True,protein_coding,Q3,0.5-0.7
OSBP,0.7887747827626299,0.8252173913043478,0.19738420791666667,0.5660270987500001,0.3817056533333334,0.0026236721266504172,0.0576476193003962,1.5151204978698145,1.5151204978698145,0.4337778489903794,0.1653712203334985,0.38035797066827515,4.533754411042873,4.46035146441439,1.3429389453076792,0.25403916388522874,0.4152520277216342,L4 IT,L5 IT,False,protein_coding,Q4,0.7-0.9
OSBPL10,0.763267788279336,0.7843478260869564,0.5788740472083332,0.0999235804,0.33939881380416664,0.1466170385713001,0.006144104249710568,-2.52247627669808,2.52247627669808,0.6884044776880636,0.02204949604446783,0.031983395463881244,4.22413594412664,4.14847182172093,2.1851136807740983,0.6475397594236507,0.7679263999340894,L6b,Chandelier,False,protein_coding,Q3,0.7-0.9
OSBPL1A,0.7651179764652625,0.7634782608695652,0.9438096154166665,1.35367148625,1.1487405508333333,0.12530951294514517,0.35125855626927033,0.5198474817811698,0.5198474817811698,0.9060617757815213,0.425375371912332,0.4689596489123688,4.484924151095362,4.435376736290076,1.820914485217748,0.3671689271913672,0.4286062227768457,Oligodendrocyte,Vip,False,protein_coding,Q3,0.7-0.9
OSBPL3,0.90369142844429,0.8104347826086956,0.6462188435416667,0.31825414241666666,0.4822364929791667,0.1770616818103328,0.06911885153017222,-1.0195482724785832,1.0195482724785832,0.682971238793042,0.06298867541573697,0.09209257910740347,4.282320118755196,4.152187038029219,2.3702752021362845,0.6374424357501597,0.8086907743680087,Chandelier,Pvalb,False,protein_coding,Q5 (best),>0.9
OSBPL9,0.1955228676670231,0.1669565217391304,0.6528212925,0.26074093479166666,0.4567811136458333,0.027807535149163072,0.013702121068071412,-1.3207567897006434,1.3207567897006434,0.7464075803153447,0.07687339991235942,0.10285338540442036,4.539820527271621,4.444254729444559,1.5086781195942687,0.25006057967520934,0.4394839095096809,Oligodendrocyte,L5/6 NP,False,protein_coding,Q1 (worst),0-0.3
OSR1,0.0099724082247121,0.1471142501129468,0.0020678180168333333,0.046060638749999994,0.024064228383416663,4.586213672877893e-05,0.0007673913511447252,3.9392360925438057,3.9392360925438057,0.003444935653263195,0.01425375371912274,3.2067401715159862,1.654439290992867,4.361747113758984,15.812624580026299,3.206070916904177,0.5887579588184586,VLMC,L4 IT,False,protein_coding,Q1 (worst),0-0.3
