celltype,merfish_mean,merfish_std,xenium_mean_uncrop,xenium_std_uncrop,xenium_mean_crop,xenium_std_crop
L2/3 IT_13,0.019882833948657926,0.00893191301676642,0.0016595982463137374,0.0007091703162543436,0.0020212635289811563,0.0008188121464393176
L2/3 IT_2,0.012538615315426292,0.007463441115720431,0.012845113153311034,0.003839226856769446,0.016238780450937202,0.004225333668230163
L2/3 IT_3,0.0036056209266705696,0.002270540546610684,0.00041253681266368913,0.00023860529737411028,0.0005059178332688866,0.00026195003912327184
L2/3 IT_5,0.002949520855828123,0.0013503762238212312,0.0062359441473799765,0.0016541866320035643,0.007599560743944845,0.0016776689166905653
L2/3 IT_6,0.019105215056340868,0.007966874268529473,0.014580212776142186,0.003564687239506025,0.01811446007021676,0.0039859008004271895
L2/3 IT_7,0.0005159192802334714,0.0003224176525565266,0.008130384698048197,0.003952097517447303,0.01006080893084062,0.004511541849958476
L2/3 IT_8,0.0003470590249806858,0.00019027003932750594,0.01032284682517062,0.0024626263627487116,0.011670686288084814,0.0027316668854484357
L4 IT_1,0.01462229757470062,0.004937468952188482,0.010413398319836278,0.003821500109612728,0.013108480536086773,0.004399887786311433
L4 IT_2,0.04285711712625527,0.006115550974675579,0.01228983423470957,0.004759365075602077,0.01592241829983941,0.0060519762558968165
L4 IT_3,0.009077739067729943,0.003011784099940753,0.005936542811959313,0.001740435750187891,0.007598601337966766,0.0018861443822468565
L4 IT_4,0.006236943348883676,0.002558526805399137,0.0025917226982804732,0.0008000267202973706,0.0033442221814895695,0.001023684445663839
L5 ET_1,0.001461660400380342,0.0006860640634594334,0.005345481074089472,0.0018623144825649796,0.0068476401265727465,0.0018954082155064889
L5 ET_2,0.003045182201102531,0.0017392483978467296,0.002886307925591032,0.0011558401135158922,0.0034551621854506,0.001141685676050589
L5 IT_1,0.019191520340070316,0.006948340010299785,0.0021524976228670316,0.0009383909907213411,0.0026438629173098117,0.0009051139083382806
L5 IT_2,0.013045065626513199,0.004775876329625432,0.006093134468124834,0.0013909457304037023,0.007731046777674326,0.0013799155727247405
L5 IT_3,0.00816137484658833,0.0025555695596997953,0.0007129291041076976,0.000280216519286009,0.0008600622542162185,0.0003392932691448932
L5 IT_5,0.006535480674657244,0.003555737974230762,0.010136254437950762,0.003012399535148899,0.012218950420734948,0.002892835230954281
L5 IT_6,0.010401524855673814,0.0034409829747701335,0.01869965037399092,0.00484823290047054,0.021320104553059882,0.005714446760084758
L5 IT_7,0.013199239358886781,0.00606501540146548,0.010308643595559134,0.003251975905220282,0.011928352043694773,0.0034953867959840387
L5/6 NP_1,0.001775912463179203,0.0012382512391826857,0.001117007771367902,0.000373095679523689,0.0012795909479100468,0.0004221233556707382
L5/6 NP_2,0.0037594421667558908,0.0015956379123572555,0.0009644062069716783,0.00033924554535851286,0.0011392150913700904,0.0002961757976521957
L5/6 NP_3,0.0025157455617518163,0.0010028778266935928,0.0007404528220215147,0.00025224728047129407,0.0009025007344507815,0.0002688549067535039
L5/6 NP_4,0.0004746237277706549,0.00022541327802459582,0.0016869751576298663,0.0004739088471826825,0.002021658235479912,0.0005087275139535958
L5/6 NP_6,0.0012040515071782259,0.0005008218443655607,0.000784856567991724,0.00039138307694087606,0.0008906830748178123,0.0004333801126570131
L6 CT_1,0.001182868073813788,0.0008040478974792273,0.0006451781205545731,0.00034365259952696134,0.00013530913829473072,8.72750048024794e-05
L6 CT_2,0.0035072059880485625,0.002021692171827141,0.0025507045908385114,0.0009401269129437915,0.001873739306309183,0.0008059825205774322
L6 CT_3,0.007523070762508468,0.0028779928520472104,0.002434625191918625,0.0007926676539442385,0.002299193282492794,0.0007917920383781717
L6 CT_4,0.0002578264006296651,0.00014830649408306977,0.0033245750777479827,0.0011968670171726636,0.002769911869502681,0.0013449215170985855
