gene,pearson_r,spearman_rho,mean_ref,mean_spatial,var_ref,var_spatial
SLC32A1,0.756018646001734,0.6643478260869564,0.11460057219719498,3.647890365610619,0.021436804820205223,26.90731682519637
SLIT3,0.9491427121678448,0.9330434782608694,0.4899749197314855,1.7066330583751463,0.36835694865840035,4.449199521586507
SMYD1,0.9972801956216426,0.4352951507152217,0.025128991764101893,0.25341976684409634,0.013113339078403433,0.5643085556256766
SNTB1,0.9897470292116606,0.42,0.12174434636670167,0.5378126939096171,0.09901944612577279,0.763411047740521
SORCS1,0.9209426997805701,0.9286956521739129,0.9393249534950648,1.807473695187242,0.6940798278610768,4.136190658490779
SORCS3,0.9564749208845656,0.9347826086956521,0.8537312124514408,1.9560666031085645,0.6064455228741066,3.8355912551121207
SOX6,0.9237843764555456,0.5669565217391304,0.6925710887963629,0.9890122506098148,1.0982162880527302,1.620768401265113
STXBP6,0.7882730113461602,0.7765217391304347,0.46544683949009885,1.0120144747863489,0.27637208762821414,0.8981291610973168
SULF1,0.9315702425702579,0.49999999999999994,0.10536067041257381,0.4882809611904542,0.04484509224609673,0.6827308634867756
SV2C,0.6362942797648019,0.6721739130434782,0.18158864952014642,0.8126669779047102,0.17616166623581778,3.1054594550899357
TACR1,0.828019837185768,0.328695652173913,0.22620691260671952,2.985076325688619,0.14510159971996875,8.3499768140929
TAFA1,0.9194393343066217,0.8156521739130433,0.709989999914721,0.6337465805297571,0.7543790083374624,0.8465118063749899
TENM2,0.8512127761141433,0.8582608695652173,1.793159966116793,2.1717366887426226,1.0689325095627895,2.7917573724285467
TH,0.8708273614647913,0.833334716127027,0.001929210331573061,0.24546699409921502,1.4779472200399327e-05,0.01758156062404523
THEMIS,0.9358190060063896,0.5626086956521739,0.09975139348473683,0.1413950102921218,0.060963095836020255,0.021108616207930975
TLL1,0.9332106352554705,0.8695652173913043,0.2265114153439236,0.14675332449803402,0.1613300602816983,0.022812480909442864
TMEM132D,0.8591468879628216,0.8617391304347826,1.416755333807113,2.824924037042425,0.8568940472954437,5.361249856086892
TMEM255A,0.9648394257397475,0.7971298296724044,0.036113642794994995,0.3819820552903969,0.00770075008231659,0.3167341371305354
TNR,0.8583924397360743,0.8791304347826084,1.0014795301850494,5.314172005835572,0.58177409880745,58.28148884489429
TOX,0.8154136798396919,0.8999999999999999,0.8749834917654336,1.6529853963985344,0.6930031836270887,3.0420411875959004
TSHZ2,0.9661810208868504,0.8756521739130434,0.5140549622043838,0.17971294338968347,0.6244752811126678,0.06665969577252708
UNC5B,0.9009017054027935,0.8921739130434782,0.20041245437827745,2.1642513367307,0.06051097727054128,5.293088539414825
VIP,0.9900930821863733,0.15565217391304348,0.08889131037309876,0.22291867522037112,0.10266127425555406,0.2708176780554538
ZMAT4,0.8882900252842953,0.868695652173913,0.7715589765902023,1.4510771097593798,0.5205074156243862,1.6615815173159743
ZNF385D,0.7217699901851118,0.8904347826086956,1.389333212610522,1.1076170352363617,1.5525900374882842,1.8295803923258902
ZNF804A,0.9184097385581651,0.8556521739130434,0.6981419530207634,0.37346024994829374,0.5481742783873543,0.1755038897230757
