gene,pearson_r,spearman_rho,mean_ref,mean_spatial,var_ref,var_spatial
HLA-E,0.9553930418314144,0.6782608695652173,0.1231248547531509,0.6840625339786008,0.17275684666649457,0.9796607772625355
HMGB2,0.6421944762771874,0.706086956521739,0.03324379122667891,0.9940553313138297,0.0003873805255699048,0.11863243750214743
HNRNPH3,-0.29924920613351336,0.1217391304347826,0.3005403882961813,2.4011506340461506,0.004131829931924782,0.14000053059032178
HPCAL1,0.8143355962483032,0.7330434782608695,0.2547806111952558,1.825040298879563,0.07296139005477151,1.0324424432779373
HSPA8,0.13295123281996654,-0.15304347826086956,0.40403191793687565,4.917827444376839,0.024422646815147664,0.6427745606278386
HTR2C,0.9609648538399045,0.7217391304347825,0.26068165785250275,0.2601574942714451,0.4201962387118417,0.3651481433367408
IFITM3,-0.47877192564599286,-0.4748858559750494,0.07722451345454719,1.0521631944992966,0.05555161490245786,0.22661735495376864
IGFBP5,0.7785564633787855,0.7260869565217389,0.10729093249935957,0.48372886774948776,0.022538020482651328,0.10957535210719678
IGFBP6,0.7291960808814673,0.9217391304347825,0.043394775829414735,0.31847453284092536,0.0022583684567911823,0.029122133320847815
IGSF6,0.9804021579027195,0.31652173913043474,0.04078026227143508,0.22740035765674962,0.004367081807945289,0.025141017678579833
IRS2,0.6055239095672305,0.6313043478260869,0.2819853406755561,2.3648215212237385,0.008641784709957814,0.31986410962943174
ISLR,0.41116019588926916,0.7769081618871274,0.01789802604293014,0.49429257971218715,0.00239821379528256,0.24500292360161943
ITGAM,0.9985470298609692,0.12046097262370757,0.03588791877209939,0.057274125943596293,0.025117761134785963,0.017208863733605525
ITGAX,0.9987376740081817,0.42009133413177446,0.036515638873552164,0.1532650525234184,0.027468389529503905,0.120481420191789
ITGB2,0.9940686764663934,0.0034812893950580456,0.018681112096628417,0.15355246277275403,0.006170450682388167,0.09996139486891586
ITGB4,0.9936654056671254,0.23565217391304347,0.019021616392288738,0.15409607188297422,0.0035942114830794045,0.064284824677636
ITM2A,0.9449048205165161,0.8034782608695652,0.11802912420566423,0.6775378385316785,0.14885051694151089,0.6204326722107727
KANSL1-AS1,0.2904410477802637,0.3556521739130434,0.027830059509712124,0.057700786036655016,0.00013236988681900982,0.00034761433565137415
KCNK1,0.951056494625091,0.9330434782608694,0.45926104236672777,2.071254357183973,0.1434544486150088,1.4081577754391947
KIF1A,0.8848214881571933,0.5626086956521739,0.48299888069754315,3.7719464442156485,0.04242499323721838,0.7436187120665951
