name,threshold,merfish_pct_excluded,merfish_acc_below,merfish_acc_above
permissive,0.049006164,22.750458354986336,0.5000011642338061,0.9522685223917239
moderate,0.12808704,47.689684271418194,0.6999995556799652,0.9855571319635799
strict,0.32380635,75.29518273014824,0.7999998592905854,0.9998627669611458
