sample_id,diagnosis,celltype,count,n_cortical,cortical_area_mm2,proportion_pct,density_per_mm2
Br8433,Control,L6 CT_1,0,47229,59.481553701495024,0.0,0.0
Br8433,Control,L6 CT_3,163,47229,59.481553701495024,0.34512693472231043,2.7403453651867724
Br8667,Control,Sst_2,11,51599,61.86779705938381,0.021318242601600805,0.17779847550481956
Br8667,Control,Sst_22,10,51599,61.86779705938381,0.019380220546909827,0.16163497773165414
Br8667,Control,Sst_25,130,51599,61.86779705938381,0.2519428671098277,2.101254710511504
Br8667,Control,Sst_20,268,51599,61.86779705938381,0.5193899106571833,4.331817403208331
Br8667,Control,Sst_3,228,51599,61.86779705938381,0.441869028469544,3.6852774922817146
Br8667,Control,Pvalb_14,0,51599,61.86779705938381,0.0,0.0
Br8667,Control,Pvalb_7,1,51599,61.86779705938381,0.0019380220546909824,0.016163497773165416
Br8667,Control,L5/6 NP_4,382,51599,61.86779705938381,0.7403244248919553,6.174456149349188
Br8667,Control,L2/3 IT_7,1033,51599,61.86779705938381,2.001976782495785,16.696893199679874
Br8667,Control,L6b_1,450,51599,61.86779705938381,0.8721099246109421,7.273573997924436
Br8667,Control,L6b_2,505,51599,61.86779705938381,0.9787011376189462,8.162566375448534
Br8667,Control,L6b_4,25,51599,61.86779705938381,0.04845055136727456,0.40408744432913535
Br8667,Control,L6 CT_1,1,51599,61.86779705938381,0.0019380220546909824,0.016163497773165416
Br8667,Control,L6 CT_3,227,51599,61.86779705938381,0.43993100641485305,3.669113994508549
Br8772,SCZ,Sst_2,7,41713,54.29570872992833,0.01678133915086424,0.12892363252533678
Br8772,SCZ,Sst_22,7,41713,54.29570872992833,0.01678133915086424,0.12892363252533678
Br8772,SCZ,Sst_25,35,41713,54.29570872992833,0.08390669575432119,0.6446181626266839
Br8772,SCZ,Sst_20,176,41713,54.29570872992833,0.42193081293601514,3.241508474922753
Br8772,SCZ,Sst_3,127,41713,54.29570872992833,0.3044614388799655,2.339043047245396
Br8772,SCZ,Pvalb_14,0,41713,54.29570872992833,0.0,0.0
Br8772,SCZ,Pvalb_7,0,41713,54.29570872992833,0.0,0.0
Br8772,SCZ,L5/6 NP_4,301,41713,54.29570872992833,0.7215975834871623,5.543716198589482
Br8772,SCZ,L2/3 IT_7,856,41713,54.29570872992833,2.0521180447342555,15.765518491669754
Br8772,SCZ,L6b_1,803,41713,54.29570872992833,1.925059334020569,14.789382416835062
Br8772,SCZ,L6b_2,695,41713,54.29570872992833,1.6661472442643779,12.80027494358701
Br8772,SCZ,L6b_4,28,41713,54.29570872992833,0.06712535660345696,0.5156945301013471
Br8772,SCZ,L6 CT_1,1,41713,54.29570872992833,0.002397334164409177,0.018417661789333826
Br8772,SCZ,L6 CT_3,115,41713,54.29570872992833,0.27569342890705534,2.11803110577339
