celltype,merfish_mean,merfish_std,xenium_mean_uncrop,xenium_std_uncrop,xenium_mean_crop,xenium_std_crop
Sncg_2,0.0002550591524706268,0.00036019349310167535,0.0014234794030034842,0.0003038267242151059,0.001850440255974397,0.0004791872561895391
Sncg_3,0.0017441512992506026,0.001028854820252912,0.00152253724622804,0.00032313807293308383,0.0018912520855317325,0.0004183279389385401
Sncg_4,0.0015145516092785905,0.0007178966688591224,0.0003951341837811476,0.0001651756171047625,0.0004944129835699271,0.0001957658531859684
Sncg_5,0.00016664723913856073,0.00020266144042716528,0.002290915290344636,0.0004882557405763993,0.0029286089991109334,0.0007435146045756106
Sncg_6,0.0009654497585052055,0.0006409900901287081,0.0006511450211078252,0.00022277145274390492,0.0008152005829848157,0.0002498347988053721
Sncg_8,0.00048369376137393676,0.00033776938087031697,3.4971734075226564e-05,1.4555589974961819e-05,4.156006405774481e-05,2.2647932324419932e-05
Sst Chodl_1,0.001994653872998794,0.002499749283770206,0.0003222665892581588,0.00011742885855478807,0.00017010200138886804,3.894331764496034e-05
Sst Chodl_2,0.000452927052857639,0.00044781267320360697,0.0037518348904805334,0.001774499455649103,0.004735102835231389,0.00213272373411999
Sst_1,0.0011245925288065842,0.0005211443243851294,0.00043230088138036956,0.00013492551938976496,0.00037653984090311603,0.00011980277480407397
Sst_10,0.0005235460973609421,0.00039490976531884967,0.005159466570286805,0.0013587153151821915,0.006352428437923857,0.00154111732004521
Sst_11,0.0011546536547526948,0.0006590787490906411,0.005611873399830963,0.0009149650264542705,0.007004680527063267,0.0009255277229123888
Sst_12,0.00037665677177099136,0.0003011678965314094,,,,
Sst_13,0.002111290567124773,0.001235989811459327,1.95160031225605e-05,,0.0,
Sst_19,0.002200814945869022,0.0015165477718459138,0.0003155038560372734,0.00013873804452459136,0.0004237848353350179,0.00023340471273649324
Sst_2,0.0012867568832887533,0.001128976272056164,0.0007590252684775723,0.0003423947527058848,0.0009808243400807569,0.0004350869146070931
Sst_20,0.000628302645158607,0.0005787743167578327,0.001402554272643905,0.000387285513860878,0.001808615027469423,0.00045884396287631623
Sst_22,0.0003878971728840692,0.0003438384632437254,,,,
Sst_23,0.0007044924713859569,0.0005860113044435352,3.5911817797519105e-05,1.7355179797633944e-05,3.8935583071367554e-05,2.3655466428984018e-05
Sst_25,0.001653318284881072,0.0007689848532495688,0.0007255338524397785,0.0006452057216692919,0.0009282775347376806,0.0007932351680296655
Sst_3,0.001587489354176586,0.0012681880472453077,0.0009010432868104158,0.00035457520078993864,0.0011639897587603673,0.0004525214816203176
Sst_4,0.0004947562733561916,0.00029978273052704804,0.0013066712955138139,0.00043886429085845914,0.0014089985330293306,0.0004605646366737639
Sst_5,0.0009009613424157983,0.0005194729250927877,0.00046048686390692904,0.00018782449151216144,0.0005168439138873962,0.00019975032646605444
Sst_7,0.0001921850283021599,0.00016920908131211457,0.00034031951128258095,0.00016739146581893518,0.0002988512031075172,0.00013970808832935357
Sst_9,0.0043419842518147515,0.0016712176822460184,7.865267517803012e-05,5.4160761295465555e-05,9.444708133130284e-05,6.006089554246594e-05
Unassigned,,,0.0,0.0,0.0,0.0
VLMC_1,0.007964433349553256,0.0023613476124373246,0.021971419529588726,0.009970795906158519,0.016187012482693938,0.008960496579714348
VLMC_2,,,0.04812346326341821,0.008622368886342715,0.04310122097122501,0.004539534956178951
Vip_1,0.0008145768351448119,0.000512860523295864,0.004520612020218812,0.0013383535657209074,0.0057636813033840086,0.001376681847974151
Vip_11,0.0016478327165324717,0.0009727675310591712,2.1326895178162705e-05,1.5839005031789338e-06,2.7455555473692105e-05,1.6282143257144627e-06
Vip_12,0.0025419003413273975,0.001168812437331861,0.0003212057698709403,0.00011841853366071222,0.00041142375098242263,0.00014040797595635398
Vip_13,0.001015532034839036,0.000624746554896877,0.0001760908151674669,0.00011898309658500837,0.00023066789245848024,0.00014679067697762865
Vip_14,0.0010210151905207401,0.00038948637102494447,0.00025971419397858593,0.00013511385018111067,0.00033228556745232215,0.00015914409065369585
Vip_15,0.0008456277062464849,0.0005867441277088957,3.880254662802496e-05,2.385007676397834e-05,5.0027912876994056e-05,3.78884192337827e-05
Vip_16,0.00036386028231392986,0.0002965805902515755,0.0006564926127179253,0.00016530435191562613,0.0008297358830570541,0.00019645494421905167
Vip_18,0.0004912401082803294,0.00030825566155959005,1.677574119323793e-05,7.621539924670425e-08,0.0,0.0
Vip_19,0.0011595220641109013,0.0005600020999333116,0.0008513660883328645,0.000302342696435244,0.0010292901715868313,0.00034345670146994725
Vip_2,0.0009295360740357609,0.0006786750358559558,2.7930819931998557e-05,1.5699448242448333e-05,2.928086202857812e-05,4.140939219879056e-05
Vip_21,0.0010947603102382257,0.0006287978875118517,0.03109613355950067,0.006785300054734449,0.038183104225248364,0.006612293119189761
Vip_23,0.0017358565032464218,0.0007660521378897936,1.8007054608194308e-05,4.572700020737225e-06,2.802500688490173e-05,1.1421296418678575e-05
Vip_4,0.0020438929287237154,0.0008107627482256868,0.00026099855121834383,0.00010503916116785668,0.00032627777368755985,0.00011972275380001452
Vip_5,0.0008425456907731726,0.00040743555246441573,4.3938282031020376e-05,2.3616422530360816e-05,5.905411920236612e-05,3.3293060595514115e-05
Vip_6,0.0010866015661044597,0.0004235580986945706,8.056283207436578e-05,5.892388765261991e-05,0.0001014166412142042,6.849741030891402e-05
Vip_9,0.0032089667119157856,0.0012112077208873957,0.0022532053157336153,0.0008320846436425473,0.0028617027867892404,0.000983044236954258
