supertype,gene,ctrl_mean,scz_mean,logFC,pval,n_ctrl,n_scz,fdr
Sst_2,CCK,1.5720015001982168,1.5843990297716128,0.007855526071028114,0.7646253057113461,775,534,0.9036480885679545
Sst_2,CCNI,5.165577972976032,4.98383505746009,-0.035817311618295516,2.486012228603865e-12,775,534,3.6144502093578366e-10
Sst_2,CD52,0.019737782438833135,0.0034340833129203403,-1.7487846658673933,0.10182147786943589,775,534,0.2984766851270719
Sst_2,CD53,0.12459009006991328,0.08832982559691385,-0.34395124293500495,0.13911593762234978,775,534,0.3466305445756882
Sst_2,CD68,0.23254932924208788,0.3176157642827085,0.31173999248604634,0.049470513382327934,775,534,0.18489604376645066
Sst_2,CD74,0.3457917496141761,0.3516020070647935,0.016663160042542896,0.9813156395846128,775,534,0.9862636785180016
Sst_2,CFAP36,3.4051932638988838,3.40970453715187,0.0013239446998746511,0.9701515071033254,775,534,0.9840029811786599
Sst_2,CHI3L1,0.10990087676425798,0.25201463426793014,0.8299083191025725,0.0003298965870783893,775,534,0.00493195397682192
Sst_2,CHST1,1.7615759585633295,1.7766880129391336,0.008542124832201504,0.6527522377913703,775,534,0.8346884570958027
Sst_2,CLDN11,0.23264557635805755,0.21171786281482027,-0.09426161141567234,0.5579587657427745,775,534,0.758316686168589
Sst_2,CLDN5,0.08026108365711399,0.09050104009773187,0.12007647685186676,0.8806890077197961,775,534,0.9789071126699592
Sst_2,CLDND1,2.4279673910706463,2.389373524416005,-0.016023234833080626,0.5799993625748989,775,534,0.7726958740772211
Sst_2,CNDP1,0.17803197063941972,0.22062422252388458,0.2144977592123917,0.24794294313486342,775,534,0.48445023499998013
Sst_2,CNN3,2.769422733416431,2.837790867418798,0.0243869869029234,0.1609610721392879,775,534,0.37830380000368646
Sst_2,CNP,2.4750104013409953,2.3730919495939284,-0.04205087362230841,0.15564723010710377,775,534,0.37283860739916236
Sst_2,COMT,1.2032168147975044,1.3058416725126794,0.08184914347711096,0.10679521334245101,775,534,0.30411208370850334
Sst_2,CORT,2.639836340516423,2.059012020583955,-0.2484906569104448,6.201264727473586e-11,775,534,3.090296922524337e-09
Sst_2,COX5A,2.4515473138268815,2.1836485140811965,-0.11572227371775047,0.0001314861508695012,775,534,0.002457147444373804
Sst_2,CRHBP,2.1770038539207315,2.006269872906152,-0.0816723391950452,0.07526835848651672,775,534,0.23941743816455852
Sst_2,CRYM,0.7366137712749125,0.8051561254084091,0.08897250365399301,0.25250969718264016,775,534,0.48709935133941556
Sst_2,CSF1R,0.11719177624542468,0.11645677140888884,-0.0062915628488573894,0.7355664994566353,775,534,0.8832706158133894
Sst_2,CSMD1,2.8629938859219797,2.816388980022127,-0.016412329697702163,0.41546448815667847,775,534,0.6642988340045286
Sst_2,CTIF,1.7463618760907647,1.8036063587970927,0.03225349715549864,0.13873731923009006,775,534,0.3466305445756882
Sst_2,CUX2,1.420722983321469,1.516064895309284,0.06495220800834543,0.13028073125065295,775,534,0.338977166874685
Sst_2,CX3CR1,0.15443922434129467,0.16436830700342442,0.062309035264861506,0.8547312174144623,775,534,0.9654888752425905
Sst_2,CXCL14,0.717190914186025,0.7423186534465945,0.034436529865133424,0.6593904623241431,775,534,0.8361958131147303
Sst_2,CXCR4,0.06695066930476397,0.06337068584565361,-0.05495468301818192,0.9183279841793243,775,534,0.9824276026555786
Sst_2,CYBA,0.037823578027760006,0.04755478923717039,0.22894983842615846,0.5743100826808243,775,534,0.7726958740772211
Sst_2,CYBB,0.13300644781320595,0.18679108643654813,0.33959320066195564,0.16635932931985264,775,534,0.3826264574356611
Sst_2,CYP46A1,2.828660719362269,2.828112534555481,-0.00019381537279195913,0.5806676308817245,775,534,0.7726958740772211
Sst_2,DACH1,0.12845325085296122,0.10802841215772772,-0.17317076348942495,0.48492589193179025,775,534,0.7213574213313696
Sst_2,DBNDD2,2.4733043407340602,2.427659395671901,-0.01862746485894032,0.5516161638080694,775,534,0.7531197852904693
Sst_2,DCC,0.7629518657332547,0.6869735725882771,-0.10489912012061187,0.2578387611153349,775,534,0.4910432456909881
Sst_2,DDIT4,0.831757443629091,0.8843691808824815,0.06133373667185417,0.39557653879304977,775,534,0.6358999198877521
Sst_2,DEAF1,1.0360175158764928,1.2191690857868593,0.1627854985717657,0.0026591580474943297,775,534,0.020386878364123194
Sst_2,DIRAS2,1.7301491208886255,1.7032767577440873,-0.015653701476149962,0.9829651377871721,775,534,0.9862636785180016
Sst_2,DISC1,0.423530661507121,0.33124518906721073,-0.24576705810000005,0.1130639611611442,775,534,0.3134996336705202
Sst_2,DKK3,4.414905550406301,4.397870057283031,-0.003866095110169215,0.758843482042117,775,534,0.9003738140102897
Sst_2,EDIL3,2.642182085800016,2.441432901174273,-0.07902000188910799,0.028665492036670848,775,534,0.11759644892048089
Sst_2,EGR1,0.8217198633858359,0.8456962842540952,0.028760754915452814,0.427320839197174,775,534,0.6724680574734475
Sst_2,EGR3,1.391801829658955,1.3360019116459423,-0.04091768204065492,0.3669259374003928,775,534,0.6124272355736672
Sst_2,ELMSAN1,0.6467188095470131,0.7394986385403028,0.1340608476361064,0.12451615026436753,775,534,0.3324136511521955
Sst_2,ELOC,2.6687686348244255,2.4026490667161067,-0.10504527413697312,0.0017241054192793017,775,534,0.014319653343458643
Sst_2,ENC1,3.129291156099078,3.2973617153248598,0.05231615730870649,0.01620431790599735,775,534,0.07386502873502264
Sst_2,ENPP2,0.3144485756271228,0.3073603589073243,-0.022799684522051465,0.9313465508721371,775,534,0.9824276026555786
Sst_2,EPAS1,0.5722838004547957,0.5646120767849329,-0.013496117402465497,0.8557008426063093,775,534,0.9654888752425905
Sst_2,ERBB4,3.257340210529203,3.4452836994310383,0.05609527612200238,0.000697197471904913,775,534,0.0074450730035560365
Sst_2,EVI2A,0.09049255088408194,0.09385743038034121,0.03650939619263395,0.9686111617324316,775,534,0.9840029811786599
Sst_2,FABP3,2.671983477928288,2.679478705044286,0.0028011903142629757,0.9462847811531995,775,534,0.9824276026555786
Sst_2,FGFR3,1.0173894483830552,0.9270983688599539,-0.09293558596504305,0.22360973489954628,775,534,0.45789604370512915
Sst_2,FILIP1,0.3015548922332058,0.3209616587059875,0.06236960932520384,0.7815493062494007,775,534,0.9164048728179247
Sst_2,FKBP5,0.26320946477604873,0.27399361036788333,0.040154627090990984,0.9747909147025634,775,534,0.9846705523515759
Sst_2,FLT1,0.5391899320336695,0.4890486056812509,-0.0976060047230174,0.31506794181130493,775,534,0.562942977367119
Sst_2,FREM3,0.24816726908261788,0.18338389658531323,-0.3025212398292693,0.06948677847729008,775,534,0.2308505196078859
Sst_2,FSCN1,2.4870250414762483,2.318526103774266,-0.07015555002730892,0.010724940317216767,775,534,0.057263520622282384
Sst_2,FSTL4,0.3297251228209989,0.44384283447356554,0.2972111771497613,0.01798578861050566,775,534,0.07793841731219119
Sst_2,FURIN,0.4625695425288553,0.6415679270025669,0.32711815834326835,0.0012298401528472794,775,534,0.011491318928166766
Sst_2,GABBR2,4.078558140250203,4.119301673672646,0.00994012335471627,0.053376632961031185,775,534,0.19462942994327226
Sst_2,GABPB1-AS1,0.7136873806602757,0.6350059139322601,-0.11681071211772252,0.2044893562256066,775,534,0.4312775185515512
Sst_2,GAD1,4.767859424346692,4.842984507110459,0.015633718208959955,0.0006430426504916782,775,534,0.00712110194433377
Sst_2,GAD2,3.7178384050906583,3.6114229344009563,-0.02904056615951391,0.03083206343424904,775,534,0.12291715955787284
Sst_2,GADD45G,0.08173362199006634,0.07089565965561473,-0.1422562332461064,0.6009434061195054,775,534,0.786541050222338
Sst_2,GALNT16,1.8267491028440521,2.0487805958318246,0.11470684429873507,0.0011511025864310268,775,534,0.011102570107834742
Sst_2,GATD3A,2.233905330783098,2.1936400487399736,-0.018189036453729095,0.687162850320894,775,534,0.8386191520242746
Sst_2,GATD3B,1.9957753905686448,1.9217873614308445,-0.037776971365393854,0.5379179048534148,775,534,0.7515768857531357
Sst_2,GFAP,1.3082928730644874,1.7698652760231095,0.3021802914058235,1.9194862460931147e-09,775,534,8.198948394026304e-08
Sst_2,GJA1,1.4346760602550748,1.344600438517536,-0.06484218456042168,0.3259543197858924,775,534,0.569943518222116
Sst_2,GJB1,0.07658471081319929,0.054706658288267554,-0.3364120333308258,0.33463595296358395,775,534,0.577070454560963
Sst_2,GNAL,1.668173493433188,1.6993961392288452,0.018543664363813588,0.6856890273252108,775,534,0.8386191520242746
Sst_2,GPR34,0.02532757726586692,0.03794318487638458,0.4041960934530482,0.20366106334517575,775,534,0.4312775185515512
Sst_2,GPR6,1.4773477955822736,1.2805033923086728,-0.142995174297153,0.015213927330362403,775,534,0.07107756674653685
Sst_2,GPX3,0.5464239926705305,0.5095799048440518,-0.06980854745785142,0.5270434637984447,775,534,0.7433301682817687
Sst_2,GRIN2A,0.8361895692232619,0.9402873287221913,0.11733015258702688,0.119763379160173,775,534,0.3269334732837661
Sst_2,GSTM5,0.2540381070754331,0.42085770410965617,0.5048104979387416,0.0002710797082294879,775,534,0.004265938566348257
Sst_2,HBA1,0.09812693770716685,0.13543513286235587,0.32223087818987434,0.23887357873266313,775,534,0.47300132477527335
Sst_2,HHIP,0.1010566582241521,0.0885073752072996,-0.13259544785399324,0.5077546528578236,775,534,0.7420960954730814
Sst_2,HIF3A,0.2051029598344695,0.23168640309202698,0.12187265031940955,0.48219187395090035,775,534,0.7213574213313696
Sst_2,HLA-B,0.5309177555527232,0.7066360516195591,0.2859086315984738,0.005557294926091017,775,534,0.03612241701959161
Sst_2,HLA-DPA1,0.09742394478026481,0.14324673206054567,0.38549652242577676,0.1303758334133404,775,534,0.338977166874685
Sst_2,HLA-DRB1,1.2608290561348643,1.2108633320014521,-0.04043588293600907,0.7150471830436027,775,534,0.8620931763307952
Sst_2,HLA-E,0.25487992887530636,0.2919182655580802,0.1356812835031318,0.3621009933636745,775,534,0.6082482978412285
Sst_2,HMGB2,1.3884392163366772,1.4971265303008259,0.07536737413321386,0.0543292136227265,775,534,0.195716082809581
Sst_2,HNRNPH3,3.035537996822211,3.167545442036227,0.042568306457745876,0.00014880512706675098,775,534,0.002617219587821091
Sst_2,HPCAL1,1.7936127231137757,1.8677590846696803,0.04050749489754182,0.2976307781291525,775,534,0.5484068604381473
Sst_2,HSPA8,5.723580332889002,5.626029550998916,-0.017190579270031238,1.2540176607931823e-06,775,534,4.166125339746239e-05
Sst_2,HTR2C,0.12889161593456375,0.1171463429099958,-0.09554791734434297,0.5514347574674879,775,534,0.7531197852904693
Sst_2,IFITM3,1.8768410534200226,1.3542276848218744,-0.3263587553026282,4.1410491393166915e-11,775,534,2.4763473853113817e-09
Sst_2,IGFBP5,0.2310322519491698,0.2703477564793137,0.15715179761155476,0.34595673096074764,775,534,0.587733309984452
Sst_2,IGFBP6,0.5589026580893348,0.5665638785722881,0.013614511973672798,0.8306126750151873,775,534,0.9479129382806909
Sst_2,IGSF6,0.2796592540747282,0.2841489557763664,0.01592668048206083,0.9420995069760364,775,534,0.9824276026555786
Sst_2,IRS2,3.0055833938002428,2.956507250038056,-0.016463101663408218,0.09252472829275171,775,534,0.2766489375953276
Sst_2,ISLR,0.16432030133463418,0.14779703039936165,-0.10597766371497454,0.5462020517023682,775,534,0.7531197852904693
Sst_2,ITGAM,0.012076906409298638,0.012494094655247827,0.03396103733496306,0.9127809885766826,775,534,0.9824276026555786
Sst_2,ITGAX,0.07529116711998399,0.04685260634741464,-0.4743561865164282,0.11268435190159626,775,534,0.3134996336705202
Sst_2,ITGB2,0.07525382634936169,0.03979906541015935,-0.6370233209748634,0.13188739847946426,775,534,0.33995113918413633
Sst_2,ITGB4,0.08235261463468756,0.10200197319283955,0.21398195173594692,0.4702670228750112,775,534,0.7210761017416838
Sst_2,ITM2A,0.3552398357626033,0.28785041321421856,-0.21035220842215543,0.14749747812744207,775,534,0.3614897209844687
Sst_2,KANSL1-AS1,0.0805447372276971,0.06475081153179613,-0.21826653820541644,0.4735662591168298,775,534,0.7213574213313696
Sst_2,KCNK1,1.9238590936640034,1.6679420669324723,-0.1427425421417368,0.0018134516971170537,775,534,0.014654650201027002
Sst_2,KIF1A,4.472562400658688,4.5484060257416115,0.01681535919309945,0.0004726510063230251,775,534,0.0060338360653074425
Sst_2,KIF5A,5.023344181588765,5.072188406671576,0.009676479329756222,0.0013784043439617466,775,534,0.012489178752865523
Sst_2,KLF2,0.4475006391128475,0.375632197289403,-0.1750674999561057,0.1330323907932833,775,534,0.33997166536061285
Sst_2,KRT17,0.028674469738065988,0.054677020042108275,0.6454363415273034,0.12027652863282365,775,534,0.3269334732837661
Sst_2,LAMP5,0.41539784213322695,0.44892204030308436,0.07761252629591509,0.5260167685726637,775,534,0.7433301682817687
Sst_2,LAPTM5,0.5533943635897909,0.5065746004083199,-0.08839928330398251,0.37026925240945696,775,534,0.6124272355736672
Sst_2,LATS1,1.8482485974210916,1.9411439550373328,0.049038980248486116,0.07371414100299362,775,534,0.23941743816455852
Sst_2,LGALS1,1.4803455360689928,1.3721907528772466,-0.07586697849405209,0.2048207613187969,775,534,0.4312775185515512
Sst_2,LILRB4,0.04468095547886525,0.015848466168718624,-1.0364746349557308,0.05677575724741329,775,534,0.19971707549384204
Sst_2,LINC02714,0.13009132265841217,0.0988589476279889,-0.2745426230701898,0.20436026475871982,775,534,0.4312775185515512
Sst_2,LMO4,3.6619019707087372,3.4740121117798686,-0.05267252234230536,0.0004843212895230054,775,534,0.0060338360653074425
Sst_2,LPAR6,0.059078763623304754,0.05655732326398942,-0.043616835415700335,0.8724652359849026,775,534,0.9735339093263422
Sst_2,LST1,0.05223918924410998,0.062465698970609884,0.17878462459893082,0.6789581685054107,775,534,0.8386191520242746
Sst_2,LY86,0.05322263798224581,0.025299997534287376,-0.7436795335446847,0.0865117672270281,775,534,0.26667029279259175
Sst_2,LZTS3,2.2776904166278373,2.354355757139646,0.033105171798643626,0.14207676612846876,775,534,0.35108225679679467
Sst_2,MAG,0.09529528338346971,0.09798220698921575,0.027805583719983196,0.9587132704815838,775,534,0.9840029811786599
Sst_2,MAP2K1,2.127450558477713,2.0488122871584187,-0.03766408880534491,0.9671285249688065,775,534,0.9840029811786599
Sst_2,MAPK3,1.8857924836904232,1.9915204628448013,0.054550250377391696,0.1132373258743016,775,534,0.3134996336705202
Sst_2,MBP,2.5747956195892785,2.8000405641645485,0.08386374434548186,0.0009486055875870065,775,534,0.009454435689617164
Sst_2,MEIS2,0.4820154301568922,0.4130348965046572,-0.15444404175165916,0.1300451262951821,775,534,0.338977166874685
Sst_2,MEPE,0.08916208763836783,0.18494250112226507,0.7295890492630942,0.008419064666793907,775,534,0.04689731380242385
Sst_2,MOBP,0.474620124176571,0.5959513447074238,0.227644281838473,0.03425427139769388,775,534,0.13301333958325287
Sst_2,MOG,0.3973873867625051,0.34308313993154493,-0.14693878194908255,0.2279630753553722,775,534,0.45789604370512915
Sst_2,MRPL27,1.169706978784895,1.1471726298971663,-0.019452939560253565,0.8946425082884993,775,534,0.9824276026555786
Sst_2,MRPL57,2.512722001803906,2.366851928856517,-0.05980585629471697,0.07112801876068263,775,534,0.23370634735652862
Sst_2,MT-ATP8,5.303461378848923,5.325100273056833,0.004071844302960514,0.6222965911769192,775,534,0.8054834665017265
Sst_2,MT-ND1,6.689347107070211,6.678359630156291,-0.0016438839666731856,0.308995622384757,775,534,0.5565644041749539
Sst_2,MT-ND2,6.6512226309560205,6.639494600622842,-0.0017648458202694838,0.2194473387723167,775,534,0.45565801592307426
Sst_2,MT-ND4,6.464694838141324,6.476355786220977,0.0018021645342663434,0.5087949818460926,775,534,0.7420960954730814
Sst_2,MT-ND4L,6.186400326314878,6.060041258052808,-0.020636778742236447,5.864877746164698e-06,775,534,0.00017535984461032448
Sst_2,MT-ND5,6.298522456516331,6.326904282483923,0.0044959864507137905,0.01512521746802038,775,534,0.07107756674653685
Sst_2,MT-ND6,4.716715922230157,4.800278961149506,0.017561254889008372,0.0019343914815943266,775,534,0.015220606657807991
Sst_2,MT1E,0.15700295895177924,0.1493781513624035,-0.04978363254728969,0.7584416128439248,775,534,0.9003738140102897
Sst_2,MT1M,0.15786113846564737,0.1568025603359139,-0.006728339667379114,0.9432588178525158,775,534,0.9824276026555786
Sst_2,MT1X,0.10047023400627951,0.11710461732318672,0.15320619583821954,0.599325963127924,775,534,0.786541050222338
Sst_2,MT2A,0.7392721694506523,0.7328199608868908,-0.00876609520390627,0.9014805339285852,775,534,0.9824276026555786
Sst_2,MTRNR2L1,6.306112659020975,6.498299309473292,0.030021071637300226,2.2841766802247428e-11,775,534,1.7074220684679953e-09
Sst_2,MTRNR2L12,5.885662297788055,6.009416685302069,0.020808412121612194,0.0001581725595678459,775,534,0.002627421961710329
Sst_2,MTURN,4.454959368644968,4.3434748254579825,-0.025343261697789433,6.729815058008862e-05,775,534,0.0013414764682297665
Sst_2,MYL6,2.321375887819078,2.52707664683168,0.08490309411728804,0.0014382428573755921,775,534,0.012648076892803003
Sst_2,MYL9,0.355102259149464,0.2830569390964494,-0.2267577263117371,0.08435875035387078,775,534,0.26550806690323536
Sst_2,NDUFB2,0.6243471858982517,0.6535820626921189,0.045761498007037646,0.678475278952681,775,534,0.8386191520242746
Sst_2,NDUFB9,2.6226636491727997,2.5967064786446916,-0.009946558261254297,0.48456050046931876,775,534,0.7213574213313696
Sst_2,NEFH,1.3654245807488177,1.3877251600286011,0.016200402531871733,0.6959017541394615,775,534,0.845831806860565
Sst_2,NEFL,3.940762227209525,4.007732418801737,0.01685143649613831,0.32811985326672877,775,534,0.5703943960857669
Sst_2,NEFM,2.7344496951169335,2.812667836730826,0.02820323377003786,0.2667712464894362,775,534,0.4985287668771339
Sst_2,NORAD,4.546257151302062,4.399176674569645,-0.032886886329797686,2.5147195648778583e-09,775,534,9.398764373730995e-08
Sst_2,NOS1,2.937531652230118,2.9186263063217353,-0.0064565920928554375,0.6600073976423959,775,534,0.8361958131147303
Sst_2,NOTCH1,0.29775313065105613,0.25254830383998483,-0.16466218978533417,0.3748300471905722,775,534,0.6124272355736672
Sst_2,NPIPA1,3.767824226368213,3.798545818070156,0.008120607463655928,0.13859297460538164,775,534,0.3466305445756882
Sst_2,NPTX1,1.7937632471747975,1.7696089712254053,-0.013557183715442218,0.7890016980233385,775,534,0.9215293269881962
Sst_2,NPTX2,0.5975824014574768,0.46868693635067754,-0.24295715223733588,0.016551695402162264,775,534,0.07386502873502264
Sst_2,NPY,0.18581108785125436,0.20182487209460834,0.08266985066610222,0.8686130529032279,775,534,0.9735339093263422
Sst_2,NR4A2,0.18295221500595935,0.18430987000437016,0.007393418695993108,0.906212729987742,775,534,0.9824276026555786
Sst_2,NRG1,0.3086729013195756,0.2883354591100556,-0.06815755356098878,0.5177155796136337,775,534,0.7433301682817687
Sst_2,NRXN1,3.7828481845753426,3.6445783153734403,-0.03723654362873492,0.08793836829767737,775,534,0.26830175633679115
Sst_2,NTRK2,5.36059050769267,5.287423125681382,-0.013743132971681192,0.019980633588585518,775,534,0.08534584918552957
Sst_2,NUDT14,0.029033523864967634,0.017983376821168573,-0.47900333641899223,0.35160399503704554,775,534,0.5939525113902633
Sst_2,NUPR1,0.12592751457697401,0.14672165620798672,0.15283083638814848,0.5426361284248374,775,534,0.7531197852904693
Sst_2,NXPH4,0.031162034513550988,0.03427447138420066,0.09520029120196387,0.7530876578661589,775,534,0.9003738140102897
Sst_2,OGA,3.8799114043871112,3.9074433750063653,0.007070972393722296,0.0016647324606186525,775,534,0.014221571592142202
Sst_2,OLFML3,0.07352300404786372,0.07803296991361684,0.05953309108731254,0.9325413697154122,775,534,0.9824276026555786
Sst_2,OLR1,0.018108697039403848,0.027716114056167,0.42562165664734747,0.4801739129045217,775,534,0.7213574213313696
Sst_2,OSBPL1A,3.8521877672327567,3.7480571950972057,-0.027403613710972427,0.00983501461369551,775,534,0.053466715808999234
Sst_2,OTOS,0.038826421455873464,0.06584181722548622,0.5281541763829446,0.15586898302640567,775,534,0.37283860739916236
Sst_2,P2RY12,0.18648006577911005,0.11459601917812498,-0.48691128045653875,0.03569675076897079,775,534,0.13683754461438802
Sst_2,P2RY13,0.04453975291376298,0.04066758285178921,-0.09095082934692722,0.8086019014917332,775,534,0.9371006532791791
Sst_2,PAQR6,0.8415162419398539,0.922454960923212,0.09183323725444918,0.2261980531147968,775,534,0.45789604370512915
Sst_2,PCP4,0.47537171977454445,0.3792814659907689,-0.2258184821540501,0.055398385011854435,775,534,0.19719187045886283
Sst_2,PDXK,3.345477034488409,3.361218209639585,0.004694176038506811,0.29896427508835455,775,534,0.5484068604381473
Sst_2,PECAM1,0.08678990276916579,0.0744162875225087,-0.1538154511623401,0.6743327296895661,775,534,0.8386191520242746
Sst_2,PFN1,0.915590640593847,0.9657836140905068,0.05337044127359248,0.42002458174197743,775,534,0.664483333020377
Sst_2,PLAAT3,0.8013726980035178,0.9067676829364858,0.12356014967431711,0.0857340092840328,775,534,0.26667029279259175
Sst_2,PLD4,0.1800553677179991,0.15624569703320437,-0.14183465277502566,0.3199494440368106,775,534,0.5660644009882034
Sst_2,PLEC,2.161443317614221,2.385967082070119,0.09882832615083048,9.04438985836407e-06,775,534,0.0002458429606955324
Sst_2,PLP1,0.951981445622665,0.8705235341302218,-0.0894507506795475,0.2666910189445283,775,534,0.4985287668771339
Sst_2,PMP22,0.3307173886026885,0.31193950779471025,-0.058454916067007895,0.7778959707696502,775,534,0.9157121860634859
Sst_2,PPM1K,1.8315224110449826,1.8672810449237989,0.019335846525712765,0.22818230940489714,775,534,0.45789604370512915
Sst_2,PSMA7,3.4184729946155272,3.367052960172376,-0.01515608932228482,0.6835198967472583,775,534,0.8386191520242746
Sst_2,PVALB,0.26817210210765163,0.19972248086073538,-0.29470013920078925,0.03997645130574005,775,534,0.15130327772678828
Sst_2,PWP2,0.6309382616266995,0.6137766120931597,-0.027576977646723053,0.7987225646335355,775,534,0.9292531004880433
