supertype,gene,ctrl_mean,scz_mean,logFC,pval,n_ctrl,n_scz,fdr
Sst_2,A2M,0.2484895285767964,0.2099051543760921,-0.1687449232582338,0.37741019535803344,775,534,0.6132915674568044
Sst_2,ABCA2,2.7923262829559934,2.701917254149919,-0.03291342645270269,0.25546759349177695,775,534,0.48964622085923915
Sst_2,ABCG2,0.15492272939830679,0.1486725677114609,-0.0411801169152871,0.9305605550167619,775,534,0.9824276026555786
Sst_2,ACO1,1.887220395923039,1.8898753621578752,0.0014058243910901218,0.5366535967332737,775,534,0.7515768857531357
Sst_2,ACTA2,1.354722487386881,1.5138108036497813,0.11103355564288915,0.030696633511393998,775,534,0.12291715955787284
Sst_2,ACY3,0.0942289407135101,0.06152849951349566,-0.4262268864598201,0.17281975867302968,775,534,0.3914629382063324
Sst_2,ADAM28,0.31537074324655856,0.43233187459123873,0.31544461209279717,0.016480682541153018,775,534,0.07386502873502264
Sst_2,ADCYAP1,0.3736565347999513,0.3367112064829493,-0.10411141041651328,0.3238712573246516,775,534,0.5696323878827696
Sst_2,ADCYAP1R1,3.7863483572553136,3.8719012682961056,0.02234360969113721,0.007618322586018755,775,534,0.044664283396462896
Sst_2,ADIRF,0.044460771835240984,0.028090425877942537,-0.4591784664068778,0.308427363745853,775,534,0.5565644041749539
Sst_2,AIF1,0.07040487253535292,0.05926331539074007,-0.1722719858189677,0.4199817430431485,775,534,0.664483333020377
Sst_2,AJ009632.2,0.20616173287154582,0.13501693365152698,-0.4232607667501179,0.03380196005053658,775,534,0.13298402704092682
Sst_2,AK5,3.201098575286931,3.1782158453191514,-0.0071740712564571825,0.9139685491793972,775,534,0.9824276026555786
Sst_2,AKAP8L,0.9438975548866901,0.9082349273405472,-0.03851456220314848,0.5774324939193624,775,534,0.7726958740772211
Sst_2,AKT1,2.350717157405125,2.4097256248582895,0.024792437450769093,0.3442962324377673,775,534,0.587733309984452
Sst_2,ALCAM,2.455190646229198,2.4932580880802986,0.015385909748911878,0.6795109790607535,775,534,0.8386191520242746
Sst_2,ALDH1A1,0.39034093343513265,0.3106206079715573,-0.22844828811490325,0.1240684817785301,775,534,0.3324136511521955
Sst_2,ALOX5AP,0.05508762314182596,0.06355311356313614,0.1429509247961484,0.6532344446836718,775,534,0.8346884570958027
Sst_2,ANLN,0.3325266446681298,0.21209878453607234,-0.44966786028863953,0.004838295044126936,775,534,0.03287841404986258
Sst_2,APOLD1,0.2357699917086388,0.26661318567265085,0.12294214677963719,0.602401005019784,775,534,0.786541050222338
Sst_2,AQP1,0.5517564944435979,0.5768729093481353,0.044515165457130454,0.6637662143378584,775,534,0.8374096965697032
Sst_2,AQP4,1.7932293737478,1.9881280603870948,0.10317540905727729,0.003748445048407055,775,534,0.027033728804033357
Sst_2,ARPC1B,0.23710117632533456,0.23865213472454985,0.006520034049444577,0.9399150360575494,775,534,0.9824276026555786
Sst_2,ARPP19,1.4098401919574115,1.1510048725460393,-0.20284099588322876,0.0006020744677916488,775,534,0.006923856379603962
Sst_2,ARRDC3,0.9553553749728807,1.20112409688897,0.22892975305795865,0.00037836087252073795,775,534,0.0053871381373190785
Sst_2,ATP2B4,1.2455728507270687,1.2780027426290494,0.025702956825808792,0.6996359580590679,775,534,0.8469277387030821
Sst_2,BAIAP3,2.4996657509618143,2.71849281124722,0.0839205898979362,0.0052201271045006865,775,534,0.03468484453879345
Sst_2,BCAS1,0.5803059207553205,0.6836230754802574,0.16385129242824703,0.0918093910854663,775,534,0.2766489375953276
Sst_2,BCL6,0.775150270766561,0.7017202017307093,-0.09952215677961988,0.2688981890539366,775,534,0.499382351100168
Sst_2,BDNF,0.1590967231954383,0.06391702865894025,-0.9119265241844589,0.0005922222758701734,775,534,0.006923856379603962
Sst_2,BLCAP,2.5418004471055426,2.4319626312180818,-0.044174068834187924,0.1961724291254463,775,534,0.4312775185515512
Sst_2,C14orf132,2.0676685358321922,2.1273242894256437,0.028443326570451226,0.2425488184618918,775,534,0.47711905736911614
Sst_2,C1QA,0.4466895012536544,0.45397052382061964,0.016168545248527358,0.9032469944276029,775,534,0.9824276026555786
Sst_2,C1QB,0.11877500121651918,0.17955489044726497,0.4132500002305476,0.059380631459017966,775,534,0.20645126518891133
Sst_2,C1QL2,0.18530075642236746,0.1809018078933593,-0.024025829198939343,0.8300620226360859,775,534,0.9479129382806909
Sst_2,C1orf61,2.3948888156635353,2.299460500299021,-0.040662275929712194,0.06633706251064161,775,534,0.2246941576741531
Sst_2,C3,0.2896180962545539,0.2832839806705256,-0.02211328585075662,0.9645567053216701,775,534,0.9840029811786599
Sst_2,C4A,0.48051216038282013,0.605386758294598,0.23101498783457364,0.02851024879228921,775,534,0.11759644892048089
Sst_2,CABP1,2.6360961299733576,2.6400699766036233,0.0015063389974471417,0.8204329593269002,775,534,0.9471407522731397
Sst_2,CACNA1C,1.9633626207198287,2.0477620012233664,0.04208886402525236,0.1632146829447343,775,534,0.37830380000368646
Sst_2,CALB1,2.6897468712997825,2.6619591259993682,-0.010384724063305635,0.9708390616980089,775,534,0.9840029811786599
Sst_2,CALB2,0.3645295379857858,0.3895419583257041,0.06636399790325233,0.5814601059109523,775,534,0.7726958740772211
Sst_2,CAMK2N1,5.63098278590616,5.491400360214442,-0.02510069152957062,1.2606486362172918e-13,775,534,3.769339422289703e-11
Sst_2,CAPN3,0.21679018265948766,0.1903155689579675,-0.1302464019425361,0.4678491203892521,775,534,0.7210664278164246
Sst_2,CAPZB,2.9258788889989673,2.867448396902498,-0.02017233641143923,0.5510842965569241,775,534,0.7531197852904693
Sst_2,CARTPT,0.3415755501898649,0.3714386660866751,0.08381486754340572,0.5132046889617212,775,534,0.7433301682817687
Sst_2,CASC3,2.5769530167590307,2.700933991245231,0.04698993613045185,0.00682314322037275,775,534,0.04163509842635617
