celltype,beta_snrnaseq,se_snrnaseq,pval_snrnaseq,padj_snrnaseq,region,n_samples,n_ctrl,n_scz,ctrl_mean_density,scz_mean_density,logFC_density,coef,se_density,tstat,pval_density,class,fdr_density
Lamp5_6,0.11080758128473,0.0815145497421795,0.174032683746483,0.512977103115637,cortical,24,12,12,1.257188168974219,1.183782258269655,-0.0601629992204888,-0.0515946593099727,0.0950019191088091,-0.5430907058927888,0.593382182387128,GABA,0.7971700026008891
Sst_9,-0.0612491014058203,0.0545312450350913,0.261355622870788,0.569755257858317,cortical,24,12,12,0.7755089300428383,0.6967569480090813,-0.1070828594187605,-0.0461494653426274,0.0774987400373863,-0.5954866533360981,0.5585453124493159,GABA,0.7819634374290423
Pvalb_8,0.0110182356205514,0.0692976447784177,0.873669895918211,0.961919380354394,cortical,23,11,12,0.1062726326602225,0.1188477968713298,0.11183585818895,0.0184132584203501,0.0268753197113318,0.6851363488184393,0.5019863780873621,GABA,0.7503167962179133
Sst_19,-0.05323807353256,0.053867350818735,0.322996922597446,0.640121173874938,cortical,24,12,12,2.9453253487527413,2.8684716730780657,-0.0264399161179789,-7.013753456497351e-05,0.0912904920912,-0.0007682895880866,0.9993950030397264,GABA,0.9993950030397264
Pvalb_7,0.135898804676527,0.0658871344963603,0.039150646223205,0.304815745594954,cortical,22,12,10,0.0485769515755319,0.073090565659345,0.4085501266804682,0.0185306718661116,0.0172058521590107,1.0769982035680263,0.2965277946702827,GABA,0.5963218734343244
Sncg_6,-0.0099450623828084,0.0612025234955034,0.87091660152526,0.961919380354394,cortical,24,12,12,0.7076314626114288,0.9382258201307884,0.2820672413048858,0.1285313214790442,0.0817587795880083,1.572079746379874,0.1324365114563352,GABA,0.3747671494402678
L5 IT_6,0.105963133916066,0.0710765312253008,0.136005731008827,0.499604933085498,cortical,24,12,12,15.10864515206598,12.551047451272847,-0.1854629822690947,-0.2067614248851187,0.1381838841204873,-1.4962774147008076,0.1510082861474715,Glut,0.3938059226983081
L6b_3,0.123211420755199,0.0892720812798716,0.167531645433414,0.512977103115637,cortical,22,11,11,0.4334363643509213,0.4841672502869161,0.1106854150621982,0.0336723688215485,0.0951233709857414,0.3539862861524939,0.7277015300436955,Glut,0.896150958294551
L6b_4,0.263148912719372,0.0766304865344309,0.0005947492937785,0.021609224340621,cortical,20,9,11,0.1156820281812263,0.3531900763471478,1.1161610809790057,0.1892915953320807,0.0575447783354134,3.289466061173259,0.0049649891666531,Glut,0.1100572598608124
Sncg_5,0.0147969765618592,0.0727340801672124,0.838791618356915,0.961919380354394,cortical,24,12,12,0.7260141331068973,0.6127807720400382,-0.1695622410098575,-0.0635881923374626,0.0765091522426193,-0.8311187678020158,0.416229373680387,GABA,0.7116309078501246
L6 IT_1,0.1048442674229,0.0787099144638225,0.182849077951207,0.513113325556289,cortical,24,12,12,2.699755365339083,4.1918123337720905,0.4399720148342035,0.3026162946061703,0.2237647509203597,1.3523859024331977,0.1921299085137737,Glut,0.4646050514969437
L5 IT_7,-0.0387628650406406,0.0673412840245114,0.564873313227867,0.786920305648997,cortical,24,12,12,8.0963946895564,6.455147594530698,-0.2265409733519371,-0.2961866654706784,0.1971305965774727,-1.5024895709392143,0.1494094788169218,Glut,0.3938059226983081
