celltype,beta_snrnaseq,se_snrnaseq,pval_snrnaseq,padj_snrnaseq,region,n_samples,n_ctrl,n_scz,ctrl_mean_density,scz_mean_density,logFC_density,coef,se_density,tstat,pval_density,class,fdr_density
L6b_5,0.0554107958035253,0.075347749807879,0.462095432226026,0.725161804665052,cortical,23,11,12,0.5160949993757757,1.2581264628293831,0.8910881032460128,0.3476044361034504,0.1405263095974764,2.4735897292053615,0.0235648418036998,Glut,0.1741179977717819
L5/6 NP_3,0.0260923337813876,0.0798497806541309,0.743843547461722,0.910999400823907,cortical,24,12,12,0.4783283802813584,0.9630402319657808,0.6997977040081945,0.2849999881172428,0.0718873094708842,3.9645382504219815,0.0008308409458594,Glut,0.0552509228996556
L6 CT_4,0.120581929143985,0.0871666570840619,0.166557805585274,0.512977103115637,cortical,24,12,12,1.9268213208429767,3.3616018564840005,0.5565459422420541,0.3717621131693123,0.162241641038125,2.2914099659652245,0.033537397872305,Glut,0.2230236958508283
Astro_5,0.0323379587642541,0.080233940163703,0.686914475350855,0.746128557695665,cortical,24,12,12,30.05880505448381,28.84550747990343,-0.0412013706270386,-0.1227464437912746,0.1616303779749973,-0.7594268189502245,0.4569167916201349,NN,0.7357447888328381
Micro-PVM_1,0.0496639427845672,0.0786006445697489,0.527483854445128,0.715870945318388,cortical,24,12,12,0.7759679054921187,0.7062981138121384,-0.0940737545341094,0.0420683874600288,0.1102730920788936,0.3814927709647562,0.7070704269863386,NN,0.8871732715960664
Astro_3,0.221002691825535,0.0961580737545088,0.0215431880234466,0.136440190815162,cortical,22,10,12,0.1641306979621438,0.6462591374019643,1.3705375156053212,0.2938273003065419,0.1121006281519745,2.6211030673994182,0.0178814768591446,NN,0.1627998615818441
Endo_2,-0.0751813506348888,0.0738512991250856,0.308673270628884,0.533162921995345,cortical,24,12,12,13.577630003804812,27.835230048982705,0.7178789005141162,0.5878495073614786,0.2173449047207356,2.7046850171932975,0.0140465635830103,NN,0.151518329189454
Oligo_1,0.0733197049347485,0.101004053148187,0.467894839722135,0.683846304209274,cortical,24,12,12,3.8244784118229513,5.428193503217311,0.3501842953611224,0.0341919582187949,0.2166496199376777,0.1578214548847615,0.876262702089001,NN,0.9711911614819762
VLMC_1,-0.0310406912720724,0.0710780120523406,0.662319506315139,0.746128557695665,cortical,24,12,12,0.3046685805211372,0.3474277530251495,0.1313321738616619,0.0888231813410438,0.1106921799802112,0.8024341137460936,0.4322250117240204,NN,0.7185740819911839
Oligo_3,-0.121724418881221,0.085708323662561,0.155544514003868,0.328371751785943,cortical,24,12,12,8.348013957579507,11.386267846105603,0.3103843932335083,0.2659118509007581,0.1579529010119263,1.6834882372985371,0.1086397149178447,NN,0.3524166361969111
OPC_1,-0.0462711368348543,0.0894124974081474,0.604805846514834,0.746128557695665,cortical,24,12,12,0.718771001716893,0.6519764556351331,-0.09753436117912,-0.0386002734357615,0.0645523915706156,-0.597968138694531,0.5569223776989282,NN,0.7819634374290423
Oligo_4,-0.0739010975219009,0.0899042024781906,0.411077890255447,0.650873326237791,cortical,24,12,12,72.44529515456185,49.691864144826376,-0.3769905070494321,-0.678058815020026,0.2508222726072533,-2.703343718130468,0.014087283041996,NN,0.151518329189454
Astro_2,0.120656863901718,0.0807238301049197,0.134996134215455,0.328371751785943,cortical,24,12,12,70.93264595571264,60.437249948693555,-0.1601251424270675,-0.4443664658911695,0.2822479806944388,-1.5743831534165695,0.1319034321372663,NN,0.3747671494402678
Micro-PVM_2,-0.130977743809372,0.0743431524377036,0.0781031451266595,0.262570050573404,cortical,24,12,12,5.299689081672154,2.5801641066309355,-0.7197951508698781,-0.5232826457139222,0.2394595799579232,-2.1852650280513775,0.0415971812135855,NN,0.2351017476120777
Astro_4,0.108733488600415,0.0755692078621799,0.15019027443655,0.328371751785943,cortical,24,12,12,7.149524129036483,8.164068180356061,0.1326967971432269,0.0038792459868117,0.2066972360584028,0.0187677690364262,0.985222053025668,NN,0.9976382815975842
Endo_1,0.172827601432809,0.0810908003711875,0.0330656751688677,0.157061957052122,cortical,24,12,12,3.5458050769600633,7.000426149098527,0.6802057893402411,0.5277250968334705,0.2093529211316657,2.5207438901775574,0.0208090048638447,NN,0.1627998615818441
Endo_3,0.23156060899084,0.0924790947460619,0.0122824473875106,0.136440190815162,cortical,24,12,12,1.1219807388019574,3.664011573592032,1.1834629654283673,0.6378002269175953,0.2119580662102077,3.0090868364738808,0.0072150432048909,NN,0.1370858208929275
