"","CellType","estimate","se","zval","pval","ci.lb","ci.ub","padj"
"OPC","OPC",0.0489563768634113,0.04468311249174,1.09563488605368,0.273238588404128,-0.0386209143375508,0.136533668064374,0.600337600974195
"Endothelial","Endothelial",-0.0106594539526774,0.065747842501454,-0.162126292622327,0.871206401580077,-0.139522857316739,0.118203949411384,0.871206401580077
"Microglia-PVM","Microglia-PVM",-0.0499071783574349,0.0641324391920463,-0.778189306163555,0.436457420181258,-0.175604449414551,0.075790092699681,0.654686130271887
"Astrocyte","Astrocyte",0.151054604618849,0.0636603452193685,2.37282100966193,0.0176528161204251,0.0262826207454999,0.275826588492198,0.105916896722551
"Oligodendrocyte","Oligodendrocyte",0.0290060942497574,0.0723136121519227,0.401115272582691,0.688335256967945,-0.112725981160009,0.170738169659524,0.826002308361534
"VLMC","VLMC",0.062068584953232,0.0599076286493861,1.03607147123938,0.300168800487098,-0.0553482095987646,0.179485379505229,0.600337600974195
