celltype,class,logFC,P.Value,FDR,median_depth,mean_depth,n_cells
L5 IT_2,Glut,0.0666233187393809,0.586466037144403,0.760233751853855,0.6223118542918992,0.6352507358109438,4561
L5 ET_1,Glut,0.418761362499054,0.0861530769379268,0.25845923081378,0.6272559193313135,0.5966684764733031,49
L5/6 NP_2,Glut,-0.279439552102612,0.337694567717622,0.581277534595906,0.6328842309993173,0.62682834944069,24
L5 ET_2,Glut,-0.0726030432490291,0.617720611044708,0.781453785056558,0.6339104227353622,0.6364849069565425,2343
L6b_1,Glut,0.440754762179622,0.0069915548150047,0.0734113255575501,0.636693400615717,0.6066317056185165,14482
L5/6 NP_6,Glut,0.264639522036739,0.278595186300042,0.541712862250081,0.6430265118337131,0.6572862526903535,468
L5/6 NP_3,Glut,0.0213136400023785,0.862677944305719,0.939019737155774,0.6477679390411168,0.6620756968220618,4304
L5 IT_7,Glut,-0.0513339725323817,0.861218504100401,0.939019737155774,0.6478610379834754,0.6573362867816321,1055
L5/6 NP_1,Glut,-0.10544076477517,0.544220215053343,0.74211847507274,0.6621268591771529,0.6775766930278048,293
L5/6 NP_4,Glut,-0.0208449914740113,0.92668654938692,0.963387006788382,0.6626748463833412,0.6810721417163598,122
Sst_4,GABA,0.134332691066721,0.330547866423319,0.578458766240809,0.6713947418139862,0.6751984864578581,1456
Sst_5,GABA,0.213112414470063,0.200484126913951,0.44789007076521,0.6804350221148783,0.691917102603951,577
L5 IT_3,Glut,0.34717022532913,0.231819677733742,0.488528830493387,0.7072379050351809,0.7020891444007065,68
Endo_3,NN,0.085781174114461,0.784035379893742,0.894822987922206,0.7143623091843049,0.5757996255437635,29
Sst Chodl_1,GABA,0.566205635258001,0.001317180696661,0.0345759932873522,0.715342049712188,0.656740378007521,224
OPC_1,NN,0.591147950317425,0.160099337576122,0.400248343940304,0.7342619271534034,0.6615039009752363,3878
L6b_2,Glut,0.621243844618811,0.0001974206235263,0.0207291654702651,0.7372131676992149,0.6821788525274567,5529
Oligo_1,NN,0.784938238358564,0.002788331613743,0.0542625936588827,0.7507117601592755,0.6751224959332457,5159
Astro_3,NN,1.43226766415949,0.0283710685038637,0.124123424704404,0.763783723753809,0.6988119623241217,1246
Oligo_2,NN,1.237450819619,0.0275437733548996,0.124123424704404,0.7710561937355531,0.7190226411387773,2809
Astro_1,NN,0.271893671783092,0.571210765502825,0.749714129722458,0.7747318123642224,0.7021024893202448,168
L6b_3,Glut,0.322485862480503,0.0503589604697744,0.176256361644211,0.7766980059445332,0.7038796353720851,700
Oligo_3,NN,1.3574986799869,0.0691875439036582,0.220142185148003,0.7774502589421491,0.7343476043887965,901
Sst_1,GABA,0.028507840091886,0.832037737872274,0.929403856133923,0.7832747071232175,0.7163604463261817,365
Sst_7,GABA,-0.0806463014981345,0.647554020534979,0.79061828088573,0.7874317698049155,0.7537506409584254,270
L6b_4,Glut,0.66357433256956,0.0133094181605022,0.0776382726029292,0.8031856156616348,0.7712203834675071,158
L6 IT Car3_3,Glut,0.14828577716152,0.538095326480522,0.74211847507274,0.8037959405286734,0.7763962005878781,780
Pvalb_13,GABA,-0.644441174427811,0.0101887277900062,0.0776382726029292,0.804010346971772,0.7582275224712837,56
L6 IT_1,Glut,0.41712017623935,0.253501628989906,0.511878289306541,0.8083714161964769,0.7723473479598237,87
Pvalb_7,GABA,0.424398460231306,0.0814623552242527,0.251574920545486,0.8096368409313239,0.7841555972319728,46
L6b_5,Glut,0.393913573476079,0.105835463060997,0.300343881659587,0.8123866511934961,0.7826207001622838,381
L6 CT_3,Glut,-0.132933058565032,0.433328876172775,0.678036497728879,0.8125583392443638,0.7901133909119287,2209
L6 IT_2,Glut,0.158957194393138,0.166652375116378,0.406941846214411,0.813944516289983,0.7817068695497863,15759
L6 CT_1,Glut,0.664109432500265,0.0050241942474258,0.0623284693195554,0.8147201397033652,0.7960485843750225,72
L6 CT_2,Glut,0.0682711722353366,0.822558536888102,0.928695122293018,0.8170588473088781,0.80217072413528,79
L6b_6,Glut,0.310962580562369,0.0133055343747186,0.0776382726029292,0.8175321855866458,0.799169821368811,4321
L6 CT_4,Glut,-0.131944749872542,0.597820220769701,0.765501502205105,0.8223924442129857,0.8008522238908097,51
