celltype,merfish_prop,xenium_prop
Astro_1,0.06213177859042049,0.00025710680049452565
Astro_2,0.002751750295381921,0.037109556198193915
Astro_3,0.04843384305650472,0.00367519263087513
Astro_4,0.004338316502968704,0.04840680400448206
Astro_5,0.0025510489772350544,0.018585961335504834
Chandelier_1,0.00206772935555136,0.0002061125227665403
Chandelier_2,0.0006314178633643842,0.011297314512269195
Endo_1,0.003053636278098273,0.11022643699602395
Endo_2,0.03253586257179434,0.05156795702922571
Endo_3,0.009683846181313079,9.324415317645733e-05
L2/3 IT_1,0.03421194624897105,0.00011145088046042496
L2/3 IT_12,0.002444569350640355,0.032420551617792635
L2/3 IT_13,0.0162221499901871,0.04530198658545819
L2/3 IT_2,0.01022355519595358,0.009734375933933477
L2/3 IT_3,0.003134454162930566,0.004512421848332067
L2/3 IT_5,0.0025382548044726944,0.0015857422068496108
L2/3 IT_6,0.014644432775234539,5.376412924389689e-05
L2/3 IT_7,0.00044404546585552783,0.050589671488564414
L2/3 IT_8,0.00026042180463534565,0.02320829276732182
L4 IT_1,0.011103460203506978,0.02122970622775235
L4 IT_2,0.033426796465616075,0.01395369130116996
L4 IT_3,0.0071344057301285305,0.0003057057928280439
L4 IT_4,0.005327060509577263,0.0016704279091064366
L5 ET_1,0.0011553148805203532,4.6467056130390396e-05
L5 ET_2,0.002356893373865497,0.001976286123754198
L5 IT_1,0.01487873395149486,1.6721848767599747e-05
L5 IT_2,0.009716203701617066,0.003480289317010774
L5 IT_3,0.00590758096786133,5.4205954929437845e-05
L5 IT_6,0.008190922204481128,0.009647747530172167
L5 IT_7,0.009486269670938106,0.0008811333251228865
L5/6 NP_1,0.001334052214917124,0.0002511815973754556
L5/6 NP_2,0.0027694997540897662,3.7473653817061694e-05
L5/6 NP_3,0.0017948556435653008,0.0035086812395125743
L5/6 NP_4,0.00030317855024511757,0.00011362628278763031
L5/6 NP_6,0.0009463685210835776,0.0003149979160441529
L6 CT_1,0.003038923856174291,0.00012759708370008418
L6 CT_2,0.0030424693841057003,9.945708092322558e-05
L6 CT_3,0.006815726750880276,0.0026490768385670914
L6 CT_4,0.00030187480555029584,0.00011824314356730611
L6 IT Car3_1,0.0036273908876958724,1.6721848767599747e-05
L6 IT Car3_3,0.011582830590526186,0.0007924225930298429
L6 IT_1,0.01302798605368528,0.00019827731597813226
L6 IT_2,0.02327867927609158,0.01654779210129527
L6b_1,0.0017256955264190385,0.012118270151302886
L6b_2,0.0020321532249755847,0.005157532988651798
L6b_3,0.0021373465142996385,0.0007167342477925823
L6b_4,0.0006938670755359624,0.00031037322021093083
L6b_5,0.0038974072415173078,0.0005790631158192253
L6b_6,0.0078149218726357,0.005820129666805271
Lamp5_1,0.005573763490000795,1.8007054608194308e-05
Lamp5_2,0.004119190249555736,0.0034031120024538403
Lamp5_3,0.002128196154200133,0.0014516309765032
Lamp5_4,0.000312697258565194,3.3100526298368146e-05
Lamp5_5,0.0009087470167110702,0.005633071515276057
Lamp5_6,0.00026004816622326896,4.2759945433968616e-05
Lamp5_Lhx6_1,0.009427864019156181,0.0023607053062828227
Micro-PVM_1,0.001309975810351645,0.0024853270901193307
Micro-PVM_2,0.0031338682705857,0.039502900487002765
OPC_1,0.012424877302463742,0.004773647286204401
OPC_2,0.003216923556764203,0.0043930189597825835
Oligo_1,0.17969724599721268,0.013024901144470366
Oligo_2,0.0655220967575639,0.00238942787005832
Oligo_3,0.0014460316216477966,0.0007627046825222378
Oligo_4,0.002110879879879107,0.19330557277619356
Pax6_1,0.0010411589347769756,0.0038142578388671525
Pax6_2,0.0003091354891053458,0.0004077361582774596
Pax6_3,0.00041880833636110347,0.0002537958610375052
Pax6_4,0.00033705185032519225,0.00047707893904882235
Pvalb_1,0.00023549577901499252,1.6721848767599747e-05
Pvalb_10,0.0005725466711672325,1.9416094945125426e-05
Pvalb_12,0.0008956063636659205,1.6721848767599747e-05
Pvalb_13,0.000538662421168601,9.025201003833568e-05
Pvalb_14,0.0016089599979555074,0.0010873019935807185
Pvalb_15,0.004915305958923531,0.001279174485195277
Pvalb_2,0.004615982667514261,0.0026668855607692482
Pvalb_3,0.00015778343998574615,0.00023556226928165658
Pvalb_5,0.0035042451444596825,0.003423731967893383
Pvalb_6,0.0010842218639539086,0.004081773158528687
Pvalb_7,0.0004772704670609595,7.246012574541683e-05
Pvalb_8,0.00025524915084566943,0.018562794661291137
Sncg_2,0.00019509061924787553,0.0014234794030034842
Sncg_3,0.001544808083526956,0.00152253724622804
Sncg_4,0.0011247020026940485,0.0003951341837811476
Sncg_5,0.00016090962922356012,0.002290915290344636
Sncg_6,0.0009325605672249049,0.0006511450211078252
Sncg_8,0.0004181377000474169,3.4971734075226564e-05
Sst Chodl_1,0.00225449306126209,0.0003222665892581588
Sst Chodl_2,0.0004878163362369539,0.0037518348904805334
Sst_1,0.0009618502469824743,0.00043230088138036956
Sst_10,0.0004589046567853685,0.005159466570286805
