sample,diagnosis,stratum,celltype,proportion,count,n_stratum,level
Br1113,Control,L2/3,Astrocyte,0.21393341553637485,1388,6488,subclass
Br1113,Control,L2/3,Chandelier,0.0036991368680641184,24,6488,subclass
Br1113,Control,L2/3,Endothelial,0.14133785450061653,917,6488,subclass
Br1113,Control,L2/3,L2/3 IT,0.2954685573366215,1917,6488,subclass
Br1113,Control,L2/3,L4 IT,0.0006165228113440197,4,6488,subclass
Br1113,Control,L2/3,L5 ET,0.00015413070283600493,1,6488,subclass
Br1113,Control,L2/3,L5 IT,0.0,0,6488,subclass
Br1113,Control,L2/3,L5/6 NP,0.0,0,6488,subclass
Br1113,Control,L2/3,L6 CT,0.0,0,6488,subclass
Br1113,Control,L2/3,L6 IT,0.0004623921085080148,3,6488,subclass
Br1113,Control,L2/3,L6 IT Car3,0.0,0,6488,subclass
Br1113,Control,L2/3,L6b,0.006165228113440197,40,6488,subclass
Br1113,Control,L2/3,Lamp5,0.018958076448828607,123,6488,subclass
Br1113,Control,L2/3,Lamp5 Lhx6,0.0013871763255240443,9,6488,subclass
Br1113,Control,L2/3,Microglia-PVM,0.08215166461159062,533,6488,subclass
Br1113,Control,L2/3,OPC,0.015721331689272502,102,6488,subclass
Br1113,Control,L2/3,Oligodendrocyte,0.054870530209617754,356,6488,subclass
Br1113,Control,L2/3,Pax6,0.0052404438964241675,34,6488,subclass
Br1113,Control,L2/3,Pvalb,0.0057028360049321825,37,6488,subclass
Br1113,Control,L2/3,Sncg,0.019266337854500618,125,6488,subclass
Br1113,Control,L2/3,Sst,0.014642416769420468,95,6488,subclass
Br1113,Control,L2/3,Sst Chodl,0.0016954377311960542,11,6488,subclass
Br1113,Control,L2/3,VLMC,0.07614056720098644,494,6488,subclass
Br1113,Control,L2/3,Vip,0.042385943279901354,275,6488,subclass
Br1113,Control,L4,Astrocyte,0.09464810320602887,741,7829,subclass
Br1113,Control,L4,Chandelier,0.006386511687316388,50,7829,subclass
Br1113,Control,L4,Endothelial,0.18865755524332609,1477,7829,subclass
Br1113,Control,L4,L2/3 IT,0.220973304381147,1730,7829,subclass
Br1113,Control,L4,L4 IT,0.03180482820283561,249,7829,subclass
Br1113,Control,L4,L5 ET,0.0012773023374632775,10,7829,subclass
Br1113,Control,L4,L5 IT,0.003193255843658194,25,7829,subclass
Br1113,Control,L4,L5/6 NP,0.00012773023374632777,1,7829,subclass
Br1113,Control,L4,L6 CT,0.0,0,7829,subclass
Br1113,Control,L4,L6 IT,0.0007663814024779665,6,7829,subclass
Br1113,Control,L4,L6 IT Car3,0.0,0,7829,subclass
Br1113,Control,L4,L6b,0.009452037297228254,74,7829,subclass
Br1113,Control,L4,Lamp5,0.009196576829735598,72,7829,subclass
Br1113,Control,L4,Lamp5 Lhx6,0.0019159535061949162,15,7829,subclass
Br1113,Control,L4,Microglia-PVM,0.08519606590880062,667,7829,subclass
Br1113,Control,L4,OPC,0.011240260569676842,88,7829,subclass
Br1113,Control,L4,Oligodendrocyte,0.09694724741346276,759,7829,subclass
Br1113,Control,L4,Pax6,0.001532762804955933,12,7829,subclass
Br1113,Control,L4,Pvalb,0.026567888619236174,208,7829,subclass
Br1113,Control,L4,Sncg,0.0011495721037169497,9,7829,subclass
Br1113,Control,L4,Sst,0.02222506067186103,174,7829,subclass
Br1113,Control,L4,Sst Chodl,0.002426874441180227,19,7829,subclass
Br1113,Control,L4,VLMC,0.13539404777110742,1060,7829,subclass
Br1113,Control,L4,Vip,0.04892067952484353,383,7829,subclass
Br1113,Control,L5,Astrocyte,0.08183699352513184,1226,14981,subclass
Br1113,Control,L5,Chandelier,0.00574060476603698,86,14981,subclass
Br1113,Control,L5,Endothelial,0.15719911888391963,2355,14981,subclass
Br1113,Control,L5,L2/3 IT,0.07462786195848074,1118,14981,subclass
Br1113,Control,L5,L4 IT,0.15306054335491623,2293,14981,subclass
Br1113,Control,L5,L5 ET,0.010479941258927976,157,14981,subclass
Br1113,Control,L5,L5 IT,0.058340564715306055,874,14981,subclass
Br1113,Control,L5,L5/6 NP,0.011547960750283692,173,14981,subclass
Br1113,Control,L5,L6 CT,0.0012015219277751819,18,14981,subclass
Br1113,Control,L5,L6 IT,0.0011347707095654496,17,14981,subclass
Br1113,Control,L5,L6 IT Car3,0.0018022828916627728,27,14981,subclass
Br1113,Control,L5,L6b,0.008944663240104131,134,14981,subclass
Br1113,Control,L5,Lamp5,0.00921166811294306,138,14981,subclass
Br1113,Control,L5,Lamp5 Lhx6,0.0025365462919698283,38,14981,subclass
Br1113,Control,L5,Microglia-PVM,0.06474868166344036,970,14981,subclass
Br1113,Control,L5,OPC,0.009879180295040384,148,14981,subclass
Br1113,Control,L5,Oligodendrocyte,0.1889726987517522,2831,14981,subclass
Br1113,Control,L5,Pax6,0.00033375609104866166,5,14981,subclass
Br1113,Control,L5,Pvalb,0.033709365195914824,505,14981,subclass
Br1113,Control,L5,Sncg,0.0,0,14981,subclass
Br1113,Control,L5,Sst,0.04025098458046859,603,14981,subclass
Br1113,Control,L5,Sst Chodl,0.0008677658367265203,13,14981,subclass
Br1113,Control,L5,VLMC,0.05480275015019024,821,14981,subclass
Br1113,Control,L5,Vip,0.028769775048394633,431,14981,subclass
Br1113,Control,L6,Astrocyte,0.08428657435279951,280,3322,subclass
Br1113,Control,L6,Chandelier,0.0030102347983142685,10,3322,subclass
Br1113,Control,L6,Endothelial,0.12733293196869355,423,3322,subclass
Br1113,Control,L6,L2/3 IT,0.005117399157134257,17,3322,subclass
Br1113,Control,L6,L4 IT,0.008729680915111379,29,3322,subclass
Br1113,Control,L6,L5 ET,0.0030102347983142685,10,3322,subclass
Br1113,Control,L6,L5 IT,0.018061408789885613,60,3322,subclass
Br1113,Control,L6,L5/6 NP,0.011438892233594221,38,3322,subclass
Br1113,Control,L6,L6 CT,0.03160746538229982,105,3322,subclass
Br1113,Control,L6,L6 IT,0.04515352197471403,150,3322,subclass
Br1113,Control,L6,L6 IT Car3,0.015352197471402769,51,3322,subclass
Br1113,Control,L6,L6b,0.08278145695364239,275,3322,subclass
Br1113,Control,L6,Lamp5,0.0027092113184828417,9,3322,subclass
Br1113,Control,L6,Lamp5 Lhx6,0.0027092113184828417,9,3322,subclass
Br1113,Control,L6,Microglia-PVM,0.07676098735701385,255,3322,subclass
Br1113,Control,L6,OPC,0.00963275135460566,32,3322,subclass
Br1113,Control,L6,Oligodendrocyte,0.36845273931366646,1224,3322,subclass
Br1113,Control,L6,Pax6,0.0,0,3322,subclass
Br1113,Control,L6,Pvalb,0.007826610475617099,26,3322,subclass
Br1113,Control,L6,Sncg,0.00030102347983142685,1,3322,subclass
Br1113,Control,L6,Sst,0.028898254063816978,96,3322,subclass
Br1113,Control,L6,Sst Chodl,0.0012040939193257074,4,3322,subclass
Br1113,Control,L6,VLMC,0.061107766405779654,203,3322,subclass
Br1113,Control,L6,Vip,0.004515352197471403,15,3322,subclass
Br1139,SCZ,L2/3,Astrocyte,0.18180072950662315,947,5209,subclass
Br1139,SCZ,L2/3,Chandelier,0.001919754271453254,10,5209,subclass
Br1139,SCZ,L2/3,Endothelial,0.12593588020733346,656,5209,subclass
Br1139,SCZ,L2/3,L2/3 IT,0.29890574006527165,1557,5209,subclass
Br1139,SCZ,L2/3,L4 IT,0.0003839508542906508,2,5209,subclass
Br1139,SCZ,L2/3,L5 ET,0.0,0,5209,subclass
Br1139,SCZ,L2/3,L5 IT,0.0,0,5209,subclass
Br1139,SCZ,L2/3,L5/6 NP,0.0,0,5209,subclass
Br1139,SCZ,L2/3,L6 CT,0.0,0,5209,subclass
Br1139,SCZ,L2/3,L6 IT,0.0007679017085813016,4,5209,subclass
Br1139,SCZ,L2/3,L6 IT Car3,0.0,0,5209,subclass
Br1139,SCZ,L2/3,L6b,0.011902476483010174,62,5209,subclass
Br1139,SCZ,L2/3,Lamp5,0.017661739297369937,92,5209,subclass
Br1139,SCZ,L2/3,Lamp5 Lhx6,0.0017277788443079286,9,5209,subclass
Br1139,SCZ,L2/3,Microglia-PVM,0.0944519101555001,492,5209,subclass
Br1139,SCZ,L2/3,OPC,0.012670378191591477,66,5209,subclass
Br1139,SCZ,L2/3,Oligodendrocyte,0.016317911307352658,85,5209,subclass
Br1139,SCZ,L2/3,Pax6,0.0036475331157611824,19,5209,subclass
Br1139,SCZ,L2/3,Pvalb,0.00499136110577846,26,5209,subclass
Br1139,SCZ,L2/3,Sncg,0.020157419850259168,105,5209,subclass
Br1139,SCZ,L2/3,Sst,0.009790746784411596,51,5209,subclass
Br1139,SCZ,L2/3,Sst Chodl,0.0011518525628719525,6,5209,subclass
Br1139,SCZ,L2/3,VLMC,0.15454021885198693,805,5209,subclass
Br1139,SCZ,L2/3,Vip,0.04127471683624496,215,5209,subclass
Br1139,SCZ,L4,Astrocyte,0.11047400611620795,867,7848,subclass
Br1139,SCZ,L4,Chandelier,0.002675840978593272,21,7848,subclass
Br1139,SCZ,L4,Endothelial,0.13685015290519878,1074,7848,subclass
Br1139,SCZ,L4,L2/3 IT,0.1967380224260958,1544,7848,subclass
Br1139,SCZ,L4,L4 IT,0.005861365953109072,46,7848,subclass
Br1139,SCZ,L4,L5 ET,0.00025484199796126404,2,7848,subclass
Br1139,SCZ,L4,L5 IT,0.002675840978593272,21,7848,subclass
Br1139,SCZ,L4,L5/6 NP,0.00012742099898063202,1,7848,subclass
Br1139,SCZ,L4,L6 CT,0.0,0,7848,subclass
Br1139,SCZ,L4,L6 IT,0.00038226299694189603,3,7848,subclass
Br1139,SCZ,L4,L6 IT Car3,0.0,0,7848,subclass
Br1139,SCZ,L4,L6b,0.015672782874617736,123,7848,subclass
Br1139,SCZ,L4,Lamp5,0.009683995922528032,76,7848,subclass
Br1139,SCZ,L4,Lamp5 Lhx6,0.002675840978593272,21,7848,subclass
Br1139,SCZ,L4,Microglia-PVM,0.1034658511722732,812,7848,subclass
Br1139,SCZ,L4,OPC,0.00891946992864424,70,7848,subclass
Br1139,SCZ,L4,Oligodendrocyte,0.02166156982670744,170,7848,subclass
Br1139,SCZ,L4,Pax6,0.0011467889908256881,9,7848,subclass
Br1139,SCZ,L4,Pvalb,0.01134046890927625,89,7848,subclass
Br1139,SCZ,L4,Sncg,0.0015290519877675841,12,7848,subclass
Br1139,SCZ,L4,Sst,0.009811416921508664,77,7848,subclass
Br1139,SCZ,L4,Sst Chodl,0.000891946992864424,7,7848,subclass
Br1139,SCZ,L4,VLMC,0.3318042813455658,2604,7848,subclass
Br1139,SCZ,L4,Vip,0.02535677879714577,199,7848,subclass
Br1139,SCZ,L5,Astrocyte,0.1460170025188917,1855,12704,subclass
Br1139,SCZ,L5,Chandelier,0.004722921914357683,60,12704,subclass
Br1139,SCZ,L5,Endothelial,0.17907745591939547,2275,12704,subclass
Br1139,SCZ,L5,L2/3 IT,0.10429785894206549,1325,12704,subclass
Br1139,SCZ,L5,L4 IT,0.06911209068010075,878,12704,subclass
Br1139,SCZ,L5,L5 ET,0.007714105793450882,98,12704,subclass
Br1139,SCZ,L5,L5 IT,0.07517317380352645,955,12704,subclass
Br1139,SCZ,L5,L5/6 NP,0.014090050377833754,179,12704,subclass
Br1139,SCZ,L5,L6 CT,0.001967884130982368,25,12704,subclass
Br1139,SCZ,L5,L6 IT,0.0025976070528967252,33,12704,subclass
Br1139,SCZ,L5,L6 IT Car3,0.0008658690176322418,11,12704,subclass
Br1139,SCZ,L5,L6b,0.047307934508816124,601,12704,subclass
Br1139,SCZ,L5,Lamp5,0.007477959697732997,95,12704,subclass
Br1139,SCZ,L5,Lamp5 Lhx6,0.0017317380352644836,22,12704,subclass
Br1139,SCZ,L5,Microglia-PVM,0.07367758186397985,936,12704,subclass
Br1139,SCZ,L5,OPC,0.013302896725440806,169,12704,subclass
Br1139,SCZ,L5,Oligodendrocyte,0.07533060453400504,957,12704,subclass
Br1139,SCZ,L5,Pax6,0.0006297229219143577,8,12704,subclass
Br1139,SCZ,L5,Pvalb,0.024795340050377833,315,12704,subclass
Br1139,SCZ,L5,Sncg,0.00015743073047858942,2,12704,subclass
Br1139,SCZ,L5,Sst,0.036917506297229216,469,12704,subclass
Br1139,SCZ,L5,Sst Chodl,0.00047229219143576825,6,12704,subclass
Br1139,SCZ,L5,VLMC,0.09382871536523929,1192,12704,subclass
Br1139,SCZ,L5,Vip,0.01873425692695214,238,12704,subclass
Br1139,SCZ,L6,Astrocyte,0.14417029511369134,596,4134,subclass
Br1139,SCZ,L6,Chandelier,0.0004837929366231253,2,4134,subclass
Br1139,SCZ,L6,Endothelial,0.1540880503144654,637,4134,subclass
Br1139,SCZ,L6,L2/3 IT,0.005321722302854378,22,4134,subclass
Br1139,SCZ,L6,L4 IT,0.006289308176100629,26,4134,subclass
Br1139,SCZ,L6,L5 ET,0.0012094823415578133,5,4134,subclass
Br1139,SCZ,L6,L5 IT,0.012578616352201259,52,4134,subclass
Br1139,SCZ,L6,L5/6 NP,0.0070149975810353165,29,4134,subclass
Br1139,SCZ,L6,L6 CT,0.022980164489598453,95,4134,subclass
Br1139,SCZ,L6,L6 IT,0.043299467827769715,179,4134,subclass
Br1139,SCZ,L6,L6 IT Car3,0.008708272859216255,36,4134,subclass
Br1139,SCZ,L6,L6b,0.15940977261731978,659,4134,subclass
Br1139,SCZ,L6,Lamp5,0.0016932752781809385,7,4134,subclass
Br1139,SCZ,L6,Lamp5 Lhx6,0.003386550556361877,14,4134,subclass
Br1139,SCZ,L6,Microglia-PVM,0.08829221093372036,365,4134,subclass
Br1139,SCZ,L6,OPC,0.015723270440251572,65,4134,subclass
Br1139,SCZ,L6,Oligodendrocyte,0.20875665215287856,863,4134,subclass
Br1139,SCZ,L6,Pax6,0.0,0,4134,subclass
Br1139,SCZ,L6,Pvalb,0.005321722302854378,22,4134,subclass
Br1139,SCZ,L6,Sncg,0.0004837929366231253,2,4134,subclass
Br1139,SCZ,L6,Sst,0.018384131591678763,76,4134,subclass
Br1139,SCZ,L6,Sst Chodl,0.0012094823415578133,5,4134,subclass
Br1139,SCZ,L6,VLMC,0.08756652152878568,362,4134,subclass
Br1139,SCZ,L6,Vip,0.00362844702467344,15,4134,subclass
Br2421,SCZ,L2/3,Astrocyte,0.1896449704142012,1282,6760,subclass
Br2421,SCZ,L2/3,Chandelier,0.003106508875739645,21,6760,subclass
Br2421,SCZ,L2/3,Endothelial,0.12381656804733727,837,6760,subclass
Br2421,SCZ,L2/3,L2/3 IT,0.2702662721893491,1827,6760,subclass
Br2421,SCZ,L2/3,L4 IT,0.000591715976331361,4,6760,subclass
Br2421,SCZ,L2/3,L5 ET,0.0,0,6760,subclass
Br2421,SCZ,L2/3,L5 IT,0.0,0,6760,subclass
Br2421,SCZ,L2/3,L5/6 NP,0.0,0,6760,subclass
Br2421,SCZ,L2/3,L6 CT,0.0,0,6760,subclass
Br2421,SCZ,L2/3,L6 IT,0.00014792899408284024,1,6760,subclass
Br2421,SCZ,L2/3,L6 IT Car3,0.0,0,6760,subclass
Br2421,SCZ,L2/3,L6b,0.009467455621301775,64,6760,subclass
Br2421,SCZ,L2/3,Lamp5,0.01301775147928994,88,6760,subclass
Br2421,SCZ,L2/3,Lamp5 Lhx6,0.001183431952662722,8,6760,subclass
Br2421,SCZ,L2/3,Microglia-PVM,0.08890532544378699,601,6760,subclass
Br2421,SCZ,L2/3,OPC,0.015828402366863906,107,6760,subclass
Br2421,SCZ,L2/3,Oligodendrocyte,0.058136094674556216,393,6760,subclass
Br2421,SCZ,L2/3,Pax6,0.005029585798816568,34,6760,subclass
Br2421,SCZ,L2/3,Pvalb,0.004437869822485207,30,6760,subclass
Br2421,SCZ,L2/3,Sncg,0.022928994082840236,155,6760,subclass
Br2421,SCZ,L2/3,Sst,0.014497041420118343,98,6760,subclass
Br2421,SCZ,L2/3,Sst Chodl,0.0016272189349112425,11,6760,subclass
Br2421,SCZ,L2/3,VLMC,0.13402366863905327,906,6760,subclass
Br2421,SCZ,L2/3,Vip,0.043343195266272186,293,6760,subclass
Br2421,SCZ,L4,Astrocyte,0.10044435258861217,972,9677,subclass
Br2421,SCZ,L4,Chandelier,0.004236850263511419,41,9677,subclass
Br2421,SCZ,L4,Endothelial,0.12751885915056319,1234,9677,subclass
Br2421,SCZ,L4,L2/3 IT,0.16089697220212876,1557,9677,subclass
Br2421,SCZ,L4,L4 IT,0.011160483620956908,108,9677,subclass
Br2421,SCZ,L4,L5 ET,0.00010333781130515655,1,9677,subclass
Br2421,SCZ,L4,L5 IT,0.00010333781130515655,1,9677,subclass
Br2421,SCZ,L4,L5/6 NP,0.00010333781130515655,1,9677,subclass
Br2421,SCZ,L4,L6 CT,0.0,0,9677,subclass
Br2421,SCZ,L4,L6 IT,0.0,0,9677,subclass
Br2421,SCZ,L4,L6 IT Car3,0.0,0,9677,subclass
Br2421,SCZ,L4,L6b,0.010437118941820813,101,9677,subclass
Br2421,SCZ,L4,Lamp5,0.005580241810478454,54,9677,subclass
Br2421,SCZ,L4,Lamp5 Lhx6,0.000930040301746409,9,9677,subclass
Br2421,SCZ,L4,Microglia-PVM,0.09393407047638731,909,9677,subclass
Br2421,SCZ,L4,OPC,0.00837036271571768,81,9677,subclass
Br2421,SCZ,L4,Oligodendrocyte,0.047328717577761706,458,9677,subclass
Br2421,SCZ,L4,Pax6,0.001860080603492818,18,9677,subclass
Br2421,SCZ,L4,Pvalb,0.008783713960938307,85,9677,subclass
Br2421,SCZ,L4,Sncg,0.002376769660018601,23,9677,subclass
Br2421,SCZ,L4,Sst,0.013020564224449726,126,9677,subclass
Br2421,SCZ,L4,Sst Chodl,0.000930040301746409,9,9677,subclass
Br2421,SCZ,L4,VLMC,0.3702593779063759,3583,9677,subclass
Br2421,SCZ,L4,Vip,0.031621370259377904,306,9677,subclass
Br2421,SCZ,L5,Astrocyte,0.13865880853775087,1741,12556,subclass
Br2421,SCZ,L5,Chandelier,0.005256451099076139,66,12556,subclass
Br2421,SCZ,L5,Endothelial,0.1552245938196878,1949,12556,subclass
Br2421,SCZ,L5,L2/3 IT,0.09668684294361261,1214,12556,subclass
Br2421,SCZ,L5,L4 IT,0.11213762344695763,1408,12556,subclass
Br2421,SCZ,L5,L5 ET,0.006132526282255495,77,12556,subclass
Br2421,SCZ,L5,L5 IT,0.042609111181905066,535,12556,subclass
Br2421,SCZ,L5,L5/6 NP,0.010911118190506532,137,12556,subclass
Br2421,SCZ,L5,L6 CT,0.002389295954125518,30,12556,subclass
Br2421,SCZ,L5,L6 IT,0.0008760751831793565,11,12556,subclass
Br2421,SCZ,L5,L6 IT Car3,0.0014335775724753105,18,12556,subclass
Br2421,SCZ,L5,L6b,0.02827333545715196,355,12556,subclass
Br2421,SCZ,L5,Lamp5,0.008521822236381014,107,12556,subclass
Br2421,SCZ,L5,Lamp5 Lhx6,0.001991079961771265,25,12556,subclass
Br2421,SCZ,L5,Microglia-PVM,0.03798980567059573,477,12556,subclass
Br2421,SCZ,L5,OPC,0.0135393437400446,170,12556,subclass
Br2421,SCZ,L5,Oligodendrocyte,0.16271105447594775,2043,12556,subclass
Br2421,SCZ,L5,Pax6,0.0004778591908251035,6,12556,subclass
Br2421,SCZ,L5,Pvalb,0.020707231602421154,260,12556,subclass
Br2421,SCZ,L5,Sncg,0.00031857279388340236,4,12556,subclass
Br2421,SCZ,L5,Sst,0.04300732717425932,540,12556,subclass
Br2421,SCZ,L5,Sst Chodl,0.0006371455877668047,8,12556,subclass
Br2421,SCZ,L5,VLMC,0.08354571519592227,1049,12556,subclass
Br2421,SCZ,L5,Vip,0.025963682701497293,326,12556,subclass
Br2421,SCZ,L6,Astrocyte,0.12451539338654503,546,4385,subclass
Br2421,SCZ,L6,Chandelier,0.0020524515393386543,9,4385,subclass
Br2421,SCZ,L6,Endothelial,0.13249714937286203,581,4385,subclass
Br2421,SCZ,L6,L2/3 IT,0.008209806157354617,36,4385,subclass
Br2421,SCZ,L6,L4 IT,0.011174458380843785,49,4385,subclass
Br2421,SCZ,L6,L5 ET,0.0020524515393386543,9,4385,subclass
Br2421,SCZ,L6,L5 IT,0.015279361459521095,67,4385,subclass
Br2421,SCZ,L6,L5/6 NP,0.007069555302166477,31,4385,subclass
Br2421,SCZ,L6,L6 CT,0.027137970353477765,119,4385,subclass
Br2421,SCZ,L6,L6 IT,0.03261117445838085,143,4385,subclass
Br2421,SCZ,L6,L6 IT Car3,0.019156214367160775,84,4385,subclass
Br2421,SCZ,L6,L6b,0.12725199543899657,558,4385,subclass
Br2421,SCZ,L6,Lamp5,0.0015963511972633979,7,4385,subclass
Br2421,SCZ,L6,Lamp5 Lhx6,0.0027366020524515395,12,4385,subclass
Br2421,SCZ,L6,Microglia-PVM,0.03261117445838085,143,4385,subclass
Br2421,SCZ,L6,OPC,0.016419612314709234,72,4385,subclass
Br2421,SCZ,L6,Oligodendrocyte,0.3411630558722919,1496,4385,subclass
Br2421,SCZ,L6,Pax6,0.0,0,4385,subclass
Br2421,SCZ,L6,Pvalb,0.0066134549600912204,29,4385,subclass
Br2421,SCZ,L6,Sncg,0.0,0,4385,subclass
Br2421,SCZ,L6,Sst,0.028506271379703536,125,4385,subclass
Br2421,SCZ,L6,Sst Chodl,0.00045610034207525655,2,4385,subclass
Br2421,SCZ,L6,VLMC,0.05769669327251995,253,4385,subclass
Br2421,SCZ,L6,Vip,0.0031927023945267957,14,4385,subclass
Br2719,Control,L2/3,Astrocyte,0.22555994729907775,856,3795,subclass
Br2719,Control,L2/3,Chandelier,0.0015810276679841897,6,3795,subclass
Br2719,Control,L2/3,Endothelial,0.1546772068511199,587,3795,subclass
Br2719,Control,L2/3,L2/3 IT,0.21712779973649537,824,3795,subclass
Br2719,Control,L2/3,L4 IT,0.0005270092226613965,2,3795,subclass
Br2719,Control,L2/3,L5 ET,0.0,0,3795,subclass
Br2719,Control,L2/3,L5 IT,0.0,0,3795,subclass
Br2719,Control,L2/3,L5/6 NP,0.0,0,3795,subclass
Br2719,Control,L2/3,L6 CT,0.0,0,3795,subclass
Br2719,Control,L2/3,L6 IT,0.0,0,3795,subclass
Br2719,Control,L2/3,L6 IT Car3,0.0,0,3795,subclass
Br2719,Control,L2/3,L6b,0.01080368906455863,41,3795,subclass
Br2719,Control,L2/3,Lamp5,0.02160737812911726,82,3795,subclass
Br2719,Control,L2/3,Lamp5 Lhx6,0.0007905138339920949,3,3795,subclass
Br2719,Control,L2/3,Microglia-PVM,0.09249011857707509,351,3795,subclass
Br2719,Control,L2/3,OPC,0.025032938076416336,95,3795,subclass
Br2719,Control,L2/3,Oligodendrocyte,0.048484848484848485,184,3795,subclass
Br2719,Control,L2/3,Pax6,0.006587615283267457,25,3795,subclass
Br2719,Control,L2/3,Pvalb,0.003952569169960474,15,3795,subclass
Br2719,Control,L2/3,Sncg,0.028194993412384718,107,3795,subclass
Br2719,Control,L2/3,Sst,0.007641633728590251,29,3795,subclass
Br2719,Control,L2/3,Sst Chodl,0.0,0,3795,subclass
Br2719,Control,L2/3,VLMC,0.11910408432147562,452,3795,subclass
Br2719,Control,L2/3,Vip,0.035836627140974964,136,3795,subclass
Br2719,Control,L4,Astrocyte,0.10595238095238095,623,5880,subclass
Br2719,Control,L4,Chandelier,0.007142857142857143,42,5880,subclass
Br2719,Control,L4,Endothelial,0.20204081632653062,1188,5880,subclass
Br2719,Control,L4,L2/3 IT,0.1935374149659864,1138,5880,subclass
Br2719,Control,L4,L4 IT,0.010034013605442177,59,5880,subclass
Br2719,Control,L4,L5 ET,0.0017006802721088435,10,5880,subclass
Br2719,Control,L4,L5 IT,0.004081632653061225,24,5880,subclass
Br2719,Control,L4,L5/6 NP,0.0,0,5880,subclass
Br2719,Control,L4,L6 CT,0.0,0,5880,subclass
Br2719,Control,L4,L6 IT,0.0003401360544217687,2,5880,subclass
Br2719,Control,L4,L6 IT Car3,0.00017006802721088434,1,5880,subclass
Br2719,Control,L4,L6b,0.023979591836734693,141,5880,subclass
Br2719,Control,L4,Lamp5,0.007142857142857143,42,5880,subclass
Br2719,Control,L4,Lamp5 Lhx6,0.0018707482993197278,11,5880,subclass
Br2719,Control,L4,Microglia-PVM,0.08486394557823129,499,5880,subclass
Br2719,Control,L4,OPC,0.014285714285714285,84,5880,subclass
Br2719,Control,L4,Oligodendrocyte,0.08945578231292517,526,5880,subclass
Br2719,Control,L4,Pax6,0.0035714285714285713,21,5880,subclass
Br2719,Control,L4,Pvalb,0.020578231292517006,121,5880,subclass
Br2719,Control,L4,Sncg,0.0027210884353741495,16,5880,subclass
Br2719,Control,L4,Sst,0.020068027210884354,118,5880,subclass
Br2719,Control,L4,Sst Chodl,0.0011904761904761906,7,5880,subclass
Br2719,Control,L4,VLMC,0.16139455782312925,949,5880,subclass
Br2719,Control,L4,Vip,0.04387755102040816,258,5880,subclass
Br2719,Control,L5,Astrocyte,0.09031300259804528,1460,16166,subclass
Br2719,Control,L5,Chandelier,0.008165285166398615,132,16166,subclass
Br2719,Control,L5,Endothelial,0.1844612148954596,2982,16166,subclass
Br2719,Control,L5,L2/3 IT,0.06532228133118892,1056,16166,subclass
Br2719,Control,L5,L4 IT,0.07107509588024248,1149,16166,subclass
Br2719,Control,L5,L5 ET,0.012433502412470617,201,16166,subclass
Br2719,Control,L5,L5 IT,0.05455895088457256,882,16166,subclass
Br2719,Control,L5,L5/6 NP,0.009773598911295311,158,16166,subclass
Br2719,Control,L5,L6 CT,0.0010515897562786095,17,16166,subclass
Br2719,Control,L5,L6 IT,0.0012990226401088706,21,16166,subclass
Br2719,Control,L5,L6 IT Car3,0.002598045280217741,42,16166,subclass
Br2719,Control,L5,L6b,0.018743040950142273,303,16166,subclass
Br2719,Control,L5,Lamp5,0.007608561177780527,123,16166,subclass
Br2719,Control,L5,Lamp5 Lhx6,0.002412470617345045,39,16166,subclass
Br2719,Control,L5,Microglia-PVM,0.061981937399480394,1002,16166,subclass
Br2719,Control,L5,OPC,0.018186316961524188,294,16166,subclass
Br2719,Control,L5,Oligodendrocyte,0.22504020784362241,3638,16166,subclass
Br2719,Control,L5,Pax6,0.0008660150934059137,14,16166,subclass
Br2719,Control,L5,Pvalb,0.03897067920326611,630,16166,subclass
Br2719,Control,L5,Sncg,0.0005567239886180873,9,16166,subclass
Br2719,Control,L5,Sst,0.035568477050600025,575,16166,subclass
Br2719,Control,L5,Sst Chodl,0.0007422986514907832,12,16166,subclass
Br2719,Control,L5,VLMC,0.06346653470246195,1026,16166,subclass
Br2719,Control,L5,Vip,0.02480514660398367,401,16166,subclass
Br2719,Control,L6,Astrocyte,0.09425121643539376,523,5549,subclass
Br2719,Control,L6,Chandelier,0.0028834024148495225,16,5549,subclass
Br2719,Control,L6,Endothelial,0.13551991349792755,752,5549,subclass
Br2719,Control,L6,L2/3 IT,0.004505316273202379,25,5549,subclass
Br2719,Control,L6,L4 IT,0.0111731843575419,62,5549,subclass
Br2719,Control,L6,L5 ET,0.006307442782483331,35,5549,subclass
Br2719,Control,L6,L5 IT,0.012975310866822852,72,5549,subclass
Br2719,Control,L6,L5/6 NP,0.012074247612182376,67,5549,subclass
Br2719,Control,L6,L6 CT,0.024689133177149037,137,5549,subclass
Br2719,Control,L6,L6 IT,0.03406019102540998,189,5549,subclass
Br2719,Control,L6,L6 IT Car3,0.01784105244188142,99,5549,subclass
Br2719,Control,L6,L6b,0.06415570373040187,356,5549,subclass
Br2719,Control,L6,Lamp5,0.002342764462065237,13,5549,subclass
Br2719,Control,L6,Lamp5 Lhx6,0.004685528924130474,26,5549,subclass
Br2719,Control,L6,Microglia-PVM,0.06595783023968282,366,5549,subclass
Br2719,Control,L6,OPC,0.015318075328888087,85,5549,subclass
Br2719,Control,L6,Oligodendrocyte,0.3865561362407641,2145,5549,subclass
Br2719,Control,L6,Pax6,0.0,0,5549,subclass
