compartment,stratum,celltype,scz_coef,scz_se,scz_pval,sex_coef,sex_pval,age_coef,age_pval,r_squared,n,ctrl_mean,scz_mean,scz_pval_fdr,scz_pval_fdr_stratum
Non-neuronal,L2/3,Lamp5 Lhx6,-7.427097531082984e-05,7.302104982332708e-05,0.3212447552831032,-6.806352751758424e-05,0.3637776962692877,3.45522091449686e-06,0.4243515339093371,0.10389921421493198,24,7.098239636569999e-05,0.0,0.7881981045369203,0.5852512605274297
Non-neuronal,L6,L5 ET,-0.00017221520758354213,0.00016942123059719247,0.3215353353727919,0.00012531742897794882,0.4693775926461894,1.5208492640024214e-05,0.1374875735907378,0.16115776014905037,24,0.00035998139449979996,0.00023764999691088334,0.7881981045369203,0.887250358911531
Non-neuronal,L6,Lamp5,0.00012912475186608783,0.00012779940574633643,0.3243861229115925,3.1677554103475236e-05,0.8073174734633854,-1.2408408550373683e-05,0.10980122957995218,0.14619492833198833,24,0.00012377860370380833,0.00022336401223788335,0.7881981045369203,0.887250358911531
Neuronal,L4,L6 IT,0.004200130071093482,0.004200521035460328,0.3293005192121057,0.0013473509124820923,0.7524239323530834,-7.823818986290232e-05,0.7515154588555504,0.05498978988142189,24,0.03240893862641576,0.03651845023450495,0.590791814008281,0.5245998256773462
Neuronal,L6,Lamp5 Lhx6,0.0008634771790089096,0.0008641048917988201,0.3295996436046199,-0.00023844759599788313,0.786032617757473,-2.530887994165929e-05,0.619198584537352,0.05693238398857248,24,0.007095435065868132,0.007873407249895183,0.590791814008281,0.5273594297673918
Non-neuronal,L4,L2/3 IT,0.0007054768304897152,0.0007133930609617877,0.3345242558258852,-0.0004329878187792905,0.5518776015487008,1.599858164432224e-05,0.7031831021009858,0.06892300312716448,24,0.0018816876830213167,0.0025925718503437,0.7881981045369203,0.619333218357568
Non-neuronal,L4,Sst Chodl,0.00011108909650130125,0.00011250882442336362,0.33525141009504933,-0.00011733793415000745,0.31081241474398014,2.938891986439373e-06,0.6573888056585466,0.09672380830193905,24,0.0,0.00010893246187363333,0.7881981045369203,0.619333218357568
Non-neuronal,L2/3,L6 IT,0.00031223487183336586,0.0003163980249036363,0.33550921930040867,-0.000330211028612519,0.3104803318812356,8.350358446251008e-06,0.6540876443109868,0.09691245038334495,24,0.0,0.0003063725490196,0.7881981045369203,0.5852512605274297
Neuronal,L4,Lamp5 Lhx6,-0.00033477698454345355,0.00034962611802638474,0.3497332171182308,-0.0002339109560035329,0.5123516014303657,2.842079540388398e-05,0.17651233307439043,0.12498260247704984,24,0.0026301291565541084,0.002349564188424433,0.6084083350845197,0.5245998256773462
Neuronal,L6,Pvalb,-0.0017178457407954547,0.0018035980107246423,0.35223640452261673,-0.0007025169387136739,0.7018484886293654,4.9185970757660466e-05,0.6434101187185601,0.05600912838168237,24,0.01738479992928856,0.015735966727765165,0.6084083350845197,0.5283546067839251
Non-neuronal,L2/3,Chandelier,-0.00026411824597647165,0.0002805117876688785,0.357653548100096,0.0004352001114029164,0.13756581050760083,-7.177753198546299e-06,0.6639189486490091,0.1394301047925054,24,0.0005718203738293166,0.00032535449717485833,0.7881981045369203,0.5852512605274297
Neuronal,L5,Sncg,7.486010813242399e-05,8.018387434178794e-05,0.36164279495372864,-1.4267239051131406e-05,0.8609711777532019,-1.5115770386136487e-06,0.7486149271604334,0.04455116752712185,24,0.00023829566371569996,0.00030804681214039164,0.6135011700107897,0.6313961164429708
Non-neuronal,L6,Sst,-0.00013948402360009998,0.00014982484873296407,0.3629660559183536,7.911330229236506e-05,0.6043386736078988,3.5325952811160825e-06,0.6887704387099667,0.05704435564764121,24,0.00031058052160495,0.00018685047029157499,0.7881981045369203,0.887250358911531
Neuronal,L5,L5 IT,0.006748013593295202,0.007331321482344908,0.36831440125839965,0.00403532561369549,0.5892123250034247,0.0006872927816123056,0.12179767497637398,0.19070214815342346,24,0.13518398327385117,0.1440506532819356,0.6138573354306661,0.6313961164429708
Non-neuronal,L5,L6 IT,9.242017498306231e-05,0.0001060691853719794,0.39391889343922193,9.14104105321794e-05,0.4003730246381585,3.6850266265768706e-06,0.5560244523397129,0.10536361071026801,24,6.0843633520308336e-05,0.0001704378450993083,0.7881981045369203,0.8211810334303553
Neuronal,L6,Oligodendrocyte,-0.001313054539916347,0.0015209116850149107,0.39818926784111575,-0.0003280804236525446,0.8318828765599977,-1.1667630890636101e-05,0.8961275438995001,0.043373764529953784,24,0.0114361632696115,0.010065510638281058,0.652206559394931,0.5621495545992222
Non-neuronal,L4,Astrocyte,0.009840784173485053,0.011411072386414322,0.39869645526699704,-0.01647607861383845,0.16544114188538334,0.0010331007287052087,0.13433717575397713,0.19847681988202825,24,0.0527394372030466,0.06388638938182063,0.7881981045369203,0.619333218357568
Non-neuronal,L5,Sncg,-5.376553678403261e-05,6.302144831062455e-05,0.403688770273427,5.171241110141585e-05,0.42291525333914315,2.2682227464130737e-06,0.5420364938104485,0.0785364828024172,24,7.589871112279166e-05,3.2324799586241664e-05,0.7881981045369203,0.8211810334303553
Non-neuronal,L4,OPC,-0.001713446064336926,0.0020316800049552685,0.4089986581803787,0.0024174823782544047,0.2493662944856775,7.822791305341464e-05,0.5144902170251093,0.11212690983278195,24,0.01456985877318181,0.013260740628217943,0.7881981045369203,0.619333218357568
Non-neuronal,L2/3,OPC,-0.001856511400002896,0.002309786766339412,0.43098636771252863,0.0018792968390856763,0.4267792449887591,0.0001490245664116173,0.2793095837848212,0.1115326908769605,24,0.019114238804473584,0.017800805849955293,0.7881981045369203,0.646479551568793
Non-neuronal,L6,Sst Chodl,0.00010162539088734058,0.00013101723213882393,0.4470228183174464,-0.00015539197865739387,0.25085100094509555,-8.069872034755543e-06,0.30105593067294717,0.13767399492408028,24,0.00023325010528075,0.0003009982964698417,0.7881981045369203,0.9517033371090103
Non-neuronal,L5,Pvalb,-2.3418186028887903e-05,3.0230818926510053e-05,0.44761080514347984,-2.1021157505198273e-05,0.49608532717766707,-1.7014198452103778e-06,0.34360507468990864,0.11570323290836637,24,2.95822979529e-05,0.0,0.7881981045369203,0.8211810334303553
Non-neuronal,L4,Sst,-4.193835349229492e-05,5.4138726583586966e-05,0.44761080514347984,-3.764564570384358e-05,0.4960853271776672,-3.046980104232568e-06,0.34360507468990886,0.11570323290836637,24,5.2977325704591665e-05,0.0,0.7881981045369203,0.619333218357568
Non-neuronal,L5,L5 ET,-0.00012743904323891285,0.0001689457684777396,0.4594476953584312,-0.00012701471670173068,0.46222144547630084,-3.272010140244749e-06,0.7419959296533739,0.07093879220431831,24,0.0005993369834472584,0.00045282796751949995,0.7881981045369203,0.8211810334303553
Neuronal,L2/3,OPC,-0.000506401915603788,0.0006714231552675588,0.45950494395421504,0.0002695470125091146,0.6931947846732298,5.036329044258462e-05,0.21079462512640315,0.10285063532185779,24,0.005406812531975066,0.005053481667294808,0.7398808419601767,0.8360292598438634
Neuronal,L2/3,L5/6 NP,-1.8872664603170117e-05,2.5775158458221946e-05,0.4725382773030532,1.426163481735618e-05,0.5872754087719325,7.19689452558026e-07,0.6355559989965875,0.0478847829757274,24,5.210165670389119e-05,3.628385631580125e-05,0.7481856057298343,0.8360292598438634
Non-neuronal,L4,Endothelial,0.005024815340988125,0.006984712591881246,0.4802158867953591,0.0064177989914228906,0.37050888371325674,-0.0010320505928302943,0.01921008075247336,0.2590908760737466,24,0.10689211521033354,0.10977529592986705,0.7881981045369203,0.619333218357568
Non-neuronal,L4,Vip,0.00023262309124374495,0.0003244687924674348,0.4817036142781085,7.061206536129099e-05,0.8304180790141478,-1.620515096708637e-05,0.3995368616548347,0.05338374708998039,24,0.0006324831382613917,0.0008289652101106,0.7881981045369203,0.619333218357568
Non-neuronal,L5,Lamp5 Lhx6,3.579779661787718e-05,5.013349347494905e-05,0.4834474513667113,-9.729632491774081e-05,0.06725304225787436,3.3071703733006068e-06,0.26897475285412,0.20198632616534284,24,2.8392958546275e-05,6.465932325576667e-05,0.7881981045369203,0.8211810334303553
Non-neuronal,L2/3,Microglia-PVM,-0.0073353857606371755,0.01030856559410862,0.48494174990796224,0.010294920340105748,0.33126892505328887,-0.0006477262513942894,0.29169337404022383,0.11310627291665976,24,0.05666421235174515,0.04850696654083428,0.7881981045369203,0.6714578075648708
Non-neuronal,L5,L5/6 NP,-0.0001733926994631448,0.0002465454477710173,0.4899825685480581,-0.000155914419833837,0.5354799168009401,7.131762609860979e-06,0.6235143684031923,0.049781512011603746,24,0.0006583579815174251,0.0004904674514363667,0.7881981045369203,0.8211810334303553
Neuronal,L5,Astrocyte,-0.005571055766013935,0.007936443412668259,0.4907940061213345,-0.0026942459642351896,0.7385277431405137,0.000775793836346447,0.10756382491526219,0.13361828033191003,24,0.09521766190761632,0.09143397766017462,0.7547543385809022,0.7852704097941352
