compartment,stratum,celltype,scz_coef,scz_se,scz_pval,sex_coef,sex_pval,age_coef,age_pval,r_squared,n,ctrl_mean,scz_mean,scz_pval_fdr,scz_pval_fdr_stratum
Non-neuronal,L6,Sncg,-5.700535162982837e-05,8.201059305106391e-05,0.49499162547641673,5.6723617442040874e-05,0.49834943806524923,-4.838167389865079e-06,0.3213808583089799,0.0903331594537572,24,0.00013331857692685834,6.849321265281667e-05,0.7881981045369203,0.9517033371090103
Neuronal,L4,OPC,-0.0005371478868893267,0.0007746878897435357,0.49604965629370856,0.000512737226215997,0.5168328053898672,8.568334722759992e-05,0.07107579618306706,0.1876183829461967,24,0.00490905977003795,0.004636845465810201,0.7547543385809022,0.667361730955745
Non-neuronal,L5,Sst,9.30851238468082e-05,0.0001348606059187062,0.4979805862402584,-0.00013814343133681479,0.31929087158800057,8.126981466314792e-06,0.31135168700964355,0.10969287343760303,24,0.0001355214517270667,0.00023817059489844998,0.7881981045369203,0.8211810334303553
Neuronal,L4,Sst,-0.0012823568784017746,0.0018690262182518885,0.5005212982168088,-0.0037516847582323674,0.05910252789006405,-0.00011126106538478312,0.31712496026547776,0.2526546154761454,24,0.0228627196399931,0.02097918533550743,0.7547543385809022,0.667361730955745
Non-neuronal,L5,Microglia-PVM,0.0023980166501945364,0.0035112849165308407,0.5024762916422867,-0.0005878199344643096,0.8691109345558419,-0.0005715277528163117,0.010924015652924446,0.29171804684182034,24,0.02550651120252696,0.026373380885879167,0.7881981045369203,0.8211810334303553
Neuronal,L6,OPC,-0.0006948689791615963,0.001033849736059472,0.5091993168515081,0.0008588579869177849,0.41727565963771807,4.824614995002737e-05,0.4306579671801143,0.08172257581349696,24,0.0065121026929420575,0.006013923561560683,0.7558427359514573,0.6789324224686775
Non-neuronal,L5,Lamp5,8.935278970467614e-05,0.0001394671444646252,0.5290084713265777,2.5468126654466405e-06,0.9856537783531585,8.197233963115013e-06,0.3231366001337782,0.07830840859953392,24,0.00010183988422703333,0.00021266306839817502,0.8132113991283546,0.8211810334303553
Neuronal,L5,L6 CT,0.00011405813997941758,0.00017948586559862325,0.5323253118589677,-0.00013811321074750764,0.45190416807487743,-3.6537356496852347e-06,0.729357406270117,0.051023456425581704,24,0.0006308698996473833,0.0007239432509463249,0.7780139173323374,0.7984879677884515
Non-neuronal,L6,Pvalb,2.5821932758841478e-05,4.1285854142047884e-05,0.5387525519225349,6.352228350857307e-05,0.14067718444302935,-2.6735605715993274e-06,0.2775878854564865,0.15062696901145978,24,1.4904906695283334e-05,3.9086929330825e-05,0.8132113991283546,0.9517033371090103
Non-neuronal,L2/3,Sncg,-0.00012545463159615702,0.00021773719025525433,0.570924921915626,3.716251268615596e-05,0.8665819691175107,3.619375564308456e-07,0.9774271099952417,0.01724807155432606,24,0.0003228827638199167,0.0002014636330106167,0.8382071154632016,0.7340463281772335
Neuronal,L4,Astrocyte,-0.005503203547940167,0.009558490007148293,0.5712131341982138,-0.008974903162388373,0.3603425961964193,0.0009505772694505488,0.10196975865717207,0.15270642179245275,24,0.10694226980080451,0.10315632137477375,0.8145958307345416,0.7215323800398491
Neuronal,L2/3,L2/3 IT,0.011092451441748814,0.019433732858801067,0.5745044279917293,0.024963986817630096,0.21491751040027487,-0.001853362430624575,0.11585392506321734,0.16782973030247583,24,0.3268535150018778,0.3352199121083428,0.8145958307345416,0.8905300864453135
Non-neuronal,L6,L6 IT,5.8865793179669744e-05,0.00010433501242226067,0.5788910582230129,-0.00011464424002551805,0.28627855280366993,-3.0984931930307916e-06,0.6143512564347123,0.0827711583365347,24,0.00010345145317412499,0.00014472813400440835,0.8382071154632016,0.9517033371090103
Neuronal,L6,L6 IT Car3,-0.0005234613149436831,0.0009431536628666211,0.585041270723355,0.000951069684796102,0.32669785503276416,-9.225883059826188e-05,0.10733248926062816,0.16658038765173244,24,0.0028013793200458836,0.002117915911483717,0.8173370693929224,0.73899949986108
Non-neuronal,L5,Endothelial,-0.00319216207665517,0.00594141738354096,0.59700676724593,0.0028896234415106657,0.6329979441504126,-0.0005757745821560812,0.1104347356252613,0.14650060161416434,24,0.0980523245950174,0.09360778905543003,0.8382071154632016,0.8211810334303553
Non-neuronal,L5,L2/3 IT,0.00014357019907307956,0.00026737870007765137,0.5972225697675312,0.00022975685806171092,0.40172009523754726,-2.4608905446657025e-05,0.12834360402509262,0.13334164769464563,24,0.00034749285315105005,0.00044639036227094167,0.8382071154632016,0.8211810334303553
Non-neuronal,L2/3,Lamp5,-4.226741959197957e-05,8.202702624098982e-05,0.6120016362392972,0.00011915079748062241,0.16302490386412616,4.269670342513867e-06,0.38030401508719935,0.14470220321596317,24,6.858710562414166e-05,4.7321597577133335e-05,0.844140187916272,0.7344019634871566
Non-neuronal,L6,Microglia-PVM,0.002079122140283043,0.004217273401068434,0.627380873763669,-0.0012162431306680793,0.7766499576076868,-0.0007806474505983308,0.004594790396621318,0.34866306992540674,24,0.03011899788148345,0.030072287372325823,0.8506223972503775,0.9517033371090103
Neuronal,L6,Lamp5,0.00022902506607592777,0.0004762892150025436,0.6358394127392366,0.0005940377968408875,0.228040761983043,3.998106906730956e-05,0.16343587081829336,0.19564589672808763,24,0.00382676002340165,0.004208972478328876,0.8754310755105431,0.7630072952870839
Non-neuronal,L5,OPC,0.0007450972758977392,0.0015594036739893604,0.6379667979377831,-0.00040395245884055015,0.7988278325540817,8.51951365251596e-05,0.3576060528119591,0.059765434491124814,24,0.010221783382018798,0.011154157340401741,0.8506223972503775,0.8256040914488958
Non-neuronal,L6,L4 IT,-0.00013157971663027714,0.0002920537135985903,0.6571724930451728,0.0001234096735851932,0.6780160019314025,-1.038700527920019e-06,0.951728518255102,0.017808033712625182,24,0.0011343230177445001,0.0010103337438772501,0.861865564649407,0.9517033371090103
Neuronal,L5,L6 IT Car3,-4.532328623465388e-05,0.00010367432288659449,0.6666721782873057,-1.1945096491481297e-05,0.909686181830544,-4.33805175807482e-06,0.4791304157143804,0.04227144966371188,24,0.00015291712638754198,9.534840121932404e-05,0.8855729147061433,0.8442365625642176
Neuronal,L5,OPC,-0.0003305286796793013,0.0007783122941849065,0.6756082557170369,0.00046125042228714716,0.5612128968513275,4.186774755870358e-05,0.36489148658103,0.06713691973279379,24,0.004804666788680692,0.004621152669527558,0.8855729147061433,0.8442365625642176
Neuronal,L2/3,VLMC,0.013570767098981952,0.03239682574542634,0.6797595859340482,-0.01751788976843445,0.5957401627821368,0.0035830785221211735,0.0710852585877839,0.1722802098854781,24,0.20999054007969342,0.23139359999867345,0.8855729147061433,0.8905300864453135
Neuronal,L5,L4 IT,-0.004963177534689903,0.012127650880202873,0.6867095808264572,0.011976913755295159,0.33654756868568747,-0.000941936565945295,0.19569110751521482,0.12036139219510789,24,0.17521623337843484,0.16880837649566807,0.8855729147061433,0.8442365625642176
Neuronal,L2/3,Pax6,0.0011446486433854272,0.0028401726626480985,0.6912086872389183,-0.0017125449044264468,0.5544583557460281,-3.4613418125851504e-05,0.8357492543438028,0.026946259515733484,24,0.03488245721309294,0.035794629650103126,0.8855729147061433,0.8905300864453135
Non-neuronal,L5,L4 IT,0.0003861519023411216,0.0009801260181558885,0.6977635442199928,0.0005503949912905597,0.5817598768652428,1.2045867275879718e-05,0.834382111317842,0.030403746477462912,24,0.004039699741631083,0.004502956842381867,0.9003400570580552,0.8528221096022133
Neuronal,L4,L6 IT Car3,5.858091780391124e-06,1.4940571442293445e-05,0.6991365116101131,7.709676740235458e-06,0.6125351838109004,-1.3544886911031153e-06,0.1338360040968577,0.11411764044127126,24,8.950948800566667e-06,1.1938872970383333e-05,0.8855729147061433,0.8389638139321357
Neuronal,L5,L5 ET,-0.0005761926484091542,0.0015794181441077149,0.7190799792953293,-9.480316812160439e-05,0.9528706740242883,1.7436432826225395e-05,0.8510070557235839,0.007785625279268071,24,0.014707949396201805,0.014169074966245199,0.8921090493823198,0.8442365625642176
Non-neuronal,L2/3,Vip,-0.00016830851556016023,0.0004620541889976829,0.7194855908813234,-0.0002732596921469551,0.5620171210911469,-2.5327401709901132e-05,0.3560440416016246,0.07978526704880629,24,0.0010361807678573168,0.0007794182161838999,0.9056260500200904,0.7977221374015033
Neuronal,L2/3,L5 ET,2.8405576145350487e-05,7.904065474637129e-05,0.7230778610783013,-8.882812965328385e-06,0.9118982820104551,4.315566054720929e-06,0.35789749669744275,0.05365924461724758,24,0.0002492061588567015,0.0002880632018901842,0.8921090493823198,0.8905300864453135
Neuronal,L5,Sst,-0.0009560760389714495,0.0028266180284002356,0.7387069922436904,0.00018450130889833237,0.9487553924667019,3.738657953830844e-05,0.8219817281365792,0.007584254885043329,24,0.043787605459420516,0.04294386039245995,0.8997072341429563,0.8442365625642176
Non-neuronal,L6,Vip,2.7068420708515015e-05,8.081599705547015e-05,0.7411585931021152,-2.1726563559986375e-05,0.7914050854174832,2.1913281631767693e-07,0.9631877276377672,0.008764340540996063,24,8.487180501050833e-05,0.000110697963192675,0.9056260500200904,0.9517033371090103
Non-neuronal,L4,L6 IT,3.1446836666729676e-05,9.472571262136559e-05,0.7433598893419204,0.00015285785606175382,0.12329807711031056,-4.772384247526048e-06,0.3954953275992631,0.13554270221142906,24,4.981071926678333e-05,8.161932745674167e-05,0.9056260500200904,0.8920318672103045
Neuronal,L4,L6 CT,2.8815532586128093e-05,8.945059474649799e-05,0.7506902922831851,-3.9728457799839144e-05,0.6626372278765467,-4.275588350292319e-06,0.4197419546551897,0.048449727973485346,24,0.00012632208834760826,0.00014073889032865833,0.9021831052490062,0.8579317626093543
Non-neuronal,L2/3,Endothelial,0.0033358571805321736,0.01047349225854018,0.7534042408791976,-0.01329629985308891,0.22013369227456808,-0.0006532006925900866,0.2951930891686264,0.13743801733973116,24,0.1290985526034416,0.12963241766676611,0.9056260500200904,0.7977221374015033
Non-neuronal,L5,Astrocyte,0.0033583528352904117,0.011180936327913123,0.766999263842977,-0.0069586681924871975,0.5419077057390049,0.0008993573439529672,0.1808867161325972,0.10425108435738228,24,0.05772938389940862,0.06284018109730978,0.9056260500200904,0.8592127149565609
Neuronal,L2/3,Astrocyte,-0.0015268113740848875,0.005214014899352267,0.7726698861207215,-0.008969103989594968,0.10177238809346041,0.00041599422770611215,0.1842949695249728,0.1778649576287047,24,0.09730989522999535,0.09611447022062874,0.9021831052490062,0.8905300864453135
Non-neuronal,L6,L5 IT,2.4075434004473353e-05,8.494746079048709e-05,0.7797712371244044,3.843328914499358e-05,0.6567642918903746,6.9023879706177966e-06,0.17668679638251725,0.1177688880333736,24,9.755911405244168e-05,0.00014273751495613333,0.9056260500200904,0.9517033371090103
Non-neuronal,L5,Sst Chodl,-4.058822737493576e-05,0.0001441066992483523,0.7811024681423281,-8.121146955811935e-05,0.5804289814846484,7.2784997231281635e-06,0.39433042322399803,0.04756979948565454,24,0.00022217069471486666,0.0001936904208254,0.9056260500200904,0.8592127149565609
Neuronal,L2/3,Vip,0.0009253163617675732,0.003314353298102836,0.7829697587672249,0.0008094660066838809,0.8100876262535868,-0.00036239670530408794,0.07410048525655749,0.1508198945218011,24,0.042983348098539674,0.04303630450510898,0.9021831052490062,0.8905300864453135
Neuronal,L5,L2/3 IT,-0.0021832713256040616,0.008308351246776011,0.7954078397361838,0.003888846126675432,0.6457642727534795,-8.682749468789079e-05,0.8588659477442101,0.01460263217205049,24,0.08120570258805794,0.07912132913678625,0.9021831052490062,0.8677176433485642
Neuronal,L4,L5 ET,0.0001840571776511561,0.0007118142469695165,0.7986058099065609,-0.00017890707174353495,0.8046781469771159,1.533971920993434e-05,0.7142176027532321,0.013190283532242386,24,0.002951901231389792,0.00316083049154675,0.9021831052490062,0.8712063380798847
Neuronal,L2/3,Lamp5 Lhx6,-9.642643314697699e-05,0.0004011860966586655,0.8125028152268575,-0.00023835285065977314,0.5602362815488359,-3.0466146891831953e-05,0.2054089390336293,0.11345924492693993,24,0.0037681212978072833,0.003572823252832509,0.9021831052490062,0.8905300864453135
Neuronal,L2/3,Sst,-0.000564853367168985,0.0023706584073743034,0.8140970130298147,0.0010030768963825397,0.6776125495413033,-0.00020630157653683996,0.14925604416289975,0.11061095939930654,24,0.02295413503410859,0.021937862653152618,0.9021831052490062,0.8905300864453135
Neuronal,L6,Sst Chodl,0.0001643842075795079,0.0006999550133526543,0.8167131268569952,-0.0013245758834441444,0.07378724123390909,1.6786093818957294e-05,0.6837509762966972,0.1527402576590684,24,0.004413383286014367,0.004510918106610692,0.9021831052490062,0.9246319017579511
Neuronal,L5,L5/6 NP,0.00037514370753525183,0.0017575918061472553,0.8331430831540139,0.0008810538235236457,0.6226604832480581,2.9261764263682305e-05,0.777096825756845,0.022927139658583284,24,0.015226601084810457,0.01575105145296317,0.9092368738010285,0.869366695465058
Non-neuronal,L6,OPC,0.00047499477418832224,0.0022923994320727782,0.8379455239354718,-2.9220594794372983e-05,0.9899856187160414,0.00013062284349664425,0.33777398056360286,0.05248660754128043,24,0.012134757081773024,0.012946065380529786,0.9203649055515406,0.9517033371090103
Non-neuronal,L5,Chandelier,5.2634893272081864e-05,0.00026423946653679584,0.84412221108538,-5.229906443551336e-06,0.9844509350378173,-1.0477411771720182e-05,0.5021794753806703,0.0238711908589484,24,0.0006090029525670084,0.0006340305991074666,0.9203649055515406,0.8843185068513504
Non-neuronal,L4,Chandelier,5.76301016009688e-05,0.00028999187507759613,0.844480209158659,0.0006689009054300909,0.032357323899329535,-1.6807226643487147e-05,0.3297510637805129,0.2257308217516324,24,0.0005683502153794333,0.0006381353180041333,0.9203649055515406,0.903005709755154
Neuronal,L6,Sncg,2.4368703532256142e-05,0.00012514965247784258,0.8475792432781217,7.244138499474117e-05,0.5702851949414565,-1.5508136955022987e-05,0.04524488579669868,0.1887295613621136,24,0.00032723931378928324,0.000317427030901075,0.9092368738010285,0.9246319017579511
Neuronal,L2/3,L6 CT,-3.570704697618704e-06,1.8868580569438386e-05,0.8518113870346478,1.5752236588498966e-05,0.41501801521414916,-1.0658135027932951e-06,0.34188844121019213,0.07066540629657292,24,2.0007342391046054e-05,1.4985314391891665e-05,0.9092368738010285,0.8905300864453135
Non-neuronal,L6,Chandelier,2.810688882621989e-05,0.00015037784846385187,0.8536154254696146,7.428048482544029e-05,0.627722225421554,4.850963522262863e-06,0.5843745364768422,0.035551196966932874,24,0.00032576655472547504,0.00037264364935488326,0.9203649055515406,0.9517033371090103
Non-neuronal,L4,Sncg,4.1428705929116897e-05,0.00023007208711959382,0.8589108790202404,0.0001844307293979842,0.4335244026019195,-7.205559601850496e-06,0.5952899264398618,0.041082583949317075,24,0.00016514051704217498,0.00020325203252032499,0.9203649055515406,0.903005709755154
Non-neuronal,L6,Astrocyte,-0.0015840632007075289,0.009210968387579073,0.8651848519172821,0.0005884729959954975,0.9498408009221994,0.0005836909769232109,0.2877165233770012,0.05831377294393425,24,0.07248595872564233,0.07246464020808861,0.9203649055515406,0.9517033371090103
Non-neuronal,L2/3,Astrocyte,-0.0022553079185267076,0.014079903861421144,0.8743466602739636,-0.012057056644407205,0.4033164910588163,0.0015545736315562618,0.07153089989535656,0.16621435328638778,24,0.14987930196660457,0.1506507669455465,0.9203649055515406,0.8743466602739636
Neuronal,L4,Sncg,1.5977632356193192e-05,0.00010967984110199599,0.8856360087704878,1.754753683060593e-05,0.8748596982261443,2.7541734629908383e-06,0.6697827356305939,0.01416389012179975,24,0.000548221470009325,0.0005728038869487583,0.9348380092577371,0.9241419221952916
Non-neuronal,L4,Microglia-PVM,0.0005368402687719845,0.004349670294486819,0.903005709755154,0.0008857418391695383,0.8411576424030318,-0.00027360209359666787,0.291185948548384,0.05567722080863746,24,0.02792669875716021,0.02782780941646897,0.9381877503949653,0.903005709755154
Neuronal,L2/3,Sncg,0.00011452621046842372,0.0010063249489454462,0.9105259686600122,0.0004981086575302574,0.6270170089324244,-6.796223810349796e-05,0.2581104053524841,0.0684868218216903,24,0.00952994503724525,0.009509731565026125,0.9505490881615513,0.9105259686600122
Non-neuronal,L6,L6b,8.528762906821904e-05,0.0008118197497660229,0.9173767985948285,0.00031816551512038463,0.700101077478815,1.0116637037383635e-05,0.8321070319543995,0.012606777823470305,24,0.0032915958357129828,0.0034296330697581832,0.9408992806100805,0.9595488189264808
Neuronal,L4,Lamp5,-6.957144060150541e-05,0.0008276384417969399,0.9338443007134021,-1.2614697145215889e-05,0.9880255310912147,1.8113631238748874e-05,0.7099799207956661,0.007170403804922287,24,0.012262244237510002,0.012238596255825551,0.9642957453018826,0.9338443007134021
Neuronal,L5,Sst Chodl,-2.7993420912693075e-05,0.0005040079181132287,0.9562580784852663,-0.00033076308922940574,0.5203468497485844,3.1051805894656765e-05,0.3009353991425726,0.06523924122028546,24,0.0027195343737977332,0.0027445050454027336,0.9679833968595591,0.9562580784852663
Non-neuronal,L6,Lamp5 Lhx6,4.420112033458634e-06,8.60627615147002e-05,0.9595488189264808,0.00011492136016941691,0.19803401900579762,-1.3656035782879634e-06,0.7872796200710243,0.08242904853659072,24,0.00010147464101183333,0.00011193006777971667,0.970944751368006,0.9595488189264808
Neuronal,L6,L6 IT,0.0005336550557655806,0.010402963786910767,0.9595966642782272,0.013294442304728149,0.21720070382922907,-0.0008989212012721027,0.15199388592161153,0.14511522396681387,24,0.23981580981054873,0.239126132743076,0.9679833968595591,0.9679833968595591
Neuronal,L6,Vip,-3.349770818687769e-05,0.0008241911583746699,0.9679833968595591,-0.0009880820434453646,0.24593848786688857,1.5980843662804988e-05,0.7417075805639162,0.06835959601576613,24,0.006193747015473591,0.006119352791565141,0.9679833968595591,0.9679833968595591
Non-neuronal,L5,Vip,-6.309847736698765e-06,0.00017108209012130755,0.970944751368006,0.00022356250572598766,0.20740390461237984,2.020833294672087e-06,0.8407295235621352,0.08489317009378172,24,0.000310486213308125,0.00032804726872610835,0.970944751368006,0.970944751368006
