sample_id,level,cell_type,count,method
Br8667,supertype_label,Endo_2,3009,old_correlation
Br8667,supertype_label,Astro_4,2835,old_correlation
Br8667,supertype_label,L2/3 IT_7,2679,old_correlation
Br8667,supertype_label,L2/3 IT_13,2410,old_correlation
Br8667,supertype_label,Astro_5,2048,old_correlation
Br8667,supertype_label,L2/3 IT_12,2029,old_correlation
Br8667,supertype_label,L2/3 IT_8,1650,old_correlation
Br8667,supertype_label,Vip_21,1557,old_correlation
Br8667,supertype_label,L4 IT_1,1292,old_correlation
Br8667,supertype_label,L4 IT_2,1277,old_correlation
Br8667,supertype_label,L6 IT_2,1150,old_correlation
Br8667,supertype_label,Oligo_1,981,old_correlation
Br8667,supertype_label,Pvalb_8,974,old_correlation
Br8667,supertype_label,VLMC_1,961,old_correlation
Br8667,supertype_label,L2/3 IT_2,792,old_correlation
Br8667,supertype_label,Chandelier_2,752,old_correlation
Br8667,supertype_label,L5 IT_6,657,old_correlation
Br8667,supertype_label,L6b_1,577,old_correlation
Br8667,supertype_label,Sst_10,440,old_correlation
Br8667,supertype_label,Lamp5_5,378,old_correlation
Br8667,supertype_label,L6b_6,367,old_correlation
Br8667,supertype_label,OPC_1,352,old_correlation
Br8667,supertype_label,Sst Chodl_2,321,old_correlation
Br8667,supertype_label,L6b_2,296,old_correlation
Br8667,supertype_label,Sst_11,286,old_correlation
Br8667,supertype_label,Vip_1,283,old_correlation
Br8667,supertype_label,L5/6 NP_3,273,old_correlation
Br8667,supertype_label,OPC_2,259,old_correlation
Br8667,supertype_label,L6 CT_3,255,old_correlation
Br8667,supertype_label,Pvalb_6,254,old_correlation
Br8667,supertype_label,Pvalb_5,239,old_correlation
Br8667,supertype_label,L5 IT_2,237,old_correlation
Br8667,supertype_label,Pax6_1,235,old_correlation
Br8667,supertype_label,Micro-PVM_1,233,old_correlation
Br8667,supertype_label,Lamp5_2,199,old_correlation
Br8667,supertype_label,L2/3 IT_3,198,old_correlation
Br8667,supertype_label,Sncg_5,181,old_correlation
Br8667,supertype_label,Astro_3,180,old_correlation
Br8667,supertype_label,Lamp5_Lhx6_1,170,old_correlation
Br8667,supertype_label,Pvalb_2,163,old_correlation
Br8667,supertype_label,L4 IT_4,160,old_correlation
Br8667,supertype_label,Vip_9,151,old_correlation
Br8667,supertype_label,Lamp5_3,145,old_correlation
Br8667,supertype_label,Sncg_2,124,old_correlation
Br8667,supertype_label,Sst_20,123,old_correlation
Br8667,supertype_label,Sst_25,117,old_correlation
Br8667,supertype_label,L5 ET_2,110,old_correlation
Br8667,supertype_label,L2/3 IT_5,107,old_correlation
Br8667,supertype_label,Sst_4,103,old_correlation
Br8667,supertype_label,Sncg_3,100,old_correlation
Br8667,supertype_label,Sst_2,87,old_correlation
Br8667,supertype_label,Sst_3,84,old_correlation
Br8667,supertype_label,Oligo_2,67,old_correlation
Br8667,supertype_label,Pvalb_14,59,old_correlation
Br8667,supertype_label,L6 IT Car3_3,58,old_correlation
Br8667,supertype_label,Pvalb_15,52,old_correlation
Br8667,supertype_label,L5 IT_7,43,old_correlation
Br8667,supertype_label,Vip_19,41,old_correlation
Br8667,supertype_label,Sst_5,37,old_correlation
Br8667,supertype_label,Oligo_3,37,old_correlation
Br8667,supertype_label,Vip_16,36,old_correlation
Br8667,supertype_label,Sncg_6,34,old_correlation
Br8667,supertype_label,Sst_19,34,old_correlation
Br8667,supertype_label,L6b_5,34,old_correlation
Br8667,supertype_label,L6b_3,28,old_correlation
Br8667,supertype_label,Sst_1,28,old_correlation
Br8667,supertype_label,Sncg_4,28,old_correlation
Br8667,supertype_label,L6b_4,26,old_correlation
Br8667,supertype_label,Sst_7,26,old_correlation
Br8667,supertype_label,L4 IT_3,26,old_correlation
Br8667,supertype_label,Pax6_4,22,old_correlation
Br8667,supertype_label,Chandelier_1,22,old_correlation
Br8667,supertype_label,Sst Chodl_1,20,old_correlation
Br8667,supertype_label,Pax6_2,20,old_correlation
Br8667,supertype_label,Vip_12,20,old_correlation
Br8667,supertype_label,Vip_4,19,old_correlation
Br8667,supertype_label,L5/6 NP_6,19,old_correlation
Br8667,supertype_label,Pax6_3,19,old_correlation
Br8667,supertype_label,Vip_13,18,old_correlation
Br8667,supertype_label,Vip_14,12,old_correlation
Br8667,supertype_label,L5/6 NP_1,12,old_correlation
Br8667,supertype_label,L6 CT_1,11,old_correlation
Br8667,supertype_label,Astro_1,10,old_correlation
Br8667,supertype_label,Pvalb_3,9,old_correlation
Br8667,supertype_label,Sst_9,8,old_correlation
Br8667,supertype_label,L6 CT_4,8,old_correlation
Br8667,supertype_label,L6 IT_1,6,old_correlation
Br8667,supertype_label,L6 CT_2,6,old_correlation
Br8667,supertype_label,Pvalb_7,5,old_correlation
Br8667,supertype_label,L5 IT_3,5,old_correlation
Br8667,supertype_label,Endo_3,5,old_correlation
Br8667,supertype_label,Vip_6,4,old_correlation
Br8667,supertype_label,L5/6 NP_4,4,old_correlation
Br8667,supertype_label,L5/6 NP_2,3,old_correlation
Br8667,supertype_label,Pvalb_13,2,old_correlation
Br8667,supertype_label,L2/3 IT_1,2,old_correlation
Br8667,supertype_label,Lamp5_6,1,old_correlation
Br8667,supertype_label,Lamp5_1,1,old_correlation
Br8667,supertype_label,Vip_15,1,old_correlation
Br8667,supertype_label,Vip_23,1,old_correlation
Br8667,supertype_label,Unassigned,0,old_correlation
Br8772,class_label,Non-neuronal and Non-neural,34706,old_correlation
Br8772,class_label,Neuronal: Glutamatergic,13784,old_correlation
Br8772,class_label,Neuronal: GABAergic,7005,old_correlation
Br8772,class_label,Unassigned,0,old_correlation
Br8772,subclass_label,Oligodendrocyte,11363,old_correlation
Br8772,subclass_label,Endothelial,9264,old_correlation
Br8772,subclass_label,L2/3 IT,7249,old_correlation
Br8772,subclass_label,Astrocyte,6427,old_correlation
Br8772,subclass_label,VLMC,5141,old_correlation
Br8772,subclass_label,L4 IT,2218,old_correlation
Br8772,subclass_label,Vip,2175,old_correlation
Br8772,subclass_label,Microglia-PVM,2123,old_correlation
Br8772,subclass_label,L6b,1971,old_correlation
Br8772,subclass_label,Pvalb,1509,old_correlation
Br8772,subclass_label,L6 IT,1110,old_correlation
Br8772,subclass_label,Sst,1100,old_correlation
Br8772,subclass_label,L5 IT,742,old_correlation
Br8772,subclass_label,Lamp5,644,old_correlation
Br8772,subclass_label,Chandelier,586,old_correlation
Br8772,subclass_label,OPC,388,old_correlation
Br8772,subclass_label,Sncg,381,old_correlation
Br8772,subclass_label,Pax6,270,old_correlation
Br8772,subclass_label,L5/6 NP,233,old_correlation
Br8772,subclass_label,Lamp5 Lhx6,196,old_correlation
Br8772,subclass_label,L6 CT,155,old_correlation
Br8772,subclass_label,Sst Chodl,144,old_correlation
Br8772,subclass_label,L5 ET,71,old_correlation
Br8772,subclass_label,L6 IT Car3,35,old_correlation
Br8772,subclass_label,Unassigned,0,old_correlation
Br8772,supertype_label,Oligo_4,10360,old_correlation
Br8772,supertype_label,Endo_1,6927,old_correlation
Br8772,supertype_label,Astro_4,3167,old_correlation
Br8772,supertype_label,VLMC_2,3148,old_correlation
Br8772,supertype_label,Astro_2,2338,old_correlation
Br8772,supertype_label,Endo_2,2334,old_correlation
Br8772,supertype_label,L2/3 IT_7,2299,old_correlation
Br8772,supertype_label,Micro-PVM_2,2010,old_correlation
Br8772,supertype_label,VLMC_1,1993,old_correlation
Br8772,supertype_label,L2/3 IT_13,1859,old_correlation
Br8772,supertype_label,Vip_21,1780,old_correlation
Br8772,supertype_label,L2/3 IT_12,1507,old_correlation
Br8772,supertype_label,L4 IT_1,1298,old_correlation
Br8772,supertype_label,L6 IT_2,1100,old_correlation
Br8772,supertype_label,L6b_1,1014,old_correlation
Br8772,supertype_label,L2/3 IT_8,929,old_correlation
Br8772,supertype_label,Oligo_1,907,old_correlation
Br8772,supertype_label,Pvalb_8,905,old_correlation
Br8772,supertype_label,L4 IT_2,821,old_correlation
Br8772,supertype_label,Astro_5,755,old_correlation
Br8772,supertype_label,Chandelier_2,581,old_correlation
Br8772,supertype_label,L5 IT_6,524,old_correlation
Br8772,supertype_label,L6b_6,473,old_correlation
Br8772,supertype_label,L2/3 IT_2,416,old_correlation
Br8772,supertype_label,L6b_2,401,old_correlation
Br8772,supertype_label,Lamp5_5,358,old_correlation
Br8772,supertype_label,Sst_10,357,old_correlation
Br8772,supertype_label,Sst_11,352,old_correlation
Br8772,supertype_label,Pvalb_6,227,old_correlation
Br8772,supertype_label,Pax6_1,212,old_correlation
Br8772,supertype_label,OPC_2,208,old_correlation
Br8772,supertype_label,Vip_1,206,old_correlation
Br8772,supertype_label,L5/6 NP_3,198,old_correlation
Br8772,supertype_label,Lamp5_Lhx6_1,196,old_correlation
Br8772,supertype_label,Lamp5_2,195,old_correlation
Br8772,supertype_label,OPC_1,180,old_correlation
Br8772,supertype_label,L5 IT_2,167,old_correlation
Br8772,supertype_label,Pvalb_5,164,old_correlation
Br8772,supertype_label,Astro_3,158,old_correlation
Br8772,supertype_label,Sncg_5,158,old_correlation
Br8772,supertype_label,L2/3 IT_3,149,old_correlation
Br8772,supertype_label,L6 CT_3,135,old_correlation
Br8772,supertype_label,Sst Chodl_2,123,old_correlation
Br8772,supertype_label,Micro-PVM_1,113,old_correlation
Br8772,supertype_label,Pvalb_2,101,old_correlation
Br8772,supertype_label,Sncg_3,91,old_correlation
Br8772,supertype_label,Lamp5_3,90,old_correlation
Br8772,supertype_label,Vip_9,90,old_correlation
Br8772,supertype_label,L2/3 IT_5,87,old_correlation
Br8772,supertype_label,Oligo_2,81,old_correlation
Br8772,supertype_label,Sst_20,79,old_correlation
Br8772,supertype_label,L4 IT_4,75,old_correlation
Br8772,supertype_label,L5 ET_2,70,old_correlation
Br8772,supertype_label,Sst_4,69,old_correlation
Br8772,supertype_label,Sncg_2,63,old_correlation
Br8772,supertype_label,Sst_3,53,old_correlation
Br8772,supertype_label,Pvalb_15,50,old_correlation
Br8772,supertype_label,Sst_2,47,old_correlation
Br8772,supertype_label,Sst_5,43,old_correlation
Br8772,supertype_label,L5 IT_7,43,old_correlation
Br8772,supertype_label,Sncg_6,42,old_correlation
Br8772,supertype_label,Pvalb_14,42,old_correlation
Br8772,supertype_label,L6 IT Car3_3,35,old_correlation
Br8772,supertype_label,Vip_16,35,old_correlation
Br8772,supertype_label,Sst_25,32,old_correlation
Br8772,supertype_label,L6b_3,32,old_correlation
Br8772,supertype_label,Vip_19,29,old_correlation
Br8772,supertype_label,L6b_4,28,old_correlation
Br8772,supertype_label,Pax6_2,28,old_correlation
Br8772,supertype_label,Sncg_4,27,old_correlation
Br8772,supertype_label,Pax6_4,26,old_correlation
Br8772,supertype_label,Sst_7,25,old_correlation
Br8772,supertype_label,L4 IT_3,24,old_correlation
Br8772,supertype_label,L6b_5,23,old_correlation
Br8772,supertype_label,Sst Chodl_1,21,old_correlation
Br8772,supertype_label,Sst_1,20,old_correlation
Br8772,supertype_label,L5/6 NP_1,19,old_correlation
Br8772,supertype_label,Sst_19,18,old_correlation
Br8772,supertype_label,Oligo_3,15,old_correlation
Br8772,supertype_label,Pvalb_3,13,old_correlation
Br8772,supertype_label,L5/6 NP_6,11,old_correlation
Br8772,supertype_label,L6 IT_1,10,old_correlation
Br8772,supertype_label,L6 CT_1,10,old_correlation
Br8772,supertype_label,Vip_14,9,old_correlation
Br8772,supertype_label,Vip_4,9,old_correlation
Br8772,supertype_label,Vip_12,9,old_correlation
Br8772,supertype_label,Astro_1,9,old_correlation
Br8772,supertype_label,L5 IT_3,7,old_correlation
Br8772,supertype_label,L6 CT_4,6,old_correlation
Br8772,supertype_label,Pvalb_13,5,old_correlation
Br8772,supertype_label,Vip_13,5,old_correlation
Br8772,supertype_label,Chandelier_1,5,old_correlation
Br8772,supertype_label,Pax6_3,4,old_correlation
Br8772,supertype_label,L6 CT_2,4,old_correlation
Br8772,supertype_label,L5/6 NP_4,4,old_correlation
Br8772,supertype_label,Sst_23,3,old_correlation
Br8772,supertype_label,Endo_3,3,old_correlation
Br8772,supertype_label,Sst_9,2,old_correlation
Br8772,supertype_label,L2/3 IT_1,2,old_correlation
Br8772,supertype_label,Vip_15,2,old_correlation
Br8772,supertype_label,Lamp5_6,1,old_correlation
Br8772,supertype_label,Pvalb_10,1,old_correlation
Br8772,supertype_label,L2/3 IT_6,1,old_correlation
Br8772,supertype_label,Vip_5,1,old_correlation
Br8772,supertype_label,L5 ET_1,1,old_correlation
Br8772,supertype_label,Pvalb_7,1,old_correlation
Br8772,supertype_label,L5 IT_5,1,old_correlation
Br8772,supertype_label,L5/6 NP_2,1,old_correlation
Br8772,supertype_label,Unassigned,0,old_correlation
