compartment,stratum,celltype,scz_coef,scz_se,scz_pval,sex_coef,sex_pval,age_coef,age_pval,r_squared,n,ctrl_mean,scz_mean,scz_pval_fdr,scz_pval_fdr_stratum
Neuronal,L4,Vip_12,-0.0004671088133962501,0.00014032540832377942,0.0033478229465173743,5.90415605018938e-05,0.6793130436749648,4.551523349816975e-06,0.5823301000448934,0.35776065448227445,24,0.0008331371573486084,0.00038275209121470835,0.11533809191725826,0.049430610821682104
Neuronal,L4,L4 IT_1,0.005013041427619922,0.001510533022371272,0.0034258839183344035,-0.0019149996671135997,0.22074826355903973,-6.235738070901469e-05,0.48497372529274685,0.3807715011291044,24,0.009658351921838943,0.014350096569894019,0.11533809191725826,0.049430610821682104
Non-neuronal,L2/3,L2/3 IT_12,0.0022439732121806426,0.0006979996283243441,0.004346187756389415,-0.0007221606002314992,0.31458340498093945,-5.067732498647205e-06,0.9016626692389653,0.35622777127316674,24,0.0008021462551742833,0.002972797097722475,0.10382559640263603,0.09344303676237242
Neuronal,L2/3,Sst Chodl_2,-0.0034721133335677973,0.001080041290612627,0.00434684506626667,-0.0002451759756599317,0.8232340786746117,-0.0001035248538544287,0.11412604739794235,0.43484384595636216,24,0.008120514643788332,0.004359495524586392,0.1350865697516719,0.19995487304826684
Non-neuronal,L6,Oligo_1,0.018662321415866375,0.005978930190834597,0.005377932320307795,-0.002557909082776297,0.6742522163792236,-0.0002444265490263588,0.4891667044613335,0.33091301034222076,24,0.029101695478270084,0.04691697828676341,0.1156255448866176,0.34956560082000665
Non-neuronal,L2/3,VLMC_2,0.012968621693429662,0.004309062973149885,0.0069243400428388455,-0.008204431914192643,0.07216831396158528,0.00010569979244872882,0.6769585144362655,0.38186625670749486,24,0.02997525863730265,0.042534292466299965,0.12216716773440521,0.09924887394735679
Non-neuronal,L5,Sst_11,0.000485616409492504,0.00016167508959610106,0.007017892724215642,-0.00020517131371382052,0.22030319842656476,2.7864396070294203e-07,0.9765961139301849,0.33932336887138703,24,0.000134984183668,0.0006042256003557751,0.12216716773440521,0.10526264103627239
Neuronal,L5,Chandelier_2,-0.005794577098231939,0.0019357495890143012,0.007180907443158549,0.0008713288275936371,0.658397913186067,-0.00010367780913854847,0.3669336958641424,0.3505452477093154,24,0.02264490594080228,0.016654068459837187,0.1821714493173466,0.21311228920979175
Neuronal,L2/3,L2/3 IT_8,-0.0210964735338987,0.00706253161973698,0.00728430298369163,0.0002603075913054972,0.9710491421090528,-0.00016089404345917966,0.6987256724071653,0.3257893034625422,24,0.062390194974174466,0.04089816185351376,0.1821714493173466,0.22338529149987665
Non-neuronal,L5,VLMC_2,0.007022976044210982,0.0023560081192691195,0.007386852002545431,-0.005037104858656477,0.045620846701264296,3.827563727590584e-05,0.7823420521096844,0.3912709397887242,24,0.02395214342619058,0.03065462221818237,0.12216716773440521,0.10526264103627239
Neuronal,L5,Oligo_4,-0.0019684245347549372,0.000673185884661127,0.00839087917063269,0.00018205514376656135,0.7901960617441524,-2.7112601346327907e-05,0.4955554601386337,0.3286883532507966,24,0.0054093976987883916,0.0033858324131891926,0.1821714493173466,0.21311228920979175
Neuronal,L4,L2/3 IT_2,-0.0033870105446145143,0.0011584069311605801,0.008394464663509665,-0.0009158363644540687,0.439776679758459,-2.8039871064235004e-05,0.680972594843747,0.34360822211234354,24,0.011398356514445785,0.007862309540500184,0.1821714493173466,0.0910857246586733
Neuronal,L6,L2/3 IT_12,0.010063272009287437,0.0034442404779230504,0.008433684661066653,0.001501944396963187,0.6683666683055107,-0.00036609188166115405,0.08188269421609908,0.35025480122579444,24,0.014542586685750982,0.02378162244834409,0.1821714493173466,0.21927580118773296
Neuronal,L4,L6b_1,0.005423091573268102,0.0018695845957959175,0.008840329063576605,-0.0021825646961165348,0.2581298252139704,-1.9276348829864093e-05,0.8607374396138008,0.3194218728357977,24,0.009693449214455136,0.014884670398414743,0.1821714493173466,0.0910857246586733
Neuronal,L4,L6b_2,0.0009620780827373258,0.00033269673817251167,0.009018388580066664,-0.0005484515507658618,0.11587385087926107,3.424656555759485e-05,0.09125538417636617,0.420779188336154,24,0.0013530975902574414,0.0023582841371103083,0.1821714493173466,0.0910857246586733
