compartment,stratum,celltype,scz_coef,scz_se,scz_pval,sex_coef,sex_pval,age_coef,age_pval,r_squared,n,ctrl_mean,scz_mean,scz_pval_fdr,scz_pval_fdr_stratum
Neuronal,L5,Sst_1,-0.00028640191476865073,0.00010068096867322517,0.010015375185588218,-0.0001307414095178224,0.2101515105065912,1.3548948163243249e-05,0.03106458191659568,0.3998166884157558,24,0.0006075054011804333,0.0003453453078553083,0.19130859993216578,0.21311228920979175
Neuronal,L5,L6b_2,0.003969856889702371,0.0014080011427638729,0.01059000615427395,-0.002125181313343335,0.14797131846632075,6.839710371683477e-05,0.41233018433815083,0.35146440360502595,24,0.005316975674713325,0.00928711061060941,0.19130859993216578,0.21311228920979175
Neuronal,L2/3,L6b_2,0.0005079055704918365,0.000180953614543939,0.010891331184256963,-0.00010320033627652818,0.5759303027256412,3.69499076036281e-06,0.7285569726780337,0.2987909160403037,24,0.0006267945477604584,0.0011356824329344585,0.19130859993216578,0.22904256924139005
Non-neuronal,L2/3,Oligo_1,0.008500379833125404,0.0030495412232655252,0.01136856223991157,-0.003011027759560623,0.3366431891381909,0.00023213192827470082,0.2043790238975911,0.35559666490683495,24,0.011352385165555525,0.020203841486043265,0.17458863439864197,0.10683159396979804
Neuronal,L6,L2/3 IT_7,0.005269291465653588,0.0019032474238707682,0.011851370136207658,-0.0007433557824972912,0.7010763148644059,-9.85245098237774e-05,0.38287172598563946,0.28603857920525355,24,0.007338940141008849,0.012290778395978,0.1994980639594956,0.24145993650320297
Neuronal,L2/3,Chandelier_2,-0.002909095284384952,0.001059288335746532,0.012447965719640764,-0.00039006722005096705,0.7173597352090826,-0.00012094173654582649,0.06310449370079503,0.41140110912231365,24,0.012226534133936267,0.008971291011104892,0.20115912602939473,0.22904256924139005
Non-neuronal,L2/3,L2/3 IT_8,-0.0004137823206399829,0.00015256551017570142,0.01341590826942461,2.6033313521158538e-05,0.8666121859073156,1.695666244414952e-05,0.06981576180862721,0.3293204052124047,24,0.0004351149831739083,6.747638326585e-05,0.18210216065161766,0.10683159396979804
Neuronal,L5,Endo_2,-0.009018669309985208,0.003327864212101522,0.013478201272077737,0.003111121605604972,0.3623874016135432,-0.00019369189949653272,0.32775567832065355,0.32447590250804137,24,0.05664946108560225,0.04738774425005646,0.20861251432512667,0.21311228920979175
Non-neuronal,L6,Endo_2,-0.014745476184174957,0.005460907404011449,0.013772322890227907,0.004297023927900429,0.44190512184555963,-6.473430655275843e-05,0.8401705855997665,0.28368792701458967,24,0.054345312598911004,0.03979004410706761,0.18210216065161766,0.4222109883138842
Neuronal,L5,Vip_12,-0.0001569750002487597,5.8255548626381796e-05,0.013941925462322823,3.719005477777138e-06,0.9498790449002101,3.129311319185042e-06,0.36555564580487243,0.2745998320176303,24,0.000315916019069125,0.00016736628329793333,0.20861251432512667,0.21311228920979175
Non-neuronal,L2/3,Vip_21,0.005679894686701232,0.0021321369930906867,0.0149067340422974,-0.003574637711761455,0.11017058188584654,-0.00020542208485596115,0.1123899992962237,0.3697291023124799,24,0.008629660208423756,0.013478940479085074,0.18210216065161766,0.10683159396979804
Non-neuronal,L5,Oligo_4,-0.10746339189532314,0.04049690605531587,0.015245762287112176,0.059434236658297335,0.15891993346037453,0.0003455831462324142,0.8845382740292786,0.30381764958259283,24,0.7237666331983611,0.622152306650459,0.18210216065161766,0.1738016900730788
Non-neuronal,L4,VLMC_1,0.019838829658614394,0.007648396884930057,0.017356033622684758,-0.008251308114371098,0.2948833987067938,8.309647722878125e-06,0.9852451751389657,0.27605815042614634,24,0.012098088610115824,0.031270858945627276,0.19639722257248543,0.144633613522373
Neuronal,L6,L6 CT_3,-0.008429721867468303,0.00329372493700829,0.01869774080112108,1.6897209057942925e-05,0.995969459402213,0.00011091395040639256,0.5681218610979899,0.24860497837883133,24,0.02405778248232404,0.01591710556033115,0.253968246486445,0.24145993650320297
Neuronal,L2/3,L6b_1,0.0021221245519296144,0.0008303816288594701,0.018848242192538424,-0.00038682771021580713,0.6473227930615779,6.234561181533902e-06,0.8983269819745692,0.2544559842572933,24,0.0038441751889840992,0.005950232393726509,0.253968246486445,0.28900638028558917
Non-neuronal,L5,Astro_3,0.004078539676630708,0.0016009239993352664,0.019174611568168503,-0.0027046676156249638,0.10763066708962131,-4.257758479460172e-05,0.6516066959455897,0.3086745000273038,24,0.00046552990567129995,0.004208262744432592,0.2061270743578114,0.18215880989760078
Neuronal,L5,Sst_11,0.0015222850727348348,0.00060149884819249,0.019878500862336945,-0.0007750584805896429,0.2135558495818401,2.5138259899216842e-05,0.47965302926826225,0.2991719479327364,24,0.004259135000860376,0.005782023754218043,0.253968246486445,0.23916041693332998
Neuronal,L6,Sst_7,-0.0008462465664538068,0.0003343875455890169,0.019882068316484314,-0.00039293080574509407,0.25511527475709544,1.9776946177932812e-05,0.320187451710308,0.2962636065682971,24,0.0025185693999876164,0.0016908668134764918,0.253968246486445,0.24145993650320297
Neuronal,L5,L6b_1,0.008874316732356124,0.0035142033477392857,0.020116296751401586,-0.006243726498687923,0.0917155475763264,-1.480323315387083e-05,0.9428419050340553,0.31004965958691344,24,0.019073646759269133,0.027389263232088887,0.253968246486445,0.23916041693332998
Non-neuronal,L4,Astro_4,0.017162911902699324,0.006848973210403921,0.0209671611884848,-0.007652730281608632,0.2784563957347888,0.00015723892104665109,0.6965134533748714,0.2748200192001232,24,0.015401315986554401,0.032334273301033986,0.2146637931202015,0.1454000138365319
Neuronal,L6,L6b_1,0.017182451589621936,0.00691537985809543,0.021939244161884718,-0.005736847887740079,0.4179153237400838,-8.881388975406142e-05,0.8270563108383087,0.24883027751952358,24,0.04727692425221424,0.06375098116376231,0.268589534587922,0.24145993650320297
Neuronal,L6,Sst_20,8.131826828350583e-05,3.309311134267399e-05,0.02325646064787166,3.2234810557845984e-05,0.3430456472397321,2.36913955886374e-07,0.9030281056632556,0.27859378342450947,24,1.1443742561566666e-05,9.606264191715833e-05,0.2713493608837351,0.24145993650320297
Non-neuronal,L4,Astro_3,0.001560956854169337,0.0006352832063144843,0.023264002213845104,-0.000682084131262836,0.29713522696045547,-1.1197924892503264e-05,0.7644092095809494,0.2561597576145961,24,0.00022045672544489998,0.0016955332834544415,0.2273527489080317,0.1454000138365319
Neuronal,L6,Astro_2,-0.016958660399644176,0.006915728739132341,0.023507989185472103,-0.004571328456957079,0.5173708417563199,-2.6805110832092715e-05,0.9473995933807708,0.2583443764742138,24,0.03775624117612914,0.020347122150980668,0.2713493608837351,0.24145993650320297
Neuronal,L4,Astro_1,0.00014416959966982344,5.9659380407896805e-05,0.025349263703877255,3.202816905307163e-05,0.5983614998525754,-1.92485716494385e-06,0.5843095884595502,0.24041344881199744,24,0.0,0.000141846817509825,0.2788586168971502,0.23275233037196388
Neuronal,L6,L6b_4,0.0006183303197286647,0.0002562485249635829,0.02553903174553108,-0.0005246685410918315,0.054616843576937635,1.4218564592864924e-05,0.3503001358451766,0.3439774293837812,24,0.0008079144874896083,0.0014193959063047833,0.2788586168971502,0.24145993650320297
Non-neuronal,L5,Endo_1,0.021559087318291262,0.008959241516793491,0.025900055422219362,-0.013441731146688148,0.15028876634288163,-0.00014821021314035716,0.7784768891784901,0.27602542767353033,24,0.053337368393034636,0.07339195296302455,0.24210921372944186,0.2109004512952148
Neuronal,L2/3,L4 IT_1,0.000484795215661503,0.00020354997260888923,0.027278325579371036,5.900987208718779e-06,0.9772266055798675,-2.0395369348499807e-07,0.9863922484545555,0.2255678969141326,24,0.0006051833697473583,0.00108994141443115,0.2900116719491026,0.3585151361860193
Neuronal,L6,Sst_9,-0.00018683937199087035,7.91806454664917e-05,0.028568051399968295,7.056998830593086e-06,0.9300739684188168,-4.1489472981314185e-06,0.3772025946545021,0.26400856654065297,24,0.00025270720022444165,5.5696308142966665e-05,0.2959357119381331,0.2475897787997252
Neuronal,L5,L6b_5,9.913847124996499e-05,4.23405689255164e-05,0.02967570949849537,-2.3150957347098047e-05,0.591661377099947,-2.1474530039361544e-06,0.39239562250732596,0.23145199035290331,24,1.9428805938291667e-05,0.00011106896928579071,0.29972466593480324,0.3175300916339005
Non-neuronal,L6,VLMC_1,0.020790729727885725,0.008905719302490947,0.030106829271808234,-0.012405624862201755,0.1801341961958966,-5.8171128562208957e-05,0.9114834008955842,0.2592095455417085,24,0.011664286035381716,0.03127035656467929,0.2697070122266154,0.4222109883138842
Neuronal,L6,Endo_2,-0.00831714680593271,0.003597761972655431,0.031568053367851776,0.004932372058376754,0.18681578522036704,-0.0001407585625742758,0.5078170947150255,0.2737870565236634,24,0.056626916010034035,0.04835576633669012,0.311060818551515,0.2525444269428142
Neuronal,L4,Endo_2,-0.009887230518693585,0.004349868416425181,0.034205342003539176,0.0025499146953853434,0.5654295210381424,-0.00029842061800449635,0.25088962075414734,0.2729146746993456,24,0.0639938167097452,0.053545174946308734,0.329022813557853,0.28630263791694455
Non-neuronal,L4,Oligo_2,0.008083132069853588,0.003566657139579064,0.03468057446943829,-0.004010886129805918,0.27546371402190123,-4.2507411806967004e-07,0.9983813554430951,0.23451286076127653,24,0.0013373822567136746,0.009085171456870576,0.28774361207326304,0.19266985816354606
Non-neuronal,L2/3,L2/3 IT_7,0.0026078082340398145,0.0011593633713053917,0.03591252763239579,-0.0005578095887419584,0.6366288732058377,3.5593830065523406e-05,0.6025163372756424,0.22569765725240076,24,0.0025682985774802586,0.005221929345094834,0.28774361207326304,0.2152123260836568
Non-neuronal,L5,Astro_4,0.015462586130252143,0.006883469554159191,0.0361352443068749,-0.006483557035333839,0.35886392578202564,0.0003874704342683008,0.34352949156513646,0.26210554251160945,24,0.01640789027034686,0.032335019973856974,0.28774361207326304,0.2574636156864837
Neuronal,L4,L5 IT_6,0.0009404709086255303,0.00042045709062545907,0.0368508345833691,-0.0005275808392174428,0.22533643683359805,-7.207720150048746e-06,0.7706817381373681,0.23842354408789734,24,0.0011919175572918169,0.0020697313750601,0.3451445233744434,0.28630263791694455
Neuronal,L5,Sst_19,-0.0007478154701755983,0.00033578139401179677,0.03758999759523641,-5.4074230648599e-05,0.8740447771238256,1.198746910201393e-05,0.5452778219209395,0.20390247708303566,24,0.0017677321719173332,0.0010464980190589082,0.3451445233744434,0.36564815842639053
Neuronal,L2/3,Pvalb_14,0.0008662258809884768,0.0003945137099973271,0.0400797141052556,0.000427986231991356,0.2922728593607412,-6.7394981241702324e-06,0.7714542284662239,0.2410807795800477,24,0.0018669380947314502,0.0027513517299171918,0.35965775178978066,0.3747927117099693
Non-neuronal,L2/3,Oligo_4,-0.0714444141733312,0.032827062107034975,0.041682593011193675,0.05000478822460397,0.1444607668823691,-0.0011503064094596132,0.5526525122283648,0.26397320551902126,24,0.4963854032712856,0.4261249268281397,0.30408136746752895,0.2152123260836568
Neuronal,L5,Lamp5_2,-0.0017167071717775545,0.0007889695466502516,0.0417251108098447,5.695373622416344e-05,0.9433361517952777,6.555429502592123e-05,0.16755727809332172,0.23210829156255663,24,0.007966326839483983,0.0064243699508256666,0.35965775178978066,0.37204890472111524
Neuronal,L2/3,L2/3 IT_5,0.00037436613564258516,0.00017216086258339423,0.04184137211415765,-3.069558566663641e-05,0.8606895547510454,-1.5858118970733323e-05,0.12805207622148526,0.244321083855082,24,0.0004962341075092697,0.0008269168891488665,0.35965775178978066,0.3747927117099693
Non-neuronal,L6,Astro_2,-0.009738864067778092,0.004490907340172462,0.0423482495250347,-0.002105383928663821,0.645241514480391,1.8982855861303177e-05,0.9426448077799642,0.20552732332855495,24,0.02009026567478977,0.010225181819156675,0.30408136746752895,0.4222109883138842
Neuronal,L2/3,OPC_1,-0.00011047835919919581,5.115201083239277e-05,0.04310677856693296,-7.700573409307009e-05,0.1489754440045657,2.7824620817834183e-06,0.3596529179290995,0.27336188529544325,24,0.00024168752633376792,0.0001320078742922413,0.36103419717491975,0.3747927117099693
Non-neuronal,L6,Astro_3,0.006110811194398187,0.0028526180192548806,0.04466913274776549,-0.0015601090065431545,0.5915774468911317,-6.319014061630674e-05,0.7066331185863958,0.1928608098808533,24,0.0030516642912515584,0.008868593303772859,0.30408136746752895,0.4222109883138842
Non-neuronal,L2/3,Pax6_4,-0.00033430091337530805,0.00015635966425094365,0.04504444034309096,-0.00014476581723603865,0.36694040918757254,1.3170604360476697e-05,0.16205614848556119,0.2520616260057317,24,0.00037587079253784995,6.366182836770833e-05,0.30408136746752895,0.2152123260836568
Neuronal,L4,Micro-PVM_2,-0.010966376555983488,0.005131696958107629,0.04513863411373797,0.002657497655322385,0.6112789629750032,-0.000666186000627315,0.03679415641721585,0.3573151878503502,24,0.040488847014627745,0.028016286234960955,0.36103419717491975,0.3044083405568783
Neuronal,L4,Chandelier_2,-0.00450649783678428,0.002109573025576145,0.04520915948864529,0.0003756904626134941,0.8608499547577102,-2.6504514263183174e-05,0.8307518543527853,0.19464428148399937,24,0.021466567016577096,0.016922641678021422,0.36103419717491975,0.3044083405568783
Neuronal,L6,Sst_19,-0.00020468280125260076,9.599614761605498e-05,0.045576099148319074,7.333246473428732e-05,0.45514587274999396,7.072685305450522e-06,0.2187012970236251,0.23430153170525003,24,0.00027034483756248334,9.011490559654167e-05,0.36103419717491975,0.3385653079589417
Non-neuronal,L6,Oligo_4,-0.09202231780357348,0.04332991473559387,0.04635609912151973,0.04074356803811938,0.3596596240189458,0.0012311178917507022,0.6296614289022842,0.2081886602690899,24,0.6834747972323133,0.5980404758311901,0.30408136746752895,0.4222109883138842
