celltype,merfish_prop,xenium_prop
Astrocyte,0.12048893960549448,0.10803462096955047
Chandelier,0.002699147218915744,0.011503427035035735
Endothelial,0.04527334503120569,0.16187986783232808
L2/3 IT,0.09624682723338304,0.16748208781996288
L4 IT,0.05699172290882885,0.037159531230856795
L5 ET,0.0035122082543858502,0.0020072641611744587
L5 IT,0.053190716616288033,0.01405573528881099
L5/6 NP,0.007147954683900886,0.004210246223668395
L6 CT,0.013198994796710562,0.0029943741467577077
L6 IT,0.03630666532977686,0.016746069417273402
L6 IT Car3,0.020896312881834602,0.000793816080427143
L6b,0.018301391455383235,0.02470210339058269
Lamp5,0.013302642335256198,0.010522080677481971
Lamp5 Lhx6,0.009427864019156181,0.0023607053062828227
Microglia-PVM,0.10185881005901667,0.041988227577122096
OPC,0.041646964079787345,0.009166666245986985
Oligodendrocyte,0.25920106660411607,0.209419047749701
Pax6,0.002106154610568617,0.004952868797230939
Pvalb,0.01939993769705508,0.03150005623001821
Sncg,0.00453004676901249,0.00629195407798394
Sst,0.016230942803498558,0.017496343458969364
Sst Chodl,0.0027423093974990433,0.0040741014797386925
VLMC,0.03801805982917804,0.07009488279300695
Vip,0.017280975779747895,0.040563922010048326
