stratum,celltype,scz_coef,scz_se,scz_pval,sex_coef,sex_pval,age_coef,age_pval,r_squared,n,scz_pval_fdr_global,scz_pval_fdr_stratum
L5,Astro_4,0.015030143610666772,0.007916488040820742,0.07214358574798516,0.0003922641446158278,0.9610866856628717,0.00039051783837474295,0.40525400438928294,0.19951979240423423,24,0.34671846883381385,0.3541594209446544
L2/3,Sst_2,-0.00024975308430517706,0.000131624589929585,0.0722989253658495,-9.518130190721029e-05,0.4792501135078112,-6.740785440975742e-06,0.3878903024324748,0.23037212216404546,24,0.34671846883381385,0.3651573063107024
L6,Vip_21,0.0042767557203345925,0.0022756678965816196,0.07484921695616253,-0.0038908281470502216,0.10372987431158864,-0.00017067041817156442,0.21086371570041357,0.2783048624122142,24,0.34671846883381385,0.315797812369993
L6,Oligo_3,0.0039235590193687,0.002089185958855514,0.07503635221908327,-0.0015845786850671915,0.4583200728718565,-5.7661617058014185e-05,0.6394339992621205,0.16780957280352538,24,0.34671846883381385,0.315797812369993
L6,L5 ET_1,6.228267201568188e-05,3.317513392808879e-05,0.07512835492560582,-4.7587528218346284e-05,0.16809023181741173,-1.2389110542414205e-06,0.5271031270920978,0.21852377223962338,24,0.34671846883381385,0.315797812369993
L4,Astro_4,0.015458530184458709,0.008247322857491433,0.07556242538857622,-0.002249695739009041,0.7884263448691321,0.00031534390407375785,0.5173919882005428,0.1795364184843108,24,0.34671846883381385,0.3285772090953209
L6,Oligo_2,0.010630947493798622,0.005687755893969998,0.07632584812820345,-0.005131138481397507,0.3790941017956563,-0.00014115589750638625,0.6734016059306991,0.17315988169968766,24,0.34671846883381385,0.315797812369993
L5,Oligo_3,0.0009688511279444026,0.0005187216337619216,0.07651885523566555,-0.0005704411224446322,0.2858966684177515,-6.876295251753632e-06,0.8215902558425309,0.18241379626839493,24,0.34671846883381385,0.3545113383481693
L2/3,Astro_2,-0.011102159832796285,0.005949445581432332,0.07676447014618785,-0.00438364812587651,0.4710767018176827,8.041132772459923e-05,0.8181624027159121,0.17476908369555855,24,0.34671846883381385,0.3651573063107024
L6,L5 IT_2,-0.0022714146526654254,0.0012237441008989295,0.07823207308299866,0.0007260951584803629,0.5607478240820327,9.932319536666828e-05,0.1771521940240198,0.20617415096846992,24,0.34671846883381385,0.315797812369993
L4,Oligo_3,0.000241254890495096,0.00013002045872919466,0.07832184147168215,-0.00018447216972103552,0.1725574278878305,-1.4866389833509774e-07,0.9844720966671089,0.20430942060663893,24,0.34671846883381385,0.3285772090953209
L6,L5/6 NP_3,-0.0030987828834591145,0.0016707408049077882,0.07843772172981484,0.00023711599490412044,0.8888856526498976,-2.023757006268246e-05,0.8367334293705355,0.154846521227212,24,0.34671846883381385,0.315797812369993
L6,Astro_4,0.013558323428667758,0.007351601490305364,0.0800095317139337,0.003677005625612172,0.6234336536894001,0.0007537477771579425,0.0924560663552916,0.2965759163656667,24,0.34671846883381385,0.315797812369993
L2/3,Lamp5_2,0.0007150148164470153,0.0003883129923172683,0.08045464970480745,-0.0001532154677494394,0.6981795563803241,6.5800848368013325e-06,0.7732425327404251,0.15742209004346008,24,0.34671846883381385,0.3651573063107024
L4,Vip_21,0.00681892138646522,0.00370428951294958,0.0805336296802257,-0.0018083182026090612,0.6317364343571139,-0.0003039615543650388,0.17264659966971405,0.20179054983568756,24,0.34671846883381385,0.3285772090953209
L5,Vip_13,-3.502695356886627e-05,1.9170267807007962e-05,0.08263926486472144,2.5355136933496802e-05,0.20215544953375209,4.575051684648049e-07,0.6851964685374357,0.19698851861433309,24,0.3520777013507403,0.3545113383481693
L5,OPC_1,0.0023996628918820373,0.0013173870450459335,0.08351856246508119,-0.0016824773059891654,0.21748314658891918,-3.3812807066138e-07,0.9965141004920643,0.18935617726814502,24,0.35215558812596087,0.3545113383481693
L2/3,Micro-PVM_1,-0.0016385498024358391,0.0009074194160523932,0.08603660644843947,0.0010369487258666782,0.2680027701821362,-1.7136878232966714e-05,0.7481792544137744,0.18391481200913073,24,0.3526933282943426,0.3651573063107024
L6,L5/6 NP_2,-9.777708877177474e-05,5.451504059878395e-05,0.08801581383298987,2.8634108266922348e-05,0.6062351464186162,-1.7058733953358526e-07,0.9575225985126283,0.14705159753652053,24,0.3526933282943426,0.315797812369993
L6,L6 CT_1,0.00018310784183666592,0.00010220288100090368,0.08834033951028905,7.615911596906847e-05,0.4661263997486559,-6.740372642543677e-06,0.26908999861425387,0.18545126232973397,24,0.3526933282943426,0.315797812369993
L5,L4 IT_1,0.010914306804656196,0.006103027529650665,0.0888813914162543,0.0005725044025263228,0.9264120399565909,0.00015888489121296788,0.6584600367336941,0.1593949501070102,24,0.3526933282943426,0.3545113383481693
L5,Vip_4,-6.506009989370617e-05,3.649271808347046e-05,0.08980153242690944,-1.3311313124360474e-06,0.9713482068707853,1.9626869831611342e-07,0.9270642058502515,0.13917052724841927,24,0.3526933282943426,0.3545113383481693
L4,Vip_4,-0.00022007995286497012,0.00012352179553302585,0.08998838099263848,7.102902518816128e-05,0.5728019936354152,-5.128764715456987e-06,0.48247643860769174,0.1744344242825876,24,0.3526933282943426,0.3320245027351046
L4,Astro_2,-0.018944316544288214,0.010651130502908564,0.09050796033128156,-0.009756951437349837,0.37193257631422816,0.0007436500126676036,0.2428754779969732,0.19676873939914308,24,0.3526933282943426,0.3320245027351046
L6,Sst_11,0.0005348936556716287,0.0003008650427514996,0.09063750127408383,6.214157070470175e-05,0.8389219027232777,1.1857241307389249e-05,0.5047486117284914,0.1752006450936887,24,0.3526933282943426,0.315797812369993
L6,L2/3 IT_2,-0.0028372930943213535,0.0016004527396271107,0.0914928241445774,0.0020344143157486343,0.21956408343938635,-0.00015255131817587157,0.11603611939585591,0.27468513443873854,24,0.3526933282943426,0.315797812369993
L5,Lamp5_Lhx6_1,-0.00040234171907045093,0.00022787405236953352,0.09272098047766088,0.00020871857195913765,0.3719889197820613,1.2172528690583808e-05,0.36817706983713394,0.1808115568261942,24,0.3526933282943426,0.3545113383481693
L4,Lamp5_3,-0.00053789881343288,0.0003058186780788028,0.09388952565617557,0.00043780622835845167,0.16889610031069482,-1.5141865066278864e-05,0.40354557772959754,0.2215340241067455,24,0.3526933282943426,0.3320245027351046
L2/3,Oligo_1,0.0003581067193130991,0.0002049405724074514,0.09591178483039677,-8.450126430648518e-06,0.9676149577876922,2.1265276232861807e-05,0.08886284845722302,0.2701002686090961,24,0.3526933282943426,0.3651573063107024
L5,Astro_2,-0.01719446038506458,0.009840515410921718,0.09592164200473051,-0.004343966049996248,0.6645543544578587,0.00047833252518092917,0.4120367001284788,0.15375674806417583,24,0.3526933282943426,0.3545113383481693
L2/3,Pvalb_5,-0.0010883571295836356,0.0006239857417523083,0.09647455224000792,-0.00011777769114002532,0.8526187392899418,-9.939680634443623e-05,0.012467213003052782,0.3884970058761912,24,0.3526933282943426,0.3651573063107024
L6,L6 IT_2,-0.014144179083482157,0.008112034487287402,0.0965810581148322,0.010912484023581939,0.19486503362034552,-0.0004886314324151067,0.3115607052241374,0.22567030205683059,24,0.3526933282943426,0.32294291307147016
L4,Pvalb_14,0.0006775214551838829,0.00039049062705978215,0.09811667452327133,-6.916011340525759e-05,0.8616054702128016,4.231424964924877e-06,0.8537212720907787,0.13783481244788687,24,0.35330199167739096,0.3320245027351046
L5,VLMC_2,0.003628197322737059,0.002093508092438275,0.09847537176338036,-0.002472517921356927,0.2527892778636089,1.4276263469678227e-05,0.907606866493008,0.17328692104374444,24,0.35330199167739096,0.3545113383481693
L2/3,Vip_21,0.005324041366851784,0.0030851667497635,0.0998215841083491,-0.0005921746118605197,0.8501579215584347,-0.00022395108665184148,0.2253178412382735,0.16926137562465693,24,0.3550176339157807,0.3651573063107024
L2/3,L2/3 IT_3,0.0006296045916120773,0.00036675094856806025,0.10148100590264605,-0.0002038452948717426,0.5855973629268425,-8.463409933759196e-06,0.6950287730575484,0.13787287792847436,24,0.35549450631040325,0.3651573063107024
L6,Sst_10,-0.0024151724341333353,0.0014077999798923942,0.10169402747754812,0.0014050668823139428,0.3315610140246591,8.308601558000167e-05,0.32118954932060784,0.18663114696188932,24,0.35549450631040325,0.3297351800029591
L2/3,Sst Chodl_1,6.046433940597249e-05,3.587101472109102e-05,0.10741186147993101,1.698217049164496e-05,0.6420117506179623,1.0635436377179124e-06,0.6149251262520243,0.16296629746023505,24,0.3721237149265236,0.3651573063107024
L4,Pax6_2,-0.00013720317219184186,8.207110942642699e-05,0.11014529471368956,-9.921998697097687e-05,0.24211584149996854,-3.481045664762904e-06,0.47321989859924685,0.2279942232476705,24,0.3721237149265236,0.3320245027351046
L4,Lamp5_5,0.00030830037510080346,0.0001847648829754804,0.11077551779950305,-0.0005367270742646011,0.008925510251455333,1.9028514112547013e-05,0.09110493761634712,0.3991106861435171,24,0.3721237149265236,0.3320245027351046
L4,VLMC_2,0.006374683577444102,0.0038296550634292206,0.11159036680267992,-0.003213514436093471,0.41267398693679513,0.00035339737931563763,0.12740145030931246,0.2417683645391585,24,0.3721237149265236,0.3320245027351046
L2/3,Vip_5,9.76512120346059e-05,5.868715363466761e-05,0.11171753024914666,3.330341456637425e-05,0.577817399073601,-1.6349904509354593e-06,0.6363071557309179,0.13958768330999693,24,0.3721237149265236,0.3651573063107024
L4,L4 IT_4,0.0005254679035192422,0.0003164647311922221,0.11242572873827546,-0.0003099942352171324,0.34039418591638304,-2.570390082853706e-05,0.17685356622216905,0.20845532255764398,24,0.3721237149265236,0.3320245027351046
L2/3,Lamp5_6,4.72386141849936e-05,2.8482857035538687e-05,0.11281990379190446,5.4599230293909875e-06,0.8503513354069208,1.1430947413037384e-06,0.49706227465566566,0.1599970763691949,24,0.3721237149265236,0.3651573063107024
L6,OPC_1,0.007279723077721297,0.0044055840053156435,0.11406954719421196,-0.004996699125477548,0.27149854621848163,6.239495053858915e-06,0.9807669046542098,0.1596541710388617,24,0.3732355584194615,0.35066525137628746
L2/3,L2/3 IT_12,0.009688317058328375,0.00588107106626115,0.11510393351098229,-0.0004735318070497735,0.9368111001924786,-0.0008790808588691525,0.018023945334435923,0.296696719615577,24,0.37348745554734475,0.3651573063107024
L6,L4 IT_3,9.583937425805925e-05,5.8510479508991894e-05,0.11706224393039828,2.971205543855097e-05,0.6181696443470562,-4.5927179527013644e-07,0.8937336722416419,0.1338440409581937,24,0.37348745554734475,0.35066525137628746
L4,Vip_11,3.604082876629704e-05,2.201794467044328e-05,0.11729402262703385,3.9098904073773436e-05,0.09187506220096497,-2.5825727016464623e-06,0.05679508096680889,0.3012316631762123,24,0.37348745554734475,0.3320245027351046
L6,Chandelier_2,-0.002291536956337285,0.0014027276946500349,0.11798083223875092,0.0002931173476241871,0.837063365111358,1.2912151574244964e-05,0.8755299909526714,0.11827485607342603,24,0.37348745554734475,0.35066525137628746
L4,Pvalb_3,-0.0002491267572660095,0.0001529329592893735,0.11896485517502743,0.00012996841862316678,0.4068284724681679,-4.131957202164806e-06,0.6464743042370311,0.1513234955991053,24,0.37348745554734475,0.3320245027351046
L4,Vip_13,-8.024067948821242e-05,4.935158958950695e-05,0.11962556644670455,2.3422750328030055e-06,0.9627261527580802,1.882268347406735e-06,0.5184324122405084,0.12408044371948324,24,0.37348745554734475,0.3320245027351046
L4,L5/6 NP_4,-1.991583859064798e-05,1.2294876910030293e-05,0.12092618463289125,8.185236854029744e-07,0.9477351204514999,8.166660500119746e-07,0.2657805145689896,0.14879338453222424,24,0.3746879508700949,0.3320245027351046
L5,Chandelier_1,-0.0002153139794557958,0.00013363313332582583,0.12279908565159284,-0.00019423183018826604,0.1627794553127951,-8.115751594517386e-06,0.3076941994710677,0.2685025406413556,24,0.3776302709135449,0.4278161693668396
L4,Endo_3,3.585885485783837e-05,2.235991266703384e-05,0.12445355693361304,-1.1800093162972273e-05,0.6045455824117951,3.2886971016030963e-07,0.8024647614867816,0.12788298305712298,24,0.37783447953488164,0.3320245027351046
L2/3,Pvalb_8,0.002966653487130406,0.0018512199725874568,0.12471309226701473,-0.00014038819734616802,0.9404782221435626,-4.59898714160649e-05,0.6730868339915065,0.1154781788027297,24,0.37783447953488164,0.3824534829521785
L4,Astro_3,0.0005117057516803535,0.00032131840494833806,0.12695054516342233,-0.0002959077448759406,0.36944735994936917,-1.5958644941653717e-05,0.40211440657977726,0.1595713706334505,24,0.38178509538117456,0.3320245027351046
L5,Sst_20,0.00032762863764900283,0.000207999990721623,0.13091134490008047,0.0002546093886068809,0.23647353996416526,-2.77674253058208e-06,0.8203550348017002,0.1757487031495717,24,0.39082292017615267,0.4418257890377716
L4,Pvalb_13,-1.763844479720287e-05,1.1348842985837746e-05,0.13581737919092493,-1.615824412634552e-05,0.17112317114824838,7.824446640991479e-07,0.24862358144825256,0.21007169262241,24,0.4001753767568759,0.34633431693685857
L5,VLMC_1,0.006970105459586786,0.004496535835568896,0.13679624931952347,-0.003261187899373747,0.477967096312775,4.8502143008554506e-05,0.8543829948070116,0.12648845375034157,24,0.4001753767568759,0.44769681595480404
L6,Pvalb_6,-0.001219075471835824,0.0007868346996892618,0.1369793465671458,-0.000647163703670407,0.4218387744866744,-2.013631165262894e-05,0.6638762858788483,0.16303994909164043,24,0.4001753767568759,0.39612946169417845
L5,Pax6_3,-8.081335064495677e-05,5.306551620534079e-05,0.143440068462891,3.289938436780442e-05,0.543447341219237,1.8265365272428012e-06,0.5596518803693514,0.1231947647075069,24,0.4160779290873931,0.45492328388020226
L2/3,L5 IT_2,2.4234030518742595e-05,1.603359431324686e-05,0.14631313876145524,-1.7812170205915705e-05,0.2811489970903539,4.81181893104454e-07,0.6106448176941354,0.15486698246918595,24,0.4214230546016563,0.4342196376146414
L5,Pax6_1,0.00041196373021353504,0.00027335605680563766,0.14742884199821368,-9.993857704080074e-05,0.7192911310637897,5.820443445173919e-07,0.9710883063922372,0.10669846111061221,24,0.4216671075333524,0.45492328388020226
L6,Vip_19,-0.00022873258340103995,0.00015356555445832342,0.15196271272469097,5.6252579658134605e-05,0.7187698705976593,1.4436622196309186e-05,0.12081968789803413,0.18333156629589775,24,0.4316163160027681,0.4278950068826825
L5,Sst_25,-3.168609314438465e-05,2.148704684614551e-05,0.15587234950756226,1.6486131729899196e-05,0.45319987731142974,-1.3057432006581152e-06,0.3074051621554034,0.1673158702616383,24,0.43966752378339974,0.4676170485226868
L4,Sst_25,-0.00021404219432820976,0.00014618485552633675,0.15868442178999775,-0.00014312315038734404,0.3406340704509636,-1.507833137740166e-05,0.09064437020145492,0.28685712943211483,24,0.444533756932254,0.38899719826371015
L4,Vip_1,-0.0008348449315462356,0.0005730032174927254,0.1606485679337827,0.0011128395862007915,0.06707534666956898,-1.4189944935083152e-06,0.9663772122900172,0.21686265049148346,24,0.44697458697222536,0.38899719826371015
L4,Pvalb_8,0.0029910319306588632,0.0020862513070915973,0.16711129622069398,-0.0023474474221359667,0.2751952829703421,0.00011135253522242558,0.36855780125000903,0.1702674191105964,24,0.46061281615697647,0.38899719826371015
L4,Vip_5,5.4389014074172916e-05,3.8001312044011016e-05,0.16780271297650243,2.8363932414521193e-05,0.4654079273567068,1.1719083916069171e-07,0.9581371384160882,0.1263688179816279,24,0.46061281615697647,0.38899719826371015
L6,L6 CT_4,-0.00013633735060595762,9.559228255318929e-05,0.1692234567149449,-6.880257051854233e-05,0.48127904233505425,-2.7336693031225834e-06,0.627451960864925,0.14419800093343205,24,0.46141595864274976,0.456550399323302
L6,Sncg_6,6.822941826978346e-05,4.836567450304114e-05,0.17369869592802395,7.061882318606445e-05,0.16096173613890064,-1.7203322882733393e-06,0.546739324243285,0.181188932301926,24,0.46850612887170745,0.456550399323302
L5,L5/6 NP_6,0.0003722931835786064,0.0002641742974729525,0.17411474716014555,0.00041256620247379484,0.13512119573181242,-2.360773102118808e-05,0.139166438689849,0.23022688636606614,24,0.46850612887170745,0.5082268295485329
L6,Pax6_1,0.0003123780113711026,0.00022323492191198932,0.1770347072589471,-8.717100819455325e-05,0.7011360564383438,-7.650619447325665e-07,0.9534823395881957,0.09329282271262429,24,0.47324964228045335,0.456550399323302
L6,Lamp5_3,6.002162429485122e-05,4.320723974345788e-05,0.18005985955473583,-8.91827536842983e-05,0.05285863607858203,2.8590691311334422e-06,0.2675437704098608,0.2585229833683311,24,0.4782109257005646,0.456550399323302
L4,Vip_6,-2.935417709826486e-05,2.1218619498471716e-05,0.18178607155635157,-3.0232790986707558e-05,0.1708238591952716,-3.5455529827710442e-06,0.009256630473535442,0.4362946199980231,24,0.4796806662357922,0.4120484288610636
L2/3,Lamp5_5,-0.0011360033630659731,0.0008279049744716826,0.18521450304234663,-0.0005224954448697142,0.5363049644122766,4.2607629659829194e-05,0.38560174903812683,0.12139329359607864,24,0.48441513244370504,0.510480618384469
L6,Chandelier_1,4.507623150927234e-05,3.309640243847181e-05,0.18835264949645505,-2.143628323043612e-05,0.5257549281894137,6.986270723200734e-07,0.7198021536035613,0.10722147808881544,24,0.48441513244370504,0.456550399323302
L4,Sst_19,-8.030605166907788e-05,5.912603170576778e-05,0.189519715754219,-0.0001565274487522707,0.01571830860658074,-7.329365325037638e-08,0.9831654521681654,0.32622527848314054,24,0.48441513244370504,0.4202393697158769
L2/3,L6b_6,4.2663014742501295e-05,3.150177229645605e-05,0.19074376233105625,-2.9680412061771674e-05,0.35872420454579845,1.1449771847500899e-07,0.9506698788094243,0.11437775569774167,24,0.48441513244370504,0.510480618384469
L2/3,Astro_3,0.0003918011809714511,0.0002896417528217609,0.19124469485680487,-0.0002410245870292631,0.4164989775471549,-1.4755393835242149e-05,0.39033756998244395,0.13226097185369945,24,0.48441513244370504,0.510480618384469
L6,Sst_4,-0.0008037869828813025,0.0005956233400951128,0.1922590391472231,0.0006857492924064254,0.2645410614311479,8.775566104980476e-06,0.8021311018665656,0.13062919342242296,24,0.48441513244370504,0.456550399323302
L6,Pvalb_10,4.071699427171481e-05,3.030300314724127e-05,0.19410484288705895,8.952965973835465e-06,0.7713495853655487,1.9860976605070194e-06,0.2719844266784318,0.16352826709383317,24,0.48441513244370504,0.456550399323302
L4,L5 IT_2,0.00011834737171668839,8.834075464618602e-05,0.19537782162800985,2.686083606732643e-05,0.7648933228645385,2.111990050301649e-06,0.6846748907142275,0.10683146920714359,24,0.48441513244370504,0.4240114426820639
L5,L6 CT_4,-1.2203238064322638e-05,9.11834799811767e-06,0.1958104099779894,-1.109152452619724e-05,0.2393272910847043,-1.4775493301972156e-08,0.9779953199672147,0.15431377743000507,24,0.48441513244370504,0.5410974017635173
L6,Astro_5,-0.004915322454952521,0.0036767386743678104,0.19627400344740084,0.0032124378734592045,0.3940061025005992,1.3375721827174028e-06,0.9950591691145911,0.10766179463764414,24,0.48441513244370504,0.456550399323302
L2/3,L4 IT_4,5.7044225941134107e-05,4.270327489832221e-05,0.19660858676199275,7.546460984113998e-06,0.8619086669746743,-3.461702328613255e-06,0.17765870127606848,0.1411790882136167,24,0.48441513244370504,0.510480618384469
L2/3,OPC_2,-0.0005466885416223716,0.00041225322671751007,0.19975328545479223,0.0006288263752063281,0.1439469188353488,4.805959421290553e-05,0.05819062598878233,0.28917819635418274,24,0.48854697562231786,0.510480618384469
L5,L2/3 IT_12,0.004011417472130882,0.0030314394738740176,0.2006745523338616,-0.0002757149856332372,0.9286449809316559,-0.00014203493953939697,0.4288378418892256,0.09736533359996435,24,0.48854697562231786,0.5410974017635173
L6,L5 IT_7,-0.0014912563385721927,0.0011386986640560778,0.2051715623047877,0.0005319350223808014,0.6464107897388169,0.00016152731608331267,0.02387086885865848,0.27169495634704455,24,0.49653946143584715,0.4670927056726018
L5,Micro-PVM_2,-0.005740949254748829,0.004409662103341972,0.20774569785479177,0.002226530999690229,0.6201550297269778,-0.0005880003173178256,0.03246144035793101,0.2848828686677517,24,0.49981170836829314,0.5410974017635173
L5,Vip_2,-1.120159024314564e-05,8.656905255347667e-06,0.21042676735247895,8.83605092770261e-06,0.3209747114419079,6.557982702777942e-07,0.20647592549311078,0.1739084224338694,24,0.5003752781811854,0.5410974017635173
L5,Vip_5,-1.120159024314564e-05,8.656905255347667e-06,0.21042676735247895,8.83605092770261e-06,0.3209747114419079,6.557982702777942e-07,0.20647592549311078,0.1739084224338694,24,0.5003752781811854,0.5410974017635173
L2/3,Sst_7,-1.2503776576574722e-05,9.730807809524645e-06,0.21348627543943616,-1.1324055929232876e-05,0.259583180674478,-2.7297146779938667e-07,0.63398670754499,0.16448271345106869,24,0.5015330848326223,0.5213807087375821
L4,L6b_3,9.249828306344076e-05,7.201703786497168e-05,0.21368284120518746,-3.25247199673745e-05,0.6573370712284208,-9.77802886438381e-07,0.817349163816518,0.08251604534696044,24,0.5015330848326223,0.4540760375610234
L2/3,Sncg_6,0.00018216963914446412,0.0001423714309538657,0.21535290143508826,-0.00013957557463798522,0.34000492839254726,5.663614791546151e-06,0.5008018529136185,0.13064974353827652,24,0.5015330848326223,0.5213807087375821
L5,Pvalb_8,0.0032224389343323266,0.0025210979210670234,0.21581863797198417,-0.00034352838300312667,0.8932888298546638,2.5469838093571806e-06,0.9862797527264743,0.07720844743335209,24,0.5015330848326223,0.5420561139761463
L4,Pax6_3,-0.0001500911332583331,0.00011853824284379544,0.219997439372306,2.4848197529164795e-06,0.9835320004876941,-3.739574199324764e-06,0.5926244069222041,0.09745979359315138,24,0.5083556649902439,0.45795385338724925
L5,L6b_6,0.0001963249876262414,0.0001556115269884631,0.22159668952148442,-0.00027524606901026396,0.09306910468287265,-5.745810659306254e-06,0.5317190005140137,0.19856916602103025,24,0.5091744158106019,0.54391914700728
L6,L2/3 IT_5,-3.824631472825383e-05,3.0594416688368264e-05,0.22569040258952253,6.227678237032198e-05,0.05591586772491992,1.0108076325193784e-06,0.5753865812243484,0.22663588163129023,24,0.51568365731349,0.49318972777060066
L6,Vip_16,8.984236617812352e-05,7.285187769827883e-05,0.23179230042256818,5.8649196091963305e-05,0.4315924410774299,-5.490025947787784e-06,0.20876181905829114,0.14314526294606478,24,0.525001104713107,0.49318972777060066
L2/3,Endo_3,3.2408698411528e-05,2.6333936552675565e-05,0.2327200325718834,8.389155810668542e-06,0.7540552537248746,-1.4005570581575368e-06,0.37023000435567743,0.09768013391172192,24,0.525001104713107,0.538864224523006
L6,Endo_1,0.007895391936853999,0.0064312152105752635,0.2338257933357542,-0.006825375898071331,0.30258956680194055,-0.00018841373962297735,0.6191079069445955,0.11927276407908094,24,0.525001104713107,0.49318972777060066
L6,L5/6 NP_1,-0.00022896120723029528,0.00018701652049409295,0.23507173940467882,-9.746199860987743e-05,0.6090373110173871,6.592070481134891e-06,0.5503275332107929,0.09028766626202966,24,0.525001104713107,0.49318972777060066
L4,L6b_4,2.7325622653494777e-05,2.2374799901073234e-05,0.2361863160567523,-4.807348903155498e-07,0.9831209016228999,2.2512419945301497e-06,0.09827168067354264,0.20962109927080952,24,0.525001104713107,0.4813282190257126
L2/3,Sst_3,-0.00010083067696387959,8.387474365377731e-05,0.24334327884802198,-7.763273915415659e-05,0.36707830079437287,-4.767563557091628e-06,0.3389296935392796,0.17303038120311098,24,0.5365152353196392,0.538864224523006
L5,L5/6 NP_1,-0.0001219737840096206,0.00010173816194281751,0.2445799420100378,0.0001451877005332187,0.1701810594375854,-5.821035369256835e-06,0.33583137419956066,0.17409389357513516,24,0.5365152353196392,0.5869918608240907
L2/3,Astro_4,0.007220695972463323,0.006056741097569805,0.24714658915491722,-0.006374248031577379,0.3065395710553978,0.0006605892616347192,0.07477393077492896,0.2353080230751854,24,0.5365152353196392,0.538864224523006
L4,Lamp5_Lhx6_1,-0.0003488830737585093,0.00029315785724173875,0.24794814493192233,-0.0001542979289480011,0.605500596395048,1.7793131510099892e-05,0.30798031952697147,0.10850400726561404,24,0.5365152353196392,0.4813282190257126
L4,L2/3 IT_1,1.2700060421917854e-05,1.0677723958485931e-05,0.24821267978672518,-9.345001153509787e-06,0.3932269498231712,-5.523907392771325e-07,0.38317400657266076,0.12245438408762721,24,0.5365152353196392,0.4813282190257126
L4,L5/6 NP_6,-1.050165968599528e-05,8.865917321361633e-06,0.2501019177290468,9.445880768713781e-06,0.3007638235679824,3.7870131738205245e-07,0.4701441973574402,0.12714576993326832,24,0.5365152353196392,0.4813282190257126
L2/3,Micro-PVM_2,-0.005964982213014297,0.00505346509147447,0.25170002232352484,0.003793970857320069,0.46283334722631664,-0.0006981104548064289,0.027315254965736988,0.28805829484461476,24,0.5365152353196392,0.538864224523006
L2/3,Chandelier_1,4.1666681004974475e-05,3.53118883260222e-05,0.25186045276618757,-1.552874770522565e-05,0.6657455942491796,-2.0154249126489225e-06,0.33699497286574465,0.10385301856115836,24,0.5365152353196392,0.538864224523006
L2/3,Vip_1,0.0012546233592900153,0.001082124150077228,0.2599452770113178,0.0009173663735235938,0.4079650604688104,-0.00013625675966375943,0.042202048992772266,0.22656014696754811,24,0.5508684885887511,0.5435219428418463
L4,Micro-PVM_1,-0.0005823259129121136,0.0005044564270815181,0.26195889716691095,0.00013003222769914982,0.7997959778990474,-4.0039107881907015e-06,0.8925542772238915,0.06729350654603539,24,0.5522741698003432,0.4948112502041651
L6,L5/6 NP_4,-0.00014304959083274928,0.0001253281562221317,0.26718613779981665,6.370682533783023e-05,0.6178172901997263,4.182220406348797e-06,0.5715937491904611,0.07968662100401225,24,0.5584046134455282,0.535649739221994
L5,L2/3 IT_2,-0.0006530805132518134,0.0005752511029886532,0.2696740697377895,-0.00026592037980964977,0.6498344059720285,-4.0635036046384864e-05,0.23757510690180272,0.15867673113053749,24,0.5584046134455282,0.6331478159061145
L6,Oligo_4,-0.015457732088267881,0.013622426075977974,0.2699071095395257,-0.00014595897584993023,0.9915820699503761,0.0011433561377409585,0.16348810676069256,0.13016891819591492,24,0.5584046134455282,0.535649739221994
L6,VLMC_2,0.0022828068276641543,0.0020135912693039883,0.27032790577558574,-0.00043705474037273283,0.8308559614487901,4.0037023136948124e-05,0.7353931664985607,0.07174888140325464,24,0.5584046134455282,0.535649739221994
L2/3,OPC_1,-0.0002248535696804744,0.00020012953402811872,0.2745140348050793,-3.0034533194930988e-05,0.8825511284097809,6.707225332642098e-06,0.5699457039093808,0.06843331277685738,24,0.5639859799611704,0.5612286933792733
L5,Sncg_4,1.790615729783768e-05,1.5980910458249235e-05,0.275787765262186,-1.634187386603086e-05,0.3201001678200552,-1.0040109008059834e-06,0.29175424085509194,0.14306618706959218,24,0.5639859799611704,0.6337250776237466
L4,L2/3 IT_7,0.004656765558059162,0.004196929531901925,0.2803502666390134,0.0027300778360598212,0.5239841404296222,-0.0001511309667844124,0.5418296405435556,0.08619738633484686,24,0.5687808444679572,0.517651888186258
L5,Sst_2,-0.0002420190832798959,0.00021938695711814038,0.2830548030064405,-7.296199684291984e-05,0.7436435571007969,-8.731720613937332e-06,0.5005891684586499,0.0998306167663785,24,0.5687808444679572,0.6368733067644912
L2/3,Vip_16,0.00023380313285757809,0.0002122587932573206,0.2837591187301811,0.0003187810243206313,0.1498943409195406,-2.353374548373621e-05,0.07044493646054968,0.23434119406690013,24,0.5687808444679572,0.5633106844572296
L6,Sncg_2,5.417262200396846e-06,4.927655564726835e-06,0.2846693378993752,-4.584662874157891e-06,0.3646422366333255,-1.0496665093676196e-07,0.7173618425503672,0.09367753114726951,24,0.5687808444679572,0.5538112573678755
L4,Pax6_1,0.00035228268154190347,0.00032072905684364856,0.28508575333968517,-0.0005141430924844021,0.12564634213808398,2.5685376142093843e-05,0.18271987632878556,0.2109496966036215,24,0.5687808444679572,0.517651888186258
L2/3,Pax6_4,-0.0001568922030640717,0.0001436633728850468,0.28777828445097603,9.63649631406788e-05,0.5112687854992308,-7.736507957182522e-06,0.36437972387035344,0.1143384747554207,24,0.5713656230118893,0.5633106844572296
