stratum,celltype,scz_coef,scz_se,scz_pval,sex_coef,sex_pval,age_coef,age_pval,r_squared,n,scz_pval_fdr_global,scz_pval_fdr_stratum
L6,L2/3 IT_12,0.005394711790144084,0.0021763590814336264,0.02221639041944887,0.0017582526390079378,0.4299948190875805,-0.0002355607882884303,0.076842103513394,0.3118231395609101,24,0.24558118058255643,0.23702820070208908
L6,Sst_9,-0.00012450151801927874,5.109887805494323e-05,0.02430337569179952,-2.8494090368147317e-06,0.9562128989757894,-2.8252660076586875e-06,0.351977773446176,0.2806384181739031,24,0.2555451413751974,0.23702820070208908
L6,L6b_2,0.004661760250020065,0.0019142923108044706,0.024367385118906352,-0.0018680265181205474,0.34219051333667927,0.00010178240620473911,0.37036016346392475,0.2844471288259568,24,0.2555451413751974,0.23702820070208908
L6,L5 ET_2,-0.0019900743964341746,0.0008358051220489711,0.02731697294277794,7.976666933547116e-05,0.9251371396427646,5.4230463555456486e-05,0.27667590978260626,0.23967702872105778,24,0.2703676478586382,0.2435763420731033
L5,Oligo_4,-0.03364993495055449,0.014231361220720457,0.02828056881333432,0.012483832851919396,0.392156327506072,0.0005910035430314773,0.48240229349970176,0.24157826421455497,24,0.2703676478586382,0.2912435749104955
L4,Endo_1,0.020506874070458952,0.008726460100622347,0.029153025843898558,-0.007876791038574117,0.3788374948209823,7.495486890491537e-05,0.8837889084215401,0.23748708093328563,24,0.2703676478586382,0.2360538342001419
L5,Sst_5,0.0004151370277837559,0.00017708635299327206,0.0295022088549968,0.00018646966612844004,0.30628671169115307,1.0238895452823543e-06,0.9216096921149456,0.26769043011849347,24,0.2703676478586382,0.2912435749104955
L5,Endo_2,-0.008619931051726105,0.0036811394875269437,0.029663697444587505,0.00379164281374305,0.31668342920172327,-0.0002634898725167649,0.23160979443857546,0.29569574169338575,24,0.2703676478586382,0.2912435749104955
L2/3,Sst_11,0.003438552369773703,0.0014760105770172975,0.030416443279885835,0.0012621563694093004,0.40397367329549383,-8.110374907702284e-05,0.3549018567669733,0.25007438908504864,24,0.2703676478586382,0.25796229111305263
L4,Oligo_2,0.0007082638087985355,0.0003046090864265605,0.030700764086582295,-0.00026659800999908343,0.39321264145337487,5.228273423352946e-06,0.7704054416369,0.23695426382733398,24,0.2703676478586382,0.2360538342001419
L2/3,Pvalb_14,0.0008572354075466887,0.00036959003200879957,0.031069142907960867,0.00036666437755133205,0.3343953505059676,-6.987257565909291e-06,0.7479205231548491,0.2509944117888613,24,0.2703676478586382,0.25796229111305263
L4,L5 IT_6,0.0008852484835212182,0.000385020688530255,0.03239954587060771,-0.000496368880522317,0.21333204154867053,-7.976497305003299e-06,0.7247734971308468,0.24907602168563625,24,0.2726876808827845,0.2360538342001419
L6,Sst Chodl_1,0.0002346111211525243,0.00010221715024696727,0.032669184262240684,7.199001905832883e-06,0.9447144615904459,-7.566096476000125e-06,0.2166447609524809,0.23683256722203505,24,0.2726876808827845,0.26889251661998104
L2/3,L2/3 IT_5,0.00037900204152332365,0.0001661588373101429,0.033647255362572084,-5.639748250956908e-05,0.7385711437216184,-1.4618487631220211e-05,0.14506544530753507,0.2539938694781725,24,0.27523454886583965,0.25796229111305263
L6,L2/3 IT_7,0.0028025914802842318,0.0012414881170767819,0.03531920190034213,7.503924771131809e-05,0.9525422007543106,-7.330816571798158e-05,0.3209474205756437,0.2190886270422574,24,0.28324614857333197,0.2699396145240434
L6,L6b_1,0.00788071875062802,0.0035817077048583734,0.039706856412673665,-0.001280054224114497,0.725318944342827,-0.00010848394762905746,0.6073713176509499,0.19846951361682952,24,0.30725448511497316,0.27183393948442053
L5,L6b_5,8.013882569878948e-05,3.644447996171266e-05,0.03981537337675691,-2.0806041621930132e-05,0.575543205166573,-1.2086421953320715e-06,0.5739539183494062,0.204235618568835,24,0.30725448511497316,0.3112991894068395
L4,Astro_1,0.00011693788678919512,5.358174117599834e-05,0.04117520348289569,3.738566923907979e-05,0.49463164200061094,-1.3198226942937409e-06,0.6756935216859683,0.2144776296654971,24,0.30922008128086786,0.2799913836836907
L6,Sst_19,-0.00013393572449211667,6.195536798939563e-05,0.04293225961394577,5.3666037817240575e-05,0.39801236762732906,4.557011727552793e-06,0.21944604574382096,0.24246728380095361,24,0.30922008128086786,0.27183393948442053
L5,Vip_21,0.006686176175115795,0.003121027119378167,0.04465801435251097,-0.0025692827773194614,0.4214352806063557,-0.0001352951743483548,0.4636551603310084,0.21179519972999328,24,0.30922008128086786,0.3112991894068395
L5,L4 IT_3,0.0006015657493650694,0.0002811936750316031,0.04492627489555277,2.2039432381895326e-05,0.9384867624280946,-2.547282122317249e-05,0.1341209326538286,0.23681351732867284,24,0.30922008128086786,0.3112991894068395
L5,Sst_19,-0.0005551557713658407,0.00025964097372715604,0.04503157627743773,-3.669781929365747e-05,0.8893381791285666,7.958322493735302e-06,0.6031024610312323,0.18983228987819134,24,0.30922008128086786,0.3112991894068395
L6,Astro_3,0.003813880422563781,0.0017856945496853834,0.045247107162620336,-0.0016617066062904963,0.3645555982688058,-4.822604983404425e-05,0.6466102408281056,0.2087379552339148,24,0.30922008128086786,0.27183393948442053
L6,Sst Chodl_2,-0.0008255080842828285,0.0003874655549827856,0.045729073931958596,-0.0005545250045566515,0.1690175929989177,-1.2509058748335764e-05,0.5840761379171795,0.290787783053848,24,0.30922008128086786,0.27183393948442053
L5,Lamp5_2,-0.0012734736763643604,0.000598910436167582,0.04611839843064288,9.345485233635794e-05,0.8779207988009089,4.4616985124975865e-05,0.21380979583193563,0.21707647011244358,24,0.30922008128086786,0.3112991894068395
L2/3,L2/3 IT_7,0.026239577202549692,0.012452805174993968,0.04792946836186594,0.016276213288233365,0.20731170034912913,-0.0007347354675046199,0.3213233983950238,0.25342367306347136,24,0.3106721396573859,0.33919316071474365
L6,VLMC_1,0.01607843568995289,0.007654074915033612,0.04855564332702512,-0.009000876224170076,0.2547700548400065,8.243210329709371e-05,0.8546078179102748,0.2190479941930844,24,0.3106721396573859,0.27344493873640463
L4,Endo_2,-0.008914324461768437,0.004244836299364814,0.04861373334492102,0.0029529138943894737,0.4959057934471949,-0.00033614452142510565,0.1874447772767534,0.2677700624447472,24,0.3106721396573859,0.30991255007387153
L5,Astro_3,0.0013683736615129976,0.0006689208870662952,0.054170181222278055,-0.0009363422994636397,0.1781161105577664,-2.6527745860150943e-05,0.5021120740284057,0.2351119060291742,24,0.3370055971738366,0.32629392782601296
L5,Oligo_2,0.003119787649658418,0.001526562937851856,0.05438232130433549,-0.0016737298722366558,0.2873044466930579,-1.9711744628137973e-05,0.8261358219888773,0.20368903514329062,24,0.3370055971738366,0.32629392782601296
L4,Chandelier_2,-0.0034990132937091586,0.0017267288669568736,0.056270431892423,0.0002077310644498613,0.90571930907228,-4.6842528671140255e-05,0.645143253289304,0.19007065755613595,24,0.34350159170150757,0.3285772090953209
L6,L6b_4,0.0003047328461281723,0.00015237218772618414,0.059274326429850095,-0.00023490150775707267,0.13993780147851329,7.792557441918562e-06,0.388532611510121,0.2578673591241416,24,0.34671846883381385,0.315797812369993
L2/3,Sncg_3,0.000848037637433172,0.0004241789582022729,0.05935331164965961,-0.0008193895932212933,0.06843352806348993,6.794814487404648e-06,0.7853055900828396,0.26843699343049143,24,0.34671846883381385,0.3651573063107024
L2/3,Vip_13,-0.00016276923872424203,8.225219590408795e-05,0.061761985881138085,-0.00017056634534242865,0.051860414034280426,-9.18474105159554e-06,0.06861577594802455,0.43414873601908754,24,0.34671846883381385,0.3651573063107024
L5,L2/3 IT_7,0.00119049818564852,0.0006047844067851424,0.06303144652356021,-0.00029668537070838563,0.6300745181582987,1.803314226466115e-05,0.6129312317958039,0.1860457235697549,24,0.34671846883381385,0.3541594209446544
L4,L4 IT_3,0.0003664188647849797,0.00018615076419347358,0.06303987520778195,-3.0255423693753667e-05,0.8728885819843492,-7.177158604611231e-06,0.5139331787049648,0.16803412618147562,24,0.34671846883381385,0.3285772090953209
L4,L6b_5,4.129674655387766e-05,2.1098472690782245e-05,0.06441110772628145,-4.1666381997471954e-05,0.062958809509753,6.660967961163341e-07,0.5923514702297512,0.2744348497071418,24,0.34671846883381385,0.3285772090953209
L2/3,L2/3 IT_2,-0.003745941731493979,0.0019152274258492615,0.0645940538667284,-0.0007106724910218125,0.7152894971096662,-0.0001342397254564196,0.2411081067404674,0.2475133254824219,24,0.34671846883381385,0.3651573063107024
L4,Micro-PVM_2,-0.009474214443610598,0.004864525760432535,0.06563749039175606,0.0026143620037416635,0.5979666746725378,-0.0006275109695392277,0.03787574648439523,0.3364380109514824,24,0.34671846883381385,0.3285772090953209
L5,L6b_4,7.810288351897743e-05,4.0475255917492535e-05,0.06795906726159517,-6.902042804812409e-05,0.10458398011037628,-6.02632299758598e-07,0.800090215295549,0.2387661615434904,24,0.34671846883381385,0.3541594209446544
L4,L2/3 IT_5,0.002020394590702906,0.0010548871395832417,0.06986833748392374,0.0010338072610422521,0.34017115533467857,-0.00012770637256123176,0.04993547388333238,0.2793982119449476,24,0.34671846883381385,0.3285772090953209
L2/3,Pvalb_2,0.0006706459405752843,0.0003509489553734271,0.07045142771076675,-6.248062483072759e-05,0.860892473646943,-1.576968542835416e-05,0.4477029096838897,0.16434021123922682,24,0.34671846883381385,0.3651573063107024
L4,VLMC_1,0.012567971527691844,0.00659958099149413,0.07134917419618923,-0.0035440734569615155,0.5982502575310009,0.0003257742029798517,0.4049436967080764,0.1987472489797948,24,0.34671846883381385,0.3285772090953209
L5,L2/3 IT_3,-0.0015146790450983167,0.0007961629242733264,0.07160781009810227,0.000526658484191511,0.5170628687752843,-3.8208872707854276e-05,0.4178986097250984,0.1994389074545848,24,0.34671846883381385,0.3541594209446544
