stratum,celltype,merfish_mean,merfish_std,merfish_n_donors,xenium_mean,xenium_std,xenium_n_donors,diff,abs_diff,log2_ratio,abs_log2_ratio
L6,L5 ET,0.004867473908072461,0.00565022850312656,27,0.004054509588986835,0.001567298177653938,12,-0.0008129643190856253,0.0008129643190856253,-0.2630528634630304,0.2630528634630304
L6,L5 IT,0.10502402473177073,0.06141600512874107,27,0.018903785370981776,0.005194763869832453,12,-0.08612023936078896,0.08612023936078896,-2.473346714681765,2.473346714681765
L6,L5/6 NP,0.01941706340051912,0.01087643167745309,27,0.013459293118897825,0.0029164077162741006,12,-0.005957770281621295,0.005957770281621295,-0.5283937004800078,0.5283937004800078
L6,L6 CT,0.03271091794145792,0.015807761526247754,27,0.030189867112732627,0.006136872523235354,12,-0.00252105082872529,0.00252105082872529,-0.1156710203903482,0.1156710203903482
L6,L6 IT,0.11982806344754404,0.04975679785720088,27,0.03373262002583815,0.007531156627905655,12,-0.08609544342170589,0.08609544342170589,-1.8284423109458978,1.8284423109458978
L6,L6 IT Car3,0.07802430695255137,0.028071426636136237,27,0.01689273407630713,0.004417408674233007,12,-0.06113157287624424,0.06113157287624424,-2.206851902612631,2.206851902612631
L6,L6b,0.045157925589871306,0.018992465673538787,27,0.07885218538742392,0.01808419712070802,12,0.03369425979755261,0.03369425979755261,0.8040350330154336,0.8040350330154336
L6,Lamp5,0.008356475646310488,0.007963782311055548,27,0.0018879289455319206,0.001166405474624858,12,-0.0064685467007785675,0.0064685467007785675,-2.140194037723217,2.140194037723217
L6,Lamp5 Lhx6,0.010726448351109759,0.004078863327116707,27,0.003306224479855202,0.0015913439946133245,12,-0.0074202238712545564,0.0074202238712545564,-1.6949032511650384,1.6949032511650384
L6,Microglia-PVM,0.08852889057354708,0.050014802774611546,27,0.06986375922070216,0.014088646740517581,12,-0.01866513135284492,0.01866513135284492,-0.34156053641534856,0.34156053641534856
L6,OPC,0.041130681228101186,0.013299195152608426,27,0.013895005088145134,0.0046937267793133045,12,-0.027235676139956054,0.027235676139956054,-1.5649614103327327,1.5649614103327327
L6,Oligodendrocyte,0.1758071789153394,0.07543360120135216,27,0.3557706092238449,0.03327772622775066,12,0.1799634303085055,0.1799634303085055,1.0169118412818996,1.0169118412818996
L6,Pax6,0.000793923524505141,0.0007232425108366324,27,9.130143968218888e-05,0.00014810225309157843,12,-0.0007026220848229521,0.0007026220848229521,-2.988403589823673,2.988403589823673
L6,Pvalb,0.017965912743988004,0.009498865397953813,27,0.011075174700913244,0.003698171754501501,12,-0.0068907380430747595,0.0068907380430747595,-0.6974335196601494,0.6974335196601494
L6,Sncg,0.0006730124278951832,0.0007765880292665946,27,0.00011822794320537706,0.0001950603506520904,12,-0.0005547844846898062,0.0005547844846898062,-2.413201143857673,2.413201143857673
L6,Sst,0.021301210490940754,0.008358861101523566,27,0.029039622403477655,0.0037883685373939517,12,0.007738411912536901,0.007738411912536901,0.4469068696416431,0.4469068696416431
L6,Sst Chodl,0.002264385151408245,0.0030250361367497505,27,0.0010993762441683511,0.0004914619728996155,12,-0.001165008907239894,0.001165008907239894,-1.035727847862224,1.035727847862224
L6,VLMC,0.036331098992298645,0.010712023948537982,27,0.05221082015302978,0.010078700553675874,12,0.015879721160731136,0.015879721160731136,0.5230230672292524,0.5230230672292524
L6,Vip,0.004213529540237643,0.002268898271114795,27,0.003872873297395489,0.0010646138706574182,12,-0.0003406562428421543,0.0003406562428421543,-0.12132451034749872,0.12132451034749872
