pool,subclass,depth_bin,n_ctrl,n_scz,ctrl_mean_density,scz_mean_density,log2fc,coef,se,pval,fdr
Neuronal,L5 ET,0.29166666666666663,12,12,0.27427060830498723,0.1772921173734031,-0.6294716331045308,-0.07698388591703094,0.0374046591056125,0.05355991207693124,0.3260853470566108
Neuronal,L5 ET,0.375,12,12,0.9652968000369384,0.6301445932621677,-0.615289688324479,-0.20139801113232358,0.096941009505855,0.05155355876773108,0.32338141408849497
Neuronal,L5 ET,0.4583333333333333,12,12,1.4691672714762085,1.5123852542865344,0.041827025534314,0.032233240188667675,0.14322359261356157,0.8243390141036445,0.9871987498262608
Neuronal,L5 ET,0.5416666666666666,12,12,2.959803095042527,2.9931790427591927,0.016177377213067733,-0.06768512417612471,0.15426400950910188,0.6657829481025552,0.9504625534981306
Neuronal,L5 ET,0.625,12,12,3.1249441551270483,3.019237081620217,-0.04964636103566613,-0.05135117886678284,0.17482324663711016,0.7721472551897275,0.9746004989284975
Neuronal,L5 ET,0.7083333333333333,12,12,0.7165680140557363,0.8238738528825221,0.2013198102353252,0.04512490397239163,0.09576717832776167,0.6428674357755629,0.9504625534981306
Neuronal,L5 ET,0.7916666666666666,12,12,0.17025763989318185,0.1566249977771908,-0.1204050480118652,-0.020565801646257653,0.03750210809817856,0.5898099347338387,0.926273178246351
Neuronal,L5 ET,0.875,12,12,0.23673711510219717,0.03873559553714904,-2.611554080676332,-0.15942514719096407,0.0763405210172134,0.05046494275293599,0.32338141408849497
Neuronal,L5 ET,0.9583333333333333,11,12,0.010272265459346354,0.004308309611655125,-1.25356055434611,-0.006876243947446415,0.011108481288511513,0.5436663104855238,0.8988046673982332
Neuronal,L5 IT,0.041666666666666664,12,11,0.0,0.0,,0.0,0.0,,
Neuronal,L5 IT,0.125,12,12,0.004153927309882298,0.012156628102598903,1.5491952467398113,0.00763655365077905,0.006298870417705404,0.24023175523530627,0.6906662963015056
Neuronal,L5 IT,0.20833333333333331,12,12,0.1184649180805847,0.17280988166828093,0.5447258304064071,0.04221673349149864,0.043521577942364914,0.34422462354164785,0.7094688403864788
Neuronal,L5 IT,0.29166666666666663,12,12,1.2999093767896284,1.170208771788872,-0.15164511160948577,-0.029432286234860647,0.10492323066177932,0.7821158565498408,0.9811998927625276
Neuronal,L5 IT,0.375,12,12,4.084785743335584,2.852051203549131,-0.5182605245323221,-0.2929964599730075,0.130476450706326,0.03682196526484481,0.32338141408849497
Neuronal,L5 IT,0.4583333333333333,12,12,5.7048449926560325,5.591244918745153,-0.029018145199582637,0.016825104684836945,0.14431716961082375,0.9084130327414169,0.9934366328029326
Neuronal,L5 IT,0.5416666666666666,12,12,18.792265058833568,22.441936400485307,0.25605819677654706,0.16250495057739933,0.12806657522245757,0.21979869011551037,0.6690930713810389
Neuronal,L5 IT,0.625,12,12,20.301653236632514,21.506016673334656,0.08314311867962519,0.07004986352493925,0.19213455449980926,0.7194456352073207,0.968257186147818
Neuronal,L5 IT,0.7083333333333333,12,12,2.840717588545463,3.3567800508867784,0.24082259685654367,0.12068649168467108,0.2045925350927093,0.5622166386143721,0.9092097202591799
Neuronal,L5 IT,0.7916666666666666,12,12,1.046674584149182,1.5269152609743728,0.5448070277065533,0.1297406072671968,0.1606205486679718,0.42923417539933467,0.7726215157188023
Neuronal,L5 IT,0.875,12,12,0.43553438061587463,0.554028970363718,0.34717480914716814,-0.01785141433257602,0.13691383525032058,0.8976329459061724,0.9934366328029326
Neuronal,L5 IT,0.9583333333333333,11,12,0.07591001739536202,0.03901902402693228,-0.9601125894940824,-0.04413398048006086,0.03347289724087382,0.20386812928770012,0.6492415809623681
Neuronal,L5/6 NP,0.041666666666666664,12,11,0.0,0.0,,0.0,0.0,,
Neuronal,L5/6 NP,0.125,12,12,0.0019424775791358443,0.0020535628325295276,0.08023114334116845,0.00032466880634452085,0.0029283889728311738,0.9128826761789467,0.9934366328029326
