pool,region,subclass,outcome,n_ctrl,n_scz,ctrl_mean,scz_mean,log2fc,coef,pval,fdr
Neuronal,L6,L6 IT,density,12,12,42.81334426660692,41.66261780218011,-0.0393070411640238,0.037009024292003145,0.889782728059766,0.9522299397168049
Neuronal,L6,L6 IT Car3,density,12,12,12.642690576236193,12.96006585312134,0.03576952306110424,0.05935632118194106,0.8203969063759681,0.9453534658364342
Neuronal,L6,L6b,density,12,12,16.47804657719995,17.24395581106852,0.06554554511430276,0.15680790645124698,0.5543835997861153,0.862154909003488
Neuronal,L6,Lamp5,density,12,12,2.722191219935557,3.294632107853563,0.27534896466650405,0.14706689931636469,0.44032683742516404,0.8125630816587377
Neuronal,L6,Lamp5 Lhx6,density,6,4,0.7182006047199022,7.782271958096786,3.4377326245391426,0.6070234657085519,0.3594564362407015,0.7758564663413161
Neuronal,L6,Pax6,density,5,9,0.14864238030010896,0.15998811761135653,0.10611924972497011,0.022575443613387508,0.7178502406829327,0.9083088109846276
Neuronal,L6,Pvalb,density,12,12,5.943224565563813,5.26649662605982,-0.1744023217217662,-0.11757599750441133,0.6376408405879154,0.8910622003087535
Neuronal,L6,Sncg,density,11,12,0.36447982784572813,0.5631504194875518,0.6276813520421176,0.15272291765287632,0.16511607325116184,0.6210613014206106
Neuronal,L6,Sst,density,12,12,9.667794014531292,10.118971628898166,0.06580403926597188,0.030657526963378645,0.8966923019573356,0.9522299397168049
Neuronal,L6,Sst Chodl,density,12,11,0.3502295664172179,0.4402731245071024,0.33009789947376567,0.05118887127367337,0.5722782407118344,0.8686321271084835
Neuronal,L6,Vip,density,12,12,1.1679368668038064,1.446605949998455,0.30870969970948237,0.10403203901128867,0.4343747746328402,0.8125630816587377
Neuronal,WM,Chandelier,density,11,12,0.47498144710598084,0.38677452744032537,-0.2963783789353557,-0.04868446112539085,0.5960491325379832,0.8720718851898009
Neuronal,WM,L2/3 IT,density,10,12,0.5277812694669565,0.7072830247838335,0.4223474846884322,0.14111529678390453,0.22395702250517377,0.7114766701357532
Neuronal,WM,L4 IT,density,7,12,0.4049267308719783,0.3207985762089623,-0.3359931456311992,-0.057058561613032674,0.6206062777657773,0.8803041882939006
Neuronal,WM,L5 IT,density,5,4,0.1767739486641499,0.12744772610688856,-0.47200004577249915,-0.051558919964352704,0.6899220235424537,0.9081460845880348
Neuronal,WM,L5/6 NP,density,11,11,0.39411016703983603,0.5581092250618803,0.5019485252660725,0.11365533376149052,0.2773698916185069,0.7229332496948486
Neuronal,WM,L6 CT,density,12,12,9.261635859612065,9.828973555085417,0.08577372741049062,0.18688597675764335,0.4376798574940437,0.8125630816587377
Neuronal,WM,L6 IT,density,12,12,34.0733863809162,11.104546273752726,-1.6174948904106643,-0.16554436309640566,0.6821446444061425,0.9081460845880348
Neuronal,WM,L6 IT Car3,density,7,10,0.15819319378976335,0.25837071388189253,0.7077550212804339,0.024347194011323584,0.7762525284547218,0.9247161267930566
Neuronal,WM,L6b,density,12,12,17.81785452877636,16.13666124916355,-0.14298152138954434,0.05017973275687759,0.8633857308586269,0.9505964107433367
Neuronal,WM,Lamp5,density,12,12,5.850209916716181,2.9372979063153046,-0.9939987983349409,-0.07343719580475926,0.8085812512021286,0.9426241324174548
Neuronal,WM,Lamp5 Lhx6,density,9,10,7.31450792868036,13.518535380492219,0.8861061383851669,0.07389968982315116,0.8823656701679211,0.9522299397168049
Neuronal,WM,Pax6,density,10,11,0.27070945832193855,0.36600162488822324,0.435104758685059,0.0790023275987151,0.31694727469676903,0.7499256078056952
Neuronal,WM,Pvalb,density,12,11,2.5289174801769434,0.9831413925520507,-1.3630491410907282,-0.21902077844122467,0.45522548595880663,0.8125630816587377
Neuronal,WM,Sncg,density,9,10,0.16360850348071107,0.4563977355123122,1.4800438998158625,0.22148604957950632,0.005393647073440466,0.2351630124020043
Neuronal,WM,Sst,density,11,12,2.0185608828951684,2.4691169679342515,0.2906680806176965,0.20911452215445503,0.23441590628711353,0.7226100648435971
Neuronal,WM,Sst Chodl,density,10,11,0.9515118983080967,1.1911309266898662,0.32403839792553735,0.1364685877688846,0.43448708142773773,0.8125630816587377
Neuronal,WM,Vip,density,12,12,2.453811632899892,1.1118977820435474,-1.1420003389656537,-0.01844551329112629,0.9421411148823478,0.9696800640053869
Neuronal,Vascular,Chandelier,density,12,11,0.2732197721001517,0.16609794543651477,-0.7180276630792859,-0.06931283044862148,0.033433916799394205,0.5062131390480432
Neuronal,Vascular,L2/3 IT,density,12,11,2.0137050285016342,1.4878070533583114,-0.43666492769795545,-0.08876018586915795,0.3862917613031091,0.8097269611930555
Neuronal,Vascular,L4 IT,density,12,11,0.5906673482673015,0.5080788196797159,-0.21729353920657143,-0.040945186291962685,0.6218662614553242,0.8803041882939006
Neuronal,Vascular,L5 ET,density,12,7,0.18981699016379547,0.19455095163234454,0.03553890609612167,-0.032545765395011965,0.662788722594,0.9081460845880348
Neuronal,Vascular,L5 IT,density,12,11,0.548778066839132,0.46531475407430384,-0.23801588967716897,-0.030316762278639532,0.7256125541500082,0.9083088109846276
Neuronal,Vascular,L5/6 NP,density,10,8,0.08110223937572385,0.11091947111268707,0.4516989869766154,0.026124343078689976,0.4822955824915705,0.8278774565603337
Neuronal,Vascular,L6 CT,density,11,10,0.11753388853534873,0.10158803580783764,-0.21034628538294187,-0.014517679151154613,0.6495626443158444,0.9019404870118094
Neuronal,Vascular,L6 IT,density,11,11,0.24840140557647078,0.23427905628648144,-0.08444534888929114,-0.0117098536877114,0.8389850339975721,0.9453534658364342
Neuronal,Vascular,L6 IT Car3,density,9,9,0.05650510720255523,0.06677924101866145,0.24101842538591578,0.01454534187264166,0.6133241352425047,0.8803041882939006
Neuronal,Vascular,L6b,density,9,10,0.08026425911788142,0.06868535760735398,-0.22475513579192585,-0.015318620017671467,0.561587142561905,0.862154909003488
Neuronal,Vascular,Lamp5,density,12,11,0.290049785641458,0.2793595292433228,-0.054177520158479764,0.003986445267271658,0.9242570668989474,0.9640576104496197
Neuronal,Vascular,Lamp5 Lhx6,density,6,5,0.02975981336763318,0.07192010820295626,1.273029712453793,0.04410978928816488,0.03898067573183364,0.5062131390480432
Neuronal,Vascular,Pax6,density,10,9,0.11916483064143377,0.06262712721679782,-0.9280989057201117,-0.032085635917937165,0.08137085578400334,0.6094769492324698
Neuronal,Vascular,Pvalb,density,11,11,0.32199600913332144,0.21043619516473067,-0.6136599369984032,-0.055707412454970504,0.41061721484392605,0.8125630816587377
Neuronal,Vascular,Sncg,density,12,11,0.2520564172525677,0.2209485309491236,-0.19003634635445865,-0.003540904886837712,0.9551804468944597,0.9776025231126395
Neuronal,Vascular,Sst,density,12,11,0.5158297258505334,0.3616635857972764,-0.5122465669375522,-0.07011058363008409,0.33024246949241626,0.7499256078056952
Neuronal,Vascular,Vip,density,12,11,0.45966911433580776,0.3460929221742368,-0.409436295421984,-0.03340602058627933,0.5334677703827335,0.8490718088950209
Non-neuronal,L1,Astrocyte,proportion,12,12,0.4990356354089065,0.5039066501994777,0.014013656094810567,0.014882016867236402,0.84881389870124,0.9025362973532173
Non-neuronal,L1,Endothelial,proportion,12,12,0.1603806185792601,0.1566794582139385,-0.03368376314484826,-0.02342484072556017,0.6992933417270752,0.8391520100724903
Non-neuronal,L1,Microglia-PVM,proportion,12,12,0.12480933272619349,0.13118638009314817,0.07189212861865578,0.062000906640753195,0.5919899851224478,0.7497360206286312
Non-neuronal,L1,OPC,proportion,12,12,0.062182655359719397,0.05861874555020988,-0.08515013032117888,-0.05536144275702459,0.5281862550601691,0.7385952242440145
Non-neuronal,L1,Oligodendrocyte,proportion,12,12,0.10317940466496778,0.08855719155603332,-0.22047365213346645,-0.22933054614018206,0.03235872926694695,0.4439145602620684
Non-neuronal,L1,VLMC,proportion,12,12,0.050412353260952725,0.0610515743871926,0.27625119838095663,0.18678748834616743,0.2655494683070482,0.6373187239369156
Non-neuronal,L2/3,Astrocyte,proportion,12,12,0.29445287026141137,0.32686583232137134,0.15066184167289,0.14036178100284646,0.016530028978429027,0.4439145602620684
Non-neuronal,L2/3,Endothelial,proportion,12,12,0.30267460008989955,0.2805388438713095,-0.10956706926122088,-0.09694413940175714,0.1108702661997773,0.4439145602620684
Non-neuronal,L2/3,Microglia-PVM,proportion,12,12,0.13178839918473997,0.13050657176623734,-0.01410092443094234,0.028086629871380997,0.8140481881528318,0.8880525688939983
Non-neuronal,L2/3,OPC,proportion,12,12,0.06597989010170362,0.0687293128826045,0.05889916127017836,0.04133070099310321,0.5715320187602493,0.7385952242440145
Non-neuronal,L2/3,Oligodendrocyte,proportion,12,12,0.1325167945738752,0.09651459783758508,-0.45735614015792025,-0.4844482405550287,0.0018868946956576728,0.07924957721762227
Non-neuronal,L2/3,VLMC,proportion,12,12,0.07258744578837033,0.0968448413208922,0.41595515071131234,0.30320162735469713,0.06846100725203041,0.4439145602620684
Non-neuronal,L4,Astrocyte,proportion,12,12,0.23368962684784722,0.26233088879004496,0.16679399490078214,0.13550758246785105,0.07864394830580287,0.4439145602620684
Non-neuronal,L4,Endothelial,proportion,12,12,0.2772280511535466,0.270722441707316,-0.03425875746652141,-0.027450430751484733,0.6413236969223455,0.7922233903158385
Non-neuronal,L4,Microglia-PVM,proportion,12,12,0.10896977507239482,0.10768761067181899,-0.01707575128934887,0.026075739117993935,0.799663056260178,0.8880525688939983
Non-neuronal,L4,OPC,proportion,12,12,0.055549403581945093,0.06022505108791141,0.1165922903849388,0.07419713905599501,0.33744223578796045,0.7041218755278382
Non-neuronal,L4,Oligodendrocyte,proportion,12,12,0.26786513570428405,0.22246684356941804,-0.26791648475020036,-0.3170984865051934,0.03207946649594793,0.4439145602620684
Non-neuronal,L4,VLMC,proportion,12,12,0.05669800763998223,0.07656716417349052,0.43342778508621255,0.2941544222602929,0.08950813893365597,0.4439145602620684
Non-neuronal,L5,Astrocyte,proportion,12,12,0.2102873094626364,0.2441144846668382,0.21519611263910404,0.17649339781186568,0.04577206783066983,0.4439145602620684
Non-neuronal,L5,Endothelial,proportion,12,12,0.22874999495633264,0.21909828001304776,-0.0621935528014345,-0.045645372327776074,0.36393768650111064,0.7041218755278382
Non-neuronal,L5,Microglia-PVM,proportion,12,12,0.09741928983299648,0.10018454451403234,0.0403805895274053,0.0695647953492255,0.4317296985701295,0.7041218755278382
Non-neuronal,L5,OPC,proportion,12,12,0.05293109587771014,0.058801411767228196,0.1517352696138163,0.11910211791338537,0.1611008104926756,0.5412987232553901
Non-neuronal,L5,Oligodendrocyte,proportion,12,12,0.36724808733132525,0.32374500412023516,-0.18189704710219215,-0.24348658554116684,0.07740032161891859,0.4439145602620684
Non-neuronal,L5,VLMC,proportion,12,12,0.04336422253899914,0.05405627491861836,0.3179568532628314,0.20597877202254378,0.12154803435747112,0.4439145602620684
Non-neuronal,L6,Astrocyte,proportion,12,12,0.17488452148767997,0.1964232505376935,0.16756310473258546,0.13033449711335604,0.111077352159512,0.4439145602620684
Non-neuronal,L6,Endothelial,proportion,12,12,0.17337005925113566,0.16496189781993886,-0.07172193326709854,-0.05419619912143231,0.3776541515609702,0.7041218755278382
Non-neuronal,L6,Microglia-PVM,proportion,12,12,0.1007533389314269,0.10403070896797299,0.04618181239857071,0.07158178558893652,0.46545919600265623,0.7041218755278382
Non-neuronal,L6,OPC,proportion,12,12,0.049084158621541,0.05305770463374981,0.11230477796035562,0.08401269478642875,0.34826083847252026,0.7041218755278382
Non-neuronal,L6,Oligodendrocyte,proportion,12,12,0.45365723125181456,0.42181655460398854,-0.10498693912492373,-0.15362735696682941,0.09013770421273513,0.4439145602620684
Non-neuronal,L6,VLMC,proportion,12,12,0.04825069045640195,0.059709883436656265,0.3074201651764369,0.19316641438807058,0.19445176869665368,0.6282287911738041
Non-neuronal,WM,Astrocyte,proportion,12,12,0.11167319356435652,0.11007671154297129,-0.02077364127237071,-0.03795517666838083,0.6768983976281729,0.8240502231995149
Non-neuronal,WM,Endothelial,proportion,12,12,0.04662450746057665,0.04379545354315775,-0.09030737512219414,-0.12651745150147597,0.23857101887200036,0.6373187239369156
Non-neuronal,WM,Microglia-PVM,proportion,12,12,0.06796580563071412,0.06665673713280745,-0.028058393794438495,0.04494597639199294,0.7971949928689004,0.8880525688939983
Non-neuronal,WM,OPC,proportion,12,12,0.036742933671300694,0.040531565239464995,0.14157906980008675,0.11142171088683134,0.1272852378326732,0.4454983324143562
Non-neuronal,WM,Oligodendrocyte,proportion,12,12,0.7164001108971392,0.7143481226521159,-0.004138247702054275,-0.006464682412410688,0.9464783310876549,0.9578816844742531
Non-neuronal,WM,VLMC,proportion,11,12,0.0224655804828139,0.02459140988948245,0.13043811096533403,0.11849419963012808,0.5980037307395035,0.7497360206286312
Non-neuronal,Vascular,Astrocyte,proportion,12,11,0.024428525476276667,0.02968788585828154,0.28130757529299855,0.34120200331028516,0.2533992124078267,0.6373187239369156
Non-neuronal,Vascular,Endothelial,proportion,12,11,0.5594293405258483,0.3919929624568686,-0.5131281676490491,-0.871717076804414,0.05377164658489019,0.4439145602620684
Non-neuronal,Vascular,Microglia-PVM,proportion,12,11,0.050155172934537744,0.046217318072550605,-0.11796496144040837,0.028795643285378564,0.9125223872873275,0.9576741183466166
Non-neuronal,Vascular,OPC,proportion,12,11,0.0122121745602762,0.011264960761360108,-0.11647782830398073,-0.10655703481127848,0.5666204877466084,0.7385952242440145
Non-neuronal,Vascular,Oligodendrocyte,proportion,12,11,0.02329404963533163,0.030729540627820382,0.3996647287129621,0.16468289614224563,0.4342123276505907,0.7041218755278382
Non-neuronal,Vascular,VLMC,proportion,12,11,0.3304807368677296,0.49010733222311875,0.5685315482021378,0.7181823793295582,0.07209811907208095,0.4439145602620684
Non-neuronal,L1,Astrocyte,density,12,12,53.876965545036484,77.92980718900174,0.5325066491722622,0.21397204321691177,0.3676775270690494,0.7041218755278382
Non-neuronal,L1,Endothelial,density,12,12,17.716743473209345,22.6284168964138,0.3530222104494897,0.1853490872713489,0.37528230190228085,0.7041218755278382
Non-neuronal,L1,Microglia-PVM,density,12,12,14.007265289358813,19.510345935815884,0.47806403997470515,0.24871473698815957,0.25629496201992213,0.6373187239369156
Non-neuronal,L1,OPC,density,12,12,7.088744721669293,8.477326258197714,0.25807913474007477,0.1440213396975883,0.48940027633443384,0.7087866071050422
Non-neuronal,L1,Oligodendrocyte,density,12,12,10.86753391676219,12.630901094425665,0.21693296717321045,0.016149101466176985,0.9348723536240782,0.9576741183466166
Non-neuronal,L1,VLMC,density,12,12,5.74754298426317,9.307710368625374,0.6954809680850333,0.34265525115024886,0.21024248307644172,0.6307274492293252
Non-neuronal,L2/3,Astrocyte,density,12,12,57.55562820318682,55.31549418676183,-0.057273368139260365,-0.026062062434801136,0.8060427453821083,0.8880525688939983
Non-neuronal,L2/3,Endothelial,density,12,12,59.879943789392605,46.95102912336608,-0.3509160863339877,-0.18675864455813262,0.05557525870387461,0.4439145602620684
Non-neuronal,L2/3,Microglia-PVM,density,12,12,26.71281284476082,21.844376230220035,-0.290269989005702,-0.09310588916308404,0.46707262899996715,0.7041218755278382
Non-neuronal,L2/3,OPC,density,12,12,12.815982177620008,11.526841204103098,-0.1529468331321583,-0.07479891422961105,0.419947020835021,0.7041218755278382
Non-neuronal,L2/3,Oligodendrocyte,density,12,12,25.591821341797843,15.522378672204525,-0.7213331708693129,-0.5269045404442265,0.0002583459805754807,0.021701062368340383
Non-neuronal,L2/3,VLMC,density,12,12,14.47168107071561,16.261262746994284,0.16820677327906278,0.14372879292568497,0.41071213480961066,0.7041218755278382
Non-neuronal,L4,Astrocyte,density,12,12,23.4556416324936,28.951918111122765,0.3037239657401297,0.21415728698579395,0.10517508628885901,0.4439145602620684
Non-neuronal,L4,Endothelial,density,12,12,28.018320881802833,30.89814503033277,0.14114972989086622,0.09967497695454663,0.5001666060213372,0.7121016085727514
Non-neuronal,L4,Microglia-PVM,density,12,12,11.096592331492701,12.159546437284801,0.13197271058779989,0.1355651973688058,0.36277668446803574,0.7041218755278382
Non-neuronal,L4,OPC,density,12,12,5.465548746940047,6.650790123660513,0.2831593937966165,0.1654437361389522,0.11872908318264014,0.4439145602620684
Non-neuronal,L4,Oligodendrocyte,density,12,12,26.65871304989157,25.243296780743197,-0.07870679701410344,-0.12179180474907958,0.4593009000775222,0.7041218755278382
Non-neuronal,L4,VLMC,density,12,12,5.899235813256595,8.225565157044242,0.4795867261250255,0.3355871057342286,0.049059215999949495,0.4439145602620684
Non-neuronal,L5,Astrocyte,density,12,12,34.37916938298042,39.88537616256833,0.21432519512616108,0.11632593494363463,0.44829613208550295,0.7041218755278382
Non-neuronal,L5,Endothelial,density,12,12,38.19317041830362,36.553253846925834,-0.06331484744547855,-0.048264930602921696,0.7855046094288389,0.8880525688939983
Non-neuronal,L5,Microglia-PVM,density,12,12,16.60585590762937,16.71769964188196,0.009684261116953346,0.04247362079511724,0.8351793863944678,0.8994239545786575
Non-neuronal,L5,OPC,density,12,12,8.642684977119032,9.486909536259047,0.13445861377085153,0.08497815942459297,0.56872519469919,0.7385952242440145
Non-neuronal,L5,Oligodendrocyte,density,12,12,62.55171624328717,57.52239810976618,-0.12092564541920044,-0.1830770090433279,0.4469920741058673,0.7041218755278382
Non-neuronal,L5,VLMC,density,12,12,6.994710514956689,8.269590655762528,0.24155156700110816,0.1544469363884891,0.24376313809501876,0.6373187239369156
Non-neuronal,L6,Astrocyte,density,12,12,43.419726830279416,51.59833769042809,0.2489739385955601,0.21321851111153045,0.38823492980880925,0.7041218755278382
Non-neuronal,L6,Endothelial,density,12,12,43.617687562607415,44.77748184715471,0.03786011156186964,0.06589053117494403,0.8101635103354389,0.8880525688939983
Non-neuronal,L6,Microglia-PVM,density,12,12,25.291236884954685,28.32193736726747,0.16328236191458,0.16514003116169507,0.5663866893111305,0.7385952242440145
Non-neuronal,L6,OPC,density,12,12,11.871186830583687,14.066114236315366,0.2447596624645885,0.1690500662507617,0.46941458368522543,0.7041218755278382
Non-neuronal,L6,Oligodendrocyte,density,12,12,113.07366796219195,117.31631836344303,0.05314070132807711,0.023168274638355135,0.9333522464868148,0.9576741183466166
Non-neuronal,L6,VLMC,density,12,12,11.629475632469903,14.905314168669689,0.3580407363953906,0.2642674936129533,0.25154438028321197,0.6373187239369156
Non-neuronal,WM,Astrocyte,density,12,12,85.15113382564482,98.79494172573936,0.21441143794039927,0.2697181283152228,0.3097805195498895,0.7032855038429924
Non-neuronal,WM,Endothelial,density,12,12,35.02907656630064,38.101590578515676,0.12129826889528837,0.174367139981341,0.4881252690628127,0.7087866071050422
Non-neuronal,WM,Microglia-PVM,density,12,12,51.68121667109887,60.143108185984296,0.21875939395001764,0.3345838417068967,0.2860446882604396,0.6674376059410257
Non-neuronal,WM,OPC,density,12,12,26.400636733045122,38.424913421958216,0.5414692842174718,0.39984884668195236,0.1174501182649523,0.4439145602620684
Non-neuronal,WM,Oligodendrocyte,density,12,12,527.3283385786355,674.3912369800358,0.35488426095878045,0.3063133798095371,0.2630792106954636,0.6373187239369156
Non-neuronal,WM,VLMC,density,11,12,15.534249893814616,24.70461791804976,0.6693281638495812,0.44997637958512715,0.20368215926778674,0.6307274492293252
Non-neuronal,Vascular,Astrocyte,density,12,11,4.473555563327345,4.138683543460656,-0.11224999547253246,0.0020864792773074986,0.9907994379409504,0.9907994379409504
Non-neuronal,Vascular,Endothelial,density,12,11,95.70838153983915,64.85905124068566,-0.5613373522475972,-0.768911425957181,0.025085838289999496,0.4439145602620684
Non-neuronal,Vascular,Microglia-PVM,density,12,11,9.228825061244128,7.186208660994342,-0.36091616090176404,-0.1966228857996956,0.4336385280488681,0.7041218755278382
Non-neuronal,Vascular,OPC,density,12,11,2.181837455999037,1.6566590184729009,-0.39726693611283326,-0.1817964238930469,0.11578147381285006,0.4439145602620684
Non-neuronal,Vascular,Oligodendrocyte,density,12,11,4.150185022327489,3.9782963724360414,-0.06102489860318377,-0.0660438815543079,0.536856075771022,0.7385952242440145
Non-neuronal,Vascular,VLMC,density,12,11,59.43175838155475,73.3547355419899,0.3036560386119696,0.100004663378476,0.7211613581073637,0.8532049870565993
