pool,subclass,depth_bin,n_ctrl,n_scz,ctrl_mean,scz_mean,log2fc,coef,se,tstat,pval,fdr
Neuronal,L4 IT,0.4583333333333333,12,12,0.14614649969958593,0.17636724029522657,0.271167333243335,0.3174129654388129,0.15531653132602996,2.043652164575586,0.055103857251353194,0.4142905371945691
Neuronal,L4 IT,0.5416666666666666,12,12,0.30360978553517703,0.31892334872318073,0.07099143224522052,0.08178871751269218,0.09818381558187306,0.8330162871343147,0.41518470628813803,0.7505057136003238
Neuronal,L4 IT,0.625,12,12,0.16319443137430323,0.1516977452285865,-0.10539218744547606,-0.09749590894783958,0.07446174992900341,-1.309342166156428,0.20603221483518624,0.5933727787253364
Neuronal,L4 IT,0.7083333333333333,12,12,0.09904493590363296,0.08394300654931929,-0.23867307652456166,-0.18582811058662474,0.1290191297758783,-1.440314400736003,0.16605419145166758,0.5722106588504119
Neuronal,L4 IT,0.7916666666666666,12,12,0.042356812847084285,0.04109371473967114,-0.043676285937834625,-0.031291142779797165,0.16577904434248578,-0.1887521001457353,0.8522886538975432,0.9401303223657606
Neuronal,L4 IT,0.875,12,12,0.022701501027092577,0.026411507570193827,0.2183789610511582,0.18963717526956647,0.2062729294252537,0.9193507640481954,0.3694371619766428,0.7357418518172038
Neuronal,L4 IT,0.9583333333333333,11,12,0.007675928361831319,0.008147348619641193,0.08598939431267207,0.9976985630542241,1.4023622933279178,0.7114413784519303,0.48592930414116176,0.7717700712830216
Neuronal,L5 ET,0.041666666666666664,12,11,0.0,0.0,,1.1102230246251565e-15,3.379029047939581e-15,0.32856273470100333,0.7462778052916658,0.9161259185409056
Neuronal,L5 ET,0.125,12,12,0.0,0.0,,-2.220446049250313e-15,5.686586932417123e-15,-0.39047078249914263,0.700531803921236,0.9161259185409056
Neuronal,L5 ET,0.20833333333333331,12,12,0.00013747444445354803,0.00024714352793225636,0.8461856698639817,0.8689751569933473,1.137328213347191,0.7640495916617838,0.45422224646663717,0.7505057136003238
