gene,frac_detected,mean_raw_counts,max_raw_counts,n_cells_detected,in_v1
SEMA4D,0.5008431324055129,1.0340625491827236,32,22276,False
PLEKHB2,0.5000337252962205,0.8702250601434449,19,22240,False
CDKL1,0.49978640645727007,1.1060323313173102,23,22229,False
RHBDD2,0.49893203228635025,0.8807473525642467,14,22191,False
AGO1,0.49886458169390924,0.8431998561054028,14,22188,False
SHFL,0.49886458169390924,0.8933156462890932,14,22188,False
RPS6KA5,0.49884209816309555,1.1555635496998449,34,22187,False
HIPK2,0.49881961463228186,0.9799222069833847,22,22186,False
KLHDC2,0.4981675922386852,0.8157474649819008,8,22157,False
TSPOAP1,0.4981675922386852,0.9002180902488927,19,22157,False
RO60,0.4980551745846168,0.818602873395238,11,22152,False
KRAS,0.49796524046136204,0.863637385615037,10,22148,False
ZC3H7A,0.49681858038986443,0.7968612990984104,10,22097,False
P4HA1,0.49670616273579604,0.9257144141916046,16,22092,False
ACVR1B,0.496638712143355,0.8647840456865347,12,22089,False
PCDH17,0.4964813274276592,1.5700474402500169,39,22082,False
SPATA5,0.4958517885648762,0.9636216471434674,17,22054,False
RIPOR1,0.4941655237538503,0.8594104818220654,11,21979,False
FAF2,0.4941430402230366,0.8150729590574904,11,21978,False
SMARCA1,0.4938732378532725,0.8436944937833037,12,21966,False
ZBTB1,0.49232187422712864,0.834925916765969,13,21897,False
HSPA4,0.49077051060098476,0.8208961935382333,13,21828,False
HDAC5,0.49005103761494706,0.8100141646244127,12,21796,False
TPPP,0.48996110349169236,0.8834228927310744,14,21792,False
USP7,0.4899386199608787,0.788834678597927,11,21791,False
MPPED2,0.48906176225914516,1.8569597769633743,111,21752,False
MLXIP,0.48899431166670415,0.8376239404636104,16,21749,False
CDK5RAP1,0.48899431166670415,0.8701126424893766,13,21749,False
CORO1C,0.4889268610742631,0.8239764372597073,14,21746,False
SCG2,0.48782516806439286,1.723070350967916,78,21697,False
FNTA,0.4876228162870697,0.7773231108213233,9,21688,False
CDC123,0.48744294804056026,0.8215931829934573,13,21680,False
SLC25A4,0.4871281786091688,0.864334375070261,12,21666,False
UNC5A,0.4871281786091688,1.0491939654203295,16,21666,False
PCID2,0.4870832115475414,0.8057422937698137,10,21664,False
WASHC4,0.48706072801672773,0.779728848618387,11,21663,False
NVL,0.4866110574004542,0.834498729680509,12,21643,False
EIF3A,0.4865436068080131,0.7889021291903681,12,21640,False
PLEKHM2,0.48620635384580796,0.8060345796703915,16,21625,False
ADIPOR2,0.48575668322953436,0.8329473660543651,14,21605,False
MDM2,0.48568923263709335,0.7728713717202149,10,21602,False
CBX5,0.48532949614407445,0.7795714639026913,10,21586,False
FLYWCH1,0.48461002315803675,0.7894867009915237,10,21554,False
ADAM9,0.4844076713807136,0.8433797243519122,19,21545,False
SPIN3,0.4843177372574589,0.8212784135620658,9,21541,False
HMGCR,0.4843177372574589,0.9162488477190458,17,21541,False
SLC30A7,0.48395800076444007,0.8385232816961575,12,21525,False
FNDC3B,0.4838006160487443,1.0745329046473457,25,21518,False
IPO11,0.4837781325179306,0.9235559952334915,18,21517,False
VSTM2L,0.48362074780223485,0.9421948422780313,17,21510,False
CREG1,0.483261011309216,0.8081030645052499,11,21494,False
MAN1A1,0.48200193358364996,2.2296243002001033,53,21438,False
WDR12,0.4818670323987679,0.7987948827483868,13,21432,False
SYTL2,0.4817321312138858,1.5590979607437552,38,21426,False
SASH1,0.481439845313308,1.5000562088270342,53,21413,False
PANK2,0.4810351417586618,0.7796389144951323,10,21395,False
MTCH2,0.48076533938889765,0.7880027879578209,11,21383,False
SAFB,0.4806978887964566,0.7503428738449086,12,21380,False
ERCC5,0.47988848168716414,0.7964565955437642,10,21344,False
PARD3,0.47957371225577267,1.8826584526834094,104,21330,False
SCARB1,0.4790790745778717,0.8403444476920655,16,21308,False
BCL11B,0.47820221687613823,1.8688985318254379,65,21269,False
NRSN2,0.47804483216044247,0.7674978078557456,9,21262,False
NUCB2,0.4777750297906783,0.8198844346516176,11,21250,False
CYCS,0.476605886188367,0.9476583402657554,19,21198,False
CDK6,0.4762911167569755,1.4682420127256783,53,21184,False
BRI3BP,0.4761786991029071,0.7752995930480923,11,21179,False
RAB5A,0.47595386379477034,0.769363940913281,10,21169,False
HES4,0.47584144614070195,0.9745486431189154,16,21164,False
RARB,0.4757515120174472,1.9104480967691166,59,21160,False
SATB1,0.4755941273017515,1.0729590574903882,22,21153,False
TMEM192,0.47467230253839066,0.8662679587202374,21,21112,False
GDA,0.47467230253839066,1.5935652134811251,31,21112,False
SLC35G2,0.47433504957618544,0.7626863322616184,11,21097,False
ABCC1,0.47422263192211705,0.860489691301122,15,21092,False
KLHL8,0.474155181329676,0.8943049216448952,18,21089,False
STX1A,0.47413269779886236,1.1525957236324393,19,21088,False
KDM5D,0.47370551071340244,0.8714391708073836,13,21069,False
NBN,0.47307597185061945,0.8398498100141646,12,21041,False
PRXL2A,0.47307597185061945,0.8463250668885042,16,21041,False
P2RX7,0.4730085212581784,1.114306270656744,29,21038,False
DDB1,0.4730085212581784,0.75151201744722,9,21038,False
VSTM2B,0.4728736200732963,0.9883535310385143,38,21032,False
IQGAP1,0.47228904827214063,0.9682532544910852,23,21006,False
DNAH7,0.47204172943319017,1.3447399779661398,39,20995,False
NUMA1,0.4716819929401713,0.7228455156597792,11,20979,False
RIPK1,0.47152460822447556,0.7858218854688941,13,20972,False
XIAP,0.4714121905704072,0.7725116352271961,11,20967,False
DTNBP1,0.4713672235087798,0.8766103828945297,15,20965,False
IFNAR1,0.47094003642331994,0.7482743890100502,9,20946,False
IGF2R,0.4708276187692515,0.8286305281381389,25,20941,False
ITPRID2,0.4707601681768105,0.8472244081210514,13,20938,False
SYNPO2,0.4706477505227421,1.9647233401533377,95,20933,False
SEMA4B,0.4706252669919284,0.755221800031477,11,20932,False
CRK,0.4691413539582256,0.7862265890235403,12,20866,False
NOL4L,0.46887155158846144,0.8832205409537514,21,20854,False
CD2AP,0.4686017492186973,0.7967039143827147,13,20842,False
RHOA,0.46844436450300153,0.7447219911414888,11,20835,False
MVD,0.4681745621332374,0.8561278863232682,16,20823,False
SMAD1,0.4672977044315039,0.9044899611034917,21,20784,False
PARP11,0.46709535265418084,0.8248532949614408,19,20775,False
GRM3,0.4668930008768577,3.1833981608471795,94,20766,False
E2F3,0.46653326438383885,1.0379522000134902,23,20750,False
ABCD3,0.4662859455448884,0.75346808462801,14,20739,False
SAMD5,0.4662184949524473,2.423387368752389,58,20736,True
GPR162,0.4657688243361737,0.7389886907840008,10,20716,False
PPP2R1A,0.4657013737437327,0.747240146592621,12,20713,False
EDRF1,0.46556647255885064,0.7821570699462643,16,20707,False
OGFR,0.46511680194257704,0.7609101333273377,13,20687,False
PPP4R4,0.46489196663444027,1.2588079231962588,28,20677,False
ARNTL,0.4646446477954898,0.9541111136092812,21,20666,False
IRS2,0.4636553724396879,0.8399172606066057,17,20622,False
SEL1L,0.46352047125480583,0.7191357330755221,10,20616,False
MEST,0.4630033500460912,0.8285405940148841,13,20593,False
ZC4H2,0.46257616296063137,0.88009533017065,14,20574,False
PPARGC1A,0.4624637453065629,1.3812532320075546,51,20569,False
GAB1,0.46223890999842615,1.815657530858646,48,20559,False
SDHB,0.46221642646761246,0.7451491782269487,9,20558,False
PRKRA,0.4619466240978483,0.7251613193335882,9,20546,False
NEK4,0.4619241405670346,0.7313892573689772,10,20545,False
MOB4,0.46169930525889785,0.7060728016727746,9,20535,False
GHR,0.46127211817343794,2.130067225757133,67,20516,False
MAP1LC3B,0.46118218405018324,0.7779301661532927,13,20512,False
MXD1,0.4609123816804191,0.7542999752681161,13,20500,False
PFKFB3,0.4607999640263507,0.9431616341030196,27,20495,False
RBM27,0.4604851945949592,0.7280392112777391,9,20481,False
PLAGL1,0.46041774400251817,1.1151831283584774,42,20478,False
TBC1D30,0.4603727769408908,0.8400521617914878,16,20476,False
PARM1,0.45945095217752996,1.2945342536591946,36,20435,False
SEPTIN6,0.4592036333385795,0.8315533871439171,16,20424,False
DHDDS,0.4591586662769521,0.796748881444342,16,20422,False
GRIK3,0.4591136992153248,2.40481597230029,62,20420,False
PGK1,0.45895631449962904,0.7532432493198732,12,20413,False
ZNF512,0.45884389684556065,0.7088382759628572,8,20408,False
DNAJA1,0.4587539627223059,0.7873282820334105,18,20404,False
CDK10,0.45859657800661013,0.7513321492007105,10,20397,False
ANAPC1,0.4582368415135913,0.7283539807091306,10,20381,False
METTL16,0.45787710502057244,0.7262180452818311,11,20365,False
UBE2L3,0.45774220383569036,0.7305798502596847,11,20359,False
ILF3,0.4575623355891809,0.6797895541515839,8,20351,False
CNTNAP1,0.45706769791128,0.7457337500281044,10,20329,False
VAPB,0.4570452143804663,0.7308271690986352,13,20328,False
KAT2A,0.456505609640938,0.7457337500281044,9,20304,False
AP2A1,0.45619084020954653,0.7348742046450975,12,20290,False
HS3ST5,0.4557861366549003,2.183375677316366,107,20272,False
HEATR5A,0.4554264001618814,0.7506126762146728,11,20256,False
WWC1,0.45517908132293095,1.0196506059311554,24,20245,False
GAD2,0.4549317624839805,2.5181554511320456,130,20234,True
SNX30,0.4548193448299121,0.8195921487510399,27,20229,False
FOXG1,0.4547968612990984,0.7808755086898846,12,20228,False
TEFM,0.45461699305258896,0.6985408188501923,8,20220,False
AFF1,0.4536052341659734,1.1486161386784182,27,20175,False
EPHB2,0.45335791532702296,0.8660431234121007,16,20164,False
API5,0.4533129482653956,0.7081188029768195,11,20162,False
BACE1,0.4531555635496998,0.7070845605593903,11,20155,False
ALK,0.4526159588101715,2.354610247993345,125,20131,True
PDCD10,0.45218877172471167,0.7731636576207928,14,20112,False
LGR4,0.4520988376014569,0.8813094408345886,17,20108,False
AP1B1,0.45196393641657484,0.698698203565888,10,20102,False
KCNH3,0.4516941340468107,1.0666187018009308,18,20090,False
LGMN,0.451536749331115,0.7683296984958518,18,20083,False
COQ8A,0.4513793646154192,0.725521055826607,11,20076,False
GRIK4,0.45119949636890977,1.741282010926996,69,20068,False
ZFAND5,0.451042111653214,0.7343570834363828,15,20061,False
DNAH14,0.4506374080985678,1.5990062279380355,53,20043,False
FGF9,0.4506374080985678,0.7775029790678328,10,20043,False
LRRK2,0.4505474739753131,0.9868471344739977,22,20039,True
CTTNBP2NL,0.4503900892596173,0.786249072554354,14,20032,False
SLC25A13,0.45034512219799,0.8224025901027497,16,20030,False
THRA,0.45016525395148055,0.693864244440947,9,20022,False
DDX19A,0.45012028688985317,0.7149987634058053,9,20020,False
RAD52,0.44953571508869755,0.7041841850844257,12,19994,False
MXRA7,0.4492434291881197,0.6996649953908762,10,19981,False
KCNH5,0.4489511432875419,2.484969759651056,90,19968,True
SDAD1,0.4488387256334735,0.7259707264428806,9,19963,False
FDPS,0.4486813409177777,0.7183937765586708,11,19956,False
GTPBP10,0.44793938440092634,0.6949884209816309,11,19923,False
AP3M2,0.4475346808462801,0.7013962272635295,9,19905,False
UTRN,0.4474222631922117,2.100703734514468,101,19900,False
ATPSCKMT,0.44728736200732966,0.7127504103244373,9,19894,False
USP53,0.4460507678125773,0.7872158643793421,39,19839,False
PCCB,0.44481417361782494,0.6925601996537536,9,19784,False
SYNGR3,0.44416215122422825,0.7028801402972322,11,19755,False
PYGB,0.4439373159160915,0.7006542707466781,11,19745,False
MZF1,0.4434876452998179,0.698068664703105,11,19725,False
CCT8,0.44310542527598534,0.7076016817681049,10,19708,False
PSMD4,0.44288058996784857,0.7011938754862064,9,19698,False
PPP1R7,0.4422960181666929,0.7542999752681161,11,19672,False
AP3D1,0.4418463475504193,0.6689524922993907,11,19652,False
ILDR2,0.4416889628347236,1.2760527913303505,35,19645,False
LDHA,0.4416215122422825,0.8268318456730445,27,19642,False
HEXB,0.4415315781190278,0.7261955617510174,17,19638,False
MEGF8,0.44128425928007736,0.6685028216831171,10,19627,False
NCK1,0.4412617757492637,0.6863997122108055,13,19626,False
ELOB,0.4411268745643816,0.7098050677878454,14,19620,False
SUPV3L1,0.44105942397194053,0.6841063920678103,9,19617,False
SSB,0.44031746745508915,0.684128875598624,8,19584,False
TXNRD1,0.44029498392427546,0.7233401533376802,12,19583,False
STAT2,0.4396429615306788,0.6680756345976572,8,19554,False
EFNB2,0.4395979944690514,0.8823886503136452,28,19552,False
ANK1,0.43928322503765993,1.5682262742541089,42,19538,True
DOK5,0.4389684556062684,1.0650448546439732,29,19524,False
ZFHX3,0.4388785214830137,1.8528677743552848,143,19520,False
RAD18,0.43883355442138633,0.9447354812599771,19,19518,False
PPP2R3C,0.4385412685208085,0.6876587899363716,11,19505,False
SRSF1,0.43838388380511273,0.6255817613598039,10,19498,False
ADCYAP1R1,0.43824898262023065,0.8115205611889291,22,19492,False
SHANK3,0.4376868943498887,0.7070620770285766,15,19467,False
CCDC102B,0.4371697731411741,1.0092632146952358,23,19444,False
POLR2B,0.4371472896103604,0.6625222024866785,10,19443,False
GNS,0.4368325201789689,0.673134429030735,9,19429,False
MAD1L1,0.4365177507475774,0.6983609506036828,16,19415,False
SNX19,0.43638284956269535,0.665782314454662,10,19409,False
SLITRK4,0.4362929154394406,0.7883625244508398,17,19405,False
SLC39A9,0.4362704319086269,0.6837691391056051,11,19404,False
TNFRSF21,0.4362479483778133,0.7762663848730804,17,19403,False
DLD,0.43591069541560806,0.6760797715673269,9,19388,False
FXYD7,0.43528115655282507,1.0196955729927828,18,19360,False
HADHB,0.43498887065224723,0.6915709242979518,14,19347,False
RETREG3,0.43483148593655147,0.6693347123232233,13,19340,False
PTPN13,0.43474155181329677,1.413719450502507,38,19336,False
TPCN1,0.4345392000359736,0.7043190862693077,13,19327,False
SCAF4,0.43431436472783685,0.6644108190750275,10,19317,False
PPFIA3,0.4341569800121411,0.6734716819929402,11,19310,False
EIF2AK3,0.4339771117656317,0.7460934865211233,18,19302,False
IL6ST,0.4339771117656317,0.7396631967084111,14,19302,False
MCTS1,0.43388717764237694,0.6699867347168199,9,19298,False
DNAJB2,0.4324707152011152,0.63118016053241,7,19235,False
SCPEP1,0.4323133304854194,0.9436337882501068,17,19228,False
EIF4A1,0.43109921982148075,0.6571711221530229,10,19174,False
WWP2,0.43100928569822605,0.6905816489421499,12,19170,False
ATF1,0.43091935157497135,0.6942914315264069,18,19166,False
NPAT,0.4307394833284619,0.6631967084110889,9,19158,False
PGBD1,0.43058209861276614,0.7030824920745554,13,19151,False
NPY1R,0.42981765856510107,1.1440294983924275,31,19117,True
B4GAT1,0.4297726915034737,0.7569080648425028,18,19115,False
RSBN1,0.4294579220720822,0.6518874924118083,10,19101,False
ELAVL1,0.4290082514558086,0.6477505227420914,13,19081,False
NTN4,0.4285810643703487,1.05225172561099,26,19062,False
NPC1,0.4276592396069879,0.6633765766575983,10,19021,False
DPM1,0.4275693054837332,0.6565640668210536,10,19017,False
URB1,0.42716460192908695,0.6589023540256762,11,18999,False
PRRT2,0.4268723160285091,0.6557321761809475,9,18986,False
SPAG1,0.4264900960046766,0.6967871034467252,10,18969,False
CDC37,0.4264900960046766,0.693796793848506,9,18969,False
RFTN1,0.4262652606965398,1.6408480787822919,61,18959,True
MCM3AP,0.42613035951165773,0.6226589023540257,9,18953,False
TSC2,0.42608539245003035,0.6341479865998156,11,18951,False
SEPTIN9,0.42608539245003035,0.7915776693571959,23,18951,False
GAS6,0.42511860062504214,0.642107156507858,10,18908,False
DDI2,0.42509611709422845,0.6783730917103222,11,18907,False
BAIAP2,0.42493873237853275,1.0866964948175462,24,18900,False
CASP8AP2,0.4248263147244643,0.6594419587652045,10,18895,False
PTDSS1,0.4237920723070351,0.6673786451424332,10,18849,False
SRFBP1,0.4234773028756436,0.6593070575803224,10,18835,False
CCT2,0.4230051487285563,0.6362389549654878,10,18814,False
SLC25A40,0.4229152146053016,0.6593070575803224,12,18810,False
CBX3,0.4224880275198417,0.6297636980911482,9,18791,False
LIFR,0.422398093396587,0.7755019448254153,21,18787,False
GLRA2,0.4221058074960092,1.0538030892371337,37,18774,False
ZFX,0.4218809721878724,0.6670863592418553,12,18764,False
POMT1,0.4214313015715988,0.6280549497493086,10,18744,False
ITGA3,0.4211165321402073,0.66522022618432,10,18730,False
DLEU1,0.4210265980169526,0.9089417002046001,49,18726,False
ULK1,0.4208692133012568,0.6507633158711243,11,18719,False
AHR,0.42073431211637474,0.8381635452031387,35,18713,False
ADGRB2,0.42073431211637474,0.8194797310969715,15,18713,False
FDFT1,0.42050947680823797,0.708433572408211,15,18703,False
LAMP1,0.4204869932774243,0.604919396542033,8,18702,False
SMARCAL1,0.4203970591541696,0.6713582300964543,10,18698,False
TOLLIP,0.4203970591541696,0.7288711019178452,23,18698,False
CTBP2,0.4201497403152191,0.9657800661015806,29,18687,False
RGS4,0.4198349708838276,1.071160375025294,28,18673,False
IFRD1,0.41947523439080875,0.6758099691975628,11,18657,False
RERG,0.41913798142860353,1.4690739033657845,44,18642,False
MPZL1,0.4190705308361625,0.6872540863817254,14,18639,False
RILPL1,0.4186658272815163,0.7371225577264654,15,18621,False
GSR,0.4182611237268701,0.6350248443015492,11,18603,False
TARDBP,0.4181487060728017,0.6024686916833419,9,18598,False
MEIS3,0.41805877194954694,1.0229332014299526,23,18594,False
APH1B,0.4180138048879196,0.6385772421701104,12,18592,False
BNIP3,0.4177889695797828,0.7073093958675271,16,18582,False
EPDR1,0.4171594307169998,0.7236324392382579,14,18554,False
DNAJC9,0.41691211187804933,0.6556422420576927,12,18543,False
CHD3,0.4167322436315399,0.6601839152820559,12,18535,False
PTPRZ1,0.41668727656991256,1.5925984216561369,52,18533,True
ST6GAL1,0.4165523753850305,1.1979899723452572,37,18527,False
NT5DC3,0.4164849247925894,0.8010657193605684,19,18524,False
CTCF,0.41612518829957057,0.6574858915844144,13,18508,False
PITHD1,0.41518088000539605,0.6591721563954404,17,18466,False
FLCN,0.41464127526586775,0.6812509836544731,12,18442,False
PTPDC1,0.4142365717112215,0.7311869055916541,16,18424,False
ADAMTSL3,0.41398925287227106,1.2598871326753154,92,18413,False
NFE2L2,0.41392180227983,0.6633316095959709,12,18410,False
TWSG1,0.41351709872518383,0.6745508914719968,14,18392,False
SLC5A3,0.4131798457629786,0.6430739483328461,10,18377,False
PTPRF,0.41304494457809654,0.7728938552510286,23,18371,False
HDAC2,0.41282010926995977,0.612901049980889,9,18361,False
SMC3,0.41252782336938193,0.5982193043595566,9,18348,False
TKT,0.41189828450659893,0.6303257863614902,9,18320,False
MLXIPL,0.4117184162600895,0.7303100478899206,13,18312,False
USP36,0.41153854801358003,0.6026260763990378,11,18304,False
PINK1,0.4114935809519527,0.6339231512916789,13,18302,False
PRKAG1,0.4110214268048654,0.634327854846325,13,18281,False
PCDH11Y,0.4110214268048654,3.4702655304989096,95,18281,False
SF3B3,0.41081907502754234,0.6003327562560424,9,18272,False
TADA2A,0.4107291409042876,0.6455021696607235,12,18268,False
UBA1,0.4103244373496414,0.5846392517480945,7,18250,False
TOX4,0.4099197337949952,0.5929131910875284,8,18232,False
ADGRA1,0.4098972502641815,0.6654225779616431,11,18231,False
RCOR1,0.4093351619938395,0.7543674258605572,19,18206,False
STK40,0.409020392562448,0.667805832227893,16,18192,False
ALG9,0.40861568900780176,0.6090338826809362,8,18174,False
TMBIM4,0.40861568900780176,0.588528902578861,7,18174,False
KCNK12,0.40861568900780176,0.6517076241652989,11,18174,False
UBAP2L,0.40859320547698813,0.6172853384895564,11,18173,False
YJEFN3,0.4079636666142051,0.7988398498100142,84,18145,False
SLC43A2,0.40726667715898107,0.6429840142095915,18,18114,False
ELOC,0.4071092924432853,0.6246149695348158,8,18107,False
RHBDD1,0.40704184185084424,0.6855678215706995,13,18104,False
XPO5,0.40690694066596217,0.6068979472536367,8,18098,False
RSPRY1,0.4067045888886391,0.5897654967736133,8,18089,False
XPNPEP3,0.4066596218270117,0.620253164556962,12,18087,False
POMGNT1,0.40638981945724756,0.5805247656091913,9,18075,False
COMT,0.40587269824853295,0.5997706679857004,9,18052,False
LAMP2,0.40582773118690557,0.6062009577984127,12,18050,False
SORCS2,0.405378060570632,1.2894754592261168,93,18030,False
ERCC6,0.40524315938574995,0.6426017941857589,12,18024,False
ABCD4,0.4051532252624952,0.5833352069609011,9,18020,False
MPP7,0.4046585875845943,1.1416687276569912,35,17998,False
CTSL,0.40375924635204713,0.616543381972705,11,17958,False
SWT1,0.403489443982283,0.6494817546147447,12,17946,False
SATB2,0.40319715808170514,4.170649998875824,175,17933,False
RANGAP1,0.40315219102007777,0.622703869415653,12,17931,False
TECPR1,0.40312970748926413,0.6146322818535422,8,17930,False
RRP1B,0.40310722395845044,0.5859882635969152,8,17929,False
ALDH3A2,0.4030397733660094,0.6828473143422443,13,17926,False
APMAP,0.4023203003799717,0.5931155428648515,10,17894,False
NIPSNAP1,0.4021629156642759,0.6092812015198866,8,17887,False
NEPRO,0.4020729815410212,0.6111923016390494,9,17883,False
ARHGEF2,0.40202801447939385,0.6837466555747914,13,17881,False
GIGYF1,0.40193808035613915,0.5785686984284012,9,17877,False
NFE2L1,0.4013085414933561,0.582368415135913,8,17849,False
PRCP,0.40085887087708255,0.6593070575803224,13,17829,False
HEATR3,0.40038671672999526,0.6222991658610069,11,17808,False
EPHA3,0.39915012253524296,2.147784248038312,58,17753,False
ZNF592,0.39870045191896936,0.5889785731951346,11,17733,False
DNAJC17,0.39829574836432313,0.5724756615778942,9,17715,False
CAMK1,0.39775614362479483,0.6388695280706882,10,17691,False
RABL2B,0.39773366009398115,0.5903275850439553,10,17690,False
SLC3A2,0.39766620950154014,0.5812892056568564,9,17687,False
DDX25,0.39654203296085616,0.5783888301818918,8,17637,False
NF2,0.3961598129370236,0.615284304247139,11,17620,False
CENPV,0.3958900105672595,0.5724981451087079,8,17608,False
NAP1L3,0.39548530701261325,0.6894349888706522,41,17590,False
CCND3,0.3946084493108798,0.7429457922072082,18,17551,False
NCBP3,0.3945859657800661,0.5657530858646042,10,17550,False
TMEM9B,0.39440609753355665,0.5829754704678822,10,17542,False
GPR22,0.39438361400274297,0.6865570969265014,12,17541,False
GCLM,0.39431616341030196,0.6333160959597095,15,17538,False
SRI,0.3939564269172831,0.5912718933381298,9,17522,False
DRG1,0.3936416574858916,0.5722957933313848,8,17508,False
POU2F2,0.39334937158531375,0.7087258583087888,15,17495,False
ZCCHC8,0.3930121186231086,0.5735323875261371,9,17480,False
NBL1,0.3929446680306675,0.6540009443082941,12,17477,False
CELSR2,0.39292218449985383,0.5708118802976819,14,17476,False
DIS3,0.39269734919171706,0.5650785799401938,8,17466,False
PVT1,0.3924050632911392,1.191694583717427,43,17453,False
CA10,0.3918654585516109,4.279447804483216,141,17429,False
PGAP2,0.39164062324347415,0.5861681318434246,11,17419,False
P2RY14,0.3915956561818468,0.9024889268610743,26,17417,False
RIMS3,0.3913258538120826,0.6569462868448861,12,17405,False
PTK2B,0.3912584032196416,1.3582300964543472,39,17402,False
SCN9A,0.3912359196888279,1.0636059086718979,33,17401,False
TMEM33,0.39121343615801424,0.5717337050610428,10,17400,False
FKBP15,0.39119095262720055,0.5738021898959013,10,17399,False
EFHC1,0.39107853497313216,0.6155091395552758,13,17394,False
TRPC4,0.39103356791150484,1.3649751556984508,50,17392,False
GABRA3,0.3909211502574364,0.9107178991388808,23,17387,False
AP1M1,0.39056141376441755,0.5967129077950402,10,17371,False
SOX6,0.39056141376441755,4.980731614092677,334,17371,False
GRK5,0.3903140949254671,0.7107268925512062,19,17360,False
CFAP46,0.39015671020977133,0.7631809699395193,24,17353,False
EEF1G,0.38997684196326193,0.5709018144209367,10,17345,False
TUBB,0.3896845560626841,0.6657373473930346,22,17332,False
ZNF76,0.38930233603885156,0.5683162083773636,8,17315,False
NAT10,0.3880657418440992,0.5831778222452054,10,17260,False
CARF,0.38770600535108035,0.58369494345392,9,17244,False
MAP7D1,0.38768352182026666,0.5563999370461137,8,17243,False
PNMA1,0.3874811700429435,0.6126312476111249,12,17234,False
BCL2L1,0.3874137194505025,0.5863929671515615,10,17231,False
PDPK1,0.38714391708073836,0.5581986195112081,7,17219,False
UNC45A,0.38682914764934684,0.5808845021022101,10,17205,False
SH3GLB2,0.38671672999527845,0.5693504507947929,9,17200,False
SMARCB1,0.3866717629336511,0.5521505497223284,9,17198,False
ERCC1,0.38664927940283744,0.5819187445196393,11,17197,False
RSPO2,0.38631202644063223,1.34431279088068,50,17182,True
INA,0.38628954290981854,0.5864829012748162,11,17181,False
RMND5A,0.38615464172493646,0.5627852597971985,8,17175,False
PANX2,0.38610967466330914,0.5925759381253232,9,17173,False
RAN,0.3860197405400544,0.6116194887245093,16,17169,False
PARK7,0.38559255345459453,0.5660678552959957,14,17150,False
PRKAA1,0.3854801358005261,0.5633923151291679,9,17145,False
VDAC2,0.3853902016772714,0.584391932909144,10,17141,False
FBXO25,0.3853677181464577,0.5668098118128471,11,17140,False
STUB1,0.3846707286912337,0.5884839355172337,11,17109,False
L1CAM,0.38446837691391056,0.5555005958135666,8,17100,False
ILK,0.38437844279065586,0.5461024799334487,8,17096,False
GBE1,0.3843334757290285,0.7798862333340828,66,17094,False
RUNX2,0.3841985745441464,1.0380196506059312,67,17088,False
PSMC2,0.38390628864356857,0.5604020055309485,8,17075,False
SEC16A,0.3838838051127549,0.5648987116936843,11,17074,False
FAM53C,0.3836364862738044,0.5531847921397576,8,17063,False
VPS37B,0.38361400274299073,0.6330912606515727,32,17062,False
HADHA,0.3835915192121771,0.5457652269712435,8,17061,False
DCTN1,0.3831643321267172,0.5603345549385076,11,17042,False
STK32C,0.38280459563369834,0.6320570182341435,16,17026,False
ASH2L,0.38275962857207096,0.5649886458169391,10,17024,False
DPF2,0.3827146615104436,0.5331069991231423,7,17022,False
EXOSC10,0.3826921779796299,0.5628302268588259,9,17021,False
CNTN6,0.38235492501742474,1.2642714211839827,54,17006,False
SMPD3,0.38233244148661105,0.6926501337770083,18,17005,False
PRKACA,0.3819727049935922,0.5465521505497223,10,16989,False
GHITM,0.38172538615464174,0.5979270184589788,16,16978,False
LRRC3B,0.3815455179081323,1.084268273489669,29,16970,False
LGALS8,0.3815230343773186,0.5446410504305597,9,16969,False
CD59,0.3815005508465049,0.5522404838455831,8,16968,False
ALDH7A1,0.3814106167232502,0.615846392517481,16,16964,False
MGMT,0.3813206825999955,0.7269600017986825,23,16960,False
CDH7,0.38116329788429976,1.2134586415450683,44,16953,False
NEFL,0.38064617667558515,0.9051194999662747,51,16930,False
AMFR,0.3803314072441936,0.5324999437911729,8,16916,False
MAPK8IP2,0.38008408840524316,0.5537019133484723,9,16905,False
CD276,0.38006160487442947,0.5854936259190143,11,16904,False
CSE1L,0.38006160487442947,0.5496773613328237,8,16904,False
TOX,0.3798817366279201,3.797445870899566,160,16896,False
CX3CL1,0.37911729658025495,0.5703397261505947,14,16862,False
WDR5,0.37900487892618656,0.5377161229399465,8,16857,False
RMDN1,0.3789823953953729,0.5518357802909369,9,16856,False
SART3,0.3782404388785215,0.5286552600220339,7,16823,False
ADRA1A,0.3781729882860804,1.6137779076826224,61,16820,True
NSUN2,0.3777233176698069,0.5659104705803,9,16800,False
AARSD1,0.377363581176788,0.5401893113294511,9,16784,False
DLG4,0.377363581176788,0.5637520516221868,9,16784,False
ERCC3,0.3772286799919059,0.5418530926096634,9,16778,False
XPNPEP1,0.37684645996807337,0.534950648649864,11,16761,False
PTOV1,0.37628437169773143,0.5168514063448524,7,16736,False
GLS2,0.37590215167389884,0.5626728421431302,8,16719,False
NCBP1,0.3758571846122715,0.5276884681970456,7,16717,False
RBM14,0.37576725048901677,0.5349731321806777,9,16713,False
ECE1,0.3755873822425074,0.6527868336443555,18,16705,False
MRE11,0.3755648987116937,0.5981293702363019,14,16704,False
CSNK2A2,0.37518267868786115,0.5664725588506418,12,16687,False
COL11A1,0.37509274456460645,1.4937833037300177,63,16683,False
