celltype,level,subclass,panel,topN,n_in_panel,genes_in_panel
Sst_11,supertype,Sst,Xenium_5K,20,9,SMARCA2; TMEFF2; LINGO2; ADAMTS19; SOX6; CUX2; HTR2C; NXPH2; GRM7
Sst_11,supertype,Sst,Xenium_5K,50,17,SMARCA2; TMEFF2; LINGO2; ADAMTS19; SOX6; CUX2; HTR2C; NXPH2; GRM7; PRKCE; RBMS3; SLC24A4; DAB1; NOTCH2; MEF2C; DMD; GDA
Sst_12,supertype,Sst,Xenium_v1,5,0,
Sst_12,supertype,Sst,Xenium_v1,10,1,VCAN
Sst_12,supertype,Sst,Xenium_v1,20,1,VCAN
Sst_12,supertype,Sst,Xenium_v1,50,3,VCAN; TRHDE; NDST4
Sst_12,supertype,Sst,MERFISH_180,5,1,DCC
Sst_12,supertype,Sst,MERFISH_180,10,1,DCC
Sst_12,supertype,Sst,MERFISH_180,20,3,DCC; ROBO1; PDE4B
Sst_12,supertype,Sst,MERFISH_180,50,4,DCC; ROBO1; PDE4B; GRID2
Sst_12,supertype,Sst,MERSCOPE_250,5,0,
Sst_12,supertype,Sst,MERSCOPE_250,10,1,VCAN
Sst_12,supertype,Sst,MERSCOPE_250,20,4,VCAN; ROBO1; PCDH9; COL19A1
Sst_12,supertype,Sst,MERSCOPE_250,50,14,VCAN; ROBO1; PCDH9; COL19A1; NDST3; ADAMTS6; TRHDE; DPP6; SORL1; GRID2; PDE1C; CNTN3; MGAT4C; CACNA2D1
Sst_12,supertype,Sst,MERSCOPE_4K,5,1,MPPED2
Sst_12,supertype,Sst,MERSCOPE_4K,10,4,MPPED2; CHRM3; SEL1L3; VCAN
Sst_12,supertype,Sst,MERSCOPE_4K,20,10,MPPED2; CHRM3; SEL1L3; VCAN; CNTNAP2; ROBO1; KCND2; PCDH9; COL19A1; CADPS
Sst_12,supertype,Sst,MERSCOPE_4K,50,27,MPPED2; CHRM3; SEL1L3; VCAN; CNTNAP2; ROBO1; KCND2; PCDH9; COL19A1; CADPS; NDST3; ADAMTS6; TRHDE; BICC1; DPP6; EPB41L4A; SORL1; GRID2; PDE1C; MAN2A1; MAP3K5; NDST4; CNTN3; UTRN; PLEKHA5; MGAT4C; CACNA2D1
Sst_12,supertype,Sst,Xenium_5K,5,1,MPPED2
Sst_12,supertype,Sst,Xenium_5K,10,2,MPPED2; CHRM3
Sst_12,supertype,Sst,Xenium_5K,20,4,MPPED2; CHRM3; PDE4B; NELL1
Sst_12,supertype,Sst,Xenium_5K,50,13,MPPED2; CHRM3; PDE4B; NELL1; PAM; SORL1; GABRG3; CDH2; MAP3K5; NDST4; UTRN; GLRA2; CACNA2D1
Sst_13,supertype,Sst,Xenium_v1,5,0,
Sst_13,supertype,Sst,Xenium_v1,10,0,
Sst_13,supertype,Sst,Xenium_v1,20,0,
Sst_13,supertype,Sst,Xenium_v1,50,3,RELN; TRHDE; DNER
Sst_13,supertype,Sst,MERFISH_180,5,4,ASTN2; RGS6; GALNTL6; CACNA2D3
Sst_13,supertype,Sst,MERFISH_180,10,7,ASTN2; RGS6; GALNTL6; CACNA2D3; NPAS3; L3MBTL4; KCNIP4
Sst_13,supertype,Sst,MERFISH_180,20,8,ASTN2; RGS6; GALNTL6; CACNA2D3; NPAS3; L3MBTL4; KCNIP4; GRIN3A
Sst_13,supertype,Sst,MERFISH_180,50,11,ASTN2; RGS6; GALNTL6; CACNA2D3; NPAS3; L3MBTL4; KCNIP4; GRIN3A; KCNMB2; ZMAT4; PEX5L
Sst_13,supertype,Sst,MERSCOPE_250,5,1,GALNTL6
Sst_13,supertype,Sst,MERSCOPE_250,10,4,GALNTL6; NPAS3; L3MBTL4; KCNIP4
Sst_13,supertype,Sst,MERSCOPE_250,20,5,GALNTL6; NPAS3; L3MBTL4; KCNIP4; GRIN3A
Sst_13,supertype,Sst,MERSCOPE_250,50,11,GALNTL6; NPAS3; L3MBTL4; KCNIP4; GRIN3A; SGCD; ZMAT4; TRHDE; PHACTR1; COL21A1; FRMD4B
Sst_13,supertype,Sst,MERSCOPE_4K,5,2,GALNTL6; CACNA2D3
Sst_13,supertype,Sst,MERSCOPE_4K,10,6,GALNTL6; CACNA2D3; NPAS3; L3MBTL4; KCNIP4; ADAMTSL3
Sst_13,supertype,Sst,MERSCOPE_4K,20,10,GALNTL6; CACNA2D3; NPAS3; L3MBTL4; KCNIP4; ADAMTSL3; FREM1; KCNB2; GRIN3A; CNTNAP2
Sst_13,supertype,Sst,MERSCOPE_4K,50,23,GALNTL6; CACNA2D3; NPAS3; L3MBTL4; KCNIP4; ADAMTSL3; FREM1; KCNB2; GRIN3A; CNTNAP2; RELN; SGCD; ZMAT4; TRHDE; B3GAT2; PHACTR1; AFF3; EDNRA; COL21A1; FRMD4B; PEX5L; SNTG1; RCAN3
Sst_13,supertype,Sst,Xenium_5K,5,1,ASTN2
Sst_13,supertype,Sst,Xenium_5K,10,2,ASTN2; ADAMTSL3
Sst_13,supertype,Sst,Xenium_5K,20,8,ASTN2; ADAMTSL3; ALCAM; FREM1; NELL1; NETO1; QRFPR; NAV2
Sst_13,supertype,Sst,Xenium_5K,50,17,ASTN2; ADAMTSL3; ALCAM; FREM1; NELL1; NETO1; QRFPR; NAV2; RELN; EDNRA; OPRM1; MITF; ENOX2; RAPGEF5; ITPR1; PDE10A; DAPK1
Sst_19,supertype,Sst,Xenium_v1,5,1,RELN
Sst_19,supertype,Sst,Xenium_v1,10,1,RELN
Sst_19,supertype,Sst,Xenium_v1,20,2,RELN; TENM1
Sst_19,supertype,Sst,Xenium_v1,50,3,RELN; TENM1; DNER
Sst_19,supertype,Sst,MERFISH_180,5,0,
Sst_19,supertype,Sst,MERFISH_180,10,0,
Sst_19,supertype,Sst,MERFISH_180,20,3,TOX; DCC; L3MBTL4
Sst_19,supertype,Sst,MERFISH_180,50,8,TOX; DCC; L3MBTL4; NPAS3; ASTN2; GALNTL6; CNTNAP5; ROBO1
Sst_19,supertype,Sst,MERSCOPE_250,5,1,PCDH15
Sst_19,supertype,Sst,MERSCOPE_250,10,4,PCDH15; STK32A; FRAS1; MGAT4C
Sst_19,supertype,Sst,MERSCOPE_250,20,7,PCDH15; STK32A; FRAS1; MGAT4C; TOX; TENM1; L3MBTL4
Sst_19,supertype,Sst,MERSCOPE_250,50,15,PCDH15; STK32A; FRAS1; MGAT4C; TOX; TENM1; L3MBTL4; CNTN3; NPAS3; GALNTL6; PDE1C; CNTNAP5; COL21A1; FRMD4B; ROBO1
Sst_19,supertype,Sst,MERSCOPE_4K,5,3,PCDH15; RELN; CADM2
Sst_19,supertype,Sst,MERSCOPE_4K,10,7,PCDH15; RELN; CADM2; STK32A; FRAS1; RYR2; MGAT4C
Sst_19,supertype,Sst,MERSCOPE_4K,20,12,PCDH15; RELN; CADM2; STK32A; FRAS1; RYR2; MGAT4C; PHACTR2; TOX; BICC1; TENM1; L3MBTL4
Sst_19,supertype,Sst,MERSCOPE_4K,50,29,PCDH15; RELN; CADM2; STK32A; FRAS1; RYR2; MGAT4C; PHACTR2; TOX; BICC1; TENM1; L3MBTL4; CNTN3; EPHA7; NPAS3; GALNTL6; TTN; PDE1C; ADAMTSL3; CNTNAP5; UNC13C; EDNRA; COL21A1; TENM4; NELL2; FRMD4B; BACH2; ROBO1; TANC1
Sst_19,supertype,Sst,Xenium_5K,5,1,RELN
Sst_19,supertype,Sst,Xenium_5K,10,3,RELN; STK32A; FRAS1
Sst_19,supertype,Sst,Xenium_5K,20,4,RELN; STK32A; FRAS1; TOX
Sst_19,supertype,Sst,Xenium_5K,50,11,RELN; STK32A; FRAS1; TOX; EPHA7; ASTN2; ITPR1; ADAMTSL3; EDNRA; NETO1; BACH2
Sst_2,supertype,Sst,Xenium_v1,5,0,
Sst_2,supertype,Sst,Xenium_v1,10,1,BTBD11
Sst_2,supertype,Sst,Xenium_v1,20,1,BTBD11
Sst_2,supertype,Sst,Xenium_v1,50,2,BTBD11; MYO5B
Sst_2,supertype,Sst,MERFISH_180,5,1,SEMA6D
Sst_2,supertype,Sst,MERFISH_180,10,3,SEMA6D; BTBD11; NLGN1
Sst_2,supertype,Sst,MERFISH_180,20,4,SEMA6D; BTBD11; NLGN1; ZNF804A
Sst_2,supertype,Sst,MERFISH_180,50,10,SEMA6D; BTBD11; NLGN1; ZNF804A; LRP1B; NOS1; HPSE2; HS6ST3; GRIP1; KIRREL3
Sst_2,supertype,Sst,MERSCOPE_250,5,0,
Sst_2,supertype,Sst,MERSCOPE_250,10,2,MEF2C; SPOCK1
Sst_2,supertype,Sst,MERSCOPE_250,20,6,MEF2C; SPOCK1; ERBB4; ZNF804A; CDH7; SLC44A5
Sst_2,supertype,Sst,MERSCOPE_250,50,11,MEF2C; SPOCK1; ERBB4; ZNF804A; CDH7; SLC44A5; LRP1B; NOS1; HPSE2; GRIP1; SLC24A4
Sst_2,supertype,Sst,MERSCOPE_4K,5,4,ZNF536; EYS; SEMA6D; NELL2
Sst_2,supertype,Sst,MERSCOPE_4K,10,8,ZNF536; EYS; SEMA6D; NELL2; BTBD11; NLGN1; MEF2C; SPOCK1
Sst_2,supertype,Sst,MERSCOPE_4K,20,16,ZNF536; EYS; SEMA6D; NELL2; BTBD11; NLGN1; MEF2C; SPOCK1; VWC2; ERBB4; PCSK5; ZNF804A; CDH7; SCN1A; OPCML; SLC44A5
Sst_2,supertype,Sst,MERSCOPE_4K,50,31,ZNF536; EYS; SEMA6D; NELL2; BTBD11; NLGN1; MEF2C; SPOCK1; VWC2; ERBB4; PCSK5; ZNF804A; CDH7; SCN1A; OPCML; SLC44A5; SOX5; LRP1B; GALNT18; NOS1; CHRM2; HPSE2; PIEZO2; HS6ST3; GRIP1; ELL2; ADCY1; ZEB1; SLC24A4; MYO5B; SIPA1L1
Sst_2,supertype,Sst,Xenium_5K,5,0,
Sst_2,supertype,Sst,Xenium_5K,10,2,MEF2C; SPOCK1
Sst_2,supertype,Sst,Xenium_5K,20,5,MEF2C; SPOCK1; GABRB2; ZNF804A; CDH7
Sst_2,supertype,Sst,Xenium_5K,50,18,MEF2C; SPOCK1; GABRB2; ZNF804A; CDH7; SOX5; NOS1; CHRM2; GABRA1; EDIL3; HPSE2; PIEZO2; ZEB1; SLC24A4; MYO5B; VSNL1; DMD; AJAP1
Sst_20,supertype,Sst,Xenium_v1,5,0,
Sst_20,supertype,Sst,Xenium_v1,10,1,CDH12
Sst_20,supertype,Sst,Xenium_v1,20,2,CDH12; TAC1
Sst_20,supertype,Sst,Xenium_v1,50,3,CDH12; TAC1; CUX2
Sst_20,supertype,Sst,MERFISH_180,5,2,NLGN1; LRP1B
Sst_20,supertype,Sst,MERFISH_180,10,3,NLGN1; LRP1B; GRM7
Sst_20,supertype,Sst,MERFISH_180,20,4,NLGN1; LRP1B; GRM7; ROBO2
Sst_20,supertype,Sst,MERFISH_180,50,11,NLGN1; LRP1B; GRM7; ROBO2; DGKG; CUX2; NKAIN2; HCN1; RBFOX1; SOX6; TOX
Sst_20,supertype,Sst,MERSCOPE_250,5,1,LRP1B
Sst_20,supertype,Sst,MERSCOPE_250,10,2,LRP1B; LINGO2
Sst_20,supertype,Sst,MERSCOPE_250,20,6,LRP1B; LINGO2; THSD7A; SLC24A4; ADAMTS19; SYTL5
Sst_20,supertype,Sst,MERSCOPE_250,50,11,LRP1B; LINGO2; THSD7A; SLC24A4; ADAMTS19; SYTL5; CUX2; DPP10; SOX6; ITPR2; TOX
Sst_20,supertype,Sst,MERSCOPE_4K,5,4,RBMS3; ZNF536; NLGN1; LRP1B
Sst_20,supertype,Sst,MERSCOPE_4K,10,7,RBMS3; ZNF536; NLGN1; LRP1B; ARHGAP6; LINGO2; PCSK5
Sst_20,supertype,Sst,MERSCOPE_4K,20,16,RBMS3; ZNF536; NLGN1; LRP1B; ARHGAP6; LINGO2; PCSK5; RIMS2; THSD7A; SLC24A4; NELL2; MME; ROBO2; ADAMTS19; NRXN3; SYTL5
Sst_20,supertype,Sst,MERSCOPE_4K,50,35,RBMS3; ZNF536; NLGN1; LRP1B; ARHGAP6; LINGO2; PCSK5; RIMS2; THSD7A; SLC24A4; NELL2; MME; ROBO2; ADAMTS19; NRXN3; SYTL5; DGKG; CUX2; DPP10; KIF26B; NKAIN2; ANTXR1; HCN1; PCSK2; TMEFF2; SOX6; ITPR2; PTPRO; LPAR1; PIP5K1B; NRG3; SYNDIG1; UNC13C; NOTCH2; TOX
Sst_20,supertype,Sst,Xenium_5K,5,1,RBMS3
Sst_20,supertype,Sst,Xenium_5K,10,3,RBMS3; GRM7; LINGO2
Sst_20,supertype,Sst,Xenium_5K,20,7,RBMS3; GRM7; LINGO2; SLC24A4; TAC1; MME; ADAMTS19
Sst_20,supertype,Sst,Xenium_5K,50,15,RBMS3; GRM7; LINGO2; SLC24A4; TAC1; MME; ADAMTS19; CUX2; SMARCA2; TMEFF2; DMD; SOX6; LPAR1; NOTCH2; TOX
Sst_22,supertype,Sst,Xenium_v1,5,0,
Sst_22,supertype,Sst,Xenium_v1,10,0,
Sst_22,supertype,Sst,Xenium_v1,20,1,STK32B
Sst_22,supertype,Sst,Xenium_v1,50,3,STK32B; CDH12; ADRA1A
Sst_22,supertype,Sst,MERFISH_180,5,1,ADAMTSL1
Sst_22,supertype,Sst,MERFISH_180,10,2,ADAMTSL1; NKAIN2
Sst_22,supertype,Sst,MERFISH_180,20,2,ADAMTSL1; NKAIN2
Sst_22,supertype,Sst,MERFISH_180,50,6,ADAMTSL1; NKAIN2; RBFOX1; PDE4B; GRM7; DGKG
Sst_22,supertype,Sst,MERSCOPE_250,5,2,ADAMTSL1; LINGO2
Sst_22,supertype,Sst,MERSCOPE_250,10,3,ADAMTSL1; LINGO2; COL24A1
Sst_22,supertype,Sst,MERSCOPE_250,20,5,ADAMTSL1; LINGO2; COL24A1; ITPR2; ESRRG
Sst_22,supertype,Sst,MERSCOPE_250,50,9,ADAMTSL1; LINGO2; COL24A1; ITPR2; ESRRG; PCDH7; EPHA6; SYTL5; ARHGEF28
Sst_22,supertype,Sst,MERSCOPE_4K,5,4,ADAMTSL1; LINGO2; SYNDIG1; RBMS3
Sst_22,supertype,Sst,MERSCOPE_4K,10,9,ADAMTSL1; LINGO2; SYNDIG1; RBMS3; NKAIN2; MAML2; NRG3; MAN1A1; COL24A1
Sst_22,supertype,Sst,MERSCOPE_4K,20,16,ADAMTSL1; LINGO2; SYNDIG1; RBMS3; NKAIN2; MAML2; NRG3; MAN1A1; COL24A1; PDE4D; TMEFF2; UNC13C; ITPR2; NRXN3; ESRRG; NRXN1
Sst_22,supertype,Sst,MERSCOPE_4K,50,27,ADAMTSL1; LINGO2; SYNDIG1; RBMS3; NKAIN2; MAML2; NRG3; MAN1A1; COL24A1; PDE4D; TMEFF2; UNC13C; ITPR2; NRXN3; ESRRG; NRXN1; NOS1AP; PCDH7; EPHA6; SYTL5; DGKG; HS3ST5; LPAR1; PCSK2; ARHGEF28; PTPRO; ANTXR1
Sst_22,supertype,Sst,Xenium_5K,5,2,LINGO2; RBMS3
Sst_22,supertype,Sst,Xenium_5K,10,4,LINGO2; RBMS3; MAML2; MAN1A1
Sst_22,supertype,Sst,Xenium_5K,20,7,LINGO2; RBMS3; MAML2; MAN1A1; TMEFF2; RERG; ESRRG
Sst_22,supertype,Sst,Xenium_5K,50,15,LINGO2; RBMS3; MAML2; MAN1A1; TMEFF2; RERG; ESRRG; NOS1AP; ADRA1A; PDE4B; GRM7; HS3ST5; SMARCA2; LPAR1; GRIA1
Sst_23,supertype,Sst,Xenium_v1,5,0,
Sst_23,supertype,Sst,Xenium_v1,10,1,TMEM132C
Sst_23,supertype,Sst,Xenium_v1,20,3,TMEM132C; NXPH2; HTR2C
Sst_23,supertype,Sst,Xenium_v1,50,6,TMEM132C; NXPH2; HTR2C; CUX2; CDH12; SORCS1
Sst_23,supertype,Sst,MERFISH_180,5,1,KIRREL3
Sst_23,supertype,Sst,MERFISH_180,10,4,KIRREL3; LUZP2; ZNF804A; ZNF385D
Sst_23,supertype,Sst,MERFISH_180,20,6,KIRREL3; LUZP2; ZNF804A; ZNF385D; NXPH2; HTR2C
Sst_23,supertype,Sst,MERFISH_180,50,11,KIRREL3; LUZP2; ZNF804A; ZNF385D; NXPH2; HTR2C; CUX2; SEMA6D; SORCS1; NRG1; SOX6
Sst_23,supertype,Sst,MERSCOPE_250,5,0,
Sst_23,supertype,Sst,MERSCOPE_250,10,4,THSD7A; LUZP2; ZNF804A; ZNF385D
Sst_23,supertype,Sst,MERSCOPE_250,20,8,THSD7A; LUZP2; ZNF804A; ZNF385D; MEF2C; ERBB4; NCAM2; SGCZ
Sst_23,supertype,Sst,MERSCOPE_250,50,15,THSD7A; LUZP2; ZNF804A; ZNF385D; MEF2C; ERBB4; NCAM2; SGCZ; CUX2; BMP6; SORCS1; INPP4B; NRG1; ANKRD30B; SOX6
Sst_23,supertype,Sst,MERSCOPE_4K,5,1,SOX2-OT
Sst_23,supertype,Sst,MERSCOPE_4K,10,6,SOX2-OT; THSD7A; LUZP2; TMEM132C; ZNF804A; ZNF385D
Sst_23,supertype,Sst,MERSCOPE_4K,20,12,SOX2-OT; THSD7A; LUZP2; TMEM132C; ZNF804A; ZNF385D; MEF2C; ERBB4; NCAM2; SGCZ; VWC2; PLXNA4
Sst_23,supertype,Sst,MERSCOPE_4K,50,31,SOX2-OT; THSD7A; LUZP2; TMEM132C; ZNF804A; ZNF385D; MEF2C; ERBB4; NCAM2; SGCZ; VWC2; PLXNA4; CUX2; NRXN1; DAB1; SEMA6D; SH3RF3; CRYBG3; PTPRT; GABRB3; SOX5; BMP6; TMEFF2; SORCS1; NRG3; GALNT13; INPP4B; NRG1; ANKRD30B; SOX6; RASGRF2
Sst_23,supertype,Sst,Xenium_5K,5,1,SOX2-OT
Sst_23,supertype,Sst,Xenium_5K,10,2,SOX2-OT; ZNF804A
Sst_23,supertype,Sst,Xenium_5K,20,7,SOX2-OT; ZNF804A; MEF2C; DMD; ATP2B1; NXPH2; HTR2C
Sst_23,supertype,Sst,Xenium_5K,50,20,SOX2-OT; ZNF804A; MEF2C; DMD; ATP2B1; NXPH2; HTR2C; CUX2; DAB1; SMARCA2; CRYBG3; GABRB3; SOX5; BMP6; TMEFF2; SORCS1; NCOA2; INPP4B; SOX6; CNTNAP4
Sst_25,supertype,Sst,Xenium_v1,5,0,
Sst_25,supertype,Sst,Xenium_v1,10,1,CDH12
Sst_25,supertype,Sst,Xenium_v1,20,2,CDH12; ADRA1A
Sst_25,supertype,Sst,Xenium_v1,50,7,CDH12; ADRA1A; KCNH5; STK32B; TMEM132C; EYA4; CUX2
Sst_25,supertype,Sst,MERFISH_180,5,1,CALB1
Sst_25,supertype,Sst,MERFISH_180,10,1,CALB1
Sst_25,supertype,Sst,MERFISH_180,20,3,CALB1; KIRREL3; GRIN2A
Sst_25,supertype,Sst,MERFISH_180,50,12,CALB1; KIRREL3; GRIN2A; HCN1; GRID2; PDE4B; KAZN; DGKG; EYA4; GRM7; CUX2; KCNIP4
Sst_25,supertype,Sst,MERSCOPE_250,5,2,SGCZ; NCAM2
Sst_25,supertype,Sst,MERSCOPE_250,10,2,SGCZ; NCAM2
Sst_25,supertype,Sst,MERSCOPE_250,20,4,SGCZ; NCAM2; LINGO2; ITPR2
Sst_25,supertype,Sst,MERSCOPE_250,50,12,SGCZ; NCAM2; LINGO2; ITPR2; INPP4B; KCNH5; GRID2; THSD7A; ADAM12; EYA4; CUX2; KCNIP4
Sst_25,supertype,Sst,MERSCOPE_4K,5,4,SGCZ; CBLN4; NCAM2; CALB1
Sst_25,supertype,Sst,MERSCOPE_4K,10,7,SGCZ; CBLN4; NCAM2; CALB1; HS3ST5; CRYBG3; SOX2-OT
Sst_25,supertype,Sst,MERSCOPE_4K,20,13,SGCZ; CBLN4; NCAM2; CALB1; HS3ST5; CRYBG3; SOX2-OT; DOCK10; SOX5; LINGO2; GRIN2A; KCNH1; ITPR2
Sst_25,supertype,Sst,MERSCOPE_4K,50,34,SGCZ; CBLN4; NCAM2; CALB1; HS3ST5; CRYBG3; SOX2-OT; DOCK10; SOX5; LINGO2; GRIN2A; KCNH1; ITPR2; VWC2; MAML2; INPP4B; HCN1; KCNH5; GRID2; THSD7A; ITGAV; TMEM132C; MAP3K5; MAN1A1; ADAM12; KAZN; DGKG; EYA4; MSR1; RGS17; SVIL; SYN3; CUX2; KCNIP4
Sst_25,supertype,Sst,Xenium_5K,5,2,CBLN4; CALB1
Sst_25,supertype,Sst,Xenium_5K,10,5,CBLN4; CALB1; HS3ST5; CRYBG3; SOX2-OT
Sst_25,supertype,Sst,Xenium_5K,20,9,CBLN4; CALB1; HS3ST5; CRYBG3; SOX2-OT; SOX5; ADRA1A; LINGO2; KCNH1
Sst_25,supertype,Sst,Xenium_5K,50,23,CBLN4; CALB1; HS3ST5; CRYBG3; SOX2-OT; SOX5; ADRA1A; LINGO2; KCNH1; MAML2; INPP4B; KCNH5; ITGAV; MAP3K5; MAN1A1; PDE4B; ADAM12; MED12L; EYA4; MSR1; SVIL; GRM7; CUX2
Sst_3,supertype,Sst,Xenium_v1,5,0,
Sst_3,supertype,Sst,Xenium_v1,10,0,
Sst_3,supertype,Sst,Xenium_v1,20,0,
Sst_3,supertype,Sst,Xenium_v1,50,1,RELN
Sst_3,supertype,Sst,MERFISH_180,5,1,ROBO1
Sst_3,supertype,Sst,MERFISH_180,10,1,ROBO1
Sst_3,supertype,Sst,MERFISH_180,20,3,ROBO1; NLGN1; TOX
Sst_3,supertype,Sst,MERFISH_180,50,10,ROBO1; NLGN1; TOX; GRIP1; NOS1; TENM2; PDE4B; GRIN2A; LRP1B; L3MBTL4
Sst_3,supertype,Sst,MERSCOPE_250,5,2,ROBO1; PCDH9
Sst_3,supertype,Sst,MERSCOPE_250,10,3,ROBO1; PCDH9; SPOCK1
Sst_3,supertype,Sst,MERSCOPE_250,20,6,ROBO1; PCDH9; SPOCK1; TOX; SLC9A2; PDE1C
Sst_3,supertype,Sst,MERSCOPE_250,50,18,ROBO1; PCDH9; SPOCK1; TOX; SLC9A2; PDE1C; FRAS1; ADGRG6; GRIP1; FRMD4B; NOS1; DPP6; LRP1B; ADAMTS19; CDH7; LMO3; SORBS2; L3MBTL4
Sst_3,supertype,Sst,MERSCOPE_4K,5,2,ROBO1; PCDH9
Sst_3,supertype,Sst,MERSCOPE_4K,10,5,ROBO1; PCDH9; UNC13C; SPOCK1; RYR2
Sst_3,supertype,Sst,MERSCOPE_4K,20,12,ROBO1; PCDH9; UNC13C; SPOCK1; RYR2; NLGN1; NELL2; PCSK5; TOX; RIMS2; SLC9A2; PDE1C
Sst_3,supertype,Sst,MERSCOPE_4K,50,34,ROBO1; PCDH9; UNC13C; SPOCK1; RYR2; NLGN1; NELL2; PCSK5; TOX; RIMS2; SLC9A2; PDE1C; IL1RAPL1; RELN; PITPNC1; FRAS1; NRXN3; ADGRG6; GRIP1; FRMD4B; NOS1; DPP6; TENM2; EYS; GRIN2A; LRP1B; ADAMTSL3; ADAMTS19; CDH7; LMO3; SORBS2; ZNF536; L3MBTL4; RAB31
Sst_3,supertype,Sst,Xenium_5K,5,0,
Sst_3,supertype,Sst,Xenium_5K,10,1,SPOCK1
Sst_3,supertype,Sst,Xenium_5K,20,3,SPOCK1; HDAC9; TOX
Sst_3,supertype,Sst,Xenium_5K,50,13,SPOCK1; HDAC9; TOX; RELN; FRAS1; ADGRG6; NOS1; PDE4B; ADCY2; ADAMTSL3; ADAMTS19; CDH7; ROR1
Sst_4,supertype,Sst,Xenium_v1,5,2,THSD7B; BRINP3
Sst_4,supertype,Sst,Xenium_v1,10,3,THSD7B; BRINP3; NDST4
Sst_4,supertype,Sst,Xenium_v1,20,3,THSD7B; BRINP3; NDST4
Sst_4,supertype,Sst,Xenium_v1,50,5,THSD7B; BRINP3; NDST4; POU6F2; SPHKAP
Sst_4,supertype,Sst,MERFISH_180,5,0,
Sst_4,supertype,Sst,MERFISH_180,10,0,
Sst_4,supertype,Sst,MERFISH_180,20,1,GRIN3A
Sst_4,supertype,Sst,MERFISH_180,50,4,GRIN3A; NPAS3; PRKG1; KCNIP4
Sst_4,supertype,Sst,MERSCOPE_250,5,2,BRINP3; SLIT2
Sst_4,supertype,Sst,MERSCOPE_250,10,3,BRINP3; SLIT2; SGCD
Sst_4,supertype,Sst,MERSCOPE_250,20,7,BRINP3; SLIT2; SGCD; CDH13; C8orf34; GRIN3A; KLHL1
Sst_4,supertype,Sst,MERSCOPE_250,50,12,BRINP3; SLIT2; SGCD; CDH13; C8orf34; GRIN3A; KLHL1; POU6F2; NPAS3; PRKG1; KCNIP4; DSCAM
Sst_4,supertype,Sst,MERSCOPE_4K,5,3,CELF2; BRINP3; SLIT2
Sst_4,supertype,Sst,MERSCOPE_4K,10,6,CELF2; BRINP3; SLIT2; PHACTR2; NDST4; SGCD
Sst_4,supertype,Sst,MERSCOPE_4K,20,14,CELF2; BRINP3; SLIT2; PHACTR2; NDST4; SGCD; CDH13; DOK6; BMPER; C8orf34; GRIN3A; FLRT2; PRKD1; KLHL1
Sst_4,supertype,Sst,MERSCOPE_4K,50,29,CELF2; BRINP3; SLIT2; PHACTR2; NDST4; SGCD; CDH13; DOK6; BMPER; C8orf34; GRIN3A; FLRT2; PRKD1; KLHL1; MCTP1; SLC17A8; POU6F2; TBL1X; NPAS3; STXBP5L; IL1RAPL1; SLC8A1; PRKG1; KCNIP4; HTR1E; DSCAM; PLAGL1; ST8SIA4; LRRC7
Sst_4,supertype,Sst,Xenium_5K,5,1,SLIT2
Sst_4,supertype,Sst,Xenium_5K,10,3,SLIT2; NDST4; CTNND2
Sst_4,supertype,Sst,Xenium_5K,20,7,SLIT2; NDST4; CTNND2; CDH13; BMPER; PRKD1; KLHL1
Sst_4,supertype,Sst,Xenium_5K,50,14,SLIT2; NDST4; CTNND2; CDH13; BMPER; PRKD1; KLHL1; ITPR1; PSD3; SLC17A8; CBLB; HTR1E; HCRTR2; PLAGL1
Sst_5,supertype,Sst,Xenium_v1,5,2,BRINP3; THSD7B
Sst_5,supertype,Sst,Xenium_v1,10,2,BRINP3; THSD7B
Sst_5,supertype,Sst,Xenium_v1,20,3,BRINP3; THSD7B; SPON1
Sst_5,supertype,Sst,Xenium_v1,50,4,BRINP3; THSD7B; SPON1; NTNG1
Sst_5,supertype,Sst,MERFISH_180,5,1,PLCB1
Sst_5,supertype,Sst,MERFISH_180,10,3,PLCB1; CSMD1; KCNIP4
Sst_5,supertype,Sst,MERFISH_180,20,6,PLCB1; CSMD1; KCNIP4; LRRC4C; GRID2; CBLN2
Sst_5,supertype,Sst,MERFISH_180,50,9,PLCB1; CSMD1; KCNIP4; LRRC4C; GRID2; CBLN2; GRIN3A; NPAS3; ZNF385D
Sst_5,supertype,Sst,MERSCOPE_250,5,2,BRINP3; SLIT2
Sst_5,supertype,Sst,MERSCOPE_250,10,5,BRINP3; SLIT2; FBN2; KCNIP4; GPC6
Sst_5,supertype,Sst,MERSCOPE_250,20,7,BRINP3; SLIT2; FBN2; KCNIP4; GPC6; SGCD; GRID2
Sst_5,supertype,Sst,MERSCOPE_250,50,14,BRINP3; SLIT2; FBN2; KCNIP4; GPC6; SGCD; GRID2; EPHA6; GRIN3A; NPAS3; ZNF385D; NTNG1; NCAM2; CDH13
Sst_5,supertype,Sst,MERSCOPE_4K,5,3,BRINP3; PLCB1; SLIT2
Sst_5,supertype,Sst,MERSCOPE_4K,10,6,BRINP3; PLCB1; SLIT2; FBN2; KCNIP4; GPC6
Sst_5,supertype,Sst,MERSCOPE_4K,20,11,BRINP3; PLCB1; SLIT2; FBN2; KCNIP4; GPC6; SGCD; FLRT2; GRID2; CADM2; SPON1
