celltype,level,subclass,panel,topN,n_in_panel,genes_in_panel
L2/3 IT_3,supertype,L2/3 IT,MERFISH_180,5,1,LRRC4C
L2/3 IT_3,supertype,L2/3 IT,MERFISH_180,10,3,LRRC4C; CNTNAP5; RORB
L2/3 IT_3,supertype,L2/3 IT,MERFISH_180,20,5,LRRC4C; CNTNAP5; RORB; DCC; GRM7
L2/3 IT_3,supertype,L2/3 IT,MERFISH_180,50,7,LRRC4C; CNTNAP5; RORB; DCC; GRM7; ROBO2; FOXP2
L2/3 IT_3,supertype,L2/3 IT,MERSCOPE_250,5,3,TRHDE; COBLL1; NTNG1
L2/3 IT_3,supertype,L2/3 IT,MERSCOPE_250,10,4,TRHDE; COBLL1; NTNG1; CNTNAP5
L2/3 IT_3,supertype,L2/3 IT,MERSCOPE_250,20,5,TRHDE; COBLL1; NTNG1; CNTNAP5; PLCXD3
L2/3 IT_3,supertype,L2/3 IT,MERSCOPE_250,50,10,TRHDE; COBLL1; NTNG1; CNTNAP5; PLCXD3; POU6F2; PLCH1; SPOCK1; COL5A2; KCNH5
L2/3 IT_3,supertype,L2/3 IT,MERSCOPE_4K,5,4,RORA; TRHDE; COBLL1; NTNG1
L2/3 IT_3,supertype,L2/3 IT,MERSCOPE_4K,10,8,RORA; TRHDE; COBLL1; NTNG1; ARL15; PTPRT; CNTNAP5; RORB
L2/3 IT_3,supertype,L2/3 IT,MERSCOPE_4K,20,13,RORA; TRHDE; COBLL1; NTNG1; ARL15; PTPRT; CNTNAP5; RORB; CLMN; ADCY8; CHRM2; PLCXD3; NEGR1
L2/3 IT_3,supertype,L2/3 IT,MERSCOPE_4K,50,29,RORA; TRHDE; COBLL1; NTNG1; ARL15; PTPRT; CNTNAP5; RORB; CLMN; ADCY8; CHRM2; PLCXD3; NEGR1; FMN1; UNC5D; POU6F2; PLCH1; ROBO2; SPOCK1; UST; COL5A2; PTPRZ1; SNTG1; IL1RAP; KCNH5; SLC35F1; CAMK2D; PCLO; NYAP2
L2/3 IT_3,supertype,L2/3 IT,Xenium_5K,5,1,COBLL1
L2/3 IT_3,supertype,L2/3 IT,Xenium_5K,10,2,COBLL1; RORB
L2/3 IT_3,supertype,L2/3 IT,Xenium_5K,20,4,COBLL1; RORB; CHRM2; GRM7
L2/3 IT_3,supertype,L2/3 IT,Xenium_5K,50,15,COBLL1; RORB; CHRM2; GRM7; FMN1; SPOCK1; COL5A2; GRM3; PTPRZ1; IL1RAP; KCNH5; PHLDB2; CAMK2D; FOXP2; RARB
L2/3 IT_5,supertype,L2/3 IT,Xenium_v1,5,1,POU6F2
L2/3 IT_5,supertype,L2/3 IT,Xenium_v1,10,2,POU6F2; RORB
L2/3 IT_5,supertype,L2/3 IT,Xenium_v1,20,4,POU6F2; RORB; NTNG1; KCNH5
L2/3 IT_5,supertype,L2/3 IT,Xenium_v1,50,7,POU6F2; RORB; NTNG1; KCNH5; TRHDE; COL12A1; LRRK1
L2/3 IT_5,supertype,L2/3 IT,MERFISH_180,5,0,
L2/3 IT_5,supertype,L2/3 IT,MERFISH_180,10,2,RORB; DCC
L2/3 IT_5,supertype,L2/3 IT,MERFISH_180,20,2,RORB; DCC
L2/3 IT_5,supertype,L2/3 IT,MERFISH_180,50,9,RORB; DCC; NRG1; CLSTN2; GRM7; GRM8; TOX; L3MBTL4; LRRK1
L2/3 IT_5,supertype,L2/3 IT,MERSCOPE_250,5,2,POU6F2; COL5A2
L2/3 IT_5,supertype,L2/3 IT,MERSCOPE_250,10,2,POU6F2; COL5A2
L2/3 IT_5,supertype,L2/3 IT,MERSCOPE_250,20,4,POU6F2; COL5A2; NTNG1; KCNH5
L2/3 IT_5,supertype,L2/3 IT,MERSCOPE_250,50,15,POU6F2; COL5A2; NTNG1; KCNH5; NRG1; CLSTN2; SLC44A5; TRHDE; DPP10; KHDRBS3; SPOCK1; COBLL1; TOX; L3MBTL4; LRRK1
L2/3 IT_5,supertype,L2/3 IT,MERSCOPE_4K,5,5,PTPRT; SNTG1; POU6F2; COL5A2; CNTNAP2
L2/3 IT_5,supertype,L2/3 IT,MERSCOPE_4K,10,7,PTPRT; SNTG1; POU6F2; COL5A2; CNTNAP2; RORB; UNC5D
L2/3 IT_5,supertype,L2/3 IT,MERSCOPE_4K,20,12,PTPRT; SNTG1; POU6F2; COL5A2; CNTNAP2; RORB; UNC5D; NTNG1; FMN1; RORA; ARL15; KCNH5
L2/3 IT_5,supertype,L2/3 IT,MERSCOPE_4K,50,28,PTPRT; SNTG1; POU6F2; COL5A2; CNTNAP2; RORB; UNC5D; NTNG1; FMN1; RORA; ARL15; KCNH5; NRG1; ADCY8; CLSTN2; SLC44A5; KCNB2; TRHDE; SLC35F1; DPP10; KHDRBS3; KCNQ3; SPOCK1; COBLL1; TOX; COL12A1; L3MBTL4; LRRK1
L2/3 IT_5,supertype,L2/3 IT,Xenium_5K,5,1,COL5A2
L2/3 IT_5,supertype,L2/3 IT,Xenium_5K,10,2,COL5A2; RORB
L2/3 IT_5,supertype,L2/3 IT,Xenium_5K,20,5,COL5A2; RORB; GRM3; FMN1; KCNH5
L2/3 IT_5,supertype,L2/3 IT,Xenium_5K,50,12,COL5A2; RORB; GRM3; FMN1; KCNH5; GRM7; GABRG3; OPRM1; SPOCK1; COBLL1; TOX; PDE10A
L2/3 IT_6,supertype,L2/3 IT,Xenium_v1,5,0,
L2/3 IT_6,supertype,L2/3 IT,Xenium_v1,10,0,
L2/3 IT_6,supertype,L2/3 IT,Xenium_v1,20,1,SLIT3
L2/3 IT_6,supertype,L2/3 IT,Xenium_v1,50,6,SLIT3; CDH12; PDGFD; ADAMTS3; LAMP5; ADAMTS16
L2/3 IT_6,supertype,L2/3 IT,MERFISH_180,5,2,PDZD2; STXBP6
L2/3 IT_6,supertype,L2/3 IT,MERFISH_180,10,3,PDZD2; STXBP6; ROBO1
L2/3 IT_6,supertype,L2/3 IT,MERFISH_180,20,6,PDZD2; STXBP6; ROBO1; RGS6; DGKG; SLIT3
L2/3 IT_6,supertype,L2/3 IT,MERFISH_180,50,10,PDZD2; STXBP6; ROBO1; RGS6; DGKG; SLIT3; PALMD; PDGFD; ADAMTS3; LAMP5
L2/3 IT_6,supertype,L2/3 IT,MERSCOPE_250,5,3,PDZD2; STXBP6; THSD7A
L2/3 IT_6,supertype,L2/3 IT,MERSCOPE_250,10,5,PDZD2; STXBP6; THSD7A; PDE1A; ROBO1
L2/3 IT_6,supertype,L2/3 IT,MERSCOPE_250,20,6,PDZD2; STXBP6; THSD7A; PDE1A; ROBO1; SLIT3
L2/3 IT_6,supertype,L2/3 IT,MERSCOPE_250,50,11,PDZD2; STXBP6; THSD7A; PDE1A; ROBO1; SLIT3; PALMD; GSG1L; ADAMTS3; LAMP5; GPC6
L2/3 IT_6,supertype,L2/3 IT,MERSCOPE_4K,5,3,PDZD2; STXBP6; THSD7A
L2/3 IT_6,supertype,L2/3 IT,MERSCOPE_4K,10,7,PDZD2; STXBP6; THSD7A; RPS6KA2; PDE1A; ROBO1; GNAL
L2/3 IT_6,supertype,L2/3 IT,MERSCOPE_4K,20,11,PDZD2; STXBP6; THSD7A; RPS6KA2; PDE1A; ROBO1; GNAL; DGKG; PLXDC2; MAN1A1; SLIT3
L2/3 IT_6,supertype,L2/3 IT,MERSCOPE_4K,50,25,PDZD2; STXBP6; THSD7A; RPS6KA2; PDE1A; ROBO1; GNAL; DGKG; PLXDC2; MAN1A1; SLIT3; LY86-AS1; DOK6; PALMD; RYR2; GSG1L; GALNT13; SIPA1L1; GRM1; ADAMTS3; LAMP5; ADAMTS16; NHSL2; CPNE8; GPC6
L2/3 IT_6,supertype,L2/3 IT,Xenium_5K,5,0,
L2/3 IT_6,supertype,L2/3 IT,Xenium_5K,10,0,
L2/3 IT_6,supertype,L2/3 IT,Xenium_5K,20,2,MAN1A1; SLIT3
L2/3 IT_6,supertype,L2/3 IT,Xenium_5K,50,9,MAN1A1; SLIT3; PALMD; RCAN2; PDGFD; DTNBP1; GRM1; NEDD4L; BTBD9
L2/3 IT_7,supertype,L2/3 IT,Xenium_v1,5,0,
L2/3 IT_7,supertype,L2/3 IT,Xenium_v1,10,1,MEIS2
L2/3 IT_7,supertype,L2/3 IT,Xenium_v1,20,1,MEIS2
L2/3 IT_7,supertype,L2/3 IT,Xenium_v1,50,3,MEIS2; BRINP3; CDH12
L2/3 IT_7,supertype,L2/3 IT,MERFISH_180,5,1,GRID2
L2/3 IT_7,supertype,L2/3 IT,MERFISH_180,10,2,GRID2; MEIS2
L2/3 IT_7,supertype,L2/3 IT,MERFISH_180,20,3,GRID2; MEIS2; KCNMB2
L2/3 IT_7,supertype,L2/3 IT,MERFISH_180,50,6,GRID2; MEIS2; KCNMB2; GALNTL6; ROBO1; ASIC2
L2/3 IT_7,supertype,L2/3 IT,MERSCOPE_250,5,4,ITPR2; CCBE1; GRID2; EPHA6
L2/3 IT_7,supertype,L2/3 IT,MERSCOPE_250,10,5,ITPR2; CCBE1; GRID2; EPHA6; SERPINE2
L2/3 IT_7,supertype,L2/3 IT,MERSCOPE_250,20,7,ITPR2; CCBE1; GRID2; EPHA6; SERPINE2; GPC6; CDH13
L2/3 IT_7,supertype,L2/3 IT,MERSCOPE_250,50,13,ITPR2; CCBE1; GRID2; EPHA6; SERPINE2; GPC6; CDH13; BRINP3; GALNTL6; SGCD; COL24A1; ROBO1; DPYD
L2/3 IT_7,supertype,L2/3 IT,MERSCOPE_4K,5,4,ITPR2; CCBE1; GRID2; EPHA6
L2/3 IT_7,supertype,L2/3 IT,MERSCOPE_4K,10,6,ITPR2; CCBE1; GRID2; EPHA6; CPNE8; SERPINE2
L2/3 IT_7,supertype,L2/3 IT,MERSCOPE_4K,20,11,ITPR2; CCBE1; GRID2; EPHA6; CPNE8; SERPINE2; GPC6; GRIK4; CDH13; PITPNC1; DOK6
L2/3 IT_7,supertype,L2/3 IT,MERSCOPE_4K,50,29,ITPR2; CCBE1; GRID2; EPHA6; CPNE8; SERPINE2; GPC6; GRIK4; CDH13; PITPNC1; DOK6; BRINP3; ITGA4; GRM1; GALNTL6; CDH11; PLXDC2; LINC01102; CELF2; PKN2-AS1; CRYBG3; PRKD1; SGCD; SLC5A8; COL24A1; ROBO1; DPYD; ASIC2; KCND2
L2/3 IT_7,supertype,L2/3 IT,Xenium_5K,5,1,CCBE1
L2/3 IT_7,supertype,L2/3 IT,Xenium_5K,10,4,CCBE1; ENOX1; MEIS2; CNTN6
L2/3 IT_7,supertype,L2/3 IT,Xenium_5K,20,7,CCBE1; ENOX1; MEIS2; CNTN6; PPARG; GRIK4; CDH13
L2/3 IT_7,supertype,L2/3 IT,Xenium_5K,50,17,CCBE1; ENOX1; MEIS2; CNTN6; PPARG; GRIK4; CDH13; ITGA4; GRM1; CDH11; CRYBG3; PRKD1; GRIA1; LIPC; NECTIN3; DPYD; PTPN13
L2/3 IT_8,supertype,L2/3 IT,Xenium_v1,5,0,
L2/3 IT_8,supertype,L2/3 IT,Xenium_v1,10,0,
L2/3 IT_8,supertype,L2/3 IT,Xenium_v1,20,0,
L2/3 IT_8,supertype,L2/3 IT,Xenium_v1,50,2,SORCS1; TRPC6
L2/3 IT_8,supertype,L2/3 IT,MERFISH_180,5,0,
L2/3 IT_8,supertype,L2/3 IT,MERFISH_180,10,0,
L2/3 IT_8,supertype,L2/3 IT,MERFISH_180,20,0,
L2/3 IT_8,supertype,L2/3 IT,MERFISH_180,50,6,PEX5L; SORCS1; LRP1B; GRID2; KIAA1217; CBLN2
L2/3 IT_8,supertype,L2/3 IT,MERSCOPE_250,5,2,ITPR2; NCAM2
L2/3 IT_8,supertype,L2/3 IT,MERSCOPE_250,10,3,ITPR2; NCAM2; CCBE1
L2/3 IT_8,supertype,L2/3 IT,MERSCOPE_250,20,4,ITPR2; NCAM2; CCBE1; SERPINE2
L2/3 IT_8,supertype,L2/3 IT,MERSCOPE_250,50,11,ITPR2; NCAM2; CCBE1; SERPINE2; ZNF804B; SORCS1; LRP1B; GPC6; PPARGC1A; GRID2; TRPC6
L2/3 IT_8,supertype,L2/3 IT,MERSCOPE_4K,5,3,PRKD1; ITPR2; NCAM2
L2/3 IT_8,supertype,L2/3 IT,MERSCOPE_4K,10,5,PRKD1; ITPR2; NCAM2; CCBE1; PKN2-AS1
L2/3 IT_8,supertype,L2/3 IT,MERSCOPE_4K,20,8,PRKD1; ITPR2; NCAM2; CCBE1; PKN2-AS1; MCTP1; SERPINE2; GRIK4
L2/3 IT_8,supertype,L2/3 IT,MERSCOPE_4K,50,20,PRKD1; ITPR2; NCAM2; CCBE1; PKN2-AS1; MCTP1; SERPINE2; GRIK4; ZNF804B; PEX5L; LINC01378; SORCS1; LRP1B; ZFPM2; GPC6; PPARGC1A; PCDH17; GRID2; TRPC6; MAN2A1
L2/3 IT_8,supertype,L2/3 IT,Xenium_5K,5,1,PRKD1
L2/3 IT_8,supertype,L2/3 IT,Xenium_5K,10,2,PRKD1; CCBE1
L2/3 IT_8,supertype,L2/3 IT,Xenium_5K,20,4,PRKD1; CCBE1; CNTN6; GRIK4
L2/3 IT_8,supertype,L2/3 IT,Xenium_5K,50,11,PRKD1; CCBE1; CNTN6; GRIK4; ALCAM; SORCS1; NECTIN3; PPARGC1A; PCDH17; PRKCG; TRPC6
L4 IT_1,supertype,L4 IT,Xenium_v1,5,0,
L4 IT_1,supertype,L4 IT,Xenium_v1,10,0,
L4 IT_1,supertype,L4 IT,Xenium_v1,20,1,HS3ST4
L4 IT_1,supertype,L4 IT,Xenium_v1,50,2,HS3ST4; SPHKAP
L4 IT_1,supertype,L4 IT,MERFISH_180,5,3,GRID2; PDE4B; TLL1
L4 IT_1,supertype,L4 IT,MERFISH_180,10,5,GRID2; PDE4B; TLL1; ADAMTSL1; ASTN2
L4 IT_1,supertype,L4 IT,MERFISH_180,20,5,GRID2; PDE4B; TLL1; ADAMTSL1; ASTN2
L4 IT_1,supertype,L4 IT,MERFISH_180,50,11,GRID2; PDE4B; TLL1; ADAMTSL1; ASTN2; GRIK3; RGS6; FRMPD4; PEX5L; CLSTN2; DLC1
L4 IT_1,supertype,L4 IT,MERSCOPE_250,5,3,GRID2; TLL1; PDE1C
L4 IT_1,supertype,L4 IT,MERSCOPE_250,10,5,GRID2; TLL1; PDE1C; ADAMTSL1; EPHA6
L4 IT_1,supertype,L4 IT,MERSCOPE_250,20,7,GRID2; TLL1; PDE1C; ADAMTSL1; EPHA6; PCDH7; PHACTR1
L4 IT_1,supertype,L4 IT,MERSCOPE_250,50,14,GRID2; TLL1; PDE1C; ADAMTSL1; EPHA6; PCDH7; PHACTR1; GRIK3; ARSJ; SORCS2; TENM3; CLSTN2; NETO2; DLC1
L4 IT_1,supertype,L4 IT,MERSCOPE_4K,5,3,GRID2; TLL1; PDE1C
L4 IT_1,supertype,L4 IT,MERSCOPE_4K,10,6,GRID2; TLL1; PDE1C; PHACTR2; ADAMTSL1; EPHA6
L4 IT_1,supertype,L4 IT,MERSCOPE_4K,20,11,GRID2; TLL1; PDE1C; PHACTR2; ADAMTSL1; EPHA6; HS3ST4; PCDH7; CAMK2D; PHACTR1; PLAGL1
L4 IT_1,supertype,L4 IT,MERSCOPE_4K,50,29,GRID2; TLL1; PDE1C; PHACTR2; ADAMTSL1; EPHA6; HS3ST4; PCDH7; CAMK2D; PHACTR1; PLAGL1; GRIK3; MDGA2; ARSJ; KCNC2; FRMPD4; CDH20; SORCS2; CADM2; TENM3; SLC8A1; PEX5L; CLSTN2; NETO2; MBP; KLF12; KLHL5; DLC1; GARNL3
L4 IT_1,supertype,L4 IT,Xenium_5K,5,1,PDE4B
L4 IT_1,supertype,L4 IT,Xenium_5K,10,2,PDE4B; ASTN2
L4 IT_1,supertype,L4 IT,Xenium_5K,20,4,PDE4B; ASTN2; CAMK2D; PLAGL1
L4 IT_1,supertype,L4 IT,Xenium_5K,50,10,PDE4B; ASTN2; CAMK2D; PLAGL1; GRIK3; NETO1; KCNT2; SORCS2; KLF12; PRKCE
L4 IT_2,supertype,L4 IT,Xenium_v1,5,0,
L4 IT_2,supertype,L4 IT,Xenium_v1,10,0,
L4 IT_2,supertype,L4 IT,Xenium_v1,20,1,LYPD6B
L4 IT_2,supertype,L4 IT,Xenium_v1,50,3,LYPD6B; TSHZ2; FSTL4
L4 IT_2,supertype,L4 IT,MERFISH_180,5,1,TOX
L4 IT_2,supertype,L4 IT,MERFISH_180,10,1,TOX
L4 IT_2,supertype,L4 IT,MERFISH_180,20,2,TOX; ATRNL1
L4 IT_2,supertype,L4 IT,MERFISH_180,50,3,TOX; ATRNL1; TSHZ2
L4 IT_2,supertype,L4 IT,MERSCOPE_250,5,3,TOX; INPP4B; IL1RAPL2
L4 IT_2,supertype,L4 IT,MERSCOPE_250,10,3,TOX; INPP4B; IL1RAPL2
L4 IT_2,supertype,L4 IT,MERSCOPE_250,20,5,TOX; INPP4B; IL1RAPL2; TPBG; SLC35F3
L4 IT_2,supertype,L4 IT,MERSCOPE_250,50,11,TOX; INPP4B; IL1RAPL2; TPBG; SLC35F3; TSHZ2; GSG1L; PLCXD3; EPHA3; FSTL4; COBLL1
L4 IT_2,supertype,L4 IT,MERSCOPE_4K,5,4,TOX; INPP4B; IL1RAPL2; PTPRO
L4 IT_2,supertype,L4 IT,MERSCOPE_4K,10,5,TOX; INPP4B; IL1RAPL2; PTPRO; GABRG1
L4 IT_2,supertype,L4 IT,MERSCOPE_4K,20,10,TOX; INPP4B; IL1RAPL2; PTPRO; GABRG1; TPBG; SLC35F3; ATRNL1; RPS6KA2; SCN1B
L4 IT_2,supertype,L4 IT,MERSCOPE_4K,50,23,TOX; INPP4B; IL1RAPL2; PTPRO; GABRG1; TPBG; SLC35F3; ATRNL1; RPS6KA2; SCN1B; OPCML; TSHZ2; ALDH1A1; GSG1L; SYN3; PLEKHA5; CBLN4; PLCXD3; SCN1A; EPHA3; FSTL4; COBLL1; RHOBTB2
L4 IT_2,supertype,L4 IT,Xenium_5K,5,2,TOX; INPP4B
L4 IT_2,supertype,L4 IT,Xenium_5K,10,4,TOX; INPP4B; ALCAM; GABRG1
L4 IT_2,supertype,L4 IT,Xenium_5K,20,5,TOX; INPP4B; ALCAM; GABRG1; TPBG
L4 IT_2,supertype,L4 IT,Xenium_5K,50,11,TOX; INPP4B; ALCAM; GABRG1; TPBG; CNTNAP4; EDIL3; CBLN4; RARB; EPHA3; COBLL1
L4 IT_3,supertype,L4 IT,Xenium_v1,5,3,RIT2; LAMA2; CUX2
L4 IT_3,supertype,L4 IT,Xenium_v1,10,3,RIT2; LAMA2; CUX2
L4 IT_3,supertype,L4 IT,Xenium_v1,20,4,RIT2; LAMA2; CUX2; TESPA1
L4 IT_3,supertype,L4 IT,Xenium_v1,50,10,RIT2; LAMA2; CUX2; TESPA1; TRHDE; CRYM; KCNH5; ANO3; ADAMTS3; NTNG1
L4 IT_3,supertype,L4 IT,MERFISH_180,5,1,CUX2
L4 IT_3,supertype,L4 IT,MERFISH_180,10,2,CUX2; HS6ST3
L4 IT_3,supertype,L4 IT,MERFISH_180,20,5,CUX2; HS6ST3; CSMD1; KCNMB2; CA10
L4 IT_3,supertype,L4 IT,MERFISH_180,50,8,CUX2; HS6ST3; CSMD1; KCNMB2; CA10; RBFOX1; ADAMTS3; GALNTL6
L4 IT_3,supertype,L4 IT,MERSCOPE_250,5,2,CUX2; COL5A2
L4 IT_3,supertype,L4 IT,MERSCOPE_250,10,4,CUX2; COL5A2; SGCD; SLC38A11
L4 IT_3,supertype,L4 IT,MERSCOPE_250,20,7,CUX2; COL5A2; SGCD; SLC38A11; CA10; GULP1; TESPA1
L4 IT_3,supertype,L4 IT,MERSCOPE_250,50,14,CUX2; COL5A2; SGCD; SLC38A11; CA10; GULP1; TESPA1; TRHDE; MEG3; KCNH5; CDH22; ADAMTS3; GALNTL6; NTNG1
L4 IT_3,supertype,L4 IT,MERSCOPE_4K,5,2,CUX2; COL5A2
L4 IT_3,supertype,L4 IT,MERSCOPE_4K,10,7,CUX2; COL5A2; SGCD; NECAB1; SNTG1; SLC38A11; HS6ST3
L4 IT_3,supertype,L4 IT,MERSCOPE_4K,20,12,CUX2; COL5A2; SGCD; NECAB1; SNTG1; SLC38A11; HS6ST3; CA10; GULP1; TESPA1; SYN3; DGKB
L4 IT_3,supertype,L4 IT,MERSCOPE_4K,50,28,CUX2; COL5A2; SGCD; NECAB1; SNTG1; SLC38A11; HS6ST3; CA10; GULP1; TESPA1; SYN3; DGKB; TRHDE; MEG3; LIMCH1; KCND2; SOX5; FLRT2; AQP4-AS1; KCNH5; CDH22; ANO3; GRIA3; FAM13A; ADAMTS3; GALNTL6; NTNG1; NLK
L4 IT_3,supertype,L4 IT,Xenium_5K,5,2,CUX2; COL5A2
L4 IT_3,supertype,L4 IT,Xenium_5K,10,2,CUX2; COL5A2
L4 IT_3,supertype,L4 IT,Xenium_5K,20,4,CUX2; COL5A2; CA10; MED12L
L4 IT_3,supertype,L4 IT,Xenium_5K,50,10,CUX2; COL5A2; CA10; MED12L; GAB1; MEG3; SOX5; KCNH5; CDH22; ANO3
L4 IT_4,supertype,L4 IT,Xenium_v1,5,0,
L4 IT_4,supertype,L4 IT,Xenium_v1,10,1,PLCH1
L4 IT_4,supertype,L4 IT,Xenium_v1,20,2,PLCH1; OTOGL
L4 IT_4,supertype,L4 IT,Xenium_v1,50,5,PLCH1; OTOGL; RYR3; ADAMTS16; SYNPR
L4 IT_4,supertype,L4 IT,MERFISH_180,5,1,LRRC4C
L4 IT_4,supertype,L4 IT,MERFISH_180,10,2,LRRC4C; PRKG1
L4 IT_4,supertype,L4 IT,MERFISH_180,20,2,LRRC4C; PRKG1
L4 IT_4,supertype,L4 IT,MERFISH_180,50,6,LRRC4C; PRKG1; SEMA6D; RYR3; TAFA1; CBLN2
L4 IT_4,supertype,L4 IT,MERSCOPE_250,5,2,MGAT4C; ZNF804B
L4 IT_4,supertype,L4 IT,MERSCOPE_250,10,5,MGAT4C; ZNF804B; PLCH1; PRKG1; NCAM2
L4 IT_4,supertype,L4 IT,MERSCOPE_250,20,6,MGAT4C; ZNF804B; PLCH1; PRKG1; NCAM2; C8orf34
L4 IT_4,supertype,L4 IT,MERSCOPE_250,50,11,MGAT4C; ZNF804B; PLCH1; PRKG1; NCAM2; C8orf34; NREP; MYLK; COL22A1; CDH13; ITGA11
L4 IT_4,supertype,L4 IT,MERSCOPE_4K,5,3,LCORL; MGAT4C; ZNF804B
L4 IT_4,supertype,L4 IT,MERSCOPE_4K,10,6,LCORL; MGAT4C; ZNF804B; PLCH1; PRKG1; NCAM2
L4 IT_4,supertype,L4 IT,MERSCOPE_4K,20,11,LCORL; MGAT4C; ZNF804B; PLCH1; PRKG1; NCAM2; KCTD16; OTOGL; C8orf34; SYT17; DAB1
L4 IT_4,supertype,L4 IT,MERSCOPE_4K,50,26,LCORL; MGAT4C; ZNF804B; PLCH1; PRKG1; NCAM2; KCTD16; OTOGL; C8orf34; SYT17; DAB1; SEMA6D; TCERG1L; NREP; MYLK; ZEB2; COL22A1; CNR1; MAML3; ST6GAL2; CDH13; TMEM196; ADAMTS16; GNG4; LDLRAD3; ITGA11
L4 IT_4,supertype,L4 IT,Xenium_5K,5,0,
L4 IT_4,supertype,L4 IT,Xenium_5K,10,1,GRIA1
L4 IT_4,supertype,L4 IT,Xenium_5K,20,3,GRIA1; PCBP3; DAB1
L4 IT_4,supertype,L4 IT,Xenium_5K,50,11,GRIA1; PCBP3; DAB1; DMD; GUCY1A2; TCERG1L; NREP; MYLK; ZEB2; CNR1; CDH13
L5 ET_1,supertype,L5 ET,Xenium_v1,5,0,
L5 ET_1,supertype,L5 ET,Xenium_v1,10,0,
L5 ET_1,supertype,L5 ET,Xenium_v1,20,0,
L5 ET_1,supertype,L5 ET,Xenium_v1,50,2,CALCRL; HTR2C
L5 ET_1,supertype,L5 ET,MERFISH_180,5,1,RGS6
L5 ET_1,supertype,L5 ET,MERFISH_180,10,2,RGS6; PDE4B
L5 ET_1,supertype,L5 ET,MERFISH_180,20,3,RGS6; PDE4B; TENM2
L5 ET_1,supertype,L5 ET,MERFISH_180,50,8,RGS6; PDE4B; TENM2; LRP1B; CA10; HTR2C; TMEM132D; KIRREL3
L5 ET_1,supertype,L5 ET,MERSCOPE_250,5,1,INPP4B
L5 ET_1,supertype,L5 ET,MERSCOPE_250,10,2,INPP4B; EPHA6
L5 ET_1,supertype,L5 ET,MERSCOPE_250,20,6,INPP4B; EPHA6; CDH7; PCDH11X; ITPR2; SORBS2
L5 ET_1,supertype,L5 ET,MERSCOPE_250,50,13,INPP4B; EPHA6; CDH7; PCDH11X; ITPR2; SORBS2; LRP1B; FRAS1; CA10; TMEM132D; SEMA6A; GREB1L; HTR4
L5 ET_1,supertype,L5 ET,MERSCOPE_4K,5,2,UTRN; INPP4B
L5 ET_1,supertype,L5 ET,MERSCOPE_4K,10,4,UTRN; INPP4B; PTPRT; EPHA6
L5 ET_1,supertype,L5 ET,MERSCOPE_4K,20,12,UTRN; INPP4B; PTPRT; EPHA6; CDH7; PLXDC2; SAMD3; PCDH11X; ITPR2; IL1RAPL1; SORBS2; TENM2
L5 ET_1,supertype,L5 ET,MERSCOPE_4K,50,27,UTRN; INPP4B; PTPRT; EPHA6; CDH7; PLXDC2; SAMD3; PCDH11X; ITPR2; IL1RAPL1; SORBS2; TENM2; LRP1B; PRKD1; FRAS1; CA10; TMEM132D; SEMA6A; RASGRF2; FARP1; GALNT18; SHISA9; UNC5D; GALNT13; GREB1L; RPH3A; HTR4
L5 ET_1,supertype,L5 ET,Xenium_5K,5,2,UTRN; INPP4B
L5 ET_1,supertype,L5 ET,Xenium_5K,10,3,UTRN; INPP4B; PDE4B
L5 ET_1,supertype,L5 ET,Xenium_5K,20,5,UTRN; INPP4B; PDE4B; CDH7; PCDH11X
L5 ET_1,supertype,L5 ET,Xenium_5K,50,15,UTRN; INPP4B; PDE4B; CDH7; PCDH11X; PRKD1; FRAS1; CALCRL; CA10; HTR2C; PARD3; BMPR1B; KCNN3; GREB1L; HTR4
L5 ET_2,supertype,L5 ET,Xenium_v1,5,0,
L5 ET_2,supertype,L5 ET,Xenium_v1,10,0,
L5 ET_2,supertype,L5 ET,Xenium_v1,20,1,CEMIP2
L5 ET_2,supertype,L5 ET,Xenium_v1,50,4,CEMIP2; NRP1; ADRA1A; CDH6
L5 ET_2,supertype,L5 ET,MERFISH_180,5,0,
L5 ET_2,supertype,L5 ET,MERFISH_180,10,1,PLCB1
L5 ET_2,supertype,L5 ET,MERFISH_180,20,3,PLCB1; ROBO2; KAZN
L5 ET_2,supertype,L5 ET,MERFISH_180,50,7,PLCB1; ROBO2; KAZN; GRIK3; CDH6; LRRC4C; ATRNL1
L5 ET_2,supertype,L5 ET,MERSCOPE_250,5,0,
L5 ET_2,supertype,L5 ET,MERSCOPE_250,10,0,
L5 ET_2,supertype,L5 ET,MERSCOPE_250,20,2,PDE1A; CCBE1
L5 ET_2,supertype,L5 ET,MERSCOPE_250,50,10,PDE1A; CCBE1; PDE1C; GRIK3; CDH6; CDH13; LINC00299; SLC35F3; PRKCB; TRPM3
L5 ET_2,supertype,L5 ET,MERSCOPE_4K,5,0,
L5 ET_2,supertype,L5 ET,MERSCOPE_4K,10,3,PLCB1; GARNL3; TCERG1L
L5 ET_2,supertype,L5 ET,MERSCOPE_4K,20,10,PLCB1; GARNL3; TCERG1L; DCHS2; PDE1A; PDE4D; SLC35F1; ROBO2; KAZN; CCBE1
