supertype,rank,gene,score,logfoldchange,pval_adj,in_5k,in_v1
L5/6 NP_3,6,ASIC2,17.658571,3.0546753,4.6469871226724276e-66,False,False
L5/6 NP_3,7,CRYM,17.586304,3.6543407,1.429204376909712e-65,False,True
L5/6 NP_3,8,SORCS2,17.52461,3.5862343,3.706573635132234e-65,True,False
L5/6 NP_3,9,NPSR1-AS1,17.447796,5.622013,1.2678456411313293e-64,False,False
L5/6 NP_3,10,CALCRL,17.371494,4.5550838,4.326240717188281e-64,True,True
L5/6 NP_4,1,IFNG-AS1,30.60263,6.914904,3.601431617384494e-201,False,False
L5/6 NP_4,2,HTR2C,30.013348,6.0822864,1.0479591880720897e-193,True,True
L5/6 NP_4,3,TSHZ2,29.982403,5.0393023,1.7695213107063059e-193,False,True
L5/6 NP_4,4,AC068587.4,29.968351,3.4057202,2.023190386000513e-193,False,False
L5/6 NP_4,5,ASIC2,29.580795,3.0302362,1.683605368549589e-188,False,False
L5/6 NP_4,6,SEMA5B,29.502495,3.948842,1.4215857035278424e-187,False,False
L5/6 NP_4,7,LRRC4C,29.483057,2.6564808,2.1630891348166205e-187,False,False
L5/6 NP_4,8,TLL1,29.002882,4.3278356,2.4124895503320827e-181,False,False
L5/6 NP_4,9,NPSR1,28.969809,7.385081,5.59950732205498e-181,True,False
L5/6 NP_4,10,SORCS2,28.82349,3.6256027,3.47408120222301e-179,True,False
L5/6 NP_6,1,HTR2C,18.463367,6.2114515,1.298521236353094e-71,True,True
L5/6 NP_6,2,AC068587.4,18.350798,3.5160415,5.187431590200644e-71,False,False
L5/6 NP_6,3,TSHZ2,18.274101,5.020624,1.4146055239160967e-70,False,True
L5/6 NP_6,4,ASIC2,18.143286,3.1280622,1.1568681159673117e-69,False,False
L5/6 NP_6,5,TLL1,17.535875,4.1714635,4.864761453174338e-65,False,False
L5/6 NP_6,6,KCNB2,17.499945,2.6414435,7.622819402415692e-65,False,False
L5/6 NP_6,7,FER1L6-AS2,17.417503,4.6101785,2.6128286903081428e-64,False,False
L5/6 NP_6,8,IFNG-AS1,17.41318,6.0296884,2.6128286903081428e-64,False,False
L5/6 NP_6,9,CRYM,17.37716,3.5251756,4.3549023170145756e-64,False,True
L5/6 NP_6,10,MPP7,17.32021,3.20749,1.0561487822252841e-63,True,False
L6 CT_1,1,RALYL,36.839798,3.3506238,1.358662322390729e-292,False,False
L6 CT_1,2,SEMA3E,36.553707,4.9709215,2.4829143184343222e-288,False,False
L6 CT_1,3,CLSTN2,36.373005,3.6710157,1.2093983015890014e-285,False,False
L6 CT_1,4,AC090578.1,36.002384,3.3597806,6.120455937783118e-280,False,False
L6 CT_1,5,TRPM3,35.83352,3.99846,2.1187384532591485e-277,True,False
L6 CT_1,6,ZFPM2,35.746773,3.2422357,3.947245591919775e-276,False,False
L6 CT_1,7,HS3ST4,35.539852,4.155991,5.431567955213008e-273,False,True
L6 CT_1,8,FOXP2,35.132942,4.1269555,8.44373287884043e-267,True,False
L6 CT_1,9,ADAMTSL1,35.10874,4.7813997,1.7569453720540533e-266,False,False
L6 CT_1,10,LRP1B,34.976116,2.1468656,1.6559897459454279e-264,False,False
L6 CT_2,1,ADAMTSL1,36.935314,5.205439,3.997690146458007e-294,False,False
L6 CT_2,2,SEMA3E,36.077915,4.815763,8.030525781873203e-281,False,False
L6 CT_2,3,RALYL,35.122078,3.1170895,3.298661343656927e-266,False,False
L6 CT_2,4,HS3ST4,35.01787,4.028504,9.5909307636038e-265,False,True
L6 CT_2,5,COL24A1,35.006184,3.8884232,1.1556061266751791e-264,False,False
L6 CT_2,6,DLC1,34.441257,3.0256903,3.235277365149809e-256,False,False
L6 CT_2,7,AC090578.1,34.09557,2.9560199,3.909053553727137e-251,False,False
L6 CT_2,8,TRPM3,33.899166,3.5569932,2.7318986963048993e-248,True,False
L6 CT_2,9,KHDRBS3,33.781807,2.3462899,1.293025299553589e-246,False,False
L6 CT_2,10,SEC24D,33.72712,3.229635,7.383699728498033e-246,False,False
L6 CT_3,1,SEMA3E,18.503313,4.904533,6.192493967064401e-72,False,False
L6 CT_3,2,ADAMTSL1,18.270557,4.8378806,2.264275292246858e-70,False,False
L6 CT_3,3,COL24A1,18.211864,3.9954965,4.4177892947962045e-70,False,False
L6 CT_3,4,FRMPD4,17.505087,2.093725,1.044709665174566e-64,False,False
L6 CT_3,5,RXFP1,17.376501,3.5330997,7.929168735215064e-64,True,True
L6 CT_3,6,TLE4,17.300941,3.404899,2.4598150280508643e-63,False,False
L6 CT_3,7,KHDRBS3,17.21575,2.3960607,9.217717153781153e-63,False,False
L6 CT_3,8,HS3ST4,17.198854,3.7686255,1.0796940643605295e-62,False,True
L6 CT_3,9,MDGA2,17.102465,1.6503762,5.041117179157785e-62,False,False
L6 CT_3,10,HS3ST2,16.942083,3.428001,7.022372332688812e-61,True,True
L6 CT_4,1,ZFPM2,15.395346,3.3143542,5.232358109939819e-49,False,False
L6 CT_4,2,FRMPD4,15.354959,2.3275201,5.232358109939819e-49,False,False
L6 CT_4,3,NAV3,15.135808,1.9191129,9.995070298473602e-48,False,False
L6 CT_4,4,HS3ST2,15.073386,3.7067125,1.932438872148961e-47,True,True
L6 CT_4,5,ANO3,14.940014,3.4410148,1.154130320454608e-46,True,True
L6 CT_4,6,SEC24D,14.8513975,3.309131,3.621620920225416e-46,False,False
L6 CT_4,7,ADAMTSL1,14.839348,4.5206213,3.715309419095271e-46,False,False
L6 CT_4,8,SEMA3E,14.675473,4.1679955,3.690293514166025e-45,False,False
L6 CT_4,9,HS3ST4,14.651497,3.8892262,4.669830942444862e-45,False,True
L6 CT_4,10,KHDRBS3,14.627919,2.3929992,5.944851893670616e-45,False,False
L6 IT Car3_1,1,CUX1,37.69173,3.3282752,0.0,False,False
L6 IT Car3_1,2,SORBS2,37.62398,3.1458678,1.3899814634706584e-305,False,False
L6 IT Car3_1,3,AC110023.1,37.50446,5.3578243,8.283456149915673e-304,False,False
L6 IT Car3_1,4,SNTB1,37.422855,6.4059787,1.3240436187875743e-302,False,False
L6 IT Car3_1,5,AC091078.1,37.163635,5.011172,1.6842267460623105e-298,False,False
L6 IT Car3_1,6,KCNIP4,37.129314,3.6954865,5.027211191820896e-298,False,False
L6 IT Car3_1,7,ERC2,36.638515,2.3512075,3.1768916950456584e-290,False,False
L6 IT Car3_1,8,NWD2,36.37423,3.9249506,4.337614007843708e-286,False,True
L6 IT Car3_1,9,ITGA11,36.114227,5.5911417,4.806678188233314e-282,False,False
L6 IT Car3_1,10,SEMA6D,36.096573,3.8083465,8.186659744559661e-282,False,False
L6 IT Car3_2,1,SORBS2,37.69954,3.1582627,0.0,False,False
L6 IT Car3_2,2,ERC2,37.1097,2.4493399,3.125304145561576e-297,False,False
L6 IT Car3_2,3,NTNG2,37.01892,5.2075915,6.040960849792565e-296,True,True
L6 IT Car3_2,4,KCNIP4,36.721756,3.653243,2.6183064513025922e-291,False,False
L6 IT Car3_2,5,CACNA1E,36.660465,2.8414245,1.9884315557653986e-290,False,False
L6 IT Car3_2,6,ZNF804B,36.389557,4.1092787,3.3101470306988195e-286,False,False
L6 IT Car3_2,7,KCTD16,36.30129,2.6731951,7.034253096160343e-285,False,False
L6 IT Car3_2,8,RGS12,35.982536,3.75382,6.25535763436609e-280,False,False
L6 IT Car3_2,9,TMEM132D,35.790356,2.8916085,5.528379072675542e-277,False,False
L6 IT Car3_2,10,AC110023.1,35.704006,4.7078385,1.0926063549838299e-275,False,False
L6 IT Car3_3,1,ERC2,37.26594,2.5015514,1.865156254057679e-299,False,False
L6 IT Car3_3,2,KCNIP4,36.818005,3.67394,1.5167439023696546e-292,False,False
L6 IT Car3_3,3,KCTD16,36.53528,2.7220774,3.2476105180351842e-288,False,False
L6 IT Car3_3,4,AC092691.1,36.108997,2.3911943,1.3064686652407928e-281,False,False
L6 IT Car3_3,5,NTNG2,36.02235,4.795312,2.384473216242981e-280,True,True
L6 IT Car3_3,6,CADPS2,35.97177,3.916805,1.2289154693725484e-279,False,False
L6 IT Car3_3,7,SORBS2,35.95382,2.746299,2.00984003561087e-279,False,False
L6 IT Car3_3,8,ITGB8,35.902767,4.0335503,1.1026028269400654e-278,False,False
L6 IT Car3_3,9,PDE1A,35.626915,3.4419506,1.9020860192327647e-274,False,False
L6 IT Car3_3,10,LSAMP,35.059162,1.720732,9.016855131224822e-266,False,False
L6 IT_1,1,AC019211.1,35.023525,3.8997524,3.146772239497443e-264,False,False
L6 IT_1,2,AC067956.1,34.383175,3.68385,6.456743220091651e-255,False,False
L6 IT_1,3,AC093607.1,34.37446,5.2077684,6.456743220091651e-255,False,False
L6 IT_1,4,SLIT3,34.29937,3.6146054,6.394083195005109e-254,True,True
L6 IT_1,5,CBLN2,33.331367,3.5851104,8.653045299223803e-240,False,False
L6 IT_1,6,AC034268.2,32.43698,3.7401967,4.393931039092527e-227,False,False
L6 IT_1,7,AL117329.1,32.089672,3.9557254,2.799197026708327e-222,False,False
L6 IT_1,8,PTPRK,32.07903,3.2848861,3.4472798087734934e-222,False,False
L6 IT_1,9,CTNNA2,31.742432,2.1820905,1.4311575884372516e-217,False,False
L6 IT_1,10,SLC35F3,31.736784,2.2109761,1.5411320564092734e-217,False,False
L6 IT_2,1,SLC35F3,34.473225,2.5025873,6.44625668579057e-256,False,False
L6 IT_2,2,CTNNA2,34.424683,2.4485054,1.718302791650597e-255,False,False
L6 IT_2,3,MYO1D,32.955967,2.535038,3.6938976379955544e-234,True,False
L6 IT_2,4,AC019211.1,32.830395,3.490478,1.729895701309948e-232,False,False
L6 IT_2,5,LRP1B,32.74457,1.9860559,2.3139887607827115e-231,False,False
L6 IT_2,6,SYN3,32.289066,2.4193807,5.294630229241578e-225,False,False
L6 IT_2,7,AC067956.1,32.275814,3.2889755,6.963958156847338e-225,False,False
L6 IT_2,8,MCTP1,32.237164,2.1697898,2.1222812711430418e-224,False,False
L6 IT_2,9,ADAMTS3,31.742908,3.3706255,1.4096315655614466e-217,False,True
L6 IT_2,10,SLIT3,31.736176,3.1673176,1.571212434982265e-217,True,True
L6b_1,1,AL391117.1,20.321527,6.0417666,2.6457189965945173e-87,False,False
L6b_1,2,FRMPD4,19.707258,2.570893,2.979055784480188e-82,False,False
L6b_1,3,CCBE1,19.608679,4.486063,1.3860153513066543e-81,True,False
L6b_1,4,SDK2,19.36052,3.9052424,1.0601160164039198e-79,True,False
L6b_1,5,LMO3,19.34994,3.2680712,1.084805968880354e-79,False,False
L6b_1,6,HCRTR2,19.304554,4.7536774,2.2405818441960788e-79,True,False
L6b_1,7,ADAMTSL1,19.268005,4.9735484,3.9748248503930333e-79,False,False
L6b_1,8,VCAN,19.212566,4.7629266,1.0295985873531352e-78,False,True
L6b_1,9,PDZRN4,19.141636,4.0749183,3.624463600042604e-78,False,False
L6b_1,10,ARPP21,19.096104,2.8762622,7.887637630966401e-78,False,False
L6b_2,1,FRMPD4,25.958086,2.5230284,4.699722975311772e-144,False,False
L6b_2,2,MDGA2,25.681553,2.053659,2.9961841756041883e-141,False,False
L6b_2,3,ROBO2,25.414051,3.2137318,1.8750638324246154e-138,False,False
L6b_2,4,CCBE1,25.038969,4.091671,1.4685848592809115e-134,True,False
L6b_2,5,ZFHX3,24.94299,3.6632183,1.3523568730593406e-133,True,False
L6b_2,6,LMO3,24.812065,3.014271,3.0265998535984147e-132,False,False
L6b_2,7,ARPP21,24.718338,2.834293,2.708123913821591e-131,False,False
L6b_2,8,MIR137HG,24.70258,2.6547506,3.5555818398976286e-131,False,False
L6b_2,9,ZFPM2,24.69201,3.137563,4.1561756187320843e-131,False,False
L6b_2,10,ADD3-AS1,24.685429,4.208822,4.446190739269905e-131,False,False
L6b_3,1,MDFIC,11.753439,5.5719514,2.162406569953947e-27,True,False
L6b_3,2,TLE4,11.607346,4.1965675,5.8034011998903574e-27,False,False
L6b_3,3,CDH10,11.567728,2.968706,5.8034011998903574e-27,False,False
L6b_3,4,EPHA5,11.551213,3.1587102,5.8034011998903574e-27,False,False
L6b_3,5,ZFHX3,11.507992,4.2524,7.670013294720068e-27,True,False
L6b_3,6,DPP4,11.401718,5.0818477,1.8677838127518443e-26,True,False
L6b_3,7,KIAA1217,11.362551,3.481634,2.1985130205765945e-26,False,False
L6b_3,8,HS3ST4,11.359713,4.395762,2.1985130205765945e-26,False,True
L6b_3,9,SORCS3,11.356391,3.3106287,2.1985130205765945e-26,False,False
L6b_3,10,NRXN1,11.307302,1.9770405,3.500830316603509e-26,False,False
L6b_4,1,HS3ST4,24.068392,4.742147,1.7090474593515817e-123,False,True
L6b_4,2,LMO3,23.474457,3.306324,7.909146001284792e-118,False,False
L6b_4,3,ZFHX3,23.33651,4.0282984,1.5064312849464656e-116,True,False
L6b_4,4,CNTNAP5,23.311573,2.695346,2.1582109722668657e-116,False,False
L6b_4,5,PDZRN4,23.266844,4.1224456,5.106956700425391e-116,False,False
L6b_4,6,CDH10,23.14112,2.700328,8.137635488295662e-115,False,False
L6b_4,7,PCSK5,22.96026,3.8214993,4.6394711149405894e-113,False,False
L6b_4,8,CCBE1,22.442347,4.178906,5.386670277247183e-108,True,False
L6b_4,9,SORCS3,22.364176,2.9659417,2.803176987129919e-107,False,False
L6b_4,10,TLE4,22.316967,3.5249777,7.331753821971137e-107,False,False
L6b_5,1,ZFHX3,17.536182,4.3359957,2.419236090085609e-64,True,False
L6b_5,2,MDFIC,17.478327,5.6270895,3.341760615990603e-64,True,False
L6b_5,3,HS3ST4,17.265945,4.45292,6.769377315712191e-63,False,True
L6b_5,4,CELF2,17.11944,2.1468725,6.780028552225209e-62,False,False
L6b_5,5,STXBP5,17.012228,2.0232978,3.5429994507126245e-61,True,False
L6b_5,6,CNTNAP5,16.989035,2.6049228,4.510757651633528e-61,False,False
L6b_5,7,ERG,16.750656,5.1738973,2.232711434734592e-59,True,False
L6b_5,8,CDH10,16.704748,2.5970743,4.289215588442971e-59,False,False
L6b_5,9,TLE4,16.573751,3.646831,3.44062336628954e-58,False,False
L6b_5,10,MARCH1,16.561644,2.7403576,3.517071603180384e-58,False,False
L6b_6,1,MARCH1,36.84369,3.0197823,1.1770818550484345e-292,False,False
L6b_6,2,ZFHX3,36.795338,4.055054,3.4956688238947284e-292,True,False
L6b_6,3,DLC1,36.611195,3.491351,2.0177223043496645e-289,False,False
L6b_6,4,LINC02232,35.95602,4.459137,2.5995532211261812e-279,False,False
L6b_6,5,MDFIC,35.864113,5.271418,5.890832404351951e-278,True,False
L6b_6,6,SEMA3D,35.589317,4.9129057,9.33823459637167e-274,True,False
L6b_6,7,HS3ST4,34.615097,3.947674,5.970372426111794e-259,False,True
L6b_6,8,TLE4,34.455788,3.4690847,1.3070226459479643e-256,False,False
L6b_6,9,AC022126.1,34.41271,4.796486,5.191684083438134e-256,False,False
L6b_6,10,ARSJ,34.313557,4.19037,1.4284888837013713e-254,False,False
Lamp5_1,1,UNC13C,26.553959,4.1518807,7.372515038435347e-151,False,False
Lamp5_1,2,KIT,26.513494,5.597505,1.0802635524235213e-150,True,True
Lamp5_1,3,FGF13,26.388582,4.936672,1.969739147530945e-149,True,False
Lamp5_1,4,EYA4,25.924664,5.321314,2.799716928364126e-144,True,True
Lamp5_1,5,FGF14,25.82737,1.8872119,2.787509147604844e-143,False,False
Lamp5_1,6,FBXL7,25.649456,5.385138,2.278994980404256e-141,False,False
Lamp5_1,7,NFIB,25.26903,2.9599907,3.1883797892562295e-137,False,False
Lamp5_1,8,SLC6A1,25.196386,3.223251,1.749412758480125e-136,True,False
Lamp5_1,9,PTCHD4,25.114803,3.4662273,1.2145976676285036e-135,False,True
Lamp5_1,10,SOX2-OT,24.856127,3.7211008,7.080358863809684e-133,True,False
Lamp5_2,1,KIT,37.57844,5.740903,1.5426257069429993e-304,True,True
Lamp5_2,2,FGF13,37.391705,5.0512986,8.499275782655797e-302,True,False
Lamp5_2,3,UNC13C,36.914146,3.9650373,2.913255473663901e-294,False,False
Lamp5_2,4,TRPC3,36.68085,5.1189246,1.1761769843990782e-290,True,False
Lamp5_2,5,FBXL7,36.578674,5.5693088,3.9834747609460796e-289,False,False
Lamp5_2,6,PRELID2,36.319103,5.041369,4.29566824176919e-285,False,False
Lamp5_2,7,FGF14,36.141792,1.8324006,2.2810938180121517e-282,False,False
Lamp5_2,8,AC132803.1,35.84696,5.2026453,8.177288365328428e-278,False,False
Lamp5_2,9,EYA4,35.827145,5.1089053,1.479347698176735e-277,True,True
Lamp5_2,10,SLC6A1,35.769413,3.2490935,1.053364276179711e-276,True,False
Lamp5_3,1,MACROD2,35.71525,2.6028814,7.311137309628778e-275,False,False
Lamp5_3,2,KIT,35.37382,5.6863317,6.881268177925717e-270,True,True
Lamp5_3,3,FGF13,35.030376,4.842725,8.24969048004687e-265,True,False
Lamp5_3,4,TRPC3,34.9493,5.3943233,1.0581422244034325e-263,True,False
Lamp5_3,5,GRIN2A,34.85031,2.8038392,2.6863851010976974e-262,False,False
Lamp5_3,6,CACNA2D1,34.705647,3.2952652,3.441851139542932e-260,True,False
Lamp5_3,7,FGF14,34.294395,1.8462172,4.333596770766972e-254,False,False
Lamp5_3,8,EYA4,34.154057,5.205265,4.640294076620137e-252,True,True
Lamp5_3,9,PTCHD4,33.998592,3.5819707,8.281798493704915e-250,False,True
Lamp5_3,10,FREM1,33.910107,4.179731,1.5078198920888313e-248,True,False
Lamp5_4,1,FREM1,18.011452,4.890207,5.052386295768591e-68,True,False
Lamp5_4,2,CACNA2D1,17.96851,3.621359,5.482829654091066e-68,True,False
Lamp5_4,3,RELN,17.886173,6.942571,1.60677173649322e-67,True,True
Lamp5_4,4,TRPC3,17.679855,5.199064,4.779966682034707e-66,True,False
Lamp5_4,5,FGF14,17.630272,2.0132558,9.202372345515491e-66,False,False
Lamp5_4,6,GRIN2A,17.593393,2.85801,1.4712999527917592e-65,False,False
Lamp5_4,7,SV2C,17.319744,5.0851703,1.5210059210462122e-63,True,False
Lamp5_4,8,FRAS1,17.202356,3.3736165,1.0163800864607654e-62,True,False
Lamp5_4,9,INPP4B,17.161955,3.439241,1.8129930795535508e-62,True,False
Lamp5_4,10,NEBL,17.040455,2.0548363,1.312460256497582e-61,True,False
Lamp5_5,1,RELN,38.051006,7.24063,0.0,True,True
Lamp5_5,2,INPP4B,37.683796,3.803382,0.0,True,False
Lamp5_5,3,SV2C,36.66427,5.3273444,2.882401723226861e-290,True,False
Lamp5_5,4,HS3ST5,36.59154,4.1095834,3.1086337012708004e-289,True,False
Lamp5_5,5,FRAS1,36.445023,3.3733861,5.261547083127647e-287,True,False
Lamp5_5,6,FREM1,36.060703,4.2385597,4.9823922751306594e-281,True,False
Lamp5_5,7,FSTL5,35.998028,3.7572522,4.0921858960861025e-280,False,False
Lamp5_5,8,CXCL14,35.893295,5.9354806,1.5494911476662003e-278,False,True
Lamp5_5,9,COL5A2,35.70271,4.8622165,1.271541653446032e-275,True,False
Lamp5_5,10,SLC6A1,34.865005,3.028808,8.044946252894328e-263,True,False
Lamp5_6,1,INPP4B,22.564232,3.7728117,3.1047184865983565e-108,True,False
Lamp5_6,2,RELN,22.47473,6.7620735,1.1696805156518994e-107,True,True
Lamp5_6,3,HS3ST5,22.202291,4.1821384,3.4698042877336835e-105,True,False
Lamp5_6,4,FSTL5,21.578686,3.7067387,2.2712067880888677e-99,False,False
Lamp5_6,5,CXCL14,21.451895,5.7391973,2.7965823224989466e-98,False,True
Lamp5_6,6,COL5A2,21.340967,4.710702,2.5145327604638667e-97,True,False
Lamp5_6,7,SV2C,20.884682,4.638775,3.362249519264117e-93,True,False
Lamp5_6,8,EGFR,20.522835,3.8256705,5.367113454979113e-90,True,True
Lamp5_6,9,CNTNAP4,20.31998,3.1012163,3.033796227917784e-88,True,False
Lamp5_6,10,PRELID2,20.149088,4.0345073,8.742322094612752e-87,False,False
Lamp5_Lhx6_1,1,PDGFD,37.69054,6.3948636,0.0,True,True
Lamp5_Lhx6_1,2,FGF13,37.379013,5.037704,1.3663929993576495e-301,True,False
Lamp5_Lhx6_1,3,UNC5D,37.36302,3.2193882,1.656640297400608e-301,False,False
Lamp5_Lhx6_1,4,NTNG1,37.11828,4.5702057,1.136222495195767e-297,False,True
Lamp5_Lhx6_1,5,EYA4,37.066006,5.687185,6.327557098712708e-297,True,True
Lamp5_Lhx6_1,6,CHST9,36.977108,5.7159343,1.4203687885815372e-295,False,False
Lamp5_Lhx6_1,7,GRIA4,36.936993,3.0188673,5.367496617813451e-295,False,False
Lamp5_Lhx6_1,8,MYO16,35.767757,3.817002,1.3970862274761793e-276,False,True
Lamp5_Lhx6_1,9,FBXL7,34.866833,5.0015364,8.386681660597985e-263,False,False
Lamp5_Lhx6_1,10,GRIN2A,34.802956,2.4338505,6.99836789595139e-262,False,False
Micro-PVM_1,1,MRC1,14.457947,9.98458,7.123711233726929e-43,True,False
Micro-PVM_1,2,SLC9A9,14.312385,5.6494923,2.9202173256534636e-42,False,False
Micro-PVM_1,3,LRMDA,14.151902,6.566738,1.9324257949389168e-41,False,False
Micro-PVM_1,4,STARD13,13.593728,3.925599,7.730185030399399e-39,False,False
Micro-PVM_1,5,ITPR2,13.474442,4.8736224,3.3586837878844544e-38,False,False
Micro-PVM_1,6,ARHGAP24,13.432089,6.297592,5.438295349693202e-38,False,True
Micro-PVM_1,7,DISC1,13.412553,5.6547217,6.512686049661042e-38,True,False
Micro-PVM_1,8,NEAT1,13.360369,4.8939714,1.264091116241535e-37,False,False
Micro-PVM_1,9,MBNL1,13.151649,2.8278217,1.4352059803841058e-36,True,False
Micro-PVM_1,10,SELENOP,13.110081,7.6291018,2.4195983550713808e-36,False,False
Micro-PVM_2,1,PLXDC2,38.461266,6.255226,0.0,False,False
Micro-PVM_2,2,DOCK4,38.310497,4.410973,0.0,False,False
Micro-PVM_2,3,LRMDA,38.26409,7.1839685,0.0,False,False
Micro-PVM_2,4,MEF2A,38.251442,4.13683,0.0,True,False
Micro-PVM_2,5,SFMBT2,38.016262,5.2481947,0.0,False,False
Micro-PVM_2,6,ARHGAP24,37.9023,7.2939143,0.0,False,True
Micro-PVM_2,7,SRGAP2,37.785645,4.675396,0.0,False,False
Micro-PVM_2,8,SORL1,37.54456,4.1692815,6.12523561955756e-305,True,False
Micro-PVM_2,9,DOCK8,37.524338,10.160275,1.1780986485849057e-304,False,False
Micro-PVM_2,10,ITPR2,37.481102,5.332191,5.426359842545405e-304,False,False
Micro-PVM_2_3-SEAAD,1,DOCK8,7.8699126,9.12206,1.733039629632903e-11,False,False
Micro-PVM_2_3-SEAAD,2,SYNDIG1,7.8676066,5.056879,1.733039629632903e-11,False,False
Micro-PVM_2_3-SEAAD,3,DOCK4,7.8610964,4.6524205,1.733039629632903e-11,False,False
Micro-PVM_2_3-SEAAD,4,PLXDC2,7.8563304,6.274652,1.733039629632903e-11,False,False
Micro-PVM_2_3-SEAAD,5,INPP5D,7.8480415,7.7825694,1.733039629632903e-11,True,False
Micro-PVM_2_3-SEAAD,6,LRMDA,7.843693,7.1171937,1.733039629632903e-11,False,False
Micro-PVM_2_3-SEAAD,7,MEF2A,7.8367825,4.094659,1.733039629632903e-11,True,False
Micro-PVM_2_3-SEAAD,8,ARHGAP24,7.830068,7.152189,1.733039629632903e-11,False,True
Micro-PVM_2_3-SEAAD,9,SRGAP2,7.816758,4.405961,1.733039629632903e-11,False,False
Micro-PVM_2_3-SEAAD,10,SORL1,7.8032184,4.1745243,1.733039629632903e-11,True,False
OPC_1,1,BCAS1,12.359169,9.164632,3.6763781536377623e-31,False,False
OPC_1,2,GPR17,12.358262,10.733391,3.6763781536377623e-31,True,False
OPC_1,3,TNS3,12.355989,8.046971,3.6763781536377623e-31,False,False
OPC_1,4,FYN,12.354417,4.9108796,3.6763781536377623e-31,True,False
OPC_1,5,SEMA5A,12.331009,6.4410033,3.933675646808388e-31,False,True
OPC_1,6,CRB1,12.300717,4.6912518,4.771881875061314e-31,False,False
OPC_1,7,TNR,12.27,4.9194374,5.9800501884043646e-31,True,False
OPC_1,8,TMEM163,12.24964,4.754061,6.727094037699227e-31,False,False
OPC_1,9,DSCAM,12.231526,4.1686754,7.474918490575884e-31,False,False
OPC_1,10,OPHN1,12.220207,4.480467,7.7185131454510205e-31,False,False
OPC_2,1,PTPRZ1,38.359394,5.820297,0.0,True,True
OPC_2,2,TNR,38.28527,4.4309816,0.0,True,False
OPC_2,3,LHFPL3,38.210094,5.856042,0.0,False,False
OPC_2,4,DSCAM,38.043,3.6227708,0.0,False,False
OPC_2,5,PCDH15,37.8537,5.006288,0.0,False,False
OPC_2,6,VCAN,37.54107,6.593846,1.0474921971376418e-304,False,True
OPC_2,7,NOVA1,37.52699,2.9001505,1.5236017839561731e-304,False,False
OPC_2,8,LRRC4C,37.483177,3.0789573,6.902239572310466e-304,False,False
OPC_2,9,XYLT1,37.115692,4.0779157,5.559103065430746e-298,False,False
OPC_2,10,EPN2,37.025814,4.1488485,1.4038241379568974e-296,False,False
OPC_2_1-SEAAD,1,PTPRZ1,21.762646,5.608127,9.584267894992724e-101,True,True
OPC_2_1-SEAAD,2,TNR,21.756386,4.362033,9.584267894992724e-101,True,False
OPC_2_1-SEAAD,3,VCAN,21.721954,6.6226034,1.352788297987647e-100,False,True
OPC_2_1-SEAAD,4,LHFPL3,21.699116,5.7919254,1.6676008845922982e-100,False,False
OPC_2_1-SEAAD,5,XYLT1,21.664919,4.280265,2.80458347910977e-100,False,False
OPC_2_1-SEAAD,6,EPN2,21.64167,4.167267,3.710825676697916e-100,False,False
OPC_2_1-SEAAD,7,DSCAM,21.63265,3.6192572,3.710825676697916e-100,False,False
OPC_2_1-SEAAD,8,PCDH15,21.630346,5.038478,3.710825676697916e-100,False,False
OPC_2_1-SEAAD,9,LRRC4C,21.467264,3.1393979,1.11632541540275e-98,False,False
OPC_2_1-SEAAD,10,AC004852.2,21.417658,7.276384,2.917363768457685e-98,False,False
Oligo_1,1,ST18,37.77517,8.434681,0.0,False,True
Oligo_1,2,TF,37.770092,6.825752,0.0,False,False
Oligo_1,3,MBP,37.71796,6.373818,0.0,False,False
Oligo_1,4,RNF220,37.700974,6.790456,0.0,False,False
Oligo_1,5,QKI,37.52471,4.3026285,2.3233807351168417e-304,False,False
Oligo_1,6,MOBP,37.42517,7.2470927,8.093470157218055e-303,False,True
Oligo_1,7,CTNNA3,37.39643,5.095283,2.0346169388547574e-302,False,True
Oligo_1,8,SLC44A1,37.370125,4.40561,4.763190306567871e-302,False,False
Oligo_1,9,PLP1,37.29621,7.7407,6.6987262756351435e-301,False,False
Oligo_1,10,MAP7,37.21499,2.9972987,1.2454745713981852e-299,True,False
Oligo_2,1,PIP4K2A,37.618076,5.4190764,3.2509623219477505e-305,True,False
Oligo_2,2,ST18,37.596943,8.228229,3.2509623219477505e-305,False,True
Oligo_2,3,CTNNA3,37.59063,5.1555643,3.2509623219477505e-305,False,True
Oligo_2,4,SLC44A1,37.528072,4.4350996,2.559969831118967e-304,False,False
Oligo_2,5,PHLPP1,37.48815,4.590092,9.163529428261806e-304,True,False
Oligo_2,6,MBP,37.473286,6.20514,1.3337583086008487e-303,False,False
Oligo_2,7,RNF220,37.43918,6.6296806,4.104993533694078e-303,False,False
Oligo_2,8,SIK3,37.343517,2.959918,1.2879527037115483e-301,True,False
Oligo_2,9,PLP1,37.305527,7.669972,4.731364470347877e-301,False,False
Oligo_2,10,QKI,37.20405,4.1400414,1.8720428511462764e-299,False,False
Oligo_2_1-SEAAD,1,SIK3,13.865079,3.230423,3.288554207678302e-39,True,False
Oligo_2_1-SEAAD,2,KCNH8,13.773821,6.3871613,5.841410432769553e-39,False,False
Oligo_2_1-SEAAD,3,PHLPP1,13.742931,4.6746154,5.969844401443518e-39,True,False
