group,rank,gene,wilcoxon_score,logfoldchange,pval_adj,round,marker_type,subclass,detection_efficiency,eff_source,frac_snrna_in_group,predicted_spatial_detection,composite_score,spatially_validated,best_spatial_r
Sst_1,1,MAML3,25.88401222229004,5.230077743530273,1.6075462646237745e-143,2,within_Sst,Sst,0.1809627933350761,calibrated,0.9771863117870723,0.17683436458978918,4.577182854362996,False,
Sst_1,2,GPC5,25.741085052490234,5.463730335235596,4.312404768004379e-142,2,within_Sst,Sst,0.4016437551072325,calibrated,0.9657794676806084,0.38789929200470363,14.977423000940732,True,0.9121630916838824
Sst_1,3,GABRG3,24.458961486816406,2.811885356903076,2.147769648284842e-128,2,within_Sst,Sst,0.4517444668705591,median_fallback,1.0,0.4517444668705591,11.049200517069414,False,
Sst_1,4,AC046195.2,24.352296829223633,5.654758453369141,2.497391901777574e-127,2,within_Sst,Sst,0.4517444668705591,median_fallback,0.908745247148289,0.41052063719415827,9.997120411474166,False,
Sst_1,5,ERBB4,24.288484573364258,4.342994689941406,9.193528154851719e-127,2,within_Sst,Sst,0.2058128921330163,calibrated,0.9961977186311787,0.20503033360779568,7.469814142357009,True,0.9267984905371252
Sst_1,6,EPB41L4A,23.75356674194336,3.284864664077759,3.219085923890129e-121,2,within_Sst,Sst,0.4007535802419561,calibrated,0.9809885931558935,0.39313469088374403,9.338351118480285,False,
Sst_1,7,KCND2,23.669559478759766,2.230060577392578,2.1525923463682483e-120,2,within_Sst,Sst,0.179280205991092,calibrated,1.0,0.179280205991092,4.2434834990704555,False,
Sst_1,8,PTPRK,23.244583129882812,3.975947380065918,3.95915265937051e-116,2,within_Sst,Sst,0.4517444668705591,median_fallback,0.9847908745247148,0.4448738285911589,10.34090669099643,False,
Sst_1,9,NAV3,23.198917388916016,1.5418497323989868,1.063663870824774e-115,2,within_Sst,Sst,0.4517444668705591,median_fallback,1.0,0.4517444668705591,10.479982567830008,False,
Sst_1,10,CSMD3,23.05141830444336,2.615422487258911,3.0266662949277155e-114,2,within_Sst,Sst,0.0637562270760849,calibrated,0.9923954372623575,0.06327138884736942,1.458495251023805,False,
Sst_1,11,PDE4B,22.81254005432129,2.354816436767578,6.862572728518435e-112,2,within_Sst,Sst,0.4517444668705591,median_fallback,1.0,0.4517444668705591,10.305438744802645,False,0.6806474518581431
Sst_1,12,KLHL29,22.216703414916992,2.316582202911377,3.639268100232944e-106,2,within_Sst,Sst,0.1592808133633242,calibrated,0.9885931558935361,0.15746392195613798,3.4983292526491536,False,
Sst_1,13,SASH1,22.216175079345703,2.5425920486450195,3.639268100232944e-106,2,within_Sst,Sst,0.6746410006794015,calibrated,0.9847908745247148,0.6643803010492965,14.759989087379576,False,
Sst_1,14,UNC5D,21.776376724243164,2.192833662033081,4.9576205250583176e-102,2,within_Sst,Sst,0.2111614369947216,calibrated,0.9961977186311787,0.210358541797023,4.580846853334425,False,
Sst_1,15,BACH2,21.61512565612793,1.7600525617599487,1.5878711308039925e-100,2,within_Sst,Sst,0.0747572980086497,calibrated,1.0,0.0747572980086497,1.6158883901695655,False,
Sst_1,16,PCDH9,21.190166473388672,2.6548190116882324,1.3900766762832928e-96,2,within_Sst,Sst,0.3374047847153791,calibrated,1.0,0.3374047847153791,7.149663557036749,False,
Sst_1,17,DPYD,21.174497604370117,2.65751576423645,1.8694457428996818e-96,2,within_Sst,Sst,0.383099459207698,calibrated,0.9391634980988594,0.35979302822928294,7.6184366143100215,False,
Sst_1,18,CSMD1,20.866018295288086,1.155261516571045,1.0539076434479152e-93,2,within_Sst,Sst,0.4517444668705591,median_fallback,1.0,0.4517444668705591,14.139162465774373,True,0.9557452650945052
Sst_1,19,CDH9,20.85575294494629,1.446616768836975,1.2677957135731212e-93,2,within_Sst,Sst,0.4517444668705591,median_fallback,1.0,0.4517444668705591,9.421470995298854,False,
Sst_1,20,AC109466.1,20.823997497558594,4.301981449127197,2.3906585279448746e-93,2,within_Sst,Sst,0.4517444668705591,median_fallback,0.870722433460076,0.3933440414956579,8.190995335785164,False,
Sst_1,21,GULP1,20.716535568237305,3.1624295711517334,2.1182799003430463e-92,2,within_Sst,Sst,0.0775361465575843,calibrated,0.935361216730038,0.07252430438466059,1.50245233134649,False,
Sst_1,22,AL589740.1,20.534465789794922,5.01307487487793,8.894172683350117e-91,2,within_Sst,Sst,0.4517444668705591,median_fallback,0.7984790874524715,0.36070850966850726,7.406956551875873,False,
Sst_1,23,SORL1,20.424396514892578,2.4572865962982178,8.300746590417116e-90,2,within_Sst,Sst,0.5029358626797075,calibrated,0.9277566539923955,0.4666020931325043,9.530066164817102,False,
Sst_1,24,NDST3,20.220294952392578,2.5056214332580566,5.174178120865794e-88,2,within_Sst,Sst,0.2028529666321212,calibrated,0.9505703422053232,0.19282601390886048,3.8989988757313125,False,
Sst_1,25,LPP,20.199172973632812,2.18328857421875,7.743795284488239e-88,2,within_Sst,Sst,0.1091122554581002,calibrated,0.9695817490494296,0.10579325148979296,2.1369361862853653,False,
Sst_1,26,EDIL3,20.164348602294922,2.846297264099121,1.529199860983515e-87,2,within_Sst,Sst,0.4517444668705591,median_fallback,0.9125475285171103,0.4122382967640083,12.468775084748653,True,0.9070348701666616
Sst_1,27,SEL1L3,20.128116607666016,2.3341541290283203,3.1047446150034794e-87,2,within_Sst,Sst,0.3876145858253753,calibrated,0.9619771863117871,0.3728763886457032,7.505299430906106,False,
Sst_1,28,MINAR1,20.09201431274414,3.28273868560791,6.282533865137209e-87,2,within_Sst,Sst,0.4517444668705591,median_fallback,0.8403041825095057,0.37960276493685763,7.626984186268593,False,
Sst_1,29,AC046195.1,19.62749671936035,3.409492254257202,5.982864810896777e-83,2,within_Sst,Sst,0.4517444668705591,median_fallback,0.8212927756653993,0.3710144670876075,7.282085235597245,False,
Sst_1,30,SIK2,19.596925735473633,1.845903754234314,1.0690995559020213e-82,2,within_Sst,Sst,0.4517444668705591,median_fallback,0.9619771863117871,0.43456787117205875,8.51619429838171,False,
