supertype,rank,gene,score,logfoldchange,pval_adj
L6 CT_2,3,KCNH5,32.96935,3.0318847,1.9587651809917107e-236
L6 CT_2,4,CEMIP2,32.139717,2.789511,8.084793562685066e-225
L6 CT_2,5,NRP1,31.520332,3.1310709,2.4060888062090123e-216
L6 CT_2,6,RYR3,30.825773,2.9020693,5.187115788240913e-207
L6 CT_2,7,SLIT3,29.987051,2.8978312,5.4393967514713e-196
L6 CT_2,8,HS3ST2,28.254005,2.714588,4.177914823379703e-174
L6 CT_2,9,ANO3,27.209265,2.4656053,1.474615793643906e-161
L6 CT_2,10,SEMA5A,25.700455,2.3765476,3.038345093960289e-144
L6 CT_3,1,RXFP1,17.376501,3.5330997,3.269324581195814e-65
L6 CT_3,2,HS3ST4,17.198854,3.7686255,3.5614026767857434e-64
L6 CT_3,3,HS3ST2,16.942083,3.428001,1.9302918336282333e-62
L6 CT_3,4,MEIS2,16.82862,3.7390802,9.899765455688434e-62
L6 CT_3,5,SEMA5A,15.736485,3.2274117,4.4730298678480353e-54
L6 CT_3,6,MCTP2,14.93536,3.7366817,8.504690971715675e-49
L6 CT_3,7,RASGRP1,14.8128805,2.4063723,4.5440559580403725e-48
L6 CT_3,8,SULF1,14.725488,3.3438742,1.4539622709780495e-47
L6 CT_3,9,SORCS1,14.427682,2.5642536,1.0126491226227335e-45
L6 CT_3,10,ANO3,14.390268,2.586276,1.566552793657059e-45
L6 CT_4,1,HS3ST2,15.073386,3.7067125,6.3742065453256415e-49
L6 CT_4,2,ANO3,14.940014,3.4410148,2.379333037653732e-48
L6 CT_4,3,HS3ST4,14.651497,3.8892262,1.1552681195212102e-46
L6 CT_4,4,RXFP1,14.446812,3.5104027,1.7263329553676153e-45
L6 CT_4,5,NRP1,14.266663,3.3537142,1.857168389040929e-44
L6 CT_4,6,SULF1,13.442459,3.5568514,1.3571896642755754e-39
L6 CT_4,7,SEMA5A,13.438176,3.2282271,1.3571896642755754e-39
L6 CT_4,8,SLC17A7,12.461235,2.4194674,3.993471067580827e-34
L6 CT_4,9,CDH6,12.434174,2.712702,4.98226764976447e-34
L6 CT_4,10,CRYM,12.290141,2.3302171,2.6912065165391145e-33
L6 IT Car3_1,1,NWD2,36.37423,3.9249506,2.8615495163525416e-287
L6 IT Car3_1,2,NTNG2,36.021618,4.807568,5.04741059929019e-282
L6 IT Car3_1,3,CTNNA3,34.885525,3.7554917,1.0804531179858213e-264
L6 IT Car3_1,4,RIT2,34.801388,3.5741537,1.5238344484218293e-263
L6 IT Car3_1,5,CUX2,32.73991,3.4430854,2.223111203692849e-233
L6 IT Car3_1,6,POSTN,31.792263,5.2682433,3.629512499274606e-220
L6 IT Car3_1,7,RXFP1,30.234182,3.039793,3.164238860441917e-199
L6 IT Car3_1,8,MCTP2,30.086203,4.0196986,2.413913190686621e-197
L6 IT Car3_1,9,NR4A2,30.043707,4.2345104,7.709533539818535e-197
L6 IT Car3_1,10,RASGRP1,28.213404,2.5939174,1.0532297799183337e-173
L6 IT Car3_2,1,NTNG2,37.01892,5.2075915,1.4944715487681727e-297
L6 IT Car3_2,2,NWD2,33.377647,3.3853874,3.805143450354775e-242
L6 IT Car3_2,3,NR4A2,30.991156,4.2079263,6.217720672119809e-209
L6 IT Car3_2,4,THEMIS,30.98051,4.3639307,6.48787619456491e-209
L6 IT Car3_2,5,RASGRP1,30.964262,2.8037043,8.589751591812623e-209
L6 IT Car3_2,6,CDH12,29.482103,2.7242177,2.140500341537981e-189
L6 IT Car3_2,7,STK32B,29.280218,3.5628922,6.960212576057329e-187
L6 IT Car3_2,8,CUX2,27.024206,2.7936623,2.524389570542551e-159
L6 IT Car3_2,9,TRHDE,27.013187,2.585482,3.0231662102369736e-159
L6 IT Car3_2,10,RXFP1,26.344662,2.5013404,1.5539511397432246e-151
L6 IT Car3_3,1,NTNG2,36.02235,4.795312,9.831568931613583e-282
L6 IT Car3_3,2,TRPC5,34.755608,3.555925,1.4996202059859083e-262
L6 IT Car3_3,3,NWD2,34.598698,3.50983,2.31705865048353e-260
L6 IT Car3_3,4,MCTP2,34.1353,4.990896,1.4529123073823703e-253
L6 IT Car3_3,5,THEMIS,34.112343,4.9793515,2.54578695396717e-253
L6 IT Car3_3,6,RIT2,32.653336,3.1981184,3.1498516154614036e-232
L6 IT Car3_3,7,RASGRP1,30.69897,2.8554337,2.207128037830797e-205
L6 IT Car3_3,8,HS3ST4,29.672966,3.0379622,5.637401430888402e-192
L6 IT Car3_3,9,NR4A2,29.05844,4.0482244,3.5178268426701196e-184
L6 IT Car3_3,10,STK32B,28.186121,3.6042233,2.2755436260328838e-173
L6 IT_1,1,SLIT3,34.29937,3.6146054,2.109107177482637e-255
L6 IT_1,2,THEMIS,28.51767,3.6763427,9.302499686020875e-177
L6 IT_1,3,CDH12,27.60693,2.5781004,8.054333674723911e-166
L6 IT_1,4,TESPA1,27.122778,2.6894407,3.488206302246266e-160
L6 IT_1,5,ADAMTS3,27.03376,2.910208,3.1187484250362417e-159
L6 IT_1,6,SNTB2,25.266417,1.9096522,3.2772789038506554e-139
L6 IT_1,7,ANO3,25.207129,2.2132463,1.2571591174337737e-138
L6 IT_1,8,CEMIP2,23.90865,1.9269062,8.185106837055358e-125
L6 IT_1,9,SLC17A7,23.096682,1.8747269,1.4610041245560846e-116
L6 IT_1,10,RASGRP1,21.671839,1.7555633,9.950344903127216e-103
L6 IT_2,1,ADAMTS3,31.742908,3.3706255,6.478363126710183e-219
L6 IT_2,2,SLIT3,31.736176,3.1673176,6.478363126710183e-219
L6 IT_2,3,THEMIS,30.430021,3.7994676,1.9304832479984874e-201
L6 IT_2,4,POU6F2,28.793922,2.8237891,1.6804145885809745e-180
L6 IT_2,5,SNTB2,28.438976,2.12624,3.508548746801113e-176
L6 IT_2,6,RXFP1,28.40388,2.6347437,7.937785618156206e-176
L6 IT_2,7,TESPA1,27.968586,2.7256527,1.4720541226632265e-170
L6 IT_2,8,SORCS1,27.375479,2.5018117,1.766290968886749e-163
L6 IT_2,9,FSTL4,27.264656,2.4402118,3.2552169933106886e-162
L6 IT_2,10,ANO3,25.78578,2.2506373,3.3671555074466814e-145
L6b_1,1,VCAN,19.212566,4.7629266,7.64136285788377e-80
L6b_1,2,POU6F2,19.05506,3.7699223,7.84377920520894e-79
L6b_1,3,HS3ST4,18.960974,4.1883473,3.1423288175437565e-78
L6b_1,4,CDH6,18.751534,3.83884,1.2366887853616012e-76
L6b_1,5,RYR3,18.465307,3.558636,2.06602262129256e-74
L6b_1,6,SPHKAP,17.414778,3.281431,2.793788881652352e-66
L6b_1,7,HTR2A,17.256828,2.8557801,3.7354699689607458e-65
L6b_1,8,THSD7B,15.623319,3.6347234,1.6604110026667827e-53
L6b_1,9,MGST1,15.012352,2.6419632,1.7810357288259617e-49
L6b_1,10,RASGRP1,14.943485,2.3897998,4.517100083442594e-49
L6b_2,1,HS3ST4,24.572252,4.021184,6.579535364603946e-131
L6b_2,2,CDH6,24.233831,3.6847682,1.2876172591498282e-127
L6b_2,3,RXFP1,21.724394,3.0605733,1.0578357865876903e-102
L6b_2,4,SPHKAP,21.491598,2.9250736,1.2267556860989153e-100
L6b_2,5,RYR3,21.42607,2.8609474,4.0165980079828074e-100
L6b_2,6,ANO3,20.35641,2.667356,1.7856302457431863e-90
L6b_2,7,SLC17A7,19.964533,2.331232,4.210733322691089e-87
L6b_2,8,RASGRP1,18.42407,2.1707573,2.7689153017122637e-74
L6b_2,9,NNAT,18.06481,2.3630567,1.7629613648120398e-71
L6b_2,10,HS3ST2,17.536942,2.4014013,1.96849214355097e-67
L6b_3,1,HS3ST4,11.359713,4.395762,1.7453285213018866e-27
L6b_3,2,ITGA8,10.146845,3.3877923,4.500603953762715e-22
L6b_3,3,POU6F2,10.066612,3.2655458,6.803365287520849e-22
L6b_3,4,NR4A2,9.917675,4.1171694,2.293264447374208e-21
L6b_3,5,NPNT,9.851577,4.4757686,3.549300862348e-21
L6b_3,6,SLIT3,9.638263,3.0188575,2.415766098296217e-20
L6b_3,7,CALCRL,9.499529,3.9991488,7.921666975004587e-20
L6b_3,8,RASGRP1,9.381334,2.5944407,2.1415727263360404e-19
L6b_3,9,MCTP2,9.363175,3.8027987,2.261082926194876e-19
L6b_3,10,BRINP3,9.089642,2.6027985,2.613316970494964e-18
L6b_4,1,HS3ST4,24.068392,4.742147,1.4093358473943058e-125
L6b_4,2,POU6F2,21.586367,3.438534,3.1724639148217695e-101
L6b_4,3,BRINP3,19.816792,2.7893674,1.8697359850505212e-85
L6b_4,4,RYR3,18.803194,2.7078865,4.675005841328106e-77
L6b_4,5,SLIT3,18.097582,2.9903865,1.7514127309452888e-71
L6b_4,6,NR4A2,18.078382,3.5136235,2.067678837698595e-71
L6b_4,7,TRPC6,17.964382,2.9496007,1.391571565991535e-70
L6b_4,8,ITGA8,16.899162,2.6147547,1.5002425995825055e-62
L6b_4,9,HTR2A,16.801008,2.371937,7.01133633594186e-62
L6b_4,10,RASGRP1,16.253437,2.2465682,5.5542336763452056e-58
L6b_5,1,HS3ST4,17.265945,4.45292,2.2328990487345888e-64
L6b_5,2,ROS1,15.97652,5.0227695,2.449315460005999e-55
L6b_5,3,POU6F2,15.628349,3.369977,4.0917558169939668e-53
L6b_5,4,BRINP3,14.71042,2.7976692,3.6335958892957065e-47
L6b_5,5,RASGRP1,14.669804,2.5658689,5.293441295344198e-47
L6b_5,6,ITGA8,14.587121,3.0674376,1.4868931468295907e-46
L6b_5,7,SLIT3,13.84994,2.8511262,4.7834868972603315e-42
L6b_5,8,NR4A2,13.59288,3.287946,1.4509832404416837e-40
L6b_5,9,RXFP1,13.068873,2.660538,1.4492651744361411e-37
L6b_5,10,RYR3,12.142342,2.2123022,1.6568146732415775e-32
L6b_6,1,HS3ST4,34.615097,3.947674,3.9386898644026005e-260
L6b_6,2,NPFFR2,33.62637,5.696636,9.08488550274133e-246
L6b_6,3,RXFP1,33.541824,3.4795299,1.0385627226703841e-244
L6b_6,4,SLIT3,32.161354,3.1987429,4.029368801524348e-225
L6b_6,5,ROS1,31.994232,4.898535,6.899411609073393e-223
L6b_6,6,BRINP3,30.841703,2.7140596,3.172268317661287e-207
L6b_6,7,POU6F2,30.611588,3.0438921,3.224297742389495e-204
L6b_6,8,MCTP2,29.980745,3.780529,5.75095866426041e-196
L6b_6,9,KCNH5,29.239517,2.591613,1.783502388021139e-186
L6b_6,10,MEIS2,29.042336,3.101626,5.057558135639079e-184
Lamp5_1,1,KIT,26.513494,5.597505,1.7816405749687146e-152
Lamp5_1,2,EYA4,25.924664,5.321314,4.617474380959866e-146
Lamp5_1,3,PTCHD4,25.114803,3.4662273,3.004789639603955e-137
Lamp5_1,4,MYO16,24.55688,3.5959938,2.4010131604594143e-131
Lamp5_1,5,NXPH2,24.450264,3.954344,2.62993554194742e-130
Lamp5_1,6,NTNG1,24.291788,3.9194112,1.0493548056656134e-128
Lamp5_1,7,ALK,23.28696,3.3107605,2.258077141448681e-118
Lamp5_1,8,TACR1,21.50784,3.5357857,4.3226452545338615e-101
Lamp5_1,9,DNER,21.425951,2.3654358,2.2371149929010436e-100
Lamp5_1,10,CXCL14,20.990065,3.7719383,2.1259516737621028e-96
Lamp5_2,1,KIT,37.57844,5.740903,1.2720990842065934e-306
Lamp5_2,2,EYA4,35.827145,5.1089053,5.489630955984591e-279
Lamp5_2,3,PTCHD4,35.520947,3.487611,2.0468437693375486e-274
Lamp5_2,4,DNER,34.424507,2.872634,7.128204788137804e-258
Lamp5_2,5,NXPH2,34.165028,3.958365,4.207474656477264e-254
Lamp5_2,6,MYO16,33.929474,3.4908583,1.0737262650258825e-250
Lamp5_2,7,TACR1,32.819386,3.7865543,1.1703781703631778e-234
Lamp5_2,8,NTNG1,32.809673,3.5107396,1.4089117716461804e-234
Lamp5_2,9,GAD2,32.744267,3.0566852,1.0707600881576822e-233
Lamp5_2,10,EGFR,31.817232,3.4024043,9.834957245778114e-221
Lamp5_3,1,KIT,35.37382,5.6863317,1.1349032896212106e-271
Lamp5_3,2,EYA4,34.154057,5.205265,1.530614670493332e-253
Lamp5_3,3,PTCHD4,33.998592,3.5819707,2.048831722175141e-251
Lamp5_3,4,GAD2,33.340996,3.4205475,6.468458863646164e-242
Lamp5_3,5,DNER,32.86502,2.8608007,3.655946981307634e-235
Lamp5_3,6,RELN,32.21021,5.101481,5.5667622507090954e-226
Lamp5_3,7,MYO16,32.120605,3.4714215,8.541898198220513e-225
Lamp5_3,8,ALK,31.432976,3.3602455,2.358128085656322e-215
Lamp5_3,9,KCNH5,30.999943,3.1310735,1.578009819125509e-209
Lamp5_3,10,LAMP5,30.708033,4.455871,1.1693947399531638e-205
Lamp5_4,1,RELN,17.886173,6.942571,3.974987928677611e-69
Lamp5_4,2,KIT,16.940622,4.82315,2.9683151698032388e-62
Lamp5_4,3,EYA4,16.908737,4.807575,3.4008916326162566e-62
Lamp5_4,4,ALK,16.792345,3.7274725,1.8255965668386324e-61
Lamp5_4,5,GAD2,16.556265,3.2565417,7.588956754340943e-60
Lamp5_4,6,EGFR,16.314728,3.7151732,3.3992871311808446e-58
Lamp5_4,7,MYO16,16.302727,3.5112114,3.546206485850794e-58
Lamp5_4,8,LAMP5,16.07686,4.6446614,1.2186556696907304e-56
Lamp5_4,9,DNER,16.049002,2.6540816,1.6975618206300826e-56
Lamp5_4,10,PTCHD4,15.388484,2.8606637,5.14326108559608e-52
Lamp5_5,1,RELN,38.051006,7.24063,0.0
Lamp5_5,2,CXCL14,35.893295,5.9354806,5.111042195293145e-280
Lamp5_5,3,GAD2,34.530865,3.2748723,2.4213010677855864e-259
Lamp5_5,4,EGFR,33.919025,3.7480924,2.2965271412498392e-250
Lamp5_5,5,ADRA1A,33.034077,3.1206768,1.3854954373946914e-237
Lamp5_5,6,PLD5,32.305775,3.276864,2.543852365264237e-227
Lamp5_5,7,DNER,31.548052,2.449818,7.1642345674705135e-217
Lamp5_5,8,MYO16,31.193663,3.1074357,4.269156687633376e-212
Lamp5_5,9,LAMP5,30.916378,4.3210526,2.1028712114427595e-208
Lamp5_5,10,ALK,30.315126,2.8869574,1.9053113519213024e-200
Lamp5_6,1,RELN,22.47473,6.7620735,1.9291128185899695e-109
Lamp5_6,2,CXCL14,21.451895,5.7391973,5.765380732584133e-100
Lamp5_6,3,EGFR,20.522835,3.8256705,1.1802387890003084e-91
Lamp5_6,4,GAD2,19.366411,2.940034,9.74661436300998e-82
Lamp5_6,5,DNER,18.92401,2.4193008,3.804978332035272e-78
Lamp5_6,6,PLD5,18.889505,3.163446,6.099033231754478e-78
Lamp5_6,7,THSD7B,17.774897,3.2153845,4.155453083757775e-69
Lamp5_6,8,ADRA1A,16.6691,2.5589912,7.228475565628204e-61
Lamp5_6,9,MYO16,16.191801,2.6560044,1.6837041905443062e-57
Lamp5_6,10,SDK1,16.057014,2.4707875,1.3427072181941686e-56
Lamp5_Lhx6_1,1,PDGFD,37.69054,6.3948636,0.0
Lamp5_Lhx6_1,2,NTNG1,37.11828,4.5702057,1.873931685551605e-299
Lamp5_Lhx6_1,3,EYA4,37.066006,5.687185,8.69651395270353e-299
Lamp5_Lhx6_1,4,MYO16,35.767757,3.817002,2.3041650382606537e-278
Lamp5_Lhx6_1,5,GAD2,34.293766,3.3040643,5.112690742360068e-256
Lamp5_Lhx6_1,6,LAMP5,33.74615,4.900238,5.3370045331152765e-248
Lamp5_Lhx6_1,7,PTCHD4,32.885185,3.0287547,1.3448330958568598e-235
Lamp5_Lhx6_1,8,KIT,32.774246,3.9982877,4.507219310847557e-234
Lamp5_Lhx6_1,9,SPHKAP,32.50871,3.428747,2.3472284085438713e-230
Lamp5_Lhx6_1,10,ALK,32.39537,3.2347214,8.387681027701121e-229
Micro-PVM_1,1,ARHGAP24,13.432089,6.297592,1.0314567011662175e-38
Micro-PVM_1,2,MS4A6A,12.192727,11.136677,4.4690903124202643e-32
Micro-PVM_1,3,NRP1,11.864618,5.8239574,1.584352337076326e-30
Micro-PVM_1,4,LYVE1,10.166384,7.8175907,1.473412020586627e-22
Micro-PVM_1,5,CD163,9.913787,11.43183,1.362473017097389e-21
Micro-PVM_1,6,CD14,9.182514,7.8899217,1.2306646909110314e-18
Micro-PVM_1,7,PTPRC,8.227598,6.326611,4.566731095286488e-15
Micro-PVM_1,8,TGFBI,6.7979484,9.785214,1.2134547744834845e-10
Micro-PVM_1,9,CTSS,5.7841234,4.024634,5.325120601052092e-08
Micro-PVM_1,10,PECAM1,5.426432,5.5833516,3.780075386006369e-07
Micro-PVM_2,1,ARHGAP24,37.9023,7.2939143,0.0
Micro-PVM_2,2,P2RY12,36.266228,8.448738,7.252265782388617e-286
Micro-PVM_2,3,CX3CR1,31.38038,10.911642,3.2858620788575246e-214
Micro-PVM_2,4,PTPRC,30.551535,8.782631,2.8378853404387044e-203
Micro-PVM_2,5,HS3ST4,29.784168,3.8576467,2.745822255378436e-193
Micro-PVM_2,6,RNASET2,26.348854,3.889997,1.987539835899365e-151
Micro-PVM_2,7,LRRK1,24.61762,3.6717165,2.1517273836624076e-132
Micro-PVM_2,8,LY86,24.321312,6.1609864,2.7893659471410745e-129
Micro-PVM_2,9,RGS10,23.714226,8.577682,5.636928520423357e-123
Micro-PVM_2,10,GPR34,21.148092,7.028144,5.0377994391253413e-98
Micro-PVM_2_3-SEAAD,1,ARHGAP24,7.830068,7.152189,1.2824049133268479e-12
Micro-PVM_2_3-SEAAD,2,P2RY12,6.636952,7.119404,2.80740410919235e-09
Micro-PVM_2_3-SEAAD,3,CX3CR1,6.3584037,8.26189,1.3403862674218208e-08
Micro-PVM_2_3-SEAAD,4,LRRK1,6.256162,4.044487,2.0754223085593275e-08
Micro-PVM_2_3-SEAAD,5,LY86,5.831732,6.306268,2.4044811201979473e-07
Micro-PVM_2_3-SEAAD,6,RGS10,5.2068176,7.130686,6.315510811247095e-06
Micro-PVM_2_3-SEAAD,7,PTPRC,5.160173,6.6825104,6.592217244699886e-06
Micro-PVM_2_3-SEAAD,8,RNASET2,4.6426663,3.522717,8.223325240896772e-05
Micro-PVM_2_3-SEAAD,9,ITGAX,4.0944037,7.159498,0.0006241957099441039
Micro-PVM_2_3-SEAAD,10,HS3ST4,4.0637245,3.0593545,0.0006685157313924839
OPC_1,1,SEMA5A,12.331009,6.4410033,1.6219181248402566e-32
OPC_1,2,VCAN,12.089118,6.3429265,1.5855580902702402e-31
OPC_1,3,BCAN,11.018848,5.597259,2.7176757662434846e-26
OPC_1,4,PTPRZ1,10.584624,3.8034587,2.3090596482305816e-24
OPC_1,5,ERBB3,10.518782,5.496434,3.7231930016351695e-24
OPC_1,6,OLIG1,9.521571,5.6314297,7.477132616359201e-20
OPC_1,7,SOX4,9.237272,5.2099404,9.500351946790196e-19
OPC_1,8,SOX10,9.164656,5.7524114,1.6340637414311579e-18
OPC_1,9,MYRF,8.008364,4.8854475,3.396918815424172e-14
OPC_1,10,DNER,7.843864,2.1806371,1.1490220776225383e-13
OPC_2,1,PTPRZ1,38.359394,5.820297,0.0
OPC_2,2,VCAN,37.54107,6.593846,2.5913879018643568e-306
OPC_2,3,SEMA5A,35.995945,4.8938484,8.486536540161585e-282
OPC_2,4,PDGFRA,35.46779,6.791795,1.0144829128787673e-273
OPC_2,5,OLIG1,33.737812,6.7426367,8.487372973203481e-248
OPC_2,6,BRINP3,32.38109,3.1942163,2.2211782703134656e-228
OPC_2,7,BCAN,31.653715,4.735748,2.5327845658777683e-218
OPC_2,8,TMEM132C,26.979588,3.0263858,8.435145392276939e-159
OPC_2,9,NTNG1,26.463606,2.9930096,7.43520129288841e-153
OPC_2,10,CALCRL,25.108131,4.267948,1.0661027109110288e-137
OPC_2_1-SEAAD,1,PTPRZ1,21.762646,5.608127,1.3790178899605402e-102
OPC_2_1-SEAAD,2,VCAN,21.721954,6.6226034,1.6733295191926967e-102
OPC_2_1-SEAAD,3,SEMA5A,20.643066,4.8863916,9.878546455570281e-93
OPC_2_1-SEAAD,4,PDGFRA,19.922865,6.4683104,1.6950693321286656e-86
OPC_2_1-SEAAD,5,BCAN,19.84058,4.9483314,6.991377990028052e-86
OPC_2_1-SEAAD,6,OLIG1,18.972492,6.366954,1.2620759720019305e-78
OPC_2_1-SEAAD,7,BRINP3,18.106611,3.1806045,1.0618567430103252e-71
OPC_2_1-SEAAD,8,TMEM132C,15.503418,3.0433795,1.0813240848860652e-52
OPC_2_1-SEAAD,9,NTNG1,15.266917,3.0422404,3.7123336294362846e-51
OPC_2_1-SEAAD,10,OLIG2,14.300842,6.251345,5.68543802701924e-45
Oligo_1,1,ST18,37.77517,8.434681,0.0
Oligo_1,2,MOBP,37.42517,7.2470927,2.002241229751057e-304
Oligo_1,3,CTNNA3,37.39643,5.095283,3.914892279843653e-304
Oligo_1,4,MOG,35.790005,6.843733,1.0387798608385484e-278
Oligo_1,5,CLDN11,34.055725,6.0698338,1.756487095990968e-252
Oligo_1,6,UGT8,32.806515,6.2795625,2.083953177528975e-234
Oligo_1,7,MAG,32.0864,6.4351892,2.563970732443298e-224
Oligo_1,8,FGFR2,30.459059,4.3708754,2.9878377253227962e-202
Oligo_1,9,PSEN1,30.04316,3.1065784,7.837858821409291e-197
Oligo_1,10,CNTN2,29.88702,4.4094377,7.631978591124574e-195
Oligo_2,1,ST18,37.596943,8.228229,4.021273119519605e-307
Oligo_2,2,CTNNA3,37.59063,5.1555643,4.021273119519605e-307
Oligo_2,3,MOBP,36.524982,6.844625,3.9021619482078214e-290
Oligo_2,4,MOG,34.809566,6.6099644,1.146065673646726e-263
Oligo_2,5,UGT8,34.36194,6.3959556,4.914302692544905e-257
Oligo_2,6,CLDN11,32.19505,5.901303,9.074340967848933e-226
Oligo_2,7,FGFR2,31.229895,4.549424,1.572901254045184e-212
Oligo_2,8,OPALIN,30.398468,6.821682,1.8919366124659985e-201
Oligo_2,9,PSEN1,28.917614,2.9958346,2.0955332989493548e-182
Oligo_2,10,CNDP1,28.721876,5.9742618,5.350358042353444e-180
Oligo_2_1-SEAAD,1,CTNNA3,13.678273,5.0824347,3.163935235279555e-40
Oligo_2_1-SEAAD,2,ST18,13.637206,7.6736856,3.163935235279555e-40
Oligo_2_1-SEAAD,3,MOBP,12.056065,6.054614,1.5796484130812534e-31
Oligo_2_1-SEAAD,4,MOG,11.736195,5.9041853,5.4666965586200686e-30
Oligo_2_1-SEAAD,5,FGFR2,11.548068,4.360901,3.9712083268228225e-29
Oligo_2_1-SEAAD,6,UGT8,11.108739,5.696688,4.986234917323948e-27
Oligo_2_1-SEAAD,7,MYRF,10.829726,5.8827815,9.351462943049457e-26
Oligo_2_1-SEAAD,8,CNDP1,10.574624,5.992743,1.2845585154238024e-24
Oligo_2_1-SEAAD,9,CLDN11,9.898584,5.0984745,1.233793013319236e-21
Oligo_2_1-SEAAD,10,OPALIN,9.599364,5.967234,2.1155482107837585e-20
Oligo_3,1,OPALIN,11.056641,7.3845997,3.164285135036545e-26
Oligo_3,2,CTNNA3,11.041629,4.476185,3.164285135036545e-26
Oligo_3,3,MAG,10.9192915,6.56191,7.089132968582553e-26
Oligo_3,4,ST18,10.906068,7.0884604,7.089132968582553e-26
Oligo_3,5,MOBP,10.250055,6.295351,6.22128390744444e-23
Oligo_3,6,UGT8,10.065853,5.979686,3.428057070908068e-22
Oligo_3,7,CLDN11,9.743264,5.6681046,7.40600119487963e-21
Oligo_3,8,MOG,9.727925,5.7799635,7.535644690720746e-21
Oligo_3,9,MAL,9.436234,6.1602345,1.1291930177294947e-19
Oligo_3,10,CNDP1,9.364764,6.1755233,2.004587871970969e-19
Oligo_4,1,ST18,37.05133,7.8849993,4.496058704126871e-298
Oligo_4,2,CTNNA3,37.025806,4.8192534,5.7896986217299185e-298
Oligo_4,3,MOBP,33.57553,6.0733566,3.347851124737533e-245
Oligo_4,4,CLDN11,33.3921,6.1761975,1.173756494531645e-242
Oligo_4,5,MOG,33.137646,6.626549,4.4881496639605425e-239
Oligo_4,6,CNDP1,32.906235,6.939063,7.845347874764227e-236
Oligo_4,7,UGT8,32.355907,6.1763287,4.3048357891382614e-228
Oligo_4,8,MAG,32.278416,6.9030433,4.619413110333626e-227
Oligo_4,9,OPALIN,31.426645,7.3455753,2.558122267055287e-215
Oligo_4,10,FGFR2,27.115923,4.182447,1.6808351427531395e-160
Pax6_1,1,RELN,32.957836,6.7272353,8.591410256530727e-236
Pax6_1,2,DDR2,32.91786,5.53603,1.604997563259388e-235
Pax6_1,3,CDH4,32.183952,3.4028828,2.594859543316473e-225
Pax6_1,4,CXCL14,31.605,5.720689,2.072396629689793e-217
Pax6_1,5,CCK,31.304483,4.489235,2.1327561891959737e-213
Pax6_1,6,WIF1,30.831446,4.297802,4.3539500680085936e-207
Pax6_1,7,PLD5,29.888733,3.458299,1.035809311441493e-194
Pax6_1,8,MYO16,29.441048,3.379361,5.388676145129812e-189
Pax6_1,9,ALK,29.402813,3.4282544,1.4772802054967083e-188
Pax6_1,10,NR2F2,22.751026,2.827188,3.6868025056461876e-113
Pax6_2,1,CDH4,15.209237,3.6099892,5.272057354434757e-50
Pax6_2,2,ALK,15.191774,4.0761213,5.272057354434757e-50
Pax6_2,3,DDR2,15.0048685,5.261701,5.98117938555639e-49
Pax6_2,4,RELN,14.981303,6.208026,6.396803343986669e-49
Pax6_2,5,SPHKAP,14.924006,4.1581397,1.2099958386710878e-48
Pax6_2,6,ANGPT1,14.637468,4.8485847,7.100535117119544e-47
Pax6_2,7,PLD5,13.700598,3.3738859,3.783136570551319e-41
Pax6_2,8,EYA4,13.184623,4.011933,3.5370460646585086e-38
Pax6_2,9,CXCL14,12.739529,4.3568773,1.0418952816129451e-35
Pax6_2,10,MYO16,11.83755,2.801998,6.565534345414455e-31
Pax6_3,1,CCK,12.648905,4.480432,2.983618750643276e-34
Pax6_3,2,WIF1,12.363566,3.8195107,5.4110309434580415e-33
Pax6_3,3,SEMA5A,11.639147,3.4332392,2.1925763655162299e-29
Pax6_3,4,CXCL14,11.618099,4.3466363,2.1925763655162299e-29
Pax6_3,5,ADRA1A,9.769418,2.3688495,8.012328141793e-21
Pax6_3,6,MYO16,9.562955,2.4792628,5.0163395592897643e-20
Pax6_3,7,RELN,9.534053,3.7077742,5.683033715895662e-20
Pax6_3,8,RGS10,9.386048,4.8279805,2.0478963212736155e-19
Pax6_3,9,RXFP1,8.843602,2.2583723,2.7083416463589334e-17
Pax6_3,10,VCAN,8.330445,2.5198143,2.1181662552315328e-15
Pax6_4,1,CCK,17.652555,5.230007,2.5578250051822494e-67
Pax6_4,2,CXCL14,15.089482,4.0871496,2.4975314342664973e-49
Pax6_4,3,ADRA1A,14.626387,2.733642,1.6713408408434892e-46
Pax6_4,4,RELN,13.126351,3.6012788,1.5293220309589816e-37
Pax6_4,5,SEMA5A,12.931309,2.6540065,1.576286056349735e-36
Pax6_4,6,WIF1,12.866884,2.9812417,3.030442397555091e-36
Pax6_4,7,VCAN,12.025617,2.4734578,9.79237968243964e-32
Pax6_4,8,MYO16,11.083359,2.1107829,4.967254052419921e-27
Pax6_4,9,LYPD6B,10.126188,1.8227614,1.2355550114199348e-22
Pax6_4,10,DNER,9.908215,1.4102411,9.167603338897933e-22
Pvalb_1,1,PLCE1,33.827904,3.6020846,2.0174336673301626e-248
Pvalb_1,2,TMEM132C,33.571953,3.6036134,5.662884317406472e-245
Pvalb_1,3,CNTNAP3B,31.59119,2.8401902,4.27676949641493e-217
Pvalb_1,4,BTBD11,29.36978,2.78143,8.784397795137811e-188
Pvalb_1,5,MYO5B,28.050041,2.8231635,2.0987178775396576e-171
Pvalb_1,6,MEPE,27.899244,5.9690843,1.1944279948286068e-169
Pvalb_1,7,SAMD5,26.497725,2.280697,3.8682691808348744e-153
