supertype,gene,frac_snrna,detection_efficiency,predicted_spatial_frac,calibration_source,in_5k,in_v1
Sst_25,GRIK1,1.0,1.1273721881390593,1.1273721881390593,estimated,False,False
Sst_25,NCAM2,1.0,1.1273721881390593,1.1273721881390593,estimated,False,False
Sst_25,KIRREL3,1.0,0.9333333333333333,0.9333333333333333,calibrated,False,False
Sst_25,MAP3K5,0.9956584659913169,1.1273721881390593,1.12247766344381,estimated,True,False
Sst_25,CALB1,0.8986975397973951,4.58,4.11603473227207,calibrated,True,False
Sst_25,CRYBG3,0.9276410998552822,1.1273721881390593,1.045796776551573,estimated,True,False
Sst_25,ROBO2,1.0,0.655,0.655,calibrated,False,False
Sst_3,GRIK1,1.0,1.1273721881390593,1.1273721881390593,estimated,False,False
Sst_3,ROBO1,1.0,0.7698203801851669,0.7698203801851669,calibrated,False,False
Sst_3,NRXN3,1.0,1.1273721881390593,1.1273721881390593,estimated,False,False
Sst_3,RBFOX1,1.0,0.7478787878787879,0.7478787878787879,calibrated,False,False
Sst_3,KIF26B,0.9957310565635006,1.1273721881390593,1.1225595000360111,estimated,False,False
Sst_3,ROBO2,1.0,0.655,0.655,calibrated,False,False
Sst_3,SST,0.9402347918890075,1.1273721881390593,1.0599945546963834,estimated,False,True
Sst_3,CACNA2D3,0.9983991462113126,0.8156028368794326,0.81429717598795,calibrated,False,False
Sst_3,PCSK5,0.9610458911419424,1.1273721881390593,1.0834564091987438,estimated,False,False
Sst_3,PLCH1,0.9823906083244397,1.1273721881390593,1.107519849713985,estimated,False,True
Sst_4,GRIN3A,0.9979035639412998,0.9705265610438023,0.9684919141653038,calibrated,False,False
Sst_4,PHACTR2,0.9979035639412998,1.1273721881390593,1.1250087244322688,estimated,False,False
Sst_4,BRINP3,0.9979035639412998,1.1273721881390593,1.1250087244322688,estimated,False,True
Sst_4,CDH9,1.0,1.1273721881390593,1.1273721881390593,estimated,False,False
Sst_4,CDH13,1.0,1.1273721881390593,1.1273721881390593,estimated,True,False
Sst_4,CTNND2,1.0,1.1273721881390593,1.1273721881390593,estimated,True,False
Sst_4,GRIK2,1.0,1.1273721881390593,1.1273721881390593,estimated,False,False
Sst_4,TRHDE,1.0,1.1273721881390593,1.1273721881390593,estimated,False,True
Sst_4,SLIT2,1.0,1.1273721881390593,1.1273721881390593,estimated,True,False
Sst_4,NPAS3,1.0,0.4901694915254237,0.4901694915254237,calibrated,False,False
Sst_5,BRINP3,1.0,1.1273721881390593,1.1273721881390593,estimated,False,True
Sst_5,GRID2,1.0,0.6179577464788732,0.6179577464788732,calibrated,False,False
Sst_5,GPC6,1.0,1.1273721881390593,1.1273721881390593,estimated,False,False
Sst_5,FBN2,0.9705372616984402,1.1273721881390593,1.0941567163914614,estimated,False,False
Sst_5,GRIN3A,0.9982668977469671,0.9705265610438023,0.968844539274229,calibrated,False,False
Sst_5,SPOCK3,1.0,1.1273721881390593,1.1273721881390593,estimated,False,False
Sst_5,PLCB1,1.0,0.6357142857142857,0.6357142857142857,calibrated,True,False
Sst_5,TRHDE,1.0,1.1273721881390593,1.1273721881390593,estimated,False,True
Sst_5,SLIT2,1.0,1.1273721881390593,1.1273721881390593,estimated,True,False
Sst_5,CTNND2,1.0,1.1273721881390593,1.1273721881390593,estimated,True,False
Sst_7,FBN2,0.963265306122449,1.1273721881390593,1.085958515921706,estimated,False,False
Sst_7,ANO4,0.9959183673469387,1.1273721881390593,1.1227706690037977,estimated,False,False
Sst_7,SLIT2,0.9959183673469387,1.1273721881390593,1.1227706690037977,estimated,True,False
Sst_7,TRHDE,1.0,1.1273721881390593,1.1273721881390593,estimated,False,True
Sst_7,GPC6,0.9959183673469387,1.1273721881390593,1.1227706690037977,estimated,False,False
Sst_7,LRRC4C,0.9918367346938776,0.668,0.6625469387755103,calibrated,False,False
Sst_7,KCNMB2,1.0,0.2561428561737231,0.2561428561737231,calibrated,False,False
Sst_7,BRINP3,0.9714285714285714,1.1273721881390593,1.095161554192229,estimated,False,True
Sst_7,SPOCK3,1.0,1.1273721881390593,1.1273721881390593,estimated,False,False
Sst_7,GRIK2,1.0,1.1273721881390593,1.1273721881390593,estimated,False,False
Sst_9,SPHKAP,0.9615819209039548,1.1273721881390593,1.0840607142444514,estimated,False,True
Sst_9,AUTS2,1.0,1.1273721881390593,1.1273721881390593,estimated,False,False
Sst_9,NAV2,1.0,1.1273721881390593,1.1273721881390593,estimated,True,False
Sst_9,TRHDE,0.9954802259887006,1.1273721881390593,1.1222767206220465,estimated,False,True
Sst_9,PTPRT,0.9966101694915255,1.1273721881390593,1.1235505875012999,estimated,False,False
Sst_9,DAPK1,0.9943502824858758,1.1273721881390593,1.1210028537427934,estimated,True,False
Sst_9,PRKG2,0.9491525423728814,1.1273721881390593,1.0700481785726665,estimated,False,False
Sst_9,ST6GALNAC5,1.0,1.1273721881390593,1.1273721881390593,estimated,False,False
Sst_9,PCDH7,0.984180790960452,1.1273721881390593,1.1095380518295148,estimated,False,False
Sst_9,PCDH11X,0.9977401129943503,1.1273721881390593,1.124824454380553,estimated,True,False
