supertype,rank,gene,score,logfoldchange,pval_adj
L6 CT_1,4,NRP1,33.75658,3.5085983,1.0276266853693586e-246
L6 CT_1,5,KCNH5,33.429344,3.0814013,4.934742929811692e-242
L6 CT_1,6,PRKAG2,33.28665,2.1747491,4.821160496596943e-240
L6 CT_1,7,SLIT3,33.05061,3.301933,1.0458206954359456e-236
L6 CT_1,8,GRIK4,32.921993,2.8274498,6.392386166576767e-235
L6 CT_1,9,TMEFF2,32.548203,2.1622925,1.1845300526000896e-229
L6 CT_1,10,SORCS1,32.521954,3.0596435,2.506438552691483e-229
L6 CT_2,1,TRPM3,33.899166,3.5569932,3.2906474874501927e-248
L6 CT_2,2,MEIS2,33.137184,3.7151687,2.0801355576927736e-237
L6 CT_2,3,KCNH5,32.96935,3.0318847,3.576422204989427e-235
L6 CT_2,4,FOXP2,32.684902,3.6463885,3.0728916073804257e-231
L6 CT_2,5,SYNPO2,32.3926,2.7724686,3.3508424970942094e-227
L6 CT_2,6,CEMIP2,32.139717,2.789511,9.841109933590288e-224
L6 CT_2,7,PRKAG2,31.887526,2.0294278,2.7276964491929158e-220
L6 CT_2,8,NRP1,31.520332,3.1310709,2.745731570203345e-215
L6 CT_2,9,TMEFF2,31.24907,2.026869,1.2263907093623864e-211
L6 CT_2,10,GRIK4,31.088568,2.6116142,1.6509163202414815e-209
L6 CT_3,1,RXFP1,17.376501,3.5330997,5.969314311369695e-64
L6 CT_3,2,HS3ST2,16.942083,3.428001,5.286650980085234e-61
L6 CT_3,3,MEIS2,16.82862,3.7390802,2.410072178363288e-60
L6 CT_3,4,SYNPO2,16.42127,2.6506038,1.617292833814392e-57
L6 CT_3,5,TRPM3,16.3832,3.2311532,2.421424743931066e-57
L6 CT_3,6,PRKCB,15.329435,1.8003778,3.8911901299709896e-50
L6 CT_3,7,BAALC,15.265288,2.0502553,8.93516457502794e-50
L6 CT_3,8,FOXP2,15.244479,3.1332095,1.0753782669261455e-49
L6 CT_3,9,PRKAG2,15.049688,1.8832803,1.850709886389409e-48
L6 CT_3,10,MCTP2,14.93536,3.7366817,9.317002139812626e-48
L6 CT_4,1,HS3ST2,15.073386,3.7067125,1.1638380163746664e-47
L6 CT_4,2,ANO3,14.940014,3.4410148,4.344318344795901e-47
L6 CT_4,3,PID1,14.488368,2.6585867,2.2971582439131434e-44
L6 CT_4,4,RXFP1,14.446812,3.5104027,3.1520345443632276e-44
L6 CT_4,5,NRP1,14.266663,3.3537142,3.3909211422716886e-43
L6 CT_4,6,DPYD,14.046928,2.766156,6.43851556777275e-42
L6 CT_4,7,ZFHX3,13.868319,2.9202697,6.761250652092004e-41
L6 CT_4,8,FOXP2,13.805723,3.639095,1.4129729775926085e-40
L6 CT_4,9,PRKAG2,13.609303,1.9855763,1.8812549774468494e-39
L6 CT_4,10,SULF1,13.442459,3.5568514,1.6370793628341439e-38
L6 IT Car3_1,1,NTNG2,36.021618,4.807568,1.8431684941286304e-280
L6 IT Car3_1,2,SATB2,35.45489,3.4794712,5.854650077592839e-272
L6 IT Car3_1,3,KLHL1,34.648045,4.0931454,7.651882099929463e-260
L6 IT Car3_1,4,HPSE2,34.475075,4.558719,2.2762851708689835e-257
L6 IT Car3_1,5,MAGI3,34.004036,2.5489244,1.8650545426400818e-250
L6 IT Car3_1,6,GNAO1,33.74484,1.9956298,1.0185401834294881e-246
L6 IT Car3_1,7,SPOCK1,33.706722,2.529142,3.160968771200969e-246
L6 IT Car3_1,8,CUX2,32.73991,3.4430854,2.5369249049745865e-232
L6 IT Car3_1,9,POSTN,31.792263,5.2682433,4.417976938280522e-219
L6 IT Car3_1,10,MPP7,31.568766,2.7375364,4.7595290802357066e-216
L6 IT Car3_2,1,NTNG2,37.01892,5.2075915,2.728689116800291e-296
L6 IT Car3_2,2,SATB2,34.227917,3.2813947,2.23196017810665e-253
L6 IT Car3_2,3,GNAO1,33.94517,2.0102258,2.3003602406788907e-249
L6 IT Car3_2,4,HPSE2,32.30335,3.9398077,7.535831648360216e-226
L6 IT Car3_2,5,SPOCK1,32.254364,2.3468173,2.934688991850737e-225
L6 IT Car3_2,6,LTBP1,31.238297,3.738036,2.5765349476438336e-211
L6 IT Car3_2,7,ADAMTS19,31.084837,2.4043267,2.6487109045812173e-209
L6 IT Car3_2,8,THEMIS,30.98051,4.3639307,5.922962259752985e-208
L6 IT Car3_2,9,RASGRP1,30.964262,2.8037043,8.71313627880951e-208
L6 IT Car3_2,10,GABRB3,30.534632,1.4638689,4.344119654833239e-202
L6 IT Car3_3,1,NTNG2,36.02235,4.795312,1.7951024338254154e-280
L6 IT Car3_3,2,SATB2,34.82988,3.3675234,2.0618128288087752e-262
L6 IT Car3_3,3,TRPC5,34.755608,3.555925,1.8253932139782841e-261
L6 IT Car3_3,4,SPOCK1,34.221348,2.5538976,1.3975779420625217e-253
L6 IT Car3_3,5,MCTP2,34.1353,4.990896,2.1222463574297013e-252
L6 IT Car3_3,6,THEMIS,34.112343,4.9793515,3.8735326213404147e-252
L6 IT Car3_3,7,CA10,33.186466,3.3655167,1.157828892207283e-238
L6 IT Car3_3,8,GNAO1,31.891624,1.7868984,2.0940752768226065e-220
L6 IT Car3_3,9,DACH1,30.896204,3.2351778,6.450222215701799e-207
L6 IT Car3_3,10,RASGRP1,30.69897,2.8554337,2.5644798431954516e-204
L6 IT_1,1,SLIT3,34.29937,3.6146054,3.850924968164115e-254
L6 IT_1,2,PTK2,31.13015,1.3654166,2.261072914402845e-209
L6 IT_1,3,DMD,29.826021,1.4593881,2.8761874219537128e-192
L6 IT_1,4,SMAD3,28.90653,2.6624558,1.1864935917909161e-180
L6 IT_1,5,DPYD,28.8118,2.3311124,1.4658009621596847e-179
L6 IT_1,6,SATB2,28.676294,2.6426954,6.032430733922248e-178
L6 IT_1,7,THEMIS,28.51767,3.6763427,4.85286295407629e-176
L6 IT_1,8,MYO1D,28.401371,2.1079128,1.1673381752897981e-174
L6 IT_1,9,GUCY1A2,28.191496,1.7454693,3.966692413376443e-172
L6 IT_1,10,SYTL2,27.29346,2.0043023,2.4354909147360834e-161
L6 IT_2,1,MYO1D,32.955967,2.535038,1.6685256756330216e-234
L6 IT_2,2,SLIT3,31.736176,3.1673176,1.1828555032114942e-217
L6 IT_2,3,PPP3CA,31.303734,1.4477557,6.644493492261952e-212
L6 IT_2,4,THEMIS,30.430021,3.7994676,2.643587611280058e-200
L6 IT_2,5,PTK2,30.102922,1.278253,4.2612389445068626e-196
L6 IT_2,6,FRMD6,30.002579,2.5511665,7.268849971227461e-195
L6 IT_2,7,MEG3,29.441933,1.2575684,1.0955087179338682e-187
L6 IT_2,8,PART1,28.573011,2.5436249,8.731363537599203e-177
L6 IT_2,9,SNTB2,28.438976,2.12624,3.558946151698129e-175
L6 IT_2,10,RXFP1,28.40388,2.6347437,8.695949780620402e-175
L6b_1,1,CCBE1,19.608679,4.486063,6.260601746754354e-82
L6b_1,2,SDK2,19.36052,3.9052424,2.6602896721180316e-80
L6b_1,3,HCRTR2,19.304554,4.7536774,5.903718536262423e-80
L6b_1,4,CDH6,18.751534,3.83884,1.8064120295989077e-75
L6b_1,5,CAMK2D,18.510193,2.4134254,1.367661868099506e-73
L6b_1,6,DPP4,18.483767,4.675293,1.913974959632123e-73
L6b_1,7,ERG,18.20806,4.85785,2.6738566040986214e-71
L6b_1,8,HS3ST5,18.121613,3.3891802,1.1482011385763857e-70
L6b_1,9,CCN2,17.918272,4.871367,4.078062007941249e-69
L6b_1,10,CTNND2,17.863995,1.4289459,9.82013210433165e-69
L6b_2,1,CCBE1,25.038969,4.091671,5.527972042663702e-135
L6b_2,2,ZFHX3,24.94299,3.6632183,4.072378079472582e-134
L6b_2,3,SEMA3A,24.553844,3.7963061,4.723680521826847e-130
L6b_2,4,CDH6,24.233831,3.6847682,9.40401228659692e-127
L6b_2,5,SYNPO2,24.198854,2.9789817,1.830689351761775e-126
L6b_2,6,SDK2,23.91534,3.3246005,1.3041137935285202e-123
L6b_2,7,CTNND2,23.914171,1.4451576,1.3041137935285202e-123
L6b_2,8,SLC1A2,23.90942,2.6924665,1.3041137935285202e-123
L6b_2,9,CAMK2D,23.769081,2.2855372,3.3502039377071406e-122
L6b_2,10,DPYD,23.694801,2.8225448,1.7808240847521865e-121
L6b_3,1,MDFIC,11.753439,5.5719514,3.2558481011252793e-28
L6b_3,2,ZFHX3,11.507992,4.2524,2.6086923310736938e-27
L6b_3,3,DPP4,11.401718,5.0818477,4.9214314333741334e-27
L6b_3,4,GPR158,11.040329,2.191895,2.1193094645184703e-25
L6b_3,5,NREP,11.033026,3.8375661,2.1193094645184703e-25
L6b_3,6,ERG,11.012248,5.937527,2.288313340067063e-25
L6b_3,7,SATB2,10.957744,3.3911817,3.661617453040934e-25
L6b_3,8,DIP2A,10.789977,2.3741388,2.0482484505394932e-24
L6b_3,9,PCDH11X,10.483774,3.092137,4.9252823658177833e-23
L6b_3,10,DACH1,10.355968,3.6370976,1.7164407566251804e-22
L6b_4,1,ZFHX3,23.33651,4.0282984,4.536345298537564e-117
L6b_4,2,CCBE1,22.442347,4.178906,2.433147462265165e-108
L6b_4,3,ERG,21.980204,5.1498666,5.3476696665724233e-104
L6b_4,4,PCDH11X,21.910925,3.1187007,1.9629360308358572e-103
L6b_4,5,DPP4,21.854317,4.835234,5.660120987262276e-103
L6b_4,6,HCRTR2,21.509182,4.3882575,8.762592726118801e-100
L6b_4,7,SATB2,21.472858,3.1824746,1.6764662321377422e-99
L6b_4,8,NREP,21.372435,3.1344633,1.2870469085229281e-98
L6b_4,9,KCNK2,21.054966,3.0570045,9.888661144611182e-96
L6b_4,10,CDH11,20.750496,2.568454,5.296700227010031e-93
L6b_5,1,ZFHX3,17.536182,4.3359957,3.6425459206067456e-65
L6b_5,2,MDFIC,17.478327,5.6270895,5.0315537823305654e-65
L6b_5,3,STXBP5,17.012228,2.0232978,8.001826433224541e-62
L6b_5,4,ERG,16.750656,5.1738973,5.378725267410659e-60
L6b_5,5,DPP4,16.24395,4.808487,1.973039892834651e-56
L6b_5,6,ROS1,15.97652,5.0227695,1.2777417532806961e-54
L6b_5,7,NREP,15.809958,3.4148395,1.5945149780371263e-53
L6b_5,8,WWTR1,15.698444,3.5721784,8.269982071902178e-53
L6b_5,9,CDC14A,15.374437,5.0145116,1.166618797088306e-50
L6b_5,10,HPCAL1,15.344318,3.010805,1.6876867476370032e-50
L6b_6,1,ZFHX3,36.795338,4.055054,1.0526574290497904e-292
L6b_6,2,MDFIC,35.864113,5.271418,1.7739176123724996e-278
L6b_6,3,SEMA3D,35.589317,4.9129057,2.4605353660868946e-274
L6b_6,4,SEMA3A,33.8415,3.4257221,4.648879255149707e-248
L6b_6,5,NPFFR2,33.62637,5.696636,5.529229427650679e-245
L6b_6,6,RXFP1,33.541824,3.4795299,8.126852027588025e-244
L6b_6,7,STXBP5,33.53359,1.7234032,9.37513537496625e-244
L6b_6,8,DACH1,33.090343,3.3464434,2.1833343530278214e-237
L6b_6,9,SYNPO2,32.313957,2.6315274,2.138889726834668e-226
L6b_6,10,SLIT3,32.161354,3.1987429,2.675289178696152e-224
Lamp5_1,1,KIT,26.513494,5.597505,3.253018266539836e-151
Lamp5_1,2,FGF13,26.388582,4.936672,4.448634835125387e-150
Lamp5_1,3,EYA4,25.924664,5.321314,5.62056070402263e-145
Lamp5_1,4,SLC6A1,25.196386,3.223251,5.268040050306687e-137
Lamp5_1,5,SOX2-OT,24.856127,3.7211008,2.1321219868945602e-133
Lamp5_1,6,RBMS3,24.847645,3.2210445,2.1944979632688047e-133
Lamp5_1,7,NXPH2,24.450264,3.954344,3.4299159349352276e-129
Lamp5_1,8,PID1,24.129675,2.7416174,7.326757807499086e-126
Lamp5_1,9,WWP1,24.009253,2.67168,1.1877247708459068e-124
Lamp5_1,10,CNTNAP4,23.658386,3.0950112,4.646391053712527e-121
Lamp5_2,1,KIT,37.57844,5.740903,2.3226691263726466e-305
Lamp5_2,2,FGF13,37.391705,5.0512986,1.2797015742737632e-302
Lamp5_2,3,TRPC3,36.68085,5.1189246,2.3612294773500444e-291
Lamp5_2,4,EYA4,35.827145,5.1089053,5.011636473505324e-278
Lamp5_2,5,SLC6A1,35.769413,3.2490935,3.1720159622581584e-277
Lamp5_2,6,SV2C,34.95221,4.8252378,9.593281461191668e-265
Lamp5_2,7,NXPH2,34.165028,3.958365,5.487314856166166e-253
Lamp5_2,8,CDK14,33.98429,1.8346846,2.281937281020879e-250
Lamp5_2,9,PKP2,33.666714,4.152212,9.473796387424126e-246
Lamp5_2,10,TACR1,32.819386,3.7865543,1.4958590045090438e-233
Lamp5_3,1,KIT,35.37382,5.6863317,2.0721694284262558e-270
Lamp5_3,2,FGF13,35.030376,4.842725,1.8631837872817734e-265
Lamp5_3,3,TRPC3,34.9493,5.3943233,2.1242692593297515e-264
Lamp5_3,4,CACNA2D1,34.705647,3.2952652,7.773384052339929e-261
Lamp5_3,5,EYA4,34.154057,5.205265,1.1178724939481338e-252
Lamp5_3,6,FREM1,33.910107,4.179731,3.783772364787763e-249
Lamp5_3,7,SV2C,33.52109,4.967789,1.6296413584517765e-243
Lamp5_3,8,SLC6A1,33.399815,3.160247,8.280166128102518e-242
Lamp5_3,9,GAD2,33.340996,3.4205475,5.2490983461307786e-241
Lamp5_3,10,RELN,32.21021,5.101481,6.098462128039181e-225
Lamp5_4,1,FREM1,18.011452,4.890207,7.607173672053671e-69
Lamp5_4,2,CACNA2D1,17.96851,3.621359,8.255274824866051e-69
Lamp5_4,3,RELN,17.886173,6.942571,2.4192512083029008e-68
Lamp5_4,4,TRPC3,17.679855,5.199064,7.197002479268384e-67
Lamp5_4,5,SV2C,17.319744,5.0851703,3.206163925002187e-64
Lamp5_4,6,FRAS1,17.202356,3.3736165,2.0404298436165074e-63
Lamp5_4,7,INPP4B,17.161955,3.439241,3.509679012060208e-63
Lamp5_4,8,NEBL,17.040455,2.0548363,2.470147897540757e-62
Lamp5_4,9,PRKCB,17.009491,2.3722403,3.7264008543370945e-62
Lamp5_4,10,SLC6A1,16.975458,3.2101352,5.991712576983603e-62
Lamp5_5,1,RELN,38.051006,7.24063,0.0
Lamp5_5,2,INPP4B,37.683796,3.803382,0.0
Lamp5_5,3,SV2C,36.66427,5.3273444,4.33991567896886e-291
Lamp5_5,4,HS3ST5,36.59154,4.1095834,4.680544017026426e-290
Lamp5_5,5,FRAS1,36.445023,3.3733861,7.922098608841741e-288
Lamp5_5,6,FREM1,36.060703,4.2385597,7.501786506499052e-282
Lamp5_5,7,COL5A2,35.70271,4.8622165,2.461511356214781e-276
Lamp5_5,8,SLC6A1,34.865005,3.028808,1.5141187684757848e-263
Lamp5_5,9,CACNA2D1,34.540268,2.7691605,1.0647560822596252e-258
Lamp5_5,10,GAD2,34.530865,3.2748723,1.3262837711984472e-258
Lamp5_6,1,INPP4B,22.564232,3.7728117,4.674649036668017e-109
Lamp5_6,2,RELN,22.47473,6.7620735,1.761140637807801e-108
Lamp5_6,3,HS3ST5,22.202291,4.1821384,5.224343959394584e-106
Lamp5_6,4,COL5A2,21.340967,4.710702,5.679045393541288e-98
Lamp5_6,5,SV2C,20.884682,4.638775,7.087364333273385e-94
Lamp5_6,6,EGFR,20.522835,3.8256705,1.0774727499580761e-90
Lamp5_6,7,CNTNAP4,20.31998,3.1012163,5.872968335109397e-89
Lamp5_6,8,MAGI3,19.72111,2.5092041,8.5280916639198e-84
Lamp5_6,9,GAD2,19.366411,2.940034,7.9092931425726955e-81
Lamp5_6,10,CACNA2D1,18.96168,2.419285,1.6983318939549152e-77
Lamp5_Lhx6_1,1,PDGFD,37.69054,6.3948636,0.0
Lamp5_Lhx6_1,2,FGF13,37.379013,5.037704,2.057322667329957e-302
Lamp5_Lhx6_1,3,EYA4,37.066006,5.687185,1.5878577947103556e-297
Lamp5_Lhx6_1,4,LTBP1,34.743256,4.5851855,2.1036964956757346e-261
Lamp5_Lhx6_1,5,SV2C,34.507,4.7977223,6.049557847878381e-258
Lamp5_Lhx6_1,6,TOX,34.489876,3.9380424,9.10618983572772e-258
Lamp5_Lhx6_1,7,GAD2,34.293766,3.3040643,6.667881842697731e-255
Lamp5_Lhx6_1,8,CACNA2D1,33.89724,2.7983997,4.391241652294742e-249
Lamp5_Lhx6_1,9,SLC6A1,33.597164,2.8894038,9.845770602314939e-245
Lamp5_Lhx6_1,10,COL4A2,33.03611,3.4542794,1.1825133500365974e-236
Micro-PVM_1,1,MRC1,14.457947,9.98458,1.0725883844215567e-43
Micro-PVM_1,2,DISC1,13.412553,5.6547217,6.128679963172233e-38
Micro-PVM_1,3,MBNL1,13.151649,2.8278217,1.3325744800779982e-36
Micro-PVM_1,4,SLC1A3,13.007845,6.3197174,4.8199680767097625e-36
Micro-PVM_1,5,F13A1,12.971491,9.619541,7.104685225786546e-36
Micro-PVM_1,6,MAML2,12.777635,5.0757437,6.561250271482055e-35
Micro-PVM_1,7,TBXAS1,12.5898,7.3386955,5.016683502033733e-34
Micro-PVM_1,8,IQGAP2,12.563006,6.308211,6.748235603191676e-34
Micro-PVM_1,9,COLEC12,12.501667,8.65241,1.4041365986344992e-33
Micro-PVM_1,10,ZFHX3,11.865593,3.9622593,2.1166817924438052e-30
Micro-PVM_2,1,MEF2A,38.251442,4.13683,0.0
Micro-PVM_2,2,SORL1,37.54456,4.1692815,4.150133775531286e-305
Micro-PVM_2,3,ST6GAL1,36.906773,5.9569583,4.319984837275895e-295
Micro-PVM_2,4,P2RY12,36.266228,8.448738,4.4138631542497e-285
Micro-PVM_2,5,TBXAS1,35.261543,8.757989,1.2181724246323777e-269
Micro-PVM_2,6,ADAM28,34.951447,8.839695,4.547402181829333e-265
Micro-PVM_2,7,INPP5D,34.673416,8.530198,5.950100505251169e-261
Micro-PVM_2,8,ANKRD44,34.556995,4.044875,2.9855916019179744e-259
Micro-PVM_2,9,LDLRAD4,34.51857,3.0465243,1.0141425274642549e-258
Micro-PVM_2,10,MEF2C,34.335285,2.2165508,4.673129914971891e-256
Micro-PVM_2_3-SEAAD,1,INPP5D,7.8480415,7.7825694,9.659716188607429e-12
Micro-PVM_2_3-SEAAD,2,MEF2A,7.8367825,4.094659,9.659716188607429e-12
Micro-PVM_2_3-SEAAD,3,SORL1,7.8032184,4.1745243,9.659716188607429e-12
Micro-PVM_2_3-SEAAD,4,DISC1,7.7309747,5.636556,1.0553089012940192e-11
Micro-PVM_2_3-SEAAD,5,ANKRD44,7.7272644,4.06504,1.0553089012940192e-11
Micro-PVM_2_3-SEAAD,6,MAML2,7.489472,5.089829,3.256934725375719e-11
Micro-PVM_2_3-SEAAD,7,CSF1R,7.469677,8.060524,3.256934725375719e-11
Micro-PVM_2_3-SEAAD,8,SYK,7.456265,7.8768625,3.256934725375719e-11
Micro-PVM_2_3-SEAAD,9,ADAM28,7.4477377,7.615929,3.256934725375719e-11
Micro-PVM_2_3-SEAAD,10,ST6GAL1,7.305685,5.6992116,6.307943316217521e-11
OPC_1,1,GPR17,12.358262,10.733391,1.1070747746382298e-31
OPC_1,2,FYN,12.354417,4.9108796,1.1070747746382298e-31
OPC_1,3,TNR,12.27,4.9194374,2.1009145897534913e-31
OPC_1,4,MAML2,12.212608,6.888453,3.1958995811699577e-31
OPC_1,5,SOX6,12.113892,5.413097,8.563091411924889e-31
OPC_1,6,SIRT2,11.935347,4.606412,6.197454760490031e-30
OPC_1,7,SMOC1,11.83593,6.208175,1.745925747474606e-29
OPC_1,8,BMPER,11.593531,3.8323336,2.443598921451643e-28
OPC_1,9,COL11A1,11.590958,4.398257,2.443598921451643e-28
OPC_1,10,TCF7L2,11.559098,5.274987,3.1886285936987607e-28
OPC_2,1,PTPRZ1,38.359394,5.820297,0.0
OPC_2,2,TNR,38.28527,4.4309816,0.0
OPC_2,3,AGAP1,35.989727,2.567396,1.9386428918504157e-280
OPC_2,4,PDGFRA,35.46779,6.791795,1.8522992196364415e-272
OPC_2,5,MAML2,35.308163,4.9487987,4.226687940150924e-270
OPC_2,6,CA10,34.72828,4.0574155,2.0233486917057694e-261
OPC_2,7,SMOC1,34.310535,5.5862575,2.9161863111182214e-255
OPC_2,8,KAT2B,34.2788,4.317655,7.799761926833163e-255
OPC_2,9,SOX6,33.835762,4.110817,2.566217217721112e-248
OPC_2,10,DISC1,33.782253,4.9339285,1.4383171830813048e-247
OPC_2_1-SEAAD,1,PTPRZ1,21.762646,5.608127,1.4430644477394745e-101
OPC_2_1-SEAAD,2,TNR,21.756386,4.362033,1.4430644477394745e-101
OPC_2_1-SEAAD,3,AGAP1,21.129461,2.692989,6.8249968438025475e-96
OPC_2_1-SEAAD,4,MAML2,20.22194,4.829612,7.5351355842774e-88
OPC_2_1-SEAAD,5,CA10,20.010628,4.126338,4.27385403319537e-86
OPC_2_1-SEAAD,6,PDGFRA,19.922865,6.4683104,2.0633011236709382e-85
OPC_2_1-SEAAD,7,BCAN,19.84058,4.9483314,9.118032891937724e-85
OPC_2_1-SEAAD,8,DISC1,19.747988,4.986161,5.010851511778158e-84
OPC_2_1-SEAAD,9,SOX6,19.55991,4.0848284,1.6311364302519186e-82
OPC_2_1-SEAAD,10,SMOC1,19.500338,5.572006,4.760941343076672e-82
Oligo_1,1,MAP7,37.21499,2.9972987,1.8752606816085302e-299
Oligo_1,2,PIP4K2A,37.176224,5.156317,3.969201206888103e-299
Oligo_1,3,ENPP2,37.102303,6.6366696,4.128386714655134e-298
Oligo_1,4,PHLPP1,36.114796,4.090315,1.0635187617952778e-282
Oligo_1,5,EDIL3,35.952293,3.6507664,3.197293387213784e-280
Oligo_1,6,MOG,35.790005,6.843733,8.429608604557178e-278
Oligo_1,7,MAP4K4,35.74372,2.9990673,3.976935975096091e-277
Oligo_1,8,GAB1,35.734993,4.223323,4.940281150287057e-277
Oligo_1,9,DPYD,35.53147,3.549474,6.426924702767131e-274
Oligo_1,10,PDE4B,35.20199,3.205179,5.595053393675939e-269
Oligo_2,1,PIP4K2A,37.618076,5.4190764,5.2275823056320704e-306
Oligo_2,2,PHLPP1,37.48815,4.590092,3.4492888968200856e-304
Oligo_2,3,SIK3,37.343517,2.959918,5.171248765746176e-302
Oligo_2,4,PDE4B,36.714874,3.577823,5.0764062633624195e-292
Oligo_2,5,ENPP2,36.703148,6.523039,6.248212894766341e-292
Oligo_2,6,MAP7,36.668964,2.8161018,1.826482759518546e-291
Oligo_2,7,EDIL3,36.315662,3.8506348,5.497337412026778e-286
Oligo_2,8,GAB1,35.46487,4.1542335,6.848096452348242e-273
Oligo_2,9,CREB5,35.28915,4.7107153,2.9550061341337906e-270
Oligo_2,10,DPYD,34.919884,3.4565625,8.910810005703326e-265
Oligo_2_1-SEAAD,1,SIK3,13.865079,3.230423,4.951443045580913e-40
Oligo_2_1-SEAAD,2,PHLPP1,13.742931,4.6746154,1.3482829844667375e-39
Oligo_2_1-SEAAD,3,ENPP2,13.684384,6.3511963,2.0147402756037547e-39
Oligo_2_1-SEAAD,4,PDE4B,13.659978,3.7380793,2.113334170596033e-39
Oligo_2_1-SEAAD,5,PIP4K2A,13.356105,5.166746,1.048048183296652e-37
Oligo_2_1-SEAAD,6,MAP4K4,13.170248,2.8498182,7.813447351124453e-37
Oligo_2_1-SEAAD,7,EDIL3,12.941088,3.6651375,1.2670943829817303e-35
Oligo_2_1-SEAAD,8,CREB5,12.7774725,4.608333,7.514248861400641e-35
Oligo_2_1-SEAAD,9,MAP7,12.499117,2.5581787,2.013766352997351e-33
Oligo_2_1-SEAAD,10,GAB1,12.421783,3.8942199,4.779754411421844e-33
Oligo_3,1,CREB5,11.408419,4.983263,7.38050349880164e-27
Oligo_3,2,PIP4K2A,11.401114,5.449219,7.38050349880164e-27
Oligo_3,3,SIK3,11.39148,3.2242825,7.38050349880164e-27
Oligo_3,4,PDE4B,11.188527,3.5066268,5.571278605460955e-26
Oligo_3,5,PTK2,11.152561,2.192847,6.68189582693802e-26
Oligo_3,6,OPALIN,11.056641,7.3845997,1.6293126562043969e-25
Oligo_3,7,ENPP2,11.0141535,6.069831,2.240422007803851e-25
Oligo_3,8,PHLPP1,10.971447,4.611374,3.1468945655457393e-25
Oligo_3,9,EDIL3,10.929402,3.6998892,4.449619006675725e-25
Oligo_3,10,LPAR1,10.791805,5.5604906,1.5164180525105563e-24
Oligo_4,1,PIP4K2A,37.302723,5.244302,7.118933134344369e-301
Oligo_4,2,SIK3,36.731865,2.795566,5.382164713584288e-292
Oligo_4,3,PDE4B,36.72111,3.4963748,5.382164713584288e-292
Oligo_4,4,PHLPP1,36.086056,4.208161,3.0037809029556576e-282
Oligo_4,5,ENPP2,36.021698,6.441196,2.6254522396173015e-281
Oligo_4,6,EDIL3,35.997055,3.7525344,5.58292773987843e-281
Oligo_4,7,MAP7,35.5232,2.6012132,9.895094395462641e-274
Oligo_4,8,GAB1,34.397476,3.9689438,7.337389687073776e-257
Oligo_4,9,CREB5,33.407375,4.400458,1.9788416512883578e-242
Oligo_4,10,LPAR1,33.24527,5.430377,4.097488623221974e-240
Pax6_1,1,RELN,32.957836,6.7272353,1.5686673783977394e-234
Pax6_1,2,DDR2,32.91786,5.53603,2.9304936497230347e-234
Pax6_1,3,CCK,31.304483,4.489235,6.490174410975326e-212
Pax6_1,4,CNR1,30.953426,3.8197513,2.7427903180284686e-207
Pax6_1,5,RBMS3,30.71117,3.1112669,3.877784064748348e-204
Pax6_1,6,GRIA2,30.418694,1.4751961,2.488392675676228e-200
Pax6_1,7,CHRNA7,30.223152,4.0090313,8.067031754737071e-198
Pax6_1,8,SDK2,30.11117,3.6064675,2.077122936772781e-196
Pax6_1,9,GREB1L,29.509932,3.377349,1.1455545830586771e-188
Pax6_1,10,ALK,29.402813,3.4282544,2.4275701871162257e-187
Pax6_2,1,ALK,15.191774,4.0761213,1.9252029974141218e-48
Pax6_2,2,DDR2,15.0048685,5.261701,1.5572851537553348e-47
Pax6_2,3,RELN,14.981303,6.208026,1.5572851537553348e-47
Pax6_2,4,ANGPT1,14.637468,4.8485847,1.9446826786544517e-45
Pax6_2,5,WWP1,14.376006,2.6499662,7.030016959325522e-44
Pax6_2,6,SDK2,14.248978,3.620883,3.6406757569931915e-43
Pax6_2,7,GRIA2,13.548535,1.3490626,5.544698296561916e-39
Pax6_2,8,EYA4,13.184623,4.011933,5.7405644959831545e-37
Pax6_2,9,RERG,12.633539,2.785137,5.519554809985103e-34
Pax6_2,10,SEZ6L,12.514512,2.4346142,2.2971642871193042e-33
Pax6_3,1,CNR1,13.923422,6.3093843,2.19217776093237e-40
Pax6_3,2,YJEFN3,13.440425,5.092561,8.413502493252466e-38
Pax6_3,3,TRPC4,13.100288,3.5941825,5.2502987169932e-36
Pax6_3,4,FREM1,13.068154,4.1119537,6.010400729277574e-36
Pax6_3,5,PDE3A,13.008961,4.495306,1.0450277113474038e-35
Pax6_3,6,DOCK9,12.9785,2.1206467,1.2967142828334048e-35
Pax6_3,7,CACNA1D,12.918301,1.9252833,2.434566175302515e-35
Pax6_3,8,SVEP1,12.864983,3.9577732,4.2532317301257683e-35
Pax6_3,9,GABRG1,12.75885,3.9904454,1.4847637967461096e-34
Pax6_3,10,CCK,12.648905,4.480432,5.4476567454711065e-34
Pax6_4,1,CNR1,18.639051,5.5944705,7.441307365502021e-74
Pax6_4,2,CCK,17.652555,5.230007,2.3351094438945173e-66
Pax6_4,3,CHRNA7,17.175991,4.7472153,6.430401009697994e-63
Pax6_4,4,WWP1,16.14251,2.3901277,1.5392958043803257e-55
Pax6_4,5,PLS3,16.02608,3.10546,8.06933771704303e-55
Pax6_4,6,PID1,15.56498,2.3879628,1.0077041699228076e-51
Pax6_4,7,CAMK2D,15.378094,2.1743677,1.5751257506068276e-50
Pax6_4,8,NR3C2,14.808574,1.9874263,7.740106978633244e-47
