gene,frac_snrna,mean_snrna,frac_merscope_4k,mean_merscope_4k,in_xenium_5k,in_xenium_v1,in_merscope_250,detection_efficiency
ARSF,0.05743274690496137,0.07744577864656055,0.08008680923142071,0.09337285623544357,False,False,False,1.3944450430683188
PAFAH2,0.06404170157311738,0.07148841105836358,0.08003387677323735,0.0922083421554097,False,False,False,1.2497150264169896
ZBTB3,0.034999534580657174,0.03667504421483757,0.08003387677323735,0.0961253440609782,True,False,False,2.2867126015289596
LYSMD3,0.22191194266033695,0.27683142511402775,0.079980944315054,0.0896675841626085,False,False,False,0.3604174852250944
ITGA5,0.04468025691147724,0.050079121288280744,0.07992801185687064,0.09437857294092737,True,False,False,1.7888888153715858
ZNF891,0.32328027552825095,0.4442893046635018,0.07992801185687064,0.09300232902816007,False,False,False,0.2472406079407893
CEMIP,0.332960997859071,0.9619286977566788,0.07992801185687064,0.13852424306584799,False,True,True,0.24005217539232912
ZNF430,0.3081076049520618,0.425951782556083,0.07982214694050392,0.08956171924624179,False,False,False,0.2590723034990434
RNF144B,0.0888950944801266,0.16699246020664618,0.07976921448232056,0.11354012280330299,False,True,False,0.8973410169461463
SEMA4A,0.19193893698222098,0.31983617239132456,0.07976921448232056,0.1244971416472581,False,False,False,0.4155968337456692
PHKA1,0.10350926184492228,0.13925346737410407,0.0797162820241372,0.10882913402498412,False,False,False,0.7701367066414622
ZNF470,0.15954575072139998,0.1897049241366471,0.0797162820241372,0.09342578869362693,False,False,False,0.49964528458886
LINC00886,0.08600949455459368,0.1340407707344317,0.07966334956595385,0.09374338344272708,False,False,False,0.9262157623236388
CDH24,0.07400167550963418,0.10993204877594713,0.07966334956595385,0.11205801397416897,False,False,False,1.0765073765874744
LNX2,0.20022340128455737,0.3119240435632505,0.07966334956595385,0.09522549227186111,False,False,False,0.39787232189076815
CNIH1,0.46625709764497814,0.7658940705575724,0.07961041710777049,0.09263180182087656,False,False,False,0.17074360371107575
C3orf62,0.1491203574420553,0.17844177604021222,0.07955748464958713,0.10840567435951726,False,False,False,0.5335118961239167
POLRMT,0.13543702876291538,0.1520059573675882,0.07950455219140377,0.09411391065001058,False,False,False,0.5870222709225091
SYT6,0.07912128828074094,0.12882807409475938,0.07939868727503706,0.12587338556002542,False,False,False,1.0035059969361448
LZTFL1,0.22805547798566508,0.3140649725402588,0.0793457548168537,0.10639424094854966,False,False,False,0.34792303836630994
TRPC5,0.3295168947221446,1.2221911942660337,0.0793457548168537,0.11650434046157103,True,True,True,0.24079419321962128
COLEC12,0.057898166247789255,0.19957181420459835,0.07923988990048698,0.12597925047639214,True,False,False,1.3686079376220768
TUBGCP4,0.32151168202550495,0.451084427068789,0.07913402498412027,0.09252593690450985,False,False,False,0.24613110318598846
ZFAND4,0.19259052406218002,0.2637065996462813,0.07908109252593691,0.0915731526572094,False,False,False,0.4106177752567135
MAGED1,0.7225169878060133,2.1230568742436935,0.07908109252593691,0.10057167054838027,False,False,False,0.10945222584464573
NRG1,0.5649259983244904,18.40770734431723,0.07902816006775355,0.11009951302138471,False,False,True,0.13989117212191074
PRRX1,0.08200688820627386,0.17797635669738435,0.07902816006775355,0.1126402710141859,True,False,False,0.9636770983063295
ENTPD2,0.0161965931304105,0.018244438238853206,0.07892229515138684,0.11623967817065424,True,False,False,4.872771360984763
MIPEP,0.48506003909522477,1.0098668900679513,0.07881643023502012,0.09559601947914462,False,False,False,0.16248798887254293
MAML3,0.43553942101833754,2.261379502932142,0.07881643023502012,0.09252593690450985,False,False,False,0.18096279333507612
TBXAS1,0.07567718514381458,0.17741785348599087,0.07871056531865339,0.15053991107347026,True,False,False,1.0400831527900287
MFSD8,0.4535976915200596,0.738434329330727,0.07871056531865339,0.08818547533347448,False,False,False,0.17352505709384228
HRH3,0.16717862794377733,0.2479754258586987,0.07860470040228668,0.15371585856447173,True,False,False,0.4701839066936335
KIF26B,0.5154984641161686,2.250954109652797,0.07860470040228668,0.10454160491213212,False,False,False,0.152482899317762
UST,0.42064600204784514,1.6245927580750257,0.07860470040228668,0.10459453737031547,False,False,False,0.1868666289935308
RCAN3,0.09047752024574142,0.13180675788885787,0.07855176794410332,0.09088503070082575,False,False,False,0.8681909907649197
SOAT1,0.2026435818672624,0.26063483198361725,0.0784459030277366,0.09125555790810926,True,False,False,0.3871126946380222
URB2,0.15479847342455552,0.1830959694684911,0.0784459030277366,0.09369045098454372,False,False,False,0.5067614769855529
LIN7A,0.5144745415619473,1.6991529367960532,0.0784459030277366,0.1044357399957654,False,False,False,0.1524777159809977
RAB3B,0.2296379037512799,0.5330913152750628,0.07812830827863645,0.1758416260851154,False,False,False,0.3402239221067659
GNG12,0.11421390672996369,0.20152657544447547,0.07812830827863645,0.09967181875926318,False,False,False,0.6840524986449809
TSC22D2,0.6519594154333054,1.6065344875733036,0.07802244336226974,0.09755452043192886,False,False,False,0.11967377342102568
SPRYD4,0.12463930000930838,0.13674020292283348,0.07781071352953631,0.09236713952995977,False,False,False,0.6242871511932849
PAXIP1,0.3255142883738248,0.4621614074280927,0.07781071352953631,0.08813254287529113,False,False,False,0.23903931811490095
SMPD3,0.39802662198640976,0.793074560178721,0.07775778107135295,0.09940715646834639,True,False,False,0.19535824182636688
GANC,0.3566973843432933,0.5329051475379317,0.07770484861316959,0.08977344907897523,True,False,False,0.21784529975242195
INTS5,0.047286605231313415,0.049148282602624965,0.07770484861316959,0.09543722210459454,False,False,False,1.6432739934080332
TMEM120B,0.4771479102671507,0.9179000279251606,0.07765191615498623,0.08887359728985814,True,False,False,0.16274181335408058
TNNT2,0.04430792143721493,0.06599646281299451,0.07765191615498623,0.19082151175100573,True,False,True,1.7525515446491955
UTP20,0.28102019919947874,0.39057991250116353,0.07759898369680288,0.08993224645352531,False,False,False,0.27613311754049463
IKZF2,0.28632597970771667,0.4600204784510844,0.07754605123861952,0.08987931399534195,True,False,False,0.27083134865295494
ACP6,0.2543982127897235,0.34496881690403053,0.07754605123861952,0.09289646411179335,False,False,False,0.30482152523106093
GOLGA4,0.834496881690403,3.2896769989760775,0.07749311878043616,0.08897946220622485,False,False,False,0.09286208310744291
CCNG2,0.25114027738992833,0.38722889323280274,0.07733432140588609,0.09702519585009528,False,False,False,0.30793277052017576
LCA5,0.3094107791119799,0.4899934841292004,0.07722845648951937,0.09210247723904298,False,False,False,0.24959846813083833
CASC15,0.5421204505259238,2.9287908405473333,0.07722845648951937,0.09437857294092737,False,False,False,0.14245626855544413
ZFP82,0.3458065717211207,0.5027459741226845,0.0770696591149693,0.09273766673724328,False,False,False,0.22286927264390718
LRRC57,0.2085078655868938,0.2794377734338639,0.07701672665678594,0.09242007198814313,False,False,False,0.36937084574725504
HTR1E,0.5495671600111701,2.227403890905706,0.07701672665678594,0.10575905145034935,True,False,False,0.1401407002835114
DLEU2L,0.12612864190635764,0.14716559620217817,0.07691086174041922,0.09003811136989202,False,False,False,0.609781097916844
PYGL,0.11449315833566043,0.1502373638648422,0.07685792928223587,0.10110099513021385,True,False,False,0.6712884018528943
TRUB1,0.29842688262124173,0.4147817183282137,0.07685792928223587,0.0905674359517256,True,False,False,0.25754358523988147
LPP-AS2,0.006422786931024853,0.006515870799590431,0.07669913190768579,0.09559601947914462,False,False,False,11.941721363540122
EIF3H,0.5398864376803499,0.9932048775947129,0.07664619944950243,0.09130849036629261,False,False,False,0.1419672621872422
METTL9,0.44577864656055105,0.7302429488969562,0.07654033453313572,0.0912026254499259,False,False,False,0.17170031611807832
SDK1,0.5834496881690403,6.2428558130875915,0.07638153715858564,0.10163031971204743,False,True,True,0.13091366523527212
LAIR1,0.02857674764963232,0.030624592758075025,0.07638153715858564,0.17044251535041288,True,False,False,2.6728562009598877
CASP2,0.16215209904123615,0.1897980080052127,0.07638153715858564,0.0869150963370739,True,False,False,0.4710487105021157
ARID3B,0.21586149120357442,0.2970306245927581,0.07638153715858564,0.09877196697014609,True,False,False,0.35384512880322794
PLD1,0.1880294145024667,0.3766173322163269,0.07616980732585221,0.10147152233749736,True,False,False,0.40509516836714377
GFPT1,0.54472679884576,1.1180303453411524,0.07611687486766885,0.0882913402498412,True,False,False,0.13973403737241397
RASSF3,0.18123429209717956,0.2931211021130038,0.07611687486766885,0.10528265932669913,True,False,False,0.41999156995550413
NINL,0.32542120450525924,0.5222935865214559,0.07601100995130214,0.09331992377726021,False,False,False,0.23357731118616673
ARHGAP18,0.26305501256632224,0.5710695336498185,0.07569341520220199,0.0961253440609782,False,False,False,0.2877474732898995
ADAT2,0.2387601228707065,0.31732290794005397,0.07569341520220199,0.08559178488248995,False,False,False,0.31702704074746824
MET,0.07083682397840455,0.15954575072139998,0.07564048274401863,0.1487402074952361,True,False,True,1.0678130172391487
RNF175,0.6461882155822396,2.05640882435074,0.07558755028583528,0.097872115181029,False,False,False,0.11697451061952295
RPL13,0.7517453225356046,2.1275248999348415,0.07558755028583528,0.0954901545627779,False,False,False,0.10054941217443393
RAB40A,0.12296379037512799,0.1424183189053337,0.07532288799491849,0.09072623332627568,False,False,False,0.6125615334817633
PRIM2,0.39635111235222936,0.724751000651587,0.07526995553673513,0.0882913402498412,False,False,False,0.18990726452117085
UEVLD,0.28139253467374103,0.3941170995066555,0.07526995553673513,0.08395087867880584,True,False,False,0.2674909468511894
SEH1L,0.20255049799869682,0.2543982127897235,0.07526995553673513,0.09046157103535889,False,False,False,0.37161081449041616
TRAPPC2,0.33519501070464486,0.45601787210276457,0.07526995553673513,0.089297056955325,False,False,False,0.2245557157265053
POU2F2,0.3865773061528437,0.7487666387415061,0.07526995553673513,0.097131060766462,True,False,False,0.19470867621746824
LINC00987,0.050730708368239785,0.05631574048217444,0.07521702307855177,0.08882066483167478,False,False,False,1.4826724384089571
IRAK2,0.13310993204877594,0.17118123429209717,0.0750582257040017,0.1179335168325217,True,False,False,0.5638814816350282
TANGO2,0.33407800428185797,0.5174532253560458,0.07495236078763498,0.08850307008257463,True,False,False,0.22435586847076136
SCN9A,0.3512985199664898,0.9507586335288094,0.07489942832945162,0.0954901545627779,True,False,False,0.21320735520490164
LINC00997,0.016848180210369542,0.01731359955319743,0.07484649587126826,0.08538005504975651,False,False,False,4.442408315718425
ABCA5,0.7651493996090477,2.966675975053523,0.07484649587126826,0.09967181875926318,False,False,False,0.0978194531806612
SMC5,0.6210555710695337,1.4315368146700176,0.07474063095490155,0.0829980944315054,False,False,False,0.12034451414096332
TICAM1,0.08573024294889696,0.09392162338266778,0.07474063095490155,0.08972051662079188,True,False,False,0.8718117245912131
MON2,0.8635390486828632,3.9546681560085637,0.07463476603853483,0.08379208130425576,True,False,False,0.0864289416354403
BTBD11,0.30252257283812717,1.4843153681467003,0.07458183358035148,0.1579504552191404,False,True,False,0.24653311943191258
EMG1,0.13739179000279253,0.15693940240156382,0.07458183358035148,0.0869150963370739,False,False,False,0.54284054075455
ZNF605,0.37140463557665454,0.5596202178162525,0.07447596866398476,0.08410967605335591,False,False,False,0.20052514570355598
GABRG1,0.18598156939402402,0.4246486083961649,0.07415837391488461,0.10787634977768368,True,False,False,0.3987404459297324
TPGS1,0.11039746811877502,0.12119519687238202,0.07415837391488461,0.08538005504975651,False,False,False,0.6717398068866824
SOX13,0.09308386856557758,0.1449315833566043,0.07394664408215118,0.10194791446114758,False,False,False,0.7944087973745502
ZBTB21,0.21669924602066462,0.27506283161128176,0.07389371162396782,0.08474486555155622,True,False,False,0.340996625419367
NBEAL2,0.0672996369729126,0.07297775295541283,0.07389371162396782,0.08453313571882279,False,False,False,1.0979808353752232
TRIM73,0.23764311644791958,0.30540817276366006,0.0737878467076011,0.08707389371162397,False,False,False,0.31049856528780206
ZBTB7B,0.021036954295820535,0.02150237363864842,0.07373491424941775,0.08220410755875503,False,False,False,3.5050185123074993
ACTR3,0.498464116168668,0.8573955133575352,0.07362904933305103,0.08167478297692145,False,False,False,0.14771183510456903
PPA1,0.49446150982034814,0.8889509448012659,0.07352318441668432,0.08897946220622485,False,False,False,0.14869344318306468
PM20D2,0.2744112445313227,0.3666573582798101,0.07352318441668432,0.08601524454795681,True,False,False,0.26793065474506095
ZNF519,0.5623196500046542,1.3804337708275156,0.07347025195850096,0.09146728774084269,False,False,False,0.13065567237049755
GLIS3,0.2903285860560365,1.0439355859629527,0.0734173195003176,0.1122697438069024,False,False,True,0.25287664744851296
ZNF229,0.12007819044959508,0.14753793167644047,0.07336438704213423,0.08585644717340674,False,False,False,0.6109717906927504
SLC5A4,0.11533091315275062,0.1499581122591455,0.07331145458395087,0.11507516409062037,False,False,False,0.6356617890196806
GOLGA6L9,0.07753886251512612,0.08442706878897888,0.07325852212576751,0.09040863857717553,False,False,False,0.9447974828296765
ZNF512B,0.1794656985944336,0.20860094945545937,0.07325852212576751,0.08744442091890747,False,False,False,0.40820347676199187
WWTR1,0.22032951689472213,0.3824816159359583,0.07320558966758416,0.10088926529748042,True,False,False,0.3322550273759428
BTNL9,0.04365633435725589,0.1324583449688169,0.07320558966758416,0.144293881007834,False,False,False,1.676860660551933
PIEZO1,0.031090012100902915,0.03490645071209159,0.07294092737666737,0.09226127461359306,True,False,False,2.3461209066093938
ZNF70,0.06264544354463371,0.06757888857860933,0.07288799491848401,0.08458606817700615,False,False,False,1.1635003408755926
PCDH11X,0.4833845294610444,4.4085450991343205,0.07278213000211729,0.09623120897734491,True,False,True,0.15056776865256039
TMEM119,0.007819044959508517,0.008842967513729871,0.07278213000211729,0.13428964641117933,True,False,False,9.308314554913645
LPP,0.6670390021409289,2.6331564739830586,0.07278213000211729,0.08522125767520644,False,False,False,0.10911225545810022
TMEM108,0.7949362375500326,8.082751559154799,0.0725174677112005,0.11391065001058649,False,False,False,0.09122425709852774
CCDC113,0.1723913245834497,0.20832169784976265,0.0725174677112005,0.08707389371162397,True,False,False,0.420656131545047
SLC2A13,0.8260262496509355,7.172298240714884,0.07246453525301715,0.0954901545627779,False,False,False,0.08772667367851737
KCNJ8,0.05277855347668249,0.062366191938936985,0.07235867033665043,0.10761168748676689,True,False,False,1.3709862353203448
PRKY,0.2421111421390673,0.4538769431257563,0.072146940503917,0.09030277366080881,False,False,False,0.29799099647580946
NRP2,0.16177976356697385,0.2795308573024295,0.07193521067118357,0.09474910014821088,True,False,False,0.4446490035906358
CDH19,0.03257935399795216,0.05045145676254305,0.07188227821300021,0.09009104382807538,False,False,False,2.2063751852636035
HS3ST5,0.5262961928697757,2.5948990040026065,0.07182934575481685,0.09231420707177641,True,False,False,0.1364808385999288
REST,0.0485897793912315,0.05436097924229731,0.07177641329663349,0.08368621638788905,True,False,False,1.4771915862945089
ZBTB2,0.09280461695988085,0.10797728753607,0.07161761592208342,0.08797374550074105,False,False,False,0.771703157322911
PHACTR2,0.47938192311272454,1.5054454063110863,0.07145881854753335,0.08453313571882279,False,False,False,0.14906448304002928
XKR7,0.161965931304105,0.22544912966582892,0.07140588608934999,0.09427270802456066,False,False,False,0.44086978980338326
GPATCH2,0.6034627199106395,1.8688448291911013,0.07135295363116663,0.08702096125344061,False,False,False,0.11823920728977681
GFRA1,0.1822582146514009,0.479288839244159,0.07135295363116663,0.10575905145034935,False,False,False,0.39149375937672276
KDR,0.010518477147910267,0.012659406124918551,0.07124708871479991,0.11835697649798857,True,False,False,6.773517469584916
RBMS3,0.7445778646560551,9.709671413943964,0.07124708871479991,0.09204954478085962,True,False,False,0.09568789524479253
GXYLT2,0.14688634459648142,0.2263799683514847,0.07119415625661656,0.08347448655515562,True,False,False,0.4846887329941899
ATP8B4,0.22842781345992738,0.5087033417108815,0.0711412237984332,0.12746135930552616,False,False,False,0.31143853596844656
LINC01301,0.30410499860374196,0.5694871078842036,0.07108829134024984,0.0942197755663773,False,False,False,0.23376232441637712
DRD1,0.10276459089639765,0.12287070650656241,0.07108829134024984,0.10528265932669913,True,False,False,0.6917586176343333
RWDD2A,0.18626082099972074,0.22377362003164852,0.07108829134024984,0.08225704001693838,False,False,False,0.3816599269706667
TRIOBP,0.13171367402029227,0.16177976356697385,0.07108829134024984,0.08612110946432353,False,False,False,0.5397183843592255
LINC00940,0.004933445033975612,0.004933445033975612,0.07092949396569977,0.08188651280965488,False,False,False,14.377274597613445
CHRNA4,0.1736944987433678,0.2172577492320581,0.07082362904933305,0.09199661232267627,True,False,False,0.40774825663289654
MMP25-AS1,0.3097831145862422,0.42883738248161596,0.07061189921659962,0.08553885242430659,False,False,False,0.22793979365502695
TDP1,0.25504979986968257,0.3517639393093177,0.07055896675841626,0.08485073046792294,False,False,False,0.27664780287798024
LINC01299,0.017127431816066276,0.022153960718607466,0.0705060343002329,0.09464323523184416,False,False,False,4.116556122214142
FLT1,0.03825746998045239,0.11514474541561948,0.07045310184204955,0.16017361846284142,False,True,False,1.8415515160319667
HAPLN1,0.1391603835055385,0.3290514753793168,0.07040016938386619,0.07961041710777049,False,False,False,0.5058923208634611
PALMD,0.07912128828074094,0.17211207297775297,0.07024137200931611,0.13296633495659538,True,False,True,0.8877683052895095
CAPRIN2,0.5797263334264172,1.2455552452759937,0.07002964217658268,0.08209824264238831,False,False,False,0.12079775945777581
CACNA1I,0.2703155543144373,0.4413106208694033,0.06997670971839932,0.0961253440609782,False,False,False,0.25887045196445035
ZNF135,0.39020757702690123,0.608861584287443,0.06981791234384925,0.08008680923142071,False,False,False,0.17892505541745526
ECI2,0.20413292376431164,0.2526296192869776,0.06981791234384925,0.08405674359517255,False,False,False,0.3420218113588566
CSPG4,0.022526296192869777,0.026063483198361725,0.0695003175947491,0.12137412661443997,True,True,False,3.0852971566958245
PDP2,0.1615935958298427,0.19380061435353255,0.06923565530383231,0.07770484861316959,False,False,False,0.42845544062734475
SLC22A9,0.14474541561947316,0.2583077352694778,0.06918272284564896,0.11078763497776836,True,False,False,0.4779614093445702
RNASEH2B,0.49353067113469234,0.9082193055943405,0.06918272284564896,0.08215117510057167,True,False,False,0.140179176071446
KLHL13,0.16615470538955598,0.2936796053243973,0.0691297903874656,0.08395087867880584,True,False,False,0.41605677206304925
ZBTB49,0.2266592199571814,0.2796239411709951,0.0691297903874656,0.07961041710777049,True,False,False,0.30499438937681433
SLC38A11,0.172763660057712,0.572279623941171,0.06907685792928224,0.19622062248570823,False,False,True,0.39983442065424524
AEN,0.04654193428278879,0.049148282602624965,0.06907685792928224,0.08924412449714164,False,False,False,1.4841853694685583
HTR1F,0.07707344317229824,0.09215302987992181,0.06891806055473217,0.10115392758839721,False,False,True,0.8941868653858547
PPFIBP1,0.6267336870520339,2.85497533277483,0.06891806055473217,0.08802667795892441,False,False,False,0.10996386819240868
POU6F2,0.422880014893419,4.49632318719166,0.06886512809654881,0.09183781494812619,False,True,True,0.16284791352437242
TBC1D8B,0.12426696453504607,0.15191287349902263,0.06881219563836545,0.07722845648951937,True,False,False,0.5537448822044645
SMNDC1,0.18505073070836825,0.21949176207763194,0.06875926318018209,0.07585221257675206,False,False,False,0.3715698009782174
RANBP17,0.6222656613608861,2.741971516336219,0.06875926318018209,0.07849883548591996,False,False,False,0.11049824447938612
A2M-AS1,0.0502652890254119,0.0531508889509448,0.06860046580563202,0.0793457548168537,False,False,False,1.3647681558331568
TMEM147-AS1,0.06795122405287164,0.07232616587545379,0.06854753334744866,0.07659326699131908,False,False,False,1.0087755489748507
LINC00921,0.028762915386763475,0.030252257283812714,0.06844166843108195,0.08612110946432353,False,False,False,2.379510821861208
VAV3,0.2001303174159918,0.6601507958670763,0.06844166843108195,0.09723692568282871,True,False,True,0.34198550881633183
RBBP9,0.07716652704086382,0.0838685655775854,0.06833580351471523,0.0780753758204531,False,False,False,0.8855627709995002
KANSL1L,0.6954295820534302,1.9434050079121288,0.06817700614016516,0.07675206436586915,False,False,False,0.09803581541477636
ZNF284,0.08107604952061807,0.08880201061156101,0.06817700614016516,0.07775778107135295,False,False,False,0.8409019253315664
TNFRSF19,0.1723913245834497,0.26091408358931395,0.06817700614016516,0.08659750158797375,False,False,False,0.39547817330658436
POLI,0.31816066275714416,0.43674951130969003,0.06801820876561508,0.07585221257675206,False,False,False,0.2137857275509078
THAP9,0.08731266871451178,0.09662105557106954,0.06796527630743172,0.07680499682405251,False,False,False,0.7784125409069712
SOCS4,0.20217816252443452,0.2479754258586987,0.06791234384924835,0.07585221257675206,False,False,False,0.33590345763005297
TUBE1,0.5388625151261286,0.9694684911104906,0.06775354647469828,0.07775778107135295,False,False,False,0.12573438413848395
PLEKHF2,0.07046448850414223,0.07902820441217537,0.06770061401651492,0.07701672665678594,False,False,False,0.9607763492462613
KLHDC8A,0.07316392069254399,0.09885506841664339,0.06764768155833156,0.09173195003175948,False,False,False,0.9246043803831501
GSAP,0.4044494089174346,0.7213068975146607,0.06764768155833156,0.07675206436586915,False,False,False,0.1672586980393915
FGFR1,0.31611281764870147,0.7861863539048682,0.0675947491001482,0.09379631590091043,True,False,False,0.2138310923388964
PTPRC,0.053895559899469425,0.1059294424276273,0.06743595172559813,0.12762015668007623,False,True,False,1.251233902224699
ADAMTS4,0.022619380061435355,0.02662198640975519,0.06727715435104806,0.08982638153715859,True,False,False,2.9743146880383096
TET2,0.6243135064693288,1.3776412547705483,0.06727715435104806,0.07431717128943469,True,False,False,0.10776181141990597
VEGFA,0.1540538024760309,0.20031648515312298,0.06717128943468134,0.09946008892652974,True,False,False,0.4360248715388409
MIER2,0.12687331285488224,0.14288373824816158,0.06711835697649798,0.09284353165360999,False,False,False,0.529018715332735
EIF3M,0.4686772782276831,0.7709205994601136,0.06706542451831463,0.07526995553673513,False,False,False,0.1430951053823742
KLF16,0.07735269477799497,0.08479940426324117,0.06701249206013127,0.08077493118780436,True,False,False,0.8663239497015526
DGKH,0.5729312110211301,2.6429302801824446,0.06701249206013127,0.08384501376243912,False,False,False,0.11696428955353211
CAPZA2,0.576468398026622,1.171646653634925,0.06701249206013127,0.0784459030277366,False,False,False,0.11624660135669146
GID4,0.1574048217443917,0.18868100158242576,0.06690662714376455,0.07680499682405251,False,False,False,0.4250608488500666
PPL,0.1341338546029973,0.1760215954575072,0.0668536946855812,0.09856023713741266,False,False,False,0.49841029979680695
STAT5A,0.021595457507214,0.02317788327282882,0.06680076222739784,0.07945161973322042,True,False,False,3.093278399176444
PLEK,0.01777901889602532,0.020013031741599182,0.06680076222739784,0.1281494812619098,False,False,False,3.757280568633167
NEDD1,0.07046448850414223,0.08023829470352788,0.06674782976921448,0.07579928011856871,False,False,False,0.947254868177901
SYNE2,0.2097179558782463,0.28306804430792143,0.06664196485284776,0.08151598560237137,False,False,False,0.3177694755499971
LCN15,0.04132923764311645,0.04616959880852648,0.0665890323946644,0.09591361422824476,False,False,False,1.6111846284141436
RBM43,0.02857674764963232,0.03043842502094387,0.0665890323946644,0.07458183358035148,False,False,False,2.3301823290419534
TBC1D25,0.19733780135902448,0.24145955505910827,0.06653609993648105,0.07601100995130214,False,False,False,0.3371685479328377
SH3YL1,0.5629712370846133,1.1314344224145956,0.06653609993648105,0.07272919754393393,False,False,False,0.1181873878336005
GATB,0.3000093083868566,0.4698873685190357,0.06648316747829769,0.0774401863222528,False,False,False,0.22160368235164507
COL4A2,0.27757609606255235,0.7422507679419157,0.06643023502011433,0.08797374550074105,True,False,False,0.23932260725053262
MYH7,0.00772596109094294,0.007912128828074095,0.06637730256193097,0.0961253440609782,False,False,False,8.591462185817162
KITLG,0.337149771944522,0.7935399795215489,0.06632437010374762,0.07712259157315265,True,False,False,0.19672079183450045
ADAM32,0.3294238108535791,0.5838220236433026,0.06627143764556426,0.07871056531865339,False,False,False,0.20117379333888014
CDC42EP3,0.28185795401656893,0.4327469049613702,0.06627143764556426,0.08315689180605547,False,False,False,0.23512353191093024
P2RY1,0.01898910918737783,0.021688541375779576,0.06611264027101418,0.10385348295574846,True,False,False,3.4816083060367906
ZNF614,0.13143442241459555,0.14800335101926837,0.06605970781283083,0.0740525089985179,False,False,False,0.5026058364258085
ARPC5,0.3414316298985386,0.4967886065344876,0.06600677535464747,0.07923988990048698,False,False,False,0.19332355169983034
LRP5,0.03956064414037047,0.045331843991436284,0.06600677535464747,0.07992801185687064,True,False,False,1.66849597090583
CCDC125,0.3312854882248906,0.520059573675882,0.06595384289646411,0.07309972475121744,False,False,False,0.19908461203616576
IGFBP3,0.07967979149213442,0.10118216513078283,0.06574211306373068,0.15530383230997247,False,True,False,0.8250788792566106
SYNE3,0.03890905706041143,0.041887740854509914,0.0655833156891806,0.07818124073681981,False,False,False,1.6855539723657111
ANKS6,0.47109745881038817,0.9020757702690124,0.06553038323099725,0.07881643023502012,True,False,False,0.13910154259051638
DNAJC15,0.3601414874802197,0.5400726054174811,0.06553038323099725,0.07479356341308491,False,False,False,0.18195732929713193
SLC30A4,0.25681839337242857,0.3667504421483757,0.06547745077281389,0.07447596866398476,False,False,False,0.25495623546659646
CFH,0.021595457507214,0.03993297961463278,0.06542451831463053,0.1290493330510269,True,False,False,3.0295500010951546
LGR5,0.09755189425672531,0.16699246020664618,0.06537158585644717,0.07992801185687064,True,False,False,0.6701211324960038
DBF4,0.18458531136554035,0.24443823885320673,0.06537158585644717,0.07484649587126826,False,False,False,0.35415378056268887
NLGN1,0.8718235129851997,29.064693288653075,0.06526572094008046,0.08093372856235444,False,False,False,0.07486116165484565
ZBBX,0.222563529740296,0.4454993949548543,0.0652127884818971,0.09400804573364387,False,True,True,0.29300752265203706
OTOGL,0.2499301870985758,0.8764777064134786,0.0652127884818971,0.07929282235867034,False,True,False,0.26092401737840615
DNAH6,0.4609513171367402,1.6420925253653542,0.06515985602371374,0.08305102688968875,False,False,True,0.14135951802559707
CA8,0.20124732383877875,0.8330075397933538,0.06500105864916367,0.08945585432987507,False,False,False,0.32299092186307365
GALNTL6,0.6430233640510099,15.19007725961091,0.06500105864916367,0.08855600254075799,False,False,True,0.10108662030514842
TBX18,0.008191380433770828,0.021688541375779576,0.06494812619098031,0.07712259157315265,False,False,False,7.928837723519334
LPL,0.03304477334078004,0.04989295355114959,0.06489519373279695,0.10787634977768368,True,False,False,1.963856524708275
OTOF,0.0577119985106581,0.09271153309131527,0.06478932881643024,0.10644717340673301,True,False,False,1.1226318701208227
MAPK13,0.17090198268640044,0.21064879456390206,0.06463053144188016,0.08141012068600466,False,False,False,0.37817309328982496
DISP1,0.3608861584287443,0.6473983058735922,0.06441880160914673,0.07474063095490155,True,False,False,0.17850172444855902
CLCA4,0.00847063203946756,0.009401470725123337,0.06415413931822994,0.0846390006351895,False,False,False,7.5737133922609265
PI4K2B,0.23531601973378014,0.3273759657451364,0.06415413931822994,0.07071776413296633,False,False,False,0.2726297146739495
C2CD2L,0.2503956064414037,0.3264451270594806,0.06410120686004658,0.07871056531865339,False,False,False,0.2559997268763868
CPLX3,0.08452015265754445,0.18430605975984363,0.06404827440186323,0.12555579081092527,True,False,False,0.7577870175101504
IL1RAPL2,0.3782928418505073,5.845666945918272,0.06404827440186323,0.13815371585856448,False,False,True,0.1693087135578781
KDM4B,0.5851251978032207,1.2528157870241088,0.06404827440186323,0.07812830827863645,False,False,False,0.10946080367470834
NFATC2,0.07698035930373266,0.12156753234664433,0.06404827440186323,0.08188651280965488,True,False,False,0.8320079950413745
TSHZ2,0.3192776691799311,4.953551149585777,0.06388947702731315,0.11142282447596867,False,True,True,0.20010631245026975
RSAD2,0.21949176207763194,0.3076421856092339,0.063571882278213,0.08448020326063943,True,False,False,0.28963220157542086
ZNF217,0.02122312203295169,0.023457134878525552,0.063571882278213,0.07627567224221893,False,False,False,2.995406716293168
ARHGAP10,0.2598901610350926,0.6221725774923206,0.063571882278213,0.08405674359517255,False,False,False,0.24461057711849654
FEM1A,0.09336312017127432,0.10071674578795495,0.06346601736184629,0.06992377726021597,False,False,False,0.6797760962296258
BAIAP2,0.442706878897887,1.2288932328027553,0.06336015244547957,0.09178488248994283,True,False,False,0.14311987336454732
