supertype,gene,frac_snrna,mean_snrna,frac_merfish,mean_merfish,n_cells_snrna,n_cells_merfish
L4 IT_4,CD22,0.0,0.0,0.205,0.42520887165576954,300,1000
L4 IT_4,MEIS2,0.013333333333333334,0.013333333333333334,0.318,0.43829412203491286,300,1000
L4 IT_4,TLL1,0.043333333333333335,0.06333333333333334,0.089,0.09771551417632161,300,1000
L4 IT_4,SV2C,0.016666666666666666,0.016666666666666666,0.222,0.30340876984662885,300,1000
L4 IT_4,KIAA1217,0.25333333333333335,0.6433333333333333,0.337,0.4843637279441615,300,1000
L4 IT_4,CNTN5,1.0,32.79333333333334,0.758,3.4662570070893786,300,1000
L4 IT_4,ADAMTS3,0.67,1.84,0.621,1.6844950772241107,300,1000
L4 IT_4,LRRC4C,1.0,45.31333333333333,0.893,5.005941831185814,300,1000
L4 IT_4,TACR1,0.09666666666666666,0.12,0.524,1.4172734306822043,300,1000
L4 IT_4,CALB1,0.03666666666666667,0.07,0.205,0.2732587871003419,300,1000
L4 IT_4,GALNTL6,0.3933333333333333,3.433333333333333,0.159,0.20334914375056992,300,1000
L4 IT_4,DCC,0.9866666666666667,30.39666666666667,0.818,4.207771467059318,300,1000
L4 IT_4,NPAS3,0.25333333333333335,0.6366666666666667,0.318,0.4725083636788103,300,1000
L4 IT_4,ZNF804A,0.49333333333333335,1.96,0.276,0.40636971613403555,300,1000
L4 IT_4,NTNG2,0.29,0.3933333333333333,0.718,1.9359653044690013,300,1000
L4 IT_4,NOS1,0.05333333333333334,0.06666666666666667,0.174,0.2160133137608161,300,1000
L4 IT_4,ETNPPL,0.006666666666666667,0.006666666666666667,0.588,1.3336495235416945,300,1000
L4 IT_4,ATRNL1,1.0,19.763333333333332,0.886,5.968077774031748,300,1000
L4 IT_4,GRM8,0.43666666666666665,1.9366666666666668,0.14,0.16466299493615616,300,1000
L4 IT_4,ZMAT4,0.9866666666666667,7.18,0.8,3.5973331948640257,300,1000
L4 IT_4,NKAIN2,1.0,48.54666666666667,0.848,4.671833578002179,300,1000
L4 IT_4,GRIN2A,0.9966666666666667,17.976666666666667,0.955,9.665598994010008,300,1000
L4 IT_4,PAX6,0.0033333333333333335,0.006666666666666667,0.283,0.3728572652733208,300,1000
L4 IT_4,LRP1B,0.97,34.06333333333333,0.547,1.2445885945324555,300,1000
L4 IT_4,TOX,0.35,1.16,0.371,0.7057570220826359,300,1000
L4 IT_4,ASIC2,0.8166666666666667,4.786666666666667,0.481,0.9176988950074897,300,1000
L4 IT_4,HTR2C,0.043333333333333335,0.043333333333333335,0.068,0.07059185612811233,300,1000
L4 IT_4,ROBO2,0.6566666666666666,6.483333333333333,0.215,0.3162731856920552,300,1000
L4 IT_4,PDZD2,0.31333333333333335,0.5233333333333333,0.119,0.1294263803483518,300,1000
L4 IT_4,PEX5L,0.7533333333333333,2.9466666666666668,0.609,1.4381334526883172,300,1000
L4 IT_4,TNR,0.94,5.733333333333333,0.922,5.587968900305837,300,1000
L4 IT_4,CACNA2D3,0.98,9.783333333333333,0.792,3.8402732971422187,300,1000
L4 IT_4,VIP,0.01,0.01,0.08,0.08388032723188013,300,1000
L4 IT_4,DCLK1,1.0,21.453333333333333,0.933,12.468993793653503,300,1000
L4 IT_4,GRIP1,0.23666666666666666,0.54,0.216,0.2823256179374914,300,1000
L4 IT_4,ITGA8,0.12,0.24,0.255,0.41085830995447425,300,1000
L4 IT_4,CD74,0.0,0.0,0.64,2.4147673824848424,300,1000
L4 IT_4,PLD5,0.3466666666666667,0.7966666666666666,0.289,0.39744258102433155,300,1000
L4 IT_4,NLGN1,1.0,26.266666666666666,0.274,0.385162430419768,300,1000
L4 IT_4,LAMP5,0.006666666666666667,0.006666666666666667,0.287,0.4181392298265392,300,1000
L4 IT_4,ASTN2,0.82,2.3533333333333335,0.508,0.9216615505504133,300,1000
L4 IT_4,DLX1,0.01,0.01,0.288,0.372334548737475,300,1000
L4 IT_4,KCNMB2,0.7866666666666666,4.013333333333334,0.113,0.1229318091066894,300,1000
L4 IT_4,GRID2,0.2,2.04,0.265,0.3980813868712356,300,1000
L4 IT_4,FGF13,0.19666666666666666,0.23,0.505,0.9537129967353294,300,1000
L4 IT_4,GRIK3,0.05333333333333334,0.06,0.264,0.39266634082680957,300,1000
L4 IT_4,RGS6,0.6133333333333333,4.09,0.572,1.4848420192125782,300,1000
L4 IT_4,RBFOX3,0.9333333333333333,4.033333333333333,0.954,6.990062762955765,300,1000
L4 IT_4,SATB2,0.9966666666666667,9.436666666666667,0.967,10.459234711300294,300,1000
L4 IT_4,CUX2,0.43333333333333335,2.37,0.467,1.648408631913181,300,1000
L4 IT_4,PRRT4,0.02666666666666667,0.02666666666666667,0.277,0.35102354160725896,300,1000
L4 IT_4,ANK1,0.15,0.20666666666666667,0.561,1.1307531394776311,300,1000
L4 IT_4,SLC32A1,0.01,0.01,0.351,0.585042711687731,300,1000
L4 IT_4,BTBD11,0.03333333333333333,0.03333333333333333,0.127,0.1564255236262229,300,1000
L4 IT_4,GRIP2,0.02666666666666667,0.03,0.34,0.47045068782822447,300,1000
L4 IT_4,GAD2,0.03666666666666667,0.04,0.181,0.22902806573079504,300,1000
L4 IT_4,CBLN2,0.6666666666666666,2.5966666666666667,0.559,1.6404088183433756,300,1000
L4 IT_4,TAFA1,0.9966666666666667,22.116666666666667,0.716,2.7638855826888657,300,1000
L4 IT_4,KCNIP4,1.0,187.23,0.66,2.025569151053496,300,1000
L4 IT_4,CA10,0.93,6.836666666666667,0.74,2.745823010615014,300,1000
L4 IT_4,CSMD1,1.0,90.33333333333333,0.841,6.5861121670536,300,1000
L4 IT_4,CNTNAP5,1.0,16.723333333333333,0.876,5.973160517443006,300,1000
L4 IT_4,FRMPD4,1.0,14.403333333333334,0.641,1.6129397028879813,300,1000
L4 IT_4,HS6ST3,0.9933333333333333,20.506666666666668,0.729,2.814363470840431,300,1000
L4 IT_4,SORCS1,0.92,5.076666666666667,0.634,1.930161929431074,300,1000
L4 IT_4,TENM2,1.0,45.95,0.911,5.723664396413343,300,1000
L4 IT_4,CLSTN2,0.9866666666666667,11.583333333333334,0.931,9.387705207048057,300,1000
L4 IT_4,ROBO1,0.12333333333333334,0.13666666666666666,0.257,0.34812538128107867,300,1000
L4 IT_4,ZNF385D,0.49333333333333335,1.48,0.253,0.3576105324924972,300,1000
L4 IT_4,COL11A1,0.37,0.99,0.272,0.594840555253785,300,1000
L4 IT_4,SLC24A2,0.9466666666666667,6.716666666666667,0.701,2.172142804690428,300,1000
L4 IT_4,PDE4B,0.45,0.7366666666666667,0.553,1.1770118975962656,300,1000
L4 IT_4,RBFOX1,0.9966666666666667,81.59,0.787,2.900873770062175,300,1000
L4 IT_4,GRIN3A,0.03,0.03,0.18,0.22760372304700593,300,1000
L4 IT_4,SEMA6D,0.99,13.106666666666667,0.809,3.0574446137446194,300,1000
L4 IT_4,TMEM132D,0.9833333333333333,10.353333333333333,0.835,4.067647717253126,300,1000
L4 IT_4,ITGB8,0.5266666666666666,1.0966666666666667,0.68,1.7985335475504725,300,1000
L4 IT_4,PLCB1,0.96,16.926666666666666,0.613,1.5650382848697395,300,1000
L4 IT_4,SORCS3,0.8666666666666667,6.43,0.755,3.534451392153157,300,1000
L4 IT_4,STXBP6,0.45,0.8333333333333334,0.588,1.6014336773379692,300,1000
L4 IT_4,GRM7,1.0,28.223333333333333,0.882,6.071231321823159,300,1000
L4 IT_4,HCN1,0.9866666666666667,9.543333333333333,0.808,3.6265253020911192,300,1000
L4 IT_4,RFX3,0.8966666666666666,4.18,0.743,2.6428276375416053,300,1000
L4 IT_4,GPC5,0.08,0.15666666666666668,0.297,0.4180717595805454,300,1000
L4 IT_4,EBF1,0.0033333333333333335,0.0033333333333333335,0.087,0.09947272861786516,300,1000
L4 IT_4,UNC5B,0.10666666666666667,0.13666666666666666,0.622,1.457643611414926,300,1000
L4 IT_4,CARTPT,0.0033333333333333335,0.0033333333333333335,0.132,0.15217230012007482,300,1000
L4 IT_4,HTR2A,0.8033333333333333,2.2333333333333334,0.797,4.110958616456817,300,1000
L4 IT_4,LAMA4,0.05,0.056666666666666664,0.21,0.2620696828079895,300,1000
L4 IT_4,RGS12,0.33666666666666667,0.46,0.648,1.5758428159625928,300,1000
L4 IT_4,CACHD1,0.5566666666666666,1.0733333333333333,0.682,1.7841333666830255,300,1000
L4 IT_4,EGFR,0.0,0.0,0.226,0.33541346651081105,300,1000
L4 IT_4,SLIT3,0.6366666666666667,3.5533333333333332,0.742,2.8863752187852327,300,1000
L4 IT_4,NFIA,0.05333333333333334,0.06333333333333334,0.442,0.7060686734031476,300,1000
L4 IT_4,LUZP2,0.10333333333333333,0.19666666666666666,0.415,0.7502606299259522,300,1000
L4 IT_4,CHODL,0.2866666666666667,0.6833333333333333,0.074,0.08535533800220868,300,1000
L4 IT_4,NPY,0.023333333333333334,0.023333333333333334,0.17,0.20098967762862038,300,1000
L4 IT_4,DLC1,0.03666666666666667,0.03666666666666667,0.119,0.13387556287925728,300,1000
L4 IT_4,L3MBTL4,0.8166666666666667,3.0933333333333333,0.481,0.8976583319251893,300,1000
L4 IT_4,MOG,0.013333333333333334,0.013333333333333334,0.454,1.3893092693064,300,1000
L4 IT_4,NXPH2,0.20333333333333334,0.39,0.126,0.1607007611918235,300,1000
L4 IT_4,SULF1,0.01,0.01,0.17,0.21568973732878716,300,1000
L4 IT_4,NDNF,0.0,0.0,0.061,0.06300091939662562,300,1000
L4 IT_4,FOXP2,0.9466666666666667,7.303333333333334,0.493,0.8942614375692255,300,1000
L4 IT_4,KAZN,1.0,27.173333333333332,0.88,4.287507920303019,300,1000
L4 IT_4,NRG1,0.8,8.01,0.231,0.3241513875427299,300,1000
L4 IT_4,HS3ST2,0.4,0.9433333333333334,0.522,2.679718600271036,300,1000
L4 IT_4,TMEM255A,0.0,0.0,0.116,0.1313574449101634,300,1000
L4 IT_4,RORB,0.9933333333333333,12.693333333333333,0.919,6.390261053217496,300,1000
L4 IT_4,DCN,0.006666666666666667,0.006666666666666667,0.164,0.19049023670758966,300,1000
L4 IT_4,KIRREL3,0.58,2.63,0.584,1.3998970955528593,300,1000
L4 IT_4,CDH6,0.013333333333333334,0.013333333333333334,0.131,0.1414999098684824,300,1000
L4 IT_4,SCUBE1,0.01,0.01,0.111,0.11497498953141137,300,1000
L4 IT_4,FEZF2,0.013333333333333334,0.013333333333333334,0.26,0.3823912086518027,300,1000
L4 IT_4,PDGFD,0.023333333333333334,0.02666666666666667,0.057,0.06010731714190466,300,1000
L4 IT_4,TH,0.0,0.0,0.212,0.24440908602753944,300,1000
L4 IT_4,PRKG1,0.97,20.633333333333333,0.757,2.238231534558268,300,1000
L4 IT_4,FBXL7,0.03666666666666667,0.03666666666666667,0.296,0.3942141118261618,300,1000
L4 IT_4,EYA4,0.006666666666666667,0.006666666666666667,0.086,0.09643450781814543,300,1000
L4 IT_4,RYR3,0.8966666666666666,5.0633333333333335,0.728,2.4395632334004502,300,1000
L4 IT_4,SOX6,0.08,0.08666666666666667,0.264,0.33323038745437844,300,1000
L4 IT_4,HPSE2,0.06333333333333334,0.07,0.148,0.17578122261193846,300,1000
L4 IT_4,FGF12,1.0,21.68,0.451,0.931950802273885,300,1000
L4 IT_4,DGKG,0.36,0.66,0.57,1.3090675748690073,300,1000
L4 IT_4,SLC14A1,0.03,0.03333333333333333,0.237,0.42372258779325456,300,1000
L4 IT_4,SNTB1,0.023333333333333334,0.023333333333333334,0.145,0.1711274121829315,300,1000
L4 IT_4,LRRK1,0.6833333333333333,1.9766666666666666,0.73,2.318840917283802,300,1000
L4 IT_4,LHX6,0.01,0.01,0.247,0.3334876718009575,300,1000
L4 IT_4,CTSS,0.08666666666666667,0.1,0.249,0.31925244709032624,300,1000
L4 IT_4,NOSTRIN,0.02,0.02666666666666667,0.116,0.13749911373598833,300,1000
L4 IT_4,ID3,0.0033333333333333335,0.0033333333333333335,0.272,0.4054016377663875,300,1000
L4 IT_4,SMYD1,0.0033333333333333335,0.0033333333333333335,0.068,0.072961388211548,300,1000
L4 IT_4,SEMA3E,0.05333333333333334,0.10666666666666667,0.067,0.07449900266254779,300,1000
L4 IT_4,TSHZ2,0.9966666666666667,25.65,0.527,1.1642137823197825,300,1000
L4 IT_4,PALMD,0.006666666666666667,0.006666666666666667,0.173,0.2089974828727777,300,1000
L4 IT_4,DACH1,0.03,0.04666666666666667,0.212,0.2638662163926213,300,1000
L4 IT_4,THEMIS,0.03666666666666667,0.04666666666666667,0.087,0.09653192024752093,300,1000
L4 IT_4,PRRX1,0.006666666666666667,0.006666666666666667,0.055,0.054525891915602046,300,1000
L4 IT_4,PVALB,0.006666666666666667,0.006666666666666667,0.189,0.23390008861966757,300,1000
L4 IT_4,ADAMTSL1,0.11666666666666667,0.17,0.083,0.08680613068248026,300,1000
L5 ET_1,CD22,0.037383177570093455,0.037383177570093455,0.219,0.5801667503109271,107,1000
L5 ET_1,MEIS2,0.9906542056074766,15.242990654205608,0.751,4.884851910559749,107,1000
L5 ET_1,TLL1,0.34579439252336447,0.7289719626168224,0.149,0.2006422725205284,107,1000
L5 ET_1,SV2C,0.9345794392523364,5.224299065420561,0.609,5.902540094745369,107,1000
L5 ET_1,KIAA1217,1.0,12.476635514018692,0.539,1.2138167751229512,107,1000
L5 ET_1,CNTN5,0.9626168224299065,16.785046728971963,0.441,1.107414622543173,107,1000
L5 ET_1,ADAMTS3,0.028037383177570093,0.028037383177570093,0.12,0.15352467391140953,107,1000
L5 ET_1,LRRC4C,0.9345794392523364,6.663551401869159,0.465,1.310022107825441,107,1000
L5 ET_1,TACR1,0.205607476635514,0.24299065420560748,0.585,2.9363495480161377,107,1000
L5 ET_1,CALB1,0.037383177570093455,0.037383177570093455,0.17,0.22570638065598578,107,1000
L5 ET_1,GALNTL6,0.6635514018691588,1.9906542056074767,0.18,0.26607111422986446,107,1000
L5 ET_1,DCC,0.2336448598130841,0.2523364485981308,0.257,0.4084850499549286,107,1000
L5 ET_1,NPAS3,0.9252336448598131,8.205607476635514,0.341,0.5844755592394046,107,1000
L5 ET_1,ZNF804A,0.5327102803738317,1.5327102803738317,0.178,0.2686991522615274,107,1000
L5 ET_1,NTNG2,0.35514018691588783,0.5327102803738317,0.615,1.9286152744015448,107,1000
L5 ET_1,NOS1,0.09345794392523364,0.102803738317757,0.217,0.3019758006133759,107,1000
L5 ET_1,ETNPPL,0.018691588785046728,0.018691588785046728,0.545,1.2228940541085194,107,1000
L5 ET_1,ATRNL1,1.0,29.523364485981308,0.782,4.976217480101689,107,1000
L5 ET_1,GRM8,1.0,38.08411214953271,0.393,0.9295831362519532,107,1000
L5 ET_1,ZMAT4,1.0,9.906542056074766,0.595,2.5906525464441166,107,1000
L5 ET_1,NKAIN2,1.0,71.59813084112149,0.649,2.5747768896407246,107,1000
L5 ET_1,GRIN2A,1.0,54.00934579439252,0.957,16.0268598755973,107,1000
L5 ET_1,PAX6,0.009345794392523364,0.009345794392523364,0.231,0.3359832478064028,107,1000
L5 ET_1,LRP1B,1.0,136.3644859813084,0.533,1.899662951540801,107,1000
L5 ET_1,TOX,1.0,27.953271028037385,0.799,4.846459590079902,107,1000
L5 ET_1,ASIC2,1.0,57.299065420560744,0.638,2.197162881505791,107,1000
L5 ET_1,HTR2C,1.0,13.05607476635514,0.586,3.5643083482806914,107,1000
L5 ET_1,ROBO2,1.0,142.57009345794393,0.629,3.2662315719177855,107,1000
L5 ET_1,PDZD2,0.9158878504672897,10.897196261682243,0.232,0.4443084261891299,107,1000
L5 ET_1,PEX5L,1.0,54.373831775700936,0.899,10.977769219478331,107,1000
L5 ET_1,TNR,1.0,18.476635514018692,0.907,8.235339062943726,107,1000
L5 ET_1,CACNA2D3,1.0,36.60747663551402,0.7,5.016480292602784,107,1000
L5 ET_1,VIP,0.11214953271028037,0.21495327102803738,0.123,0.17665232721231905,107,1000
L5 ET_1,DCLK1,1.0,40.23364485981308,0.89,19.11364658911598,107,1000
L5 ET_1,GRIP1,0.9158878504672897,5.962616822429907,0.354,0.5966557799747413,107,1000
L5 ET_1,ITGA8,0.028037383177570093,0.028037383177570093,0.204,0.2959485186243353,107,1000
L5 ET_1,CD74,0.0,0.0,0.638,2.8208918628511137,107,1000
L5 ET_1,PLD5,0.48598130841121495,2.02803738317757,0.248,0.4369129246012876,107,1000
L5 ET_1,NLGN1,1.0,95.1588785046729,0.248,0.4732165672409247,107,1000
L5 ET_1,LAMP5,0.37383177570093457,0.5420560747663551,0.547,3.7266894180760066,107,1000
L5 ET_1,ASTN2,1.0,12.542056074766355,0.619,2.37600895795522,107,1000
L5 ET_1,DLX1,0.0,0.0,0.234,0.3179505651475029,107,1000
L5 ET_1,KCNMB2,0.14953271028037382,0.1588785046728972,0.096,0.10719220927215767,107,1000
L5 ET_1,GRID2,1.0,15.299065420560748,0.337,0.734456734520866,107,1000
L5 ET_1,FGF13,0.5794392523364486,1.0560747663551402,0.462,1.116489426197405,107,1000
L5 ET_1,GRIK3,0.29906542056074764,0.6635514018691588,0.376,0.9282436212093862,107,1000
L5 ET_1,RGS6,1.0,60.25233644859813,0.805,6.525419510729251,107,1000
L5 ET_1,RBFOX3,0.9813084112149533,8.018691588785046,0.954,8.824078863761189,107,1000
L5 ET_1,SATB2,0.9532710280373832,6.747663551401869,0.835,4.456712681529222,107,1000
L5 ET_1,CUX2,0.5607476635514018,2.2149532710280373,0.334,0.7461693471368532,107,1000
L5 ET_1,PRRT4,0.037383177570093455,0.037383177570093455,0.192,0.26388926150521963,107,1000
L5 ET_1,ANK1,0.102803738317757,0.102803738317757,0.276,0.41397203339962857,107,1000
L5 ET_1,SLC32A1,0.028037383177570093,0.06542056074766354,0.33,1.0695398882343599,107,1000
L5 ET_1,BTBD11,0.16822429906542055,0.21495327102803738,0.184,0.27603095905428765,107,1000
L5 ET_1,GRIP2,0.04672897196261682,0.04672897196261682,0.326,0.5173303310728191,107,1000
L5 ET_1,GAD2,0.037383177570093455,0.037383177570093455,0.147,0.17669660237708934,107,1000
L5 ET_1,CBLN2,1.0,29.39252336448598,0.73,9.785663675331415,107,1000
L5 ET_1,TAFA1,1.0,77.32710280373831,0.609,2.772091252591612,107,1000
L5 ET_1,KCNIP4,1.0,514.2429906542056,0.585,2.60194583132764,107,1000
L5 ET_1,CA10,1.0,11.83177570093458,0.593,2.1812371944828604,107,1000
L5 ET_1,CSMD1,1.0,147.6355140186916,0.665,4.036018455695178,107,1000
L5 ET_1,CNTNAP5,1.0,25.33644859813084,0.697,4.691259305177102,107,1000
L5 ET_1,FRMPD4,0.9813084112149533,12.299065420560748,0.437,1.3085641528197474,107,1000
L5 ET_1,HS6ST3,0.9719626168224299,9.57943925233645,0.422,0.8393295333508881,107,1000
L5 ET_1,SORCS1,1.0,51.598130841121495,0.735,6.2637637025893,107,1000
L5 ET_1,TENM2,1.0,79.04672897196262,0.813,4.965234547300899,107,1000
L5 ET_1,CLSTN2,0.9626168224299065,11.186915887850468,0.831,7.081022641740799,107,1000
L5 ET_1,ROBO1,0.5981308411214953,1.9813084112149533,0.34,0.690213773205437,107,1000
L5 ET_1,ZNF385D,0.2616822429906542,0.45794392523364486,0.169,0.21385374208694397,107,1000
L5 ET_1,COL11A1,0.8785046728971962,3.607476635514019,0.438,1.9010505918686575,107,1000
L5 ET_1,SLC24A2,1.0,18.2803738317757,0.779,10.474624826977633,107,1000
L5 ET_1,PDE4B,1.0,34.981308411214954,0.647,2.1158536144778552,107,1000
L5 ET_1,RBFOX1,1.0,290.1869158878505,0.808,6.917309532711568,107,1000
L5 ET_1,GRIN3A,0.6635514018691588,2.8598130841121496,0.553,2.12873285230729,107,1000
L5 ET_1,SEMA6D,0.3644859813084112,0.9439252336448598,0.346,0.7714097303767898,107,1000
L5 ET_1,TMEM132D,1.0,35.18691588785047,0.832,4.939597223879369,107,1000
L5 ET_1,ITGB8,0.2336448598130841,0.34579439252336447,0.462,0.8931320467398262,107,1000
L5 ET_1,PLCB1,1.0,38.26168224299065,0.544,1.7336204392933308,107,1000
L5 ET_1,SORCS3,0.9439252336448598,7.794392523364486,0.492,1.8938603734721042,107,1000
L5 ET_1,STXBP6,0.4485981308411215,2.05607476635514,0.414,1.9313786579100356,107,1000
L5 ET_1,GRM7,1.0,33.63551401869159,0.642,2.7468366742039394,107,1000
L5 ET_1,HCN1,1.0,34.373831775700936,0.82,7.955546747236363,107,1000
L5 ET_1,RFX3,0.9813084112149533,9.97196261682243,0.551,2.1226022698310234,107,1000
L5 ET_1,GPC5,0.5046728971962616,3.4299065420560746,0.338,0.6125132855916001,107,1000
L5 ET_1,EBF1,0.018691588785046728,0.018691588785046728,0.119,0.1426585730658964,107,1000
L5 ET_1,UNC5B,0.018691588785046728,0.018691588785046728,0.409,0.7324615411945267,107,1000
L5 ET_1,CARTPT,0.2803738317757009,0.4392523364485981,0.41,3.571906096025773,107,1000
L5 ET_1,HTR2A,0.7570093457943925,2.177570093457944,0.564,2.426458261556369,107,1000
L5 ET_1,LAMA4,0.08411214953271028,0.08411214953271028,0.213,0.28742543293175654,107,1000
L5 ET_1,RGS12,0.5420560747663551,0.8785046728971962,0.59,1.6689867994586731,107,1000
L5 ET_1,CACHD1,0.4953271028037383,0.9906542056074766,0.428,0.9305318505167278,107,1000
L5 ET_1,EGFR,0.037383177570093455,0.037383177570093455,0.224,0.3268205853714528,107,1000
L5 ET_1,SLIT3,1.0,17.710280373831775,0.821,5.764286053520347,107,1000
L5 ET_1,NFIA,0.18691588785046728,0.2523364485981308,0.387,0.6759077376332364,107,1000
L5 ET_1,LUZP2,0.9158878504672897,3.8411214953271027,0.458,1.0715782233112163,107,1000
L5 ET_1,CHODL,0.028037383177570093,0.028037383177570093,0.08,0.08685449151166301,107,1000
L5 ET_1,NPY,0.056074766355140186,0.08411214953271028,0.157,0.20407373643901677,107,1000
L5 ET_1,DLC1,0.9719626168224299,7.934579439252336,0.182,0.24033141104118277,107,1000
L5 ET_1,L3MBTL4,0.1588785046728972,0.4205607476635514,0.203,0.27486227716387657,107,1000
L5 ET_1,MOG,0.0,0.0,0.465,2.194567248361675,107,1000
L5 ET_1,NXPH2,0.018691588785046728,0.018691588785046728,0.085,0.10040390597733016,107,1000
L5 ET_1,SULF1,0.028037383177570093,0.028037383177570093,0.155,0.2030839424138813,107,1000
L5 ET_1,NDNF,0.0,0.0,0.056,0.06036281664063927,107,1000
L5 ET_1,FOXP2,0.2336448598130841,0.9532710280373832,0.233,0.33380807953340785,107,1000
L5 ET_1,KAZN,0.9532710280373832,20.654205607476637,0.714,3.617982097809527,107,1000
L5 ET_1,NRG1,1.0,78.17757009345794,0.628,3.1128307749337094,107,1000
L5 ET_1,HS3ST2,0.9439252336448598,7.373831775700935,0.833,8.041806550264775,107,1000
L5 ET_1,TMEM255A,0.009345794392523364,0.009345794392523364,0.129,0.16861839230432604,107,1000
L5 ET_1,RORB,0.037383177570093455,0.037383177570093455,0.414,0.782191398065896,107,1000
L5 ET_1,DCN,0.0,0.0,0.169,0.21949240566625258,107,1000
L5 ET_1,KIRREL3,1.0,28.523364485981308,0.823,4.770059941312003,107,1000
L5 ET_1,CDH6,0.08411214953271028,0.11214953271028037,0.191,0.2437890031594865,107,1000
L5 ET_1,SCUBE1,0.009345794392523364,0.009345794392523364,0.097,0.11959596546601883,107,1000
L5 ET_1,FEZF2,0.6728971962616822,1.1962616822429906,0.755,10.722531630797723,107,1000
L5 ET_1,PDGFD,0.018691588785046728,0.018691588785046728,0.076,0.08353537010931823,107,1000
L5 ET_1,TH,0.009345794392523364,0.009345794392523364,0.204,0.2929187488683993,107,1000
L5 ET_1,PRKG1,0.7476635514018691,3.336448598130841,0.207,0.2686939844568857,107,1000
L5 ET_1,FBXL7,0.07476635514018691,0.1588785046728972,0.285,0.40213488777497325,107,1000
L5 ET_1,EYA4,0.7009345794392523,3.0841121495327104,0.284,0.8550439335229995,107,1000
L5 ET_1,RYR3,0.9626168224299065,7.579439252336448,0.41,1.2218366059095216,107,1000
L5 ET_1,SOX6,0.17757009345794392,0.22429906542056074,0.232,0.3900380170573496,107,1000
L5 ET_1,HPSE2,0.04672897196261682,0.04672897196261682,0.168,0.21524576920600139,107,1000
L5 ET_1,FGF12,1.0,34.177570093457945,0.394,1.3841137806380657,107,1000
L5 ET_1,DGKG,0.719626168224299,2.663551401869159,0.622,2.9282566019623157,107,1000
L5 ET_1,SLC14A1,0.028037383177570093,0.028037383177570093,0.269,0.4397763757276912,107,1000
L5 ET_1,SNTB1,0.028037383177570093,0.028037383177570093,0.189,0.23379349341081787,107,1000
L5 ET_1,LRRK1,0.9532710280373832,6.514018691588785,0.699,3.6105951160084744,107,1000
L5 ET_1,LHX6,0.037383177570093455,0.037383177570093455,0.198,0.26948244542167177,107,1000
L5 ET_1,CTSS,0.2616822429906542,0.308411214953271,0.243,0.37695591923746874,107,1000
L5 ET_1,NOSTRIN,0.056074766355140186,0.07476635514018691,0.099,0.13432306446747935,107,1000
L5 ET_1,ID3,0.0,0.0,0.277,0.4530512230411897,107,1000
L5 ET_1,SMYD1,0.018691588785046728,0.018691588785046728,0.135,0.15547291648196612,107,1000
L5 ET_1,SEMA3E,0.037383177570093455,0.037383177570093455,0.099,0.12277160988893772,107,1000
L5 ET_1,TSHZ2,0.32710280373831774,0.719626168224299,0.079,0.08717044730725325,107,1000
L5 ET_1,PALMD,0.056074766355140186,0.07476635514018691,0.171,0.21395486634885408,107,1000
L5 ET_1,DACH1,0.1588785046728972,0.2336448598130841,0.183,0.24213966903294498,107,1000
L5 ET_1,THEMIS,0.0,0.0,0.127,0.13570780271775532,107,1000
L5 ET_1,PRRX1,0.018691588785046728,0.018691588785046728,0.09,0.10026162525066928,107,1000
L5 ET_1,PVALB,0.0,0.0,0.124,0.15463226137376598,107,1000
L5 ET_1,ADAMTSL1,0.5794392523364486,2.439252336448598,0.131,0.14851887797756555,107,1000
L5 ET_2,CD22,0.007575757575757576,0.007575757575757576,0.303,0.811077590992531,264,1000
L5 ET_2,MEIS2,0.9886363636363636,10.753787878787879,0.793,4.737086606872482,264,1000
L5 ET_2,TLL1,0.08712121212121213,0.14393939393939395,0.178,0.24019173447421951,264,1000
L5 ET_2,SV2C,0.9431818181818182,6.303030303030303,0.783,9.249365331865116,264,1000
L5 ET_2,KIAA1217,0.946969696969697,8.18560606060606,0.554,1.3936520805720534,264,1000
L5 ET_2,CNTN5,0.9507575757575758,11.742424242424242,0.483,1.4501195442368862,264,1000
L5 ET_2,ADAMTS3,0.03409090909090909,0.03409090909090909,0.168,0.19974458918060856,264,1000
L5 ET_2,LRRC4C,1.0,24.62878787878788,0.723,2.8191825203216547,264,1000
L5 ET_2,TACR1,0.2196969696969697,0.32196969696969696,0.612,2.718656111637324,264,1000
L5 ET_2,CALB1,0.01893939393939394,0.01893939393939394,0.212,0.28903931469286426,264,1000
L5 ET_2,GALNTL6,0.2878787878787879,0.5,0.212,0.30845596862150343,264,1000
L5 ET_2,DCC,0.2159090909090909,0.2727272727272727,0.321,0.504257438805818,264,1000
L5 ET_2,NPAS3,0.9659090909090909,11.401515151515152,0.454,0.8155853617223833,264,1000
L5 ET_2,ZNF804A,0.9242424242424242,5.484848484848484,0.302,0.5013195457669126,264,1000
L5 ET_2,NTNG2,0.30303030303030304,0.4090909090909091,0.712,2.30070096669729,264,1000
L5 ET_2,NOS1,0.12878787878787878,0.15151515151515152,0.221,0.3279006133142308,264,1000
L5 ET_2,ETNPPL,0.015151515151515152,0.015151515151515152,0.598,1.6190359898880546,264,1000
L5 ET_2,ATRNL1,1.0,52.98106060606061,0.929,10.740190138656198,264,1000
L5 ET_2,GRM8,1.0,41.59469696969697,0.499,1.2663064420060428,264,1000
