supertype,gene,frac_snrna,mean_snrna,frac_merfish,mean_merfish,n_cells_snrna,n_cells_merfish
Astro_1,RGS6,0.12790697674418605,0.313953488372093,0.272,0.41153878708450625,86,1000
Astro_1,RBFOX3,0.0,0.0,0.511,1.0973284427521914,86,1000
Astro_1,SATB2,0.09302325581395349,0.10465116279069768,0.695,1.5188014810707617,86,1000
Astro_1,CUX2,0.023255813953488372,0.03488372093023256,0.279,0.40209785826732897,86,1000
Astro_1,PRRT4,0.011627906976744186,0.011627906976744186,0.237,0.3201390744946473,86,1000
Astro_1,ANK1,0.023255813953488372,0.023255813953488372,0.149,0.1751885539464416,86,1000
Astro_1,SLC32A1,0.011627906976744186,0.011627906976744186,0.23,0.3051833679791946,86,1000
Astro_1,BTBD11,0.023255813953488372,0.023255813953488372,0.126,0.14645571126701531,86,1000
Astro_1,GRIP2,0.0,0.0,0.21,0.2614826075357669,86,1000
Astro_1,GAD2,0.03488372093023256,0.03488372093023256,0.079,0.09347958332797623,86,1000
Astro_1,CBLN2,0.011627906976744186,0.011627906976744186,0.158,0.18316449110951086,86,1000
Astro_1,TAFA1,0.47674418604651164,1.2674418604651163,0.219,0.2754964645036842,86,1000
Astro_1,KCNIP4,0.5232558139534884,0.8953488372093024,0.131,0.15054681826898347,86,1000
Astro_1,CA10,0.023255813953488372,0.023255813953488372,0.173,0.20342461484571409,86,1000
Astro_1,CSMD1,0.4186046511627907,0.686046511627907,0.203,0.2807889820260726,86,1000
Astro_1,CNTNAP5,0.05813953488372093,0.05813953488372093,0.208,0.2696005148864582,86,1000
Astro_1,FRMPD4,0.18604651162790697,0.26744186046511625,0.232,0.31159050441476327,86,1000
Astro_1,HS6ST3,0.06976744186046512,0.06976744186046512,0.184,0.21904906728923773,86,1000
Astro_1,SORCS1,0.046511627906976744,0.05813953488372093,0.199,0.24815029767829247,86,1000
Astro_1,TENM2,0.7441860465116279,4.337209302325581,0.619,1.3771030176511252,86,1000
Astro_1,CLSTN2,0.06976744186046512,0.08139534883720931,0.31,0.5821015424450215,86,1000
Astro_1,ROBO1,0.3488372093023256,0.6976744186046512,0.514,0.8985236430742339,86,1000
Astro_1,ZNF385D,0.03488372093023256,0.046511627906976744,0.096,0.10297291259405261,86,1000
Astro_1,COL11A1,0.4883720930232558,0.8255813953488372,0.41,0.8079358725558784,86,1000
Astro_1,SLC24A2,0.05813953488372093,0.05813953488372093,0.294,0.4849113665462404,86,1000
Astro_1,PDE4B,0.9651162790697675,5.488372093023256,0.799,3.007252656248287,86,1000
Astro_1,RBFOX1,0.4883720930232558,0.7209302325581395,0.337,0.5486284166028845,86,1000
Astro_1,GRIN3A,0.03488372093023256,0.03488372093023256,0.099,0.12726583212766937,86,1000
Astro_1,SEMA6D,0.23255813953488372,0.32558139534883723,0.712,1.8357135333447858,86,1000
Astro_1,TMEM132D,0.03488372093023256,0.03488372093023256,0.255,0.3423804974986649,86,1000
Astro_1,ITGB8,0.5581395348837209,1.1046511627906976,0.767,2.644917348611588,86,1000
Astro_1,PLCB1,0.9767441860465116,7.0813953488372094,0.491,0.8247218761960113,86,1000
Astro_1,SORCS3,0.023255813953488372,0.023255813953488372,0.134,0.15538160579873164,86,1000
Astro_1,STXBP6,0.4069767441860465,0.8023255813953488,0.376,0.5897756141380973,86,1000
Astro_1,GRM7,0.1511627906976744,0.20930232558139536,0.159,0.20168054839601998,86,1000
Astro_1,HCN1,0.12790697674418605,0.12790697674418605,0.181,0.24383464876241534,86,1000
Astro_1,RFX3,0.9534883720930233,3.8488372093023258,0.795,3.08210272540241,86,1000
Astro_1,GPC5,1.0,36.52325581395349,0.945,6.108957713815207,86,1000
Astro_1,EBF1,0.0,0.0,0.04,0.04647191610850428,86,1000
Astro_1,UNC5B,0.023255813953488372,0.023255813953488372,0.577,1.341128323930514,86,1000
Astro_1,CARTPT,0.011627906976744186,0.011627906976744186,0.145,0.16657482789069175,86,1000
Astro_1,HTR2A,0.046511627906976744,0.05813953488372093,0.191,0.23419709323869486,86,1000
