group,rank,gene,wilcoxon_score,logfoldchange,pval_adj,round,marker_type,subclass,detection_efficiency,eff_source,frac_snrna_in_group,predicted_spatial_detection,composite_score,spatially_validated,best_spatial_r
L6b_1,34,SPHKAP,14.169012069702148,2.0027554035186768,8.115098703183964e-43,2,within_L6b,L6b,0.4517444668705591,median_fallback,1.0,0.4517444668705591,6.400772803510114,False,
L6b_1,35,ADAMTSL1,13.961328506469727,1.5473438501358032,1.4265894011384262e-41,2,within_L6b,L6b,0.0967920677895856,calibrated,1.0,0.0967920677895856,2.0270187828463375,True,0.9592859796452108
L6b_1,36,ELAVL2,13.917154312133789,1.5771758556365967,2.6055836774576683e-41,2,within_L6b,L6b,0.4517444668705591,median_fallback,0.9928571428571429,0.44851772067862655,6.242090330410966,False,
L6b_1,37,LINC01811,13.899981498718262,1.6187337636947632,3.259123720348041e-41,2,within_L6b,L6b,0.4517444668705591,median_fallback,0.9785714285714285,0.4420642282947614,6.144684594542349,False,
L6b_1,38,LHX2,13.796451568603516,4.024342060089111,1.3135521423231863e-40,2,within_L6b,L6b,0.4517444668705591,median_fallback,0.7714285714285715,0.348488588728717,4.807905936606733,False,
L6b_1,39,FRMD4A,13.754640579223633,0.6116646528244019,2.2402338228388288e-40,2,within_L6b,L6b,0.4517444668705591,median_fallback,1.0,0.4517444668705591,6.213582775457538,False,
L6b_1,40,EPB41L4A,13.736598014831543,2.247453451156616,2.8328845965094448e-40,2,within_L6b,L6b,0.4007535802419561,calibrated,0.9428571428571428,0.37785337565670146,5.190419929943243,False,
L6b_1,41,AC093817.2,13.630205154418945,2.161806583404541,1.1731102142700089e-39,2,within_L6b,L6b,0.4517444668705591,median_fallback,0.9285714285714286,0.41947700495123347,5.717557635046524,False,
L6b_1,42,MIR99AHG,13.428619384765625,0.8440329432487488,1.795642167487109e-38,2,within_L6b,L6b,0.4517444668705591,median_fallback,1.0,0.4517444668705591,6.066304504778603,False,
L6b_1,43,AL589693.1,13.350971221923828,3.1565048694610596,5.038878508625275e-38,2,within_L6b,L6b,0.4517444668705591,median_fallback,0.8571428571428571,0.38720954303190774,5.1696234658732765,False,
L6b_1,44,ZNF385D-AS2,13.31090259552002,5.825685977935791,8.285976545738872e-38,2,within_L6b,L6b,0.4517444668705591,median_fallback,0.7071428571428572,0.31944787300132393,4.252139521866672,False,
L6b_1,45,MIR3681HG,13.15747356414795,2.2963926792144775,6.069729087278104e-37,2,within_L6b,L6b,0.4517444668705591,median_fallback,0.8928571428571429,0.4033432739915706,5.306978464820974,False,
L6b_1,46,AL445623.2,13.089282035827637,1.750132441520691,1.4569848435198837e-36,2,within_L6b,L6b,0.4517444668705591,median_fallback,0.9785714285714285,0.4420642282947614,5.786303362100628,False,
L6b_1,47,KIRREL3,13.063275337219238,1.7025208473205566,1.986103288448527e-36,2,within_L6b,L6b,0.4517444668705591,median_fallback,1.0,0.4517444668705591,8.851893529193141,True,0.8763818993538968
L6b_1,48,EXT1,13.063026428222656,0.9543269276618958,1.986103288448527e-36,2,within_L6b,L6b,0.4517444668705591,median_fallback,1.0,0.4517444668705591,5.901149909533467,False,
L6b_1,49,INPP4B,13.028681755065918,2.702972412109375,3.011802304074935e-36,2,within_L6b,L6b,0.1297965608816176,calibrated,1.0,0.1297965608816176,1.6910780846286337,False,
L6b_1,50,PDE8B,12.984258651733398,1.8405383825302124,5.099032057688972e-36,2,within_L6b,L6b,0.4517444668705591,median_fallback,0.9571428571428572,0.4323839897189637,5.614185559379459,False,
L6b_2,1,SLC35F3,22.629087448120117,2.683037519454956,7.150366653105656e-109,2,within_L6b,L6b,0.3018468949058283,calibrated,1.0,0.3018468949058283,6.830519780767511,False,
L6b_2,2,NRG1,22.087499618530273,2.56520414352417,6.647041288092294e-104,2,within_L6b,L6b,0.1398911721219107,calibrated,1.0,0.1398911721219107,4.6347693163176835,True,0.8991413634075651
L6b_2,3,HTR4,20.120466232299805,2.9363818168640137,1.9472904095416596e-86,2,within_L6b,L6b,0.2659715811121469,calibrated,0.9714285714285714,0.2583723930803713,5.198573010332103,False,
L6b_2,4,EDIL3,20.028522491455078,3.1714518070220947,1.1011785198318431e-85,2,within_L6b,L6b,0.4517444668705591,median_fallback,0.9510204081632653,0.4296182072687358,12.906926890530727,True,0.9070348701666616
L6b_2,5,CRYM,20.000444412231445,3.2506113052368164,1.740862333584979e-85,2,within_L6b,L6b,0.4517444668705591,median_fallback,0.9224489795918367,0.4167112225010055,12.501614462376555,True,0.8974145640497841
L6b_2,6,GALNT13,19.907609939575195,2.159841299057007,1.0136378184560385e-84,2,within_L6b,L6b,0.1631808547343423,calibrated,1.0,0.1631808547343423,3.2485408056577687,False,
L6b_2,7,NRXN3,19.87656593322754,1.086120367050171,1.725667673287061e-84,2,within_L6b,L6b,0.2357873470381127,calibrated,1.0,0.2357873470381127,4.68664274962385,False,
L6b_2,8,GALNT7,19.19063377380371,2.129523515701294,1.0872943688641467e-78,2,within_L6b,L6b,0.4517444668705591,median_fallback,0.9714285714285714,0.4388374821028288,8.421569405253528,False,
L6b_2,9,PDE4B,18.566495895385742,1.0699636936187744,1.007041163237103e-73,2,within_L6b,L6b,0.4517444668705591,median_fallback,1.0,0.4517444668705591,8.387311789915456,False,0.6806474518581431
L6b_2,10,DPP10,18.37588119506836,0.817311704158783,3.1126045940948674e-72,2,within_L6b,L6b,0.1092246091977707,calibrated,1.0,0.1092246091977707,2.007098442196005,False,
L6b_2,11,ANO3,18.30301856994629,2.0100467205047607,1.085607380383164e-71,2,within_L6b,L6b,0.2480609330473646,calibrated,0.9795918367346939,0.2429984650259898,4.447605417839135,False,
L6b_2,12,CDH18,18.147600173950195,0.89851313829422,1.660218813020884e-70,2,within_L6b,L6b,0.4517444668705591,median_fallback,1.0,0.4517444668705591,8.198077965561197,False,
L6b_2,13,PID1,17.722675323486328,1.9488013982772827,3.082171638057725e-67,2,within_L6b,L6b,0.4517444668705591,median_fallback,0.963265306122449,0.4351497721691916,7.71201812924363,False,
L6b_2,14,ADGRL2,17.623611450195312,2.172163724899292,1.7254382696540313e-66,2,within_L6b,L6b,0.4517444668705591,median_fallback,0.963265306122449,0.4351497721691916,7.668910507350846,False,
L6b_2,15,PTPRT,17.559053421020508,2.166372299194336,5.054475031817266e-66,2,within_L6b,L6b,0.2353443313493328,calibrated,1.0,0.2353443313493328,4.132423686497286,False,
L6b_2,16,DPYD,17.36151885986328,0.853600800037384,1.559817650041448e-64,2,within_L6b,L6b,0.383099459207698,calibrated,1.0,0.383099459207698,6.6511884862378725,False,
L6b_2,17,ROBO2,17.351633071899414,0.6260807514190674,1.746984957917063e-64,2,within_L6b,L6b,0.0722173236978769,calibrated,1.0,0.0722173236978769,1.879632753360219,True,0.8998046536302271
L6b_2,18,PDZD2,17.34233856201172,1.4927409887313843,1.996638324213731e-64,2,within_L6b,L6b,0.3752859660655955,calibrated,1.0,0.3752859660655955,9.762504421621797,True,0.7889410982009017
L6b_2,19,UNC13C,16.983060836791992,1.7347441911697388,8.964120718569204e-62,2,within_L6b,L6b,0.122882706867215,calibrated,0.9755102040816327,0.11987333445414035,2.035816131743779,False,
L6b_2,20,ZNF385B,16.867586135864258,1.9608460664749146,6.0609438138606325e-61,2,within_L6b,L6b,0.4517444668705591,median_fallback,0.963265306122449,0.4351497721691916,7.3399262640655465,False,
L6b_2,21,CTNND2,16.823095321655273,0.6081412434577942,1.2551410902108586e-60,2,within_L6b,L6b,0.4517444668705591,median_fallback,1.0,0.4517444668705591,7.599740227193758,False,
L6b_2,22,NKAIN2,16.791656494140625,0.7353060841560364,2.0833712631517783e-60,2,within_L6b,L6b,0.2707043254904834,calibrated,1.0,0.2707043254904834,6.818361067671351,True,0.8868816762123743
L6b_2,23,AC092131.1,16.718496322631836,2.5253312587738037,6.966732025951567e-60,2,within_L6b,L6b,0.4517444668705591,median_fallback,0.9142857142857143,0.4130235125673683,6.905132076018031,False,
L6b_2,24,ADGRL3,16.677566528320312,0.5944465398788452,1.352533806318555e-59,2,within_L6b,L6b,0.4517444668705591,median_fallback,1.0,0.4517444668705591,7.53399840003434,False,
L6b_2,25,HS6ST3,16.67104148864746,2.3787107467651367,1.475787206686634e-59,2,within_L6b,L6b,0.2032047877870133,calibrated,0.9836734693877551,0.1998871585986539,4.998490671069022,True,0.7767571829252446
L6b_2,26,SLC1A2,16.602031707763672,1.0811026096343994,4.476357126630577e-59,2,within_L6b,L6b,0.6348585395442392,calibrated,1.0,0.6348585395442392,10.539941603457997,False,
L6b_2,27,VWA2,16.582260131835938,2.6054396629333496,6.09490096274068e-59,2,within_L6b,L6b,0.4517444668705591,median_fallback,0.8448979591836735,0.381677978131452,6.3290835199689255,False,
L6b_2,28,FNBP1L,16.460752487182617,1.1748417615890503,4.4791291404471686e-58,2,within_L6b,L6b,0.4517444668705591,median_fallback,0.9918367346938776,0.4480567569369219,7.375351376148414,False,
L6b_2,29,ARHGAP6,16.36781883239746,1.8335267305374146,1.9910966059756984e-57,2,within_L6b,L6b,0.2159308639123728,calibrated,0.9918367346938776,0.21416816298247587,3.5054656913645372,False,
L6b_2,30,CADM1,16.365842819213867,1.9317930936813354,2.018025704486926e-57,2,within_L6b,L6b,0.4517444668705591,median_fallback,0.9959183673469387,0.4499006119037405,7.363002698684756,False,
L6b_2,31,SNTG1,16.34537696838379,1.1418116092681885,2.7715053503871067e-57,2,within_L6b,L6b,0.2110097515570132,calibrated,1.0,0.2110097515570132,3.449033933204389,False,
L6b_2,32,MAML2,16.186004638671875,3.5860984325408936,3.5422174673187813e-56,2,within_L6b,L6b,0.4070732779357494,calibrated,0.7673469387755102,0.31236643368130973,5.0559645445310695,False,
L6b_2,33,NAV3,16.00864028930664,0.6281729936599731,6.011780690686345e-55,2,within_L6b,L6b,0.4517444668705591,median_fallback,1.0,0.4517444668705591,7.231814672815381,False,
L6b_2,34,CDK8,15.910466194152832,1.0480387210845947,2.803060558118214e-54,2,within_L6b,L6b,0.4517444668705591,median_fallback,0.9918367346938776,0.4480567569369219,7.128791884306648,False,
L6b_2,35,CDH6,15.704331398010254,1.6646885871887207,7.039348574209254e-53,2,within_L6b,L6b,0.304435330813934,calibrated,0.9918367346938776,0.30195014443994267,7.112887700942884,True,0.7968551574710498
L6b_2,36,MDGA2,15.560382843017578,0.5292915105819702,6.638034713597201e-52,2,within_L6b,L6b,0.1151641052177068,calibrated,1.0,0.1151641052177068,1.791997566961076,False,
L6b_2,37,FRMPD4,15.529932022094727,0.6069416403770447,1.0515513435535976e-51,2,within_L6b,L6b,0.2089291176923746,calibrated,1.0,0.2089291176923746,4.8669824927982095,True,0.859965816419863
L6b_2,38,FOXP1,15.501260757446289,0.9925610423088074,1.5953532370217725e-51,2,within_L6b,L6b,0.4517444668705591,median_fallback,1.0,0.4517444668705591,7.0026087766940925,False,
L6b_2,39,SPHKAP,15.435317993164062,1.7777433395385742,4.316169831450415e-51,2,within_L6b,L6b,0.4517444668705591,median_fallback,0.9877551020408163,0.4462129019701032,6.887438034561086,False,
L6b_2,40,MAGI1,15.415940284729004,0.989996075630188,5.745073169220314e-51,2,within_L6b,L6b,0.2711155595762837,calibrated,1.0,0.2711155595762837,4.179501276688878,False,
L6b_2,41,CRIM1,15.338132858276367,1.9912936687469482,1.8836960506881528e-50,2,within_L6b,L6b,0.4517444668705591,median_fallback,0.8693877551020408,0.3927411079323636,6.0239152923732515,False,
L6b_2,42,ELAVL2,14.723187446594238,1.309270977973938,1.920184688731149e-46,2,within_L6b,L6b,0.4517444668705591,median_fallback,0.9918367346938776,0.4480567569369219,6.596823619095414,False,
L6b_2,43,KLHL1,14.690957069396973,3.2358744144439697,3.0511952238181667e-46,2,within_L6b,L6b,0.1882329746686899,calibrated,0.6938775510204082,0.13061063548439708,1.9187952387079343,False,
L6b_2,44,SGCZ,14.592288970947266,1.4892239570617676,1.2858016890766408e-45,2,within_L6b,L6b,0.0764435036014147,calibrated,1.0,0.0764435036014147,1.1154856945034914,False,
L6b_2,45,ST5,14.41620922088623,1.4567363262176514,1.6112193077555213e-44,2,within_L6b,L6b,0.2451278789955765,calibrated,0.9714285714285714,0.2381242253099886,3.432848652630248,False,
L6b_2,46,MGAT4C,14.399896621704102,1.8459089994430542,2.0155237552398946e-44,2,within_L6b,L6b,0.0335964148156427,calibrated,1.0,0.0335964148156427,0.4837849002051429,False,
L6b_2,47,KLHL32,14.323176383972168,1.82150399684906,6.02467661686884e-44,2,within_L6b,L6b,0.4517444668705591,median_fallback,0.8734693877551021,0.3945849628991822,5.651710022068101,False,
L6b_2,48,SULF2,14.257925033569336,2.0618574619293213,1.5193815523766191e-43,2,within_L6b,L6b,0.8100213902183794,calibrated,0.8204081632653061,0.6645481609546704,9.47507786008806,False,
L6b_2,49,KCNQ5,14.254168510437012,1.598771333694458,1.584530968316172e-43,2,within_L6b,L6b,0.2201507962482912,calibrated,1.0,0.2201507962482912,3.138066547430027,False,
L6b_2,50,FAM110B,14.143240928649902,1.5922046899795532,7.536769053230326e-43,2,within_L6b,L6b,0.4517444668705591,median_fallback,0.9183673469387755,0.4148673675341869,5.867569132470754,False,
L6b_3,1,IL1RAP,10.520889282226562,3.2235729694366455,2.2075431737806947e-21,2,within_L6b,L6b,0.1599850981828296,calibrated,0.9791666666666666,0.15665207530402064,1.6481191401046191,False,
L6b_3,2,GRIA4,10.241740226745605,1.8359923362731934,2.0554592343098502e-20,2,within_L6b,L6b,0.4517444668705591,median_fallback,1.0,0.4517444668705591,4.626649478557953,False,
L6b_3,3,COL21A1,10.030795097351074,2.4973819255828857,8.899261173413043e-20,2,within_L6b,L6b,0.2253994095500014,calibrated,0.9791666666666666,0.2207035885177097,2.213832473671231,False,
L6b_3,4,PAM,10.008537292480469,2.1119792461395264,8.917593194344831e-20,2,within_L6b,L6b,0.4517444668705591,median_fallback,1.0,0.4517444668705591,4.521301343345698,False,
L6b_3,5,PCP4,9.602779388427734,3.355807065963745,2.852038576113941e-18,2,within_L6b,L6b,0.4517444668705591,median_fallback,0.9375,0.42351043769114916,6.100315952766863,True,0.9282243341234396
L6b_3,6,ESRRG,9.599308013916016,1.4995986223220825,2.852038576113941e-18,2,within_L6b,L6b,0.1344291162543253,calibrated,1.0,0.1344291162543253,1.2904264929637925,False,
L6b_3,7,RGS6,9.476580619812012,2.1797096729278564,7.618141340924328e-18,2,within_L6b,L6b,0.4517444668705591,median_fallback,1.0,0.4517444668705591,6.421489289779275,True,0.9474842924914936
L6b_3,8,NPNT,9.400819778442383,3.7564704418182373,1.4388887807984158e-17,2,within_L6b,L6b,0.3770724757844905,calibrated,0.875,0.3299384163114292,3.10169158972844,False,
L6b_3,9,KCTD8,9.35344409942627,2.618791341781616,2.081357983007327e-17,2,within_L6b,L6b,0.4517444668705591,median_fallback,0.9583333333333334,0.43292178075095245,4.049309675678109,False,
L6b_3,10,CDK14,9.309744834899902,1.0811833143234253,2.9191278974731814e-17,2,within_L6b,L6b,0.4517444668705591,median_fallback,1.0,0.4517444668705591,4.205625717142797,False,
L6b_3,11,CTBP2,9.034475326538086,2.092348337173462,3.0915876450873826e-16,2,within_L6b,L6b,0.4517444668705591,median_fallback,0.9791666666666666,0.44233312381075574,3.996247693178789,False,
L6b_3,12,TRPC3,8.98505687713623,3.4878509044647217,4.3408036519697302e-16,2,within_L6b,L6b,0.4517444668705591,median_fallback,0.8541666666666666,0.3858650654519359,3.467019559985538,False,
L6b_3,13,ITGA11,8.958714485168457,3.5118422508239746,5.238189517109122e-16,2,within_L6b,L6b,0.3329757541164546,calibrated,0.8541666666666666,0.2844167899744716,2.5480088161694137,False,
L6b_3,14,CNTN3,8.944623947143555,1.7359544038772583,5.668097924895398e-16,2,within_L6b,L6b,0.3328798224746393,calibrated,0.9791666666666666,0.32594482617308435,2.9154538976353135,False,
L6b_3,15,DIP2A,8.91869068145752,1.2340120077133179,6.469684698182572e-16,2,within_L6b,L6b,0.5306512309856084,calibrated,1.0,0.5306512309856084,4.732714188895307,False,
L6b_3,16,ERG,8.915218353271484,2.5072731971740723,6.469684698182572e-16,2,within_L6b,L6b,0.3982261186654612,calibrated,0.9375,0.3733369862488699,3.3283807517609887,False,
L6b_3,17,SPOCK1,8.906233787536621,2.3685622215270996,6.47619055328033e-16,2,within_L6b,L6b,0.6420665718928315,calibrated,0.9791666666666666,0.6286901849783975,5.599261767347252,False,
L6b_3,18,TSHZ2,8.868659973144531,4.000598907470703,8.744761703764948e-16,2,within_L6b,L6b,0.2001063124502697,calibrated,0.8333333333333334,0.16675526037522476,2.2183435545015753,True,0.9661810208868504
L6b_3,19,SORCS3,8.8555908203125,1.063249111175537,9.481544532909396e-16,2,within_L6b,L6b,0.1951783849891044,calibrated,1.0,0.1951783849891044,2.592629871649398,True,0.9564749208845656
L6b_3,20,PTPRO,8.624837875366211,1.6041663885116577,6.6032328606801126e-15,2,within_L6b,L6b,0.2670198565760525,calibrated,1.0,0.2670198565760525,2.3030029724719907,False,
L6b_3,21,ATP8B4,8.572561264038086,3.0956223011016846,1.008700103529847e-14,2,within_L6b,L6b,0.3114385359684465,calibrated,0.875,0.2725087189723907,2.3360976883753573,False,
L6b_3,22,EPHA5,8.53743839263916,1.0719901323318481,1.3262719003498416e-14,2,within_L6b,L6b,0.4517444668705591,median_fallback,1.0,0.4517444668705591,3.8567405551230203,False,
L6b_3,23,SLC24A2,8.526411056518555,0.7026738524436951,1.3755767568437634e-14,2,within_L6b,L6b,0.5518192033327742,calibrated,1.0,0.5518192033327742,7.05755603474374,True,0.7794348746669617
L6b_3,24,BCL11B,8.493738174438477,1.7830848693847656,1.7726778094973536e-14,2,within_L6b,L6b,0.4517444668705591,median_fallback,1.0,0.4517444668705591,3.8369992233498253,False,
L6b_3,25,LHFPL2,8.439214706420898,2.5658600330352783,2.7537985881029118e-14,2,within_L6b,L6b,0.4517444668705591,median_fallback,0.8958333333333334,0.4046877515715425,3.4152468245709686,False,
L6b_3,26,PHACTR2,8.362025260925293,2.0940945148468018,5.1742802232906704e-14,2,within_L6b,L6b,0.1490644830400292,calibrated,0.9375,0.13974795285002736,1.1685759118945256,False,
L6b_3,27,RGS7,8.169663429260254,0.5938578248023987,2.528964332415511e-13,2,within_L6b,L6b,0.4517444668705591,median_fallback,1.0,0.4517444668705591,3.690600250363077,False,
L6b_3,28,TLE4,8.093494415283203,0.7383915185928345,4.402521384223013e-13,2,within_L6b,L6b,0.3112812180098561,calibrated,1.0,0.3112812180098561,2.5193527995453233,False,
L6b_3,29,TSPAN5,8.081241607666016,0.9166131019592285,4.75505401581501e-13,2,within_L6b,L6b,0.1719053569280499,calibrated,1.0,0.1719053569280499,1.3892087229876342,False,
L6b_3,30,HDAC9,8.072665214538574,1.1496434211730957,4.985447984001543e-13,2,within_L6b,L6b,0.4517444668705591,median_fallback,1.0,0.4517444668705591,3.646781843566236,False,
L6b_3,31,ROR1,8.069602012634277,3.1172444820404053,4.998518985898467e-13,2,within_L6b,L6b,0.4517444668705591,median_fallback,0.8125,0.36704237933232925,2.961885922982238,False,
L6b_3,32,MAML3,8.036316871643066,2.494473695755005,6.418758239052597e-13,2,within_L6b,L6b,0.1809627933350761,calibrated,0.8958333333333334,0.16211250236267233,1.3027874378414201,False,
L6b_3,33,COL25A1,8.024473190307617,2.282313346862793,6.842740499896263e-13,2,within_L6b,L6b,0.4517444668705591,median_fallback,0.9166666666666666,0.4140990946313458,3.3229270829998914,False,
L6b_3,34,CALCRL,8.023247718811035,2.550929546356201,6.842740499896263e-13,2,within_L6b,L6b,0.4517444668705591,median_fallback,0.875,0.3952764085117392,3.17140054289163,False,
L6b_3,35,OSBPL3,7.89541482925415,1.058038592338562,1.845656833529028e-12,2,within_L6b,L6b,0.1450319275393914,calibrated,1.0,0.1450319275393914,1.1450872314098242,False,
L6b_3,36,GPC6,7.8917388916015625,3.675098180770874,1.860939288892042e-12,2,within_L6b,L6b,0.0724451669159837,calibrated,0.7916666666666666,0.05735242380848709,0.452610353497053,False,
L6b_3,37,ELL2,7.889492988586426,1.2420997619628906,1.860939288892042e-12,2,within_L6b,L6b,0.472033599223262,calibrated,0.9791666666666666,0.46219956590611067,3.64652023454395,False,
L6b_3,38,SNTG1,7.818224906921387,1.0736466646194458,3.051100585447697e-12,2,within_L6b,L6b,0.2110097515570132,calibrated,1.0,0.2110097515570132,1.6497216952263345,False,
L6b_3,39,ALCAM,7.6997857093811035,1.8866971731185913,7.314541425633818e-12,2,within_L6b,L6b,0.4517444668705591,median_fallback,0.9583333333333334,0.43292178075095245,5.0001074110590045,True,0.8303927154569313
L6b_3,40,NRXN1,7.686307907104492,0.5067398548126221,7.790210824224485e-12,2,within_L6b,L6b,0.2350518129732476,calibrated,1.0,0.2350518129732476,2.710020912953279,True,0.9058863745826192
L6b_3,41,SORL1,7.5597004890441895,1.1662012338638306,1.9822676810650548e-11,2,within_L6b,L6b,0.5029358626797075,calibrated,0.9791666666666666,0.49245803220721357,3.7228352269106115,False,
L6b_3,42,KIAA1217,7.448612213134766,0.4631449580192566,4.558141498606938e-11,2,within_L6b,L6b,0.4517444668705591,median_fallback,1.0,0.4517444668705591,5.04730402972215,True,0.8938940447194108
