celltype,beta_snrnaseq,se,pval_snrnaseq,padj_snrnaseq,logFC_xenium,pval_xenium,FDR_xenium,SE_xenium,class
Astro_2,0.136691841679942,0.097897762060802,0.162632793914946,0.587576545757225,-0.151130819461595,0.32027328619308,0.612892891825015,0.148647344579399,NN
Astro_3,0.180515073475081,0.117595799481314,0.124772295525864,0.51062081694991,0.652920793994862,0.0851732859623615,0.306163433324164,0.362327195275028,NN
Astro_4,0.146982528864332,0.0916151206855272,0.108637382526004,0.490428188924502,0.0734560419900909,0.679508489834023,0.79275990480636,0.17546157489727,NN
Chandelier_1,-0.0234844713696725,0.0471559705449778,0.618472114068201,0.821961222990208,-0.110965848555671,0.456523330904405,0.682220258542538,0.146419478465832,GABA
Chandelier_2,0.141325358447559,0.0809967986783686,0.0810150794445452,0.43786028358834,0.0615212842477304,0.525087624478289,0.7194049582147,0.0952735121780118,GABA
Endo_2,-0.0119463373644323,0.0829609518678494,0.885500847559816,0.962874708026208,0.53709655264028,0.015081935847628,0.130960899012734,0.203847769900856,NN
L2/3 IT_1,-0.0344220038315524,0.0656520795409006,0.600063345129031,0.821658777149494,-0.0331908719722905,0.757027509594685,0.83210461798424,0.105958907009593,Glut
L2/3 IT_10,-0.185963488021869,0.0889849109687584,0.0366329204146177,0.256430442902324,-0.379920649151029,0.0085677514513733,0.121813316694356,0.131705644405671,Glut
L2/3 IT_12,-0.0382980471428137,0.0901928066946826,0.671110658771175,0.863958549222662,-0.0214897634456836,0.865219293563915,0.887171124816218,0.125146094504528,Glut
L2/3 IT_13,-0.0126735549946713,0.0782293194109351,0.871301774485249,0.962874708026208,-0.0188775201499842,0.906603407751292,0.913772752435988,0.159070031166813,Glut
L2/3 IT_3,-0.138567178729602,0.0796676035554694,0.0819791035934582,0.43786028358834,-0.110723117826436,0.629867337984687,0.78291921450433,0.226572135161357,Glut
L2/3 IT_5,-0.0384483112969634,0.0573087638916679,0.502285774905521,0.821658777149494,0.0380530140041314,0.742381853467034,0.83181209033174,0.114326500857155,Glut
L2/3 IT_6,-0.0483663629153193,0.0750410948452384,0.519230721454199,0.821658777149494,-0.0677621682832457,0.544406618504296,0.7194049582147,0.110067326889856,Glut
L2/3 IT_7,0.245739402559007,0.0982231028815598,0.0123546496614887,0.119514271725618,0.133230365643074,0.465366398795311,0.687592108982663,0.179344445871393,Glut
L2/3 IT_8,-0.0264486604498472,0.0947822031177007,0.780208990598906,0.925266049437023,-0.510835434879589,0.0002852364813768,0.0189682260115574,0.118754269904727,Glut
L4 IT_1,0.00991296655105567,0.0579087377196887,0.86408021228685,0.962874708026208,0.207079061673821,0.172156381191727,0.50881774885555,0.146766311981999,Glut
L4 IT_2,-0.0530783239525559,0.0522668650953666,0.309855491867735,0.738379044450773,-0.212088216729536,0.188573192183194,0.522504886674267,0.156335984446998,Glut
L4 IT_3,-0.00452880319840466,0.0824944995928742,0.956219530555752,0.97149082511797,-0.113110987355784,0.298063241948858,0.590345283295578,0.10614259085926,Glut
L4 IT_4,-0.00332596306651408,0.0616210303971574,0.956955496685672,0.97149082511797,-0.342770157294283,0.011073935987935,0.121813316694356,0.123646876457511,Glut
L5 ET_2,0.047443068088005,0.0865138342910925,0.583426152912727,0.821658777149494,-0.308011213565778,0.0670264789529978,0.270137021234809,0.15991507014645,Glut
L5 IT_1,-0.0690328226578929,0.0549866199968864,0.209316302074817,0.62647371635773,0.259032511357882,0.0324905302239756,0.205773358085179,0.113538465227985,Glut
L5 IT_2,-0.0156343615979788,0.0524270059971281,0.765541373971366,0.925266049437023,0.111761724639611,0.369159390259372,0.63393381604271,0.121913088451486,Glut
L5 IT_3,-0.0250883179965595,0.0634098835946658,0.692360947285681,0.881186660181776,-0.0486217038370907,0.788035674570166,0.840873977870406,0.178664256809701,Glut
L5 IT_5,-0.0900805615824344,0.0671555401530291,0.179799701955633,0.598072191446786,0.0686344461283736,0.449344412758831,0.682220258542538,0.089117230899255,Glut
L5 IT_6,0.170170713759772,0.0780157593583574,0.0291660308807327,0.217773030576137,-0.268109336678484,0.0486158624421224,0.235403098424641,0.128470819227442,Glut
L5 IT_7,-0.0637764674785515,0.075514235588266,0.39835533223968,0.800532468051699,-0.255210691231067,0.181022112375701,0.512254062680174,0.184785410926115,Glut
L5/6 NP_1,-0.00787154514694889,0.0691449840224403,0.909363710192655,0.97149082511797,0.0607247835641029,0.671064826718248,0.790642725021471,0.141089243724219,Glut
L5/6 NP_2,0.0963502996990185,0.0835352740707976,0.248742731994877,0.665622566470018,0.210765794850782,0.100415244867191,0.35145335703517,0.122936816884726,Glut
L5/6 NP_4,0.23628129538711,0.085880878582471,0.00593650909111401,0.0831111272755961,-0.0986551560301152,0.546315043456276,0.7194049582147,0.161016618049528,Glut
L6 CT_1,0.374854396118665,0.105641147185248,0.000387616064414442,0.0086825998428835,0.539030815185844,0.0746934365641148,0.283835058943636,0.288177925252803,Glut
L6 CT_2,0.0902765833273628,0.0775391865909915,0.24431442963475,0.665622566470018,0.0611029507325859,0.755470561774703,0.83210461798424,0.193780357526931,Glut
L6 CT_3,0.199417827288793,0.0814022846827151,0.0142942848076668,0.123150761419899,-0.120670540652865,0.517708122312843,0.7194049582147,0.18356115342071,Glut
L6 IT Car3_1,-0.0973340318091415,0.0935785862825844,0.298278828145449,0.726244103310659,0.50874026851075,0.0022273031958737,0.0592019391912225,0.147154934019707,Glut
L6 IT Car3_2,0.0523826575031491,0.101224606058822,0.604814588309455,0.821658777149494,-0.094349105320301,0.51865510720388,0.7194049582147,0.143849941317689,Glut
L6 IT Car3_3,0.0966602330747707,0.0689313391771648,0.160835137312913,0.587576545757225,-0.0466831644112123,0.744252922928399,0.83181209033174,0.141321303110919,Glut
L6 IT_1,0.182006537100108,0.0909137803781141,0.0452881046107547,0.298368689200266,0.22649968944457,0.249210910469123,0.590345283295578,0.191401999739877,Glut
L6 IT_2,0.132741114253581,0.0837445912340588,0.112950227292435,0.490428188924502,-0.0185333472541002,0.867159746060965,0.887171124816218,0.109522073774295,Glut
L6b_1,0.458585124140643,0.1111762145486,3.7097767723065e-05,0.00415494998498328,0.3728252967403,0.143580542182756,0.434004820688785,0.245872211285335,Glut
L6b_2,0.218554329321285,0.0962218550837521,0.0231252839519079,0.185002271615263,0.176576295296596,0.329871190180711,0.612892891825015,0.177233422980915,Glut
L6b_4,0.318081620405642,0.0894802976170069,0.000378313999612734,0.0086825998428835,0.776419749982999,0.043912078375112,0.224627170149611,0.363364439007473,Glut
L6b_6,0.118259183319301,0.0906193691005757,0.191889440998092,0.598072191446786,0.0523535241226188,0.738767212306013,0.83181209033174,0.155028182414108,Glut
Lamp5_1,0.0444139918551774,0.0925078465187982,0.631148796224624,0.821961222990208,0.0786823935486508,0.525170371562474,0.7194049582147,0.121874231147766,GABA
Lamp5_2,0.0677597717914254,0.0428554104274138,0.113849401000331,0.490428188924502,-0.204170632100209,0.0741866701281779,0.283835058943636,0.108949279011858,GABA
Lamp5_3,0.100408242882714,0.0733408629890034,0.170979663840114,0.598072191446786,-0.0898249458104839,0.475627624258684,0.687592108982663,0.123778227641031,GABA
Lamp5_4,0.0932822297989209,0.0748308545111656,0.212553582335658,0.62647371635773,-0.0679647167870238,0.641614872817125,0.790136834117385,0.144023469044569,GABA
Lamp5_5,0.0314445110344777,0.0613218142891896,0.608106235650296,0.821658777149494,-0.2362315827516,0.106731849613916,0.358256795472592,0.14049478142255,GABA
Lamp5_6,0.140320998519655,0.0921095737748938,0.127655204237478,0.51062081694991,-0.125501213661619,0.33372575892158,0.612892891825015,0.126998589815397,GABA
Micro-PVM_1,0.0527508003556361,0.0897960682340473,0.556900773385329,0.821658777149494,-0.109928037862362,0.617479356144377,0.77476183365285,0.217014491558894,NN
Micro-PVM_2,-0.100563384756968,0.0917868116875121,0.273245496006759,0.703643188011359,-0.620598488231162,0.0267278146224682,0.190041147479382,0.261498354880976,NN
OPC_1,-0.0549555820379928,0.0917733247065534,0.549293797790501,0.821658777149494,-0.147238156917129,0.256820240686149,0.590345283295578,0.126495359468984,NN
Oligo_1,0.069082530796283,0.128819789010009,0.591770123604454,0.821658777149494,0.157674258600265,0.404319794380666,0.658192408457062,0.185458115672806,NN
Oligo_4,-0.0184114168510062,0.0932405488410308,0.843466421776955,0.962874708026208,-0.458518136556376,0.0196001045012556,0.153341994039235,0.182220974998243,NN
Pax6_1,0.00296172079946957,0.0639027479984912,0.963033427779211,0.97149082511797,-0.135400028505776,0.366282088403408,0.63393381604271,0.146797410421436,GABA
Pax6_4,0.12503839851961,0.0748497832126319,0.0948156313587353,0.461710900529494,-0.0136402052793919,0.928268805365898,0.928268805365898,0.149804451215352,GABA
Pvalb_1,-0.0137951669565386,0.0627163144326738,0.825901233800608,0.962874708026208,0.203107357817389,0.401553087818659,0.658192408457062,0.237473350577912,GABA
Pvalb_10,0.0384590174029198,0.0797867927865419,0.62979006893189,0.821961222990208,-0.362782894685938,0.0418296656774436,0.222533821404,0.167926780436267,GABA
Pvalb_12,0.137297316575874,0.0789684059856601,0.0820988031728138,0.43786028358834,0.122251176555911,0.454481201840453,0.682220258542538,0.160571890674385,GABA
Pvalb_13,0.0403904427661185,0.0708185552303779,0.568449146127831,0.821658777149494,-0.657124302454579,0.0026707641740401,0.0592019391912225,0.194338178243851,GABA
Pvalb_15,-0.0305906936777007,0.0398133042694916,0.442277168385787,0.800532468051699,-0.255270081990688,0.0636822956025256,0.264679541097997,0.130765597273022,GABA
Pvalb_2,-0.0390305063881852,0.0590530710015054,0.508651122273189,0.821658777149494,-0.0893381532026843,0.402404642175435,0.658192408457062,0.104646502186663,GABA
Pvalb_5,-0.0576090630626885,0.068521829772975,0.400493443918162,0.800532468051699,-0.189511881135133,0.26965385655111,0.590345283295578,0.167380819986771,GABA
Pvalb_6,-0.0745442132889921,0.0571663101779003,0.192237490107896,0.598072191446786,-0.361625606101994,0.0046979510692916,0.0781042023620119,0.115052488370088,GABA
Pvalb_7,0.193132143550125,0.0771772866240393,0.0123337756053834,0.119514271725618,-0.540527024010944,0.060452674194067,0.259361473155191,0.273210584032603,GABA
Pvalb_8,0.046591902157398,0.0814432236431483,0.567268919363318,0.821658777149494,0.189188368804119,0.2994409039544,0.590345283295578,0.178052686805232,GABA
Pvalb_9,0.00279021309357155,0.0633167951719527,0.964850596050556,0.97149082511797,0.0508337298653726,0.743219396591949,0.83181209033174,0.153242620668724,GABA
Sncg_1,0.050286154784379,0.072699192015975,0.489124678503565,0.821658777149494,0.0608510046457603,0.781247217594793,0.840873977870406,0.216478309524116,GABA
Sncg_2,0.156435021146391,0.0917680756534837,0.0882544921167789,0.449295596230874,0.139292111888709,0.434597514969057,0.672110110359123,0.175034372751158,GABA
Sncg_3,0.105291701390577,0.0796213067671764,0.186032960233929,0.598072191446786,0.109290486662186,0.578962646305711,0.747592543287957,0.194055384923901,GABA
Sncg_4,0.0520219508979945,0.0691921231602314,0.452142546414682,0.803808971403879,-0.0164368370173367,0.906902280613161,0.913772752435988,0.138950619073569,GABA
Sncg_5,0.0445513218455823,0.084773401382908,0.599211883683548,0.821658777149494,-0.208030753298167,0.284088900653342,0.590345283295578,0.189499026654448,GABA
Sncg_6,-0.0103128261200601,0.0679043987207581,0.87928732047108,0.962874708026208,0.199475572826662,0.241144204387157,0.583130530608944,0.16561998005734,GABA
Sncg_8,0.0578770267915499,0.0690400118733975,0.401855853010537,0.800532468051699,0.0532335006551787,0.6652499044037,0.790642725021471,0.121390454046729,GABA
Sst Chodl_1,-0.00294222893356508,0.0823264584605303,0.97149082511797,0.97149082511797,-0.0378211958832857,0.857856273276692,0.887171124816218,0.208722370854601,GABA
Sst Chodl_2,0.164339110036894,0.0847404866062928,0.0524621128349649,0.326430924306449,-0.0796997096806498,0.578071209869645,0.747592543287957,0.141180168034052,GABA
Sst_1,0.103949814034331,0.0715932929217199,0.146515771051783,0.565854012337919,0.0392641544997951,0.787316091926484,0.840873977870406,0.143778274231698,GABA
Sst_10,0.043232042152414,0.065026390250111,0.506153850000635,0.821658777149494,0.0963543762786293,0.417883829022552,0.666977388470465,0.116720149493688,GABA
Sst_11,-0.0974402839784114,0.0895285362456946,0.276431252433034,0.703643188011359,0.318226738988356,0.0407876596936785,0.222533821404,0.146474123766188,GABA
Sst_12,-0.0635748469180131,0.0778665828586414,0.414237850846071,0.800532468051699,-0.176466644203132,0.202101506272015,0.529821316848536,0.134237082137864,GABA
Sst_13,-0.0320282054588326,0.0580671399811957,0.581241660807473,0.821658777149494,-0.0591881120381537,0.653706538599686,0.790642725021471,0.130151515060388,GABA
Sst_19,-0.0334442012981033,0.0547955433453502,0.541633107414965,0.821658777149494,-0.110275341183889,0.342016565849232,0.612892891825015,0.113564213860091,GABA
Sst_2,-0.26741001574327,0.0688726206158832,0.000103313529290417,0.00578555764026334,-0.3010073432332,0.0400846265630188,0.222533821404,0.138014540794553,GABA
Sst_20,-0.230192319591714,0.0880958419795266,0.00897576086136699,0.1116983573859,0.117561719469719,0.343877073324476,0.612892891825015,0.121545273526436,GABA
Sst_22,-0.359835509792606,0.0960156740137484,0.000178481539177478,0.00666331079595917,-0.0318351713729748,0.80283662647056,0.84743866127448,0.125983760660068,GABA
Sst_23,-0.0401065954450211,0.0771102533064014,0.602979844641456,0.821658777149494,-0.30594753204693,0.125867664382831,0.404420631228885,0.192342802535649,GABA
Sst_25,-0.301170059359354,0.0968889189052114,0.00188099717896836,0.0351119473407427,-0.65198373236446,0.0144656998758107,0.130960899012734,0.24570846188486,GABA
Sst_3,-0.153911430887598,0.0618330705292225,0.0128051005420305,0.119514271725618,-0.571087327568656,0.0046979971345571,0.0781042023620119,0.181693730215077,GABA
Sst_4,0.0621910769567768,0.0757930191441086,0.41190929065307,0.800532468051699,0.173482081390288,0.301830671158642,0.590345283295578,0.164100269419455,GABA
Sst_5,0.0744552264211469,0.0764863041866576,0.330332078705011,0.744689252885209,0.377810657436922,0.0405361843498976,0.222533821404,0.173660501397815,GABA
Sst_7,0.0599642709635249,0.0764833117665936,0.433029718504833,0.800532468051699,0.0307510809410158,0.847235499472646,0.887171124816218,0.157765296524997,GABA
Sst_9,-0.0302427830193869,0.0591102988150425,0.608907843780429,0.821658777149494,-0.178796083436607,0.264741077891468,0.590345283295578,0.156257007387626,GABA
Vip_1,-0.0178071033864489,0.0530416186692592,0.737082432450194,0.917258138160242,0.171404447797687,0.205856595844294,0.529821316848536,0.131514288909406,GABA
Vip_11,0.0441486965528388,0.0569413843628569,0.438141231689789,0.800532468051699,-0.193919580686263,0.13858924877434,0.428659769464818,0.126210943384873,GABA
Vip_12,-0.0211506523040725,0.0774640885647288,0.784823881218903,0.925266049437023,-0.388418280706634,0.0104911399291109,0.121813316694356,0.138920237759508,GABA
Vip_13,0.0247018971976037,0.0687169101290667,0.719241018413868,0.90511229283543,-0.318477118354759,0.0513103343596525,0.235403098424641,0.154577609886105,GABA
Vip_14,0.0958330681701928,0.0783092054558653,0.221036056376014,0.634770213182399,-0.0967473236210023,0.542209363665129,0.7194049582147,0.156287065442919,GABA
Vip_15,0.00406316828870772,0.0489998493918581,0.933913515741027,0.97149082511797,-0.309368043277363,0.0157546946180733,0.130960899012734,0.118296662478044,GABA
Vip_16,0.0629159591533418,0.0742858851856683,0.397026527862327,0.800532468051699,0.138675635384603,0.287401796281463,0.590345283295578,0.127216927426611,GABA
Vip_18,0.0195859196219706,0.0672765746531861,0.770955415429007,0.925266049437023,-0.107561608778781,0.422656912305625,0.666977388470465,0.131661621342653,GABA
Vip_19,0.0393691654011696,0.0503717535590032,0.434465993196398,0.800532468051699,-0.176437930716441,0.215115421878353,0.529821316848536,0.138254785457966,GABA
Vip_2,-0.059243446252983,0.0622428388328399,0.341192617577021,0.749285748404438,-0.230870528501709,0.107746404653411,0.358256795472592,0.137727793607617,GABA
Vip_21,0.0526529489061597,0.0686585092942454,0.44315190195719,0.800532468051699,0.0636625183840713,0.616909576684503,0.77476183365285,0.12547493757394,GABA
Vip_23,-0.0075925572026961,0.045726040803099,0.868121936813929,0.962874708026208,-0.264837447703135,0.010974697230157,0.121813316694356,0.095397757674755,GABA
Vip_4,0.00514207574280516,0.0523657225759256,0.921777094622364,0.97149082511797,-0.0924993354913852,0.426263744511199,0.666977388470465,0.114122661834303,GABA
Vip_5,-0.0468813247277133,0.0729127048907462,0.520237845151181,0.821658777149494,0.172137977257976,0.333749013054492,0.612892891825015,0.174200345738192,GABA
Vip_6,0.0744698826616379,0.0715707042401554,0.298103998985691,0.726244103310659,0.0822943000569224,0.663356130714262,0.790642725021471,0.186529780228747,GABA
Vip_9,0.0772172206634029,0.0670695383909732,0.249608462426257,0.665622566470018,-0.15151459570762,0.287018548249174,0.590345283295578,0.138881631114928,GABA
