donor,depth_bin,celltype,count,depth_midpoint,total
H20.33.040,2,Vip,46,0.2359988162850995,867
H20.33.040,3,Astrocyte,144,0.30169529422504904,846
H20.33.040,3,Chandelier,3,0.30169529422504904,846
H20.33.040,3,Endothelial,67,0.30169529422504904,846
H20.33.040,3,L2/3 IT,196,0.30169529422504904,846
H20.33.040,3,L4 IT,2,0.30169529422504904,846
H20.33.040,3,L6 IT,4,0.30169529422504904,846
H20.33.040,3,L6 IT Car3,4,0.30169529422504904,846
H20.33.040,3,L6b,1,0.30169529422504904,846
H20.33.040,3,Lamp5,14,0.30169529422504904,846
H20.33.040,3,Lamp5 Lhx6,8,0.30169529422504904,846
H20.33.040,3,Microglia-PVM,122,0.30169529422504904,846
H20.33.040,3,OPC,27,0.30169529422504904,846
H20.33.040,3,Oligodendrocyte,122,0.30169529422504904,846
H20.33.040,3,Pax6,4,0.30169529422504904,846
H20.33.040,3,Pvalb,33,0.30169529422504904,846
H20.33.040,3,Sncg,2,0.30169529422504904,846
H20.33.040,3,Sst,7,0.30169529422504904,846
H20.33.040,3,VLMC,52,0.30169529422504904,846
H20.33.040,3,Vip,34,0.30169529422504904,846
H20.33.040,4,Astrocyte,141,0.36597000272942565,844
H20.33.040,4,Chandelier,3,0.36597000272942565,844
H20.33.040,4,Endothelial,72,0.36597000272942565,844
H20.33.040,4,L2/3 IT,159,0.36597000272942565,844
H20.33.040,4,L4 IT,11,0.36597000272942565,844
H20.33.040,4,L5 IT,1,0.36597000272942565,844
H20.33.040,4,L6 IT Car3,2,0.36597000272942565,844
H20.33.040,4,Lamp5,15,0.36597000272942565,844
H20.33.040,4,Lamp5 Lhx6,4,0.36597000272942565,844
H20.33.040,4,Microglia-PVM,105,0.36597000272942565,844
H20.33.040,4,OPC,40,0.36597000272942565,844
H20.33.040,4,Oligodendrocyte,127,0.36597000272942565,844
H20.33.040,4,Pax6,2,0.36597000272942565,844
H20.33.040,4,Pvalb,31,0.36597000272942565,844
H20.33.040,4,Sncg,1,0.36597000272942565,844
H20.33.040,4,Sst,8,0.36597000272942565,844
H20.33.040,4,Sst Chodl,1,0.36597000272942565,844
H20.33.040,4,VLMC,94,0.36597000272942565,844
H20.33.040,4,Vip,27,0.36597000272942565,844
H20.33.040,5,Astrocyte,134,0.4252794918490117,865
H20.33.040,5,Chandelier,3,0.4252794918490117,865
H20.33.040,5,Endothelial,75,0.4252794918490117,865
H20.33.040,5,L2/3 IT,124,0.4252794918490117,865
H20.33.040,5,L4 IT,89,0.4252794918490117,865
H20.33.040,5,L5 IT,2,0.4252794918490117,865
H20.33.040,5,L6 IT,2,0.4252794918490117,865
H20.33.040,5,L6 IT Car3,7,0.4252794918490117,865
H20.33.040,5,Lamp5,13,0.4252794918490117,865
H20.33.040,5,Lamp5 Lhx6,9,0.4252794918490117,865
H20.33.040,5,Microglia-PVM,91,0.4252794918490117,865
H20.33.040,5,OPC,37,0.4252794918490117,865
H20.33.040,5,Oligodendrocyte,149,0.4252794918490117,865
H20.33.040,5,Pvalb,26,0.4252794918490117,865
H20.33.040,5,Sst,13,0.4252794918490117,865
H20.33.040,5,VLMC,74,0.4252794918490117,865
H20.33.040,5,Vip,17,0.4252794918490117,865
H20.33.040,6,Astrocyte,121,0.4785746476917123,906
H20.33.040,6,Chandelier,4,0.4785746476917123,906
H20.33.040,6,Endothelial,51,0.4785746476917123,906
H20.33.040,6,L2/3 IT,54,0.4785746476917123,906
H20.33.040,6,L4 IT,287,0.4785746476917123,906
H20.33.040,6,L5 IT,28,0.4785746476917123,906
H20.33.040,6,L6 IT,3,0.4785746476917123,906
H20.33.040,6,L6 IT Car3,8,0.4785746476917123,906
H20.33.040,6,Lamp5,13,0.4785746476917123,906
H20.33.040,6,Lamp5 Lhx6,4,0.4785746476917123,906
H20.33.040,6,Microglia-PVM,63,0.4785746476917123,906
H20.33.040,6,OPC,25,0.4785746476917123,906
H20.33.040,6,Oligodendrocyte,145,0.4785746476917123,906
H20.33.040,6,Pax6,1,0.4785746476917123,906
H20.33.040,6,Pvalb,21,0.4785746476917123,906
H20.33.040,6,Sncg,2,0.4785746476917123,906
H20.33.040,6,Sst,19,0.4785746476917123,906
H20.33.040,6,VLMC,45,0.4785746476917123,906
H20.33.040,6,Vip,12,0.4785746476917123,906
H20.33.040,7,Astrocyte,118,0.5265249766703246,1041
H20.33.040,7,Chandelier,6,0.5265249766703246,1041
H20.33.040,7,Endothelial,31,0.5265249766703246,1041
H20.33.040,7,L2/3 IT,17,0.5265249766703246,1041
H20.33.040,7,L4 IT,402,0.5265249766703246,1041
H20.33.040,7,L5 ET,5,0.5265249766703246,1041
H20.33.040,7,L5 IT,112,0.5265249766703246,1041
H20.33.040,7,L6 IT,3,0.5265249766703246,1041
H20.33.040,7,L6 IT Car3,1,0.5265249766703246,1041
H20.33.040,7,L6b,2,0.5265249766703246,1041
H20.33.040,7,Lamp5,11,0.5265249766703246,1041
H20.33.040,7,Lamp5 Lhx6,13,0.5265249766703246,1041
H20.33.040,7,Microglia-PVM,52,0.5265249766703246,1041
H20.33.040,7,OPC,28,0.5265249766703246,1041
H20.33.040,7,Oligodendrocyte,140,0.5265249766703246,1041
H20.33.040,7,Pvalb,34,0.5265249766703246,1041
H20.33.040,7,Sst,24,0.5265249766703246,1041
H20.33.040,7,Sst Chodl,1,0.5265249766703246,1041
H20.33.040,7,VLMC,30,0.5265249766703246,1041
H20.33.040,7,Vip,11,0.5265249766703246,1041
H20.33.040,8,Astrocyte,87,0.5736308020987178,954
H20.33.040,8,Chandelier,3,0.5736308020987178,954
H20.33.040,8,Endothelial,34,0.5736308020987178,954
H20.33.040,8,L2/3 IT,9,0.5736308020987178,954
H20.33.040,8,L4 IT,268,0.5736308020987178,954
H20.33.040,8,L5 ET,6,0.5736308020987178,954
H20.33.040,8,L5 IT,179,0.5736308020987178,954
H20.33.040,8,L5/6 NP,12,0.5736308020987178,954
H20.33.040,8,L6 IT,7,0.5736308020987178,954
H20.33.040,8,L6 IT Car3,15,0.5736308020987178,954
H20.33.040,8,L6b,3,0.5736308020987178,954
H20.33.040,8,Lamp5,7,0.5736308020987178,954
H20.33.040,8,Lamp5 Lhx6,7,0.5736308020987178,954
H20.33.040,8,Microglia-PVM,48,0.5736308020987178,954
H20.33.040,8,OPC,23,0.5736308020987178,954
H20.33.040,8,Oligodendrocyte,155,0.5736308020987178,954
H20.33.040,8,Pax6,1,0.5736308020987178,954
H20.33.040,8,Pvalb,30,0.5736308020987178,954
H20.33.040,8,Sst,18,0.5736308020987178,954
H20.33.040,8,VLMC,30,0.5736308020987178,954
H20.33.040,8,Vip,12,0.5736308020987178,954
H20.33.040,9,Astrocyte,92,0.6232998583340807,943
H20.33.040,9,Chandelier,1,0.6232998583340807,943
H20.33.040,9,Endothelial,56,0.6232998583340807,943
H20.33.040,9,L2/3 IT,4,0.6232998583340807,943
H20.33.040,9,L4 IT,91,0.6232998583340807,943
H20.33.040,9,L5 ET,15,0.6232998583340807,943
H20.33.040,9,L5 IT,186,0.6232998583340807,943
H20.33.040,9,L5/6 NP,38,0.6232998583340807,943
H20.33.040,9,L6 IT,34,0.6232998583340807,943
H20.33.040,9,L6 IT Car3,14,0.6232998583340807,943
H20.33.040,9,L6b,5,0.6232998583340807,943
H20.33.040,9,Lamp5,6,0.6232998583340807,943
H20.33.040,9,Lamp5 Lhx6,13,0.6232998583340807,943
H20.33.040,9,Microglia-PVM,66,0.6232998583340807,943
H20.33.040,9,OPC,43,0.6232998583340807,943
H20.33.040,9,Oligodendrocyte,203,0.6232998583340807,943
H20.33.040,9,Pax6,3,0.6232998583340807,943
H20.33.040,9,Pvalb,19,0.6232998583340807,943
H20.33.040,9,Sst,13,0.6232998583340807,943
H20.33.040,9,Sst Chodl,1,0.6232998583340807,943
H20.33.040,9,VLMC,32,0.6232998583340807,943
H20.33.040,9,Vip,8,0.6232998583340807,943
H20.33.040,10,Astrocyte,119,0.6753469056984731,904
H20.33.040,10,Chandelier,2,0.6753469056984731,904
H20.33.040,10,Endothelial,45,0.6753469056984731,904
H20.33.040,10,L2/3 IT,1,0.6753469056984731,904
H20.33.040,10,L4 IT,19,0.6753469056984731,904
H20.33.040,10,L5 ET,10,0.6753469056984731,904
H20.33.040,10,L5 IT,167,0.6753469056984731,904
H20.33.040,10,L5/6 NP,35,0.6753469056984731,904
H20.33.040,10,L6 CT,1,0.6753469056984731,904
H20.33.040,10,L6 IT,39,0.6753469056984731,904
H20.33.040,10,L6 IT Car3,61,0.6753469056984731,904
H20.33.040,10,L6b,10,0.6753469056984731,904
H20.33.040,10,Lamp5,3,0.6753469056984731,904
H20.33.040,10,Lamp5 Lhx6,4,0.6753469056984731,904
H20.33.040,10,Microglia-PVM,60,0.6753469056984731,904
H20.33.040,10,OPC,40,0.6753469056984731,904
H20.33.040,10,Oligodendrocyte,204,0.6753469056984731,904
H20.33.040,10,Pax6,2,0.6753469056984731,904
H20.33.040,10,Pvalb,24,0.6753469056984731,904
H20.33.040,10,Sncg,1,0.6753469056984731,904
H20.33.040,10,Sst,23,0.6753469056984731,904
H20.33.040,10,VLMC,32,0.6753469056984731,904
H20.33.040,10,Vip,2,0.6753469056984731,904
H20.33.040,11,Astrocyte,92,0.7286523577098767,860
H20.33.040,11,Chandelier,1,0.7286523577098767,860
H20.33.040,11,Endothelial,41,0.7286523577098767,860
H20.33.040,11,L2/3 IT,2,0.7286523577098767,860
H20.33.040,11,L4 IT,9,0.7286523577098767,860
H20.33.040,11,L5 ET,1,0.7286523577098767,860
H20.33.040,11,L5 IT,110,0.7286523577098767,860
H20.33.040,11,L5/6 NP,23,0.7286523577098767,860
H20.33.040,11,L6 CT,8,0.7286523577098767,860
H20.33.040,11,L6 IT,72,0.7286523577098767,860
H20.33.040,11,L6 IT Car3,118,0.7286523577098767,860
H20.33.040,11,L6b,22,0.7286523577098767,860
H20.33.040,11,Lamp5 Lhx6,9,0.7286523577098767,860
H20.33.040,11,Microglia-PVM,63,0.7286523577098767,860
H20.33.040,11,OPC,27,0.7286523577098767,860
H20.33.040,11,Oligodendrocyte,186,0.7286523577098767,860
H20.33.040,11,Pax6,1,0.7286523577098767,860
H20.33.040,11,Pvalb,19,0.7286523577098767,860
H20.33.040,11,Sst,18,0.7286523577098767,860
H20.33.040,11,VLMC,34,0.7286523577098767,860
H20.33.040,11,Vip,4,0.7286523577098767,860
H20.33.040,12,Astrocyte,104,0.7835778716327416,938
H20.33.040,12,Chandelier,2,0.7835778716327416,938
H20.33.040,12,Endothelial,57,0.7835778716327416,938
H20.33.040,12,L2/3 IT,4,0.7835778716327416,938
H20.33.040,12,L4 IT,2,0.7835778716327416,938
H20.33.040,12,L5 IT,41,0.7835778716327416,938
H20.33.040,12,L5/6 NP,14,0.7835778716327416,938
H20.33.040,12,L6 CT,26,0.7835778716327416,938
H20.33.040,12,L6 IT,131,0.7835778716327416,938
H20.33.040,12,L6 IT Car3,121,0.7835778716327416,938
H20.33.040,12,L6b,39,0.7835778716327416,938
H20.33.040,12,Lamp5,6,0.7835778716327416,938
H20.33.040,12,Lamp5 Lhx6,11,0.7835778716327416,938
H20.33.040,12,Microglia-PVM,64,0.7835778716327416,938
H20.33.040,12,OPC,41,0.7835778716327416,938
H20.33.040,12,Oligodendrocyte,195,0.7835778716327416,938
H20.33.040,12,Pvalb,14,0.7835778716327416,938
H20.33.040,12,Sst,16,0.7835778716327416,938
H20.33.040,12,Sst Chodl,5,0.7835778716327416,938
H20.33.040,12,VLMC,39,0.7835778716327416,938
H20.33.040,12,Vip,6,0.7835778716327416,938
H20.33.040,13,Astrocyte,99,0.8417991197317191,1006
H20.33.040,13,Endothelial,50,0.8417991197317191,1006
H20.33.040,13,L2/3 IT,3,0.8417991197317191,1006
H20.33.040,13,L5 IT,14,0.8417991197317191,1006
H20.33.040,13,L5/6 NP,5,0.8417991197317191,1006
H20.33.040,13,L6 CT,54,0.8417991197317191,1006
H20.33.040,13,L6 IT,216,0.8417991197317191,1006
H20.33.040,13,L6 IT Car3,75,0.8417991197317191,1006
H20.33.040,13,L6b,57,0.8417991197317191,1006
H20.33.040,13,Lamp5,2,0.8417991197317191,1006
H20.33.040,13,Lamp5 Lhx6,6,0.8417991197317191,1006
H20.33.040,13,Microglia-PVM,93,0.8417991197317191,1006
H20.33.040,13,OPC,42,0.8417991197317191,1006
H20.33.040,13,Oligodendrocyte,226,0.8417991197317191,1006
H20.33.040,13,Pax6,1,0.8417991197317191,1006
H20.33.040,13,Pvalb,11,0.8417991197317191,1006
H20.33.040,13,Sst,10,0.8417991197317191,1006
H20.33.040,13,Sst Chodl,1,0.8417991197317191,1006
H20.33.040,13,VLMC,37,0.8417991197317191,1006
H20.33.040,13,Vip,4,0.8417991197317191,1006
H20.33.040,14,Astrocyte,148,0.9359857751952485,1539
H20.33.040,14,Chandelier,3,0.9359857751952485,1539
H20.33.040,14,Endothelial,82,0.9359857751952485,1539
H20.33.040,14,L2/3 IT,5,0.9359857751952485,1539
H20.33.040,14,L4 IT,2,0.9359857751952485,1539
H20.33.040,14,L5 ET,1,0.9359857751952485,1539
H20.33.040,14,L5 IT,8,0.9359857751952485,1539
H20.33.040,14,L5/6 NP,7,0.9359857751952485,1539
H20.33.040,14,L6 CT,76,0.9359857751952485,1539
H20.33.040,14,L6 IT,337,0.9359857751952485,1539
H20.33.040,14,L6 IT Car3,20,0.9359857751952485,1539
H20.33.040,14,L6b,86,0.9359857751952485,1539
H20.33.040,14,Lamp5,2,0.9359857751952485,1539
H20.33.040,14,Lamp5 Lhx6,12,0.9359857751952485,1539
H20.33.040,14,Microglia-PVM,163,0.9359857751952485,1539
H20.33.040,14,OPC,69,0.9359857751952485,1539
H20.33.040,14,Oligodendrocyte,418,0.9359857751952485,1539
H20.33.040,14,Pax6,1,0.9359857751952485,1539
H20.33.040,14,Pvalb,9,0.9359857751952485,1539
H20.33.040,14,Sncg,2,0.9359857751952485,1539
H20.33.040,14,Sst,19,0.9359857751952485,1539
H20.33.040,14,Sst Chodl,8,0.9359857751952485,1539
H20.33.040,14,VLMC,59,0.9359857751952485,1539
H20.33.040,14,Vip,2,0.9359857751952485,1539
H20.33.044,0,Astrocyte,161,0.07012815840520031,721
H20.33.044,0,Endothelial,43,0.07012815840520031,721
H20.33.044,0,L2/3 IT,200,0.07012815840520031,721
H20.33.044,0,L6 IT,1,0.07012815840520031,721
H20.33.044,0,L6 IT Car3,1,0.07012815840520031,721
H20.33.044,0,Lamp5,28,0.07012815840520031,721
H20.33.044,0,Lamp5 Lhx6,2,0.07012815840520031,721
H20.33.044,0,Microglia-PVM,78,0.07012815840520031,721
H20.33.044,0,OPC,30,0.07012815840520031,721
H20.33.044,0,Oligodendrocyte,38,0.07012815840520031,721
H20.33.044,0,Pax6,12,0.07012815840520031,721
H20.33.044,0,Pvalb,1,0.07012815840520031,721
H20.33.044,0,Sncg,45,0.07012815840520031,721
H20.33.044,0,Sst,10,0.07012815840520031,721
H20.33.044,0,VLMC,36,0.07012815840520031,721
H20.33.044,0,Vip,35,0.07012815840520031,721
H20.33.044,1,Astrocyte,91,0.17196188121655695,922
H20.33.044,1,Chandelier,5,0.17196188121655695,922
H20.33.044,1,Endothelial,54,0.17196188121655695,922
H20.33.044,1,L2/3 IT,363,0.17196188121655695,922
H20.33.044,1,L6 CT,1,0.17196188121655695,922
H20.33.044,1,L6 IT,4,0.17196188121655695,922
H20.33.044,1,Lamp5,9,0.17196188121655695,922
H20.33.044,1,Lamp5 Lhx6,12,0.17196188121655695,922
H20.33.044,1,Microglia-PVM,54,0.17196188121655695,922
H20.33.044,1,OPC,35,0.17196188121655695,922
H20.33.044,1,Oligodendrocyte,21,0.17196188121655695,922
H20.33.044,1,Pax6,4,0.17196188121655695,922
H20.33.044,1,Pvalb,36,0.17196188121655695,922
H20.33.044,1,Sncg,8,0.17196188121655695,922
H20.33.044,1,Sst,69,0.17196188121655695,922
H20.33.044,1,Sst Chodl,2,0.17196188121655695,922
H20.33.044,1,VLMC,53,0.17196188121655695,922
H20.33.044,1,Vip,101,0.17196188121655695,922
H20.33.044,2,Astrocyte,125,0.2359988162850995,779
H20.33.044,2,Chandelier,4,0.2359988162850995,779
H20.33.044,2,Endothelial,53,0.2359988162850995,779
H20.33.044,2,L2/3 IT,276,0.2359988162850995,779
H20.33.044,2,L4 IT,1,0.2359988162850995,779
H20.33.044,2,L6 IT,1,0.2359988162850995,779
H20.33.044,2,Lamp5,13,0.2359988162850995,779
H20.33.044,2,Lamp5 Lhx6,4,0.2359988162850995,779
H20.33.044,2,Microglia-PVM,38,0.2359988162850995,779
H20.33.044,2,OPC,35,0.2359988162850995,779
H20.33.044,2,Oligodendrocyte,27,0.2359988162850995,779
H20.33.044,2,Pax6,3,0.2359988162850995,779
H20.33.044,2,Pvalb,45,0.2359988162850995,779
H20.33.044,2,Sncg,1,0.2359988162850995,779
H20.33.044,2,Sst,36,0.2359988162850995,779
H20.33.044,2,VLMC,55,0.2359988162850995,779
H20.33.044,2,Vip,62,0.2359988162850995,779
H20.33.044,3,Astrocyte,159,0.30169529422504904,857
H20.33.044,3,Chandelier,4,0.30169529422504904,857
H20.33.044,3,Endothelial,55,0.30169529422504904,857
H20.33.044,3,L2/3 IT,251,0.30169529422504904,857
H20.33.044,3,L4 IT,1,0.30169529422504904,857
H20.33.044,3,L6 IT,1,0.30169529422504904,857
H20.33.044,3,L6 IT Car3,1,0.30169529422504904,857
H20.33.044,3,Lamp5,21,0.30169529422504904,857
H20.33.044,3,Lamp5 Lhx6,10,0.30169529422504904,857
H20.33.044,3,Microglia-PVM,50,0.30169529422504904,857
H20.33.044,3,OPC,49,0.30169529422504904,857
H20.33.044,3,Oligodendrocyte,70,0.30169529422504904,857
H20.33.044,3,Pax6,4,0.30169529422504904,857
H20.33.044,3,Pvalb,35,0.30169529422504904,857
H20.33.044,3,Sncg,1,0.30169529422504904,857
H20.33.044,3,Sst,36,0.30169529422504904,857
H20.33.044,3,Sst Chodl,2,0.30169529422504904,857
H20.33.044,3,VLMC,45,0.30169529422504904,857
H20.33.044,3,Vip,62,0.30169529422504904,857
H20.33.044,4,Astrocyte,163,0.36597000272942565,827
H20.33.044,4,Chandelier,7,0.36597000272942565,827
H20.33.044,4,Endothelial,82,0.36597000272942565,827
H20.33.044,4,L2/3 IT,196,0.36597000272942565,827
H20.33.044,4,L4 IT,11,0.36597000272942565,827
H20.33.044,4,L5 ET,1,0.36597000272942565,827
H20.33.044,4,L5 IT,1,0.36597000272942565,827
H20.33.044,4,L5/6 NP,1,0.36597000272942565,827
H20.33.044,4,L6 IT Car3,1,0.36597000272942565,827
H20.33.044,4,Lamp5,14,0.36597000272942565,827
H20.33.044,4,Lamp5 Lhx6,8,0.36597000272942565,827
H20.33.044,4,Microglia-PVM,37,0.36597000272942565,827
H20.33.044,4,OPC,62,0.36597000272942565,827
H20.33.044,4,Oligodendrocyte,94,0.36597000272942565,827
H20.33.044,4,Pax6,1,0.36597000272942565,827
H20.33.044,4,Pvalb,24,0.36597000272942565,827
H20.33.044,4,Sncg,1,0.36597000272942565,827
H20.33.044,4,Sst,27,0.36597000272942565,827
H20.33.044,4,VLMC,60,0.36597000272942565,827
H20.33.044,4,Vip,36,0.36597000272942565,827
H20.33.044,5,Astrocyte,156,0.4252794918490117,904
H20.33.044,5,Chandelier,1,0.4252794918490117,904
H20.33.044,5,Endothelial,85,0.4252794918490117,904
H20.33.044,5,L2/3 IT,205,0.4252794918490117,904
H20.33.044,5,L4 IT,49,0.4252794918490117,904
H20.33.044,5,L5 IT,4,0.4252794918490117,904
H20.33.044,5,L6 IT Car3,6,0.4252794918490117,904
H20.33.044,5,Lamp5,21,0.4252794918490117,904
H20.33.044,5,Lamp5 Lhx6,3,0.4252794918490117,904
H20.33.044,5,Microglia-PVM,51,0.4252794918490117,904
H20.33.044,5,OPC,40,0.4252794918490117,904
H20.33.044,5,Oligodendrocyte,133,0.4252794918490117,904
H20.33.044,5,Pax6,1,0.4252794918490117,904
H20.33.044,5,Pvalb,18,0.4252794918490117,904
H20.33.044,5,Sncg,2,0.4252794918490117,904
H20.33.044,5,Sst,48,0.4252794918490117,904
H20.33.044,5,VLMC,49,0.4252794918490117,904
H20.33.044,5,Vip,32,0.4252794918490117,904
H20.33.044,6,Astrocyte,128,0.4785746476917123,1057
H20.33.044,6,Chandelier,9,0.4785746476917123,1057
H20.33.044,6,Endothelial,77,0.4785746476917123,1057
H20.33.044,6,L2/3 IT,97,0.4785746476917123,1057
H20.33.044,6,L4 IT,250,0.4785746476917123,1057
H20.33.044,6,L5 IT,27,0.4785746476917123,1057
H20.33.044,6,L6 IT,1,0.4785746476917123,1057
H20.33.044,6,L6 IT Car3,1,0.4785746476917123,1057
H20.33.044,6,L6b,1,0.4785746476917123,1057
H20.33.044,6,Lamp5,21,0.4785746476917123,1057
H20.33.044,6,Lamp5 Lhx6,6,0.4785746476917123,1057
H20.33.044,6,Microglia-PVM,40,0.4785746476917123,1057
H20.33.044,6,OPC,25,0.4785746476917123,1057
H20.33.044,6,Oligodendrocyte,179,0.4785746476917123,1057
H20.33.044,6,Pvalb,31,0.4785746476917123,1057
H20.33.044,6,Sst,62,0.4785746476917123,1057
H20.33.044,6,VLMC,73,0.4785746476917123,1057
H20.33.044,6,Vip,29,0.4785746476917123,1057
H20.33.044,7,Astrocyte,110,0.5265249766703246,1145
H20.33.044,7,Chandelier,7,0.5265249766703246,1145
H20.33.044,7,Endothelial,70,0.5265249766703246,1145
H20.33.044,7,L2/3 IT,16,0.5265249766703246,1145
H20.33.044,7,L4 IT,377,0.5265249766703246,1145
H20.33.044,7,L5 ET,9,0.5265249766703246,1145
H20.33.044,7,L5 IT,148,0.5265249766703246,1145
H20.33.044,7,L5/6 NP,2,0.5265249766703246,1145
H20.33.044,7,L6 IT,4,0.5265249766703246,1145
H20.33.044,7,L6 IT Car3,4,0.5265249766703246,1145
H20.33.044,7,L6b,2,0.5265249766703246,1145
H20.33.044,7,Lamp5,18,0.5265249766703246,1145
H20.33.044,7,Lamp5 Lhx6,4,0.5265249766703246,1145
H20.33.044,7,Microglia-PVM,28,0.5265249766703246,1145
H20.33.044,7,OPC,16,0.5265249766703246,1145
H20.33.044,7,Oligodendrocyte,169,0.5265249766703246,1145
H20.33.044,7,Pvalb,36,0.5265249766703246,1145
H20.33.044,7,Sncg,1,0.5265249766703246,1145
H20.33.044,7,Sst,62,0.5265249766703246,1145
H20.33.044,7,VLMC,45,0.5265249766703246,1145
H20.33.044,7,Vip,17,0.5265249766703246,1145
H20.33.044,8,Astrocyte,101,0.5736308020987178,1205
H20.33.044,8,Chandelier,5,0.5736308020987178,1205
H20.33.044,8,Endothelial,71,0.5736308020987178,1205
H20.33.044,8,L2/3 IT,3,0.5736308020987178,1205
H20.33.044,8,L4 IT,247,0.5736308020987178,1205
H20.33.044,8,L5 ET,14,0.5736308020987178,1205
H20.33.044,8,L5 IT,324,0.5736308020987178,1205
H20.33.044,8,L5/6 NP,27,0.5736308020987178,1205
H20.33.044,8,L6 IT,4,0.5736308020987178,1205
H20.33.044,8,L6 IT Car3,8,0.5736308020987178,1205
H20.33.044,8,Lamp5,7,0.5736308020987178,1205
H20.33.044,8,Lamp5 Lhx6,5,0.5736308020987178,1205
H20.33.044,8,Microglia-PVM,38,0.5736308020987178,1205
H20.33.044,8,OPC,39,0.5736308020987178,1205
H20.33.044,8,Oligodendrocyte,167,0.5736308020987178,1205
H20.33.044,8,Pvalb,43,0.5736308020987178,1205
H20.33.044,8,Sst,48,0.5736308020987178,1205
H20.33.044,8,VLMC,43,0.5736308020987178,1205
H20.33.044,8,Vip,11,0.5736308020987178,1205
H20.33.044,9,Astrocyte,108,0.6232998583340807,934
H20.33.044,9,Endothelial,51,0.6232998583340807,934
H20.33.044,9,L2/3 IT,2,0.6232998583340807,934
H20.33.044,9,L4 IT,46,0.6232998583340807,934
H20.33.044,9,L5 ET,25,0.6232998583340807,934
H20.33.044,9,L5 IT,243,0.6232998583340807,934
H20.33.044,9,L5/6 NP,57,0.6232998583340807,934
H20.33.044,9,L6 IT,10,0.6232998583340807,934
H20.33.044,9,L6 IT Car3,12,0.6232998583340807,934
H20.33.044,9,L6b,6,0.6232998583340807,934
H20.33.044,9,Lamp5,4,0.6232998583340807,934
H20.33.044,9,Lamp5 Lhx6,7,0.6232998583340807,934
H20.33.044,9,Microglia-PVM,37,0.6232998583340807,934
H20.33.044,9,OPC,26,0.6232998583340807,934
H20.33.044,9,Oligodendrocyte,183,0.6232998583340807,934
H20.33.044,9,Pvalb,36,0.6232998583340807,934
H20.33.044,9,Sst,44,0.6232998583340807,934
H20.33.044,9,VLMC,30,0.6232998583340807,934
H20.33.044,9,Vip,7,0.6232998583340807,934
H20.33.044,10,Astrocyte,132,0.6753469056984731,981
H20.33.044,10,Chandelier,1,0.6753469056984731,981
H20.33.044,10,Endothelial,52,0.6753469056984731,981
H20.33.044,10,L2/3 IT,3,0.6753469056984731,981
H20.33.044,10,L4 IT,10,0.6753469056984731,981
H20.33.044,10,L5 ET,7,0.6753469056984731,981
H20.33.044,10,L5 IT,231,0.6753469056984731,981
H20.33.044,10,L5/6 NP,33,0.6753469056984731,981
H20.33.044,10,L6 CT,10,0.6753469056984731,981
H20.33.044,10,L6 IT,38,0.6753469056984731,981
H20.33.044,10,L6 IT Car3,25,0.6753469056984731,981
H20.33.044,10,L6b,30,0.6753469056984731,981
H20.33.044,10,Lamp5,2,0.6753469056984731,981
H20.33.044,10,Lamp5 Lhx6,11,0.6753469056984731,981
H20.33.044,10,Microglia-PVM,38,0.6753469056984731,981
H20.33.044,10,OPC,37,0.6753469056984731,981
H20.33.044,10,Oligodendrocyte,222,0.6753469056984731,981
H20.33.044,10,Pax6,3,0.6753469056984731,981
H20.33.044,10,Pvalb,27,0.6753469056984731,981
H20.33.044,10,Sst,34,0.6753469056984731,981
H20.33.044,10,Sst Chodl,4,0.6753469056984731,981
H20.33.044,10,VLMC,27,0.6753469056984731,981
H20.33.044,10,Vip,4,0.6753469056984731,981
H20.33.044,11,Astrocyte,154,0.7286523577098767,963
H20.33.044,11,Chandelier,4,0.7286523577098767,963
H20.33.044,11,Endothelial,34,0.7286523577098767,963
H20.33.044,11,L2/3 IT,2,0.7286523577098767,963
H20.33.044,11,L4 IT,5,0.7286523577098767,963
H20.33.044,11,L5 ET,2,0.7286523577098767,963
H20.33.044,11,L5 IT,113,0.7286523577098767,963
H20.33.044,11,L5/6 NP,9,0.7286523577098767,963
H20.33.044,11,L6 CT,27,0.7286523577098767,963
H20.33.044,11,L6 IT,91,0.7286523577098767,963
H20.33.044,11,L6 IT Car3,61,0.7286523577098767,963
H20.33.044,11,L6b,66,0.7286523577098767,963
H20.33.044,11,Lamp5,4,0.7286523577098767,963
H20.33.044,11,Lamp5 Lhx6,12,0.7286523577098767,963
H20.33.044,11,Microglia-PVM,28,0.7286523577098767,963
H20.33.044,11,OPC,36,0.7286523577098767,963
H20.33.044,11,Oligodendrocyte,230,0.7286523577098767,963
H20.33.044,11,Pax6,2,0.7286523577098767,963
H20.33.044,11,Pvalb,14,0.7286523577098767,963
H20.33.044,11,Sst,27,0.7286523577098767,963
H20.33.044,11,Sst Chodl,3,0.7286523577098767,963
H20.33.044,11,VLMC,34,0.7286523577098767,963
H20.33.044,11,Vip,5,0.7286523577098767,963
H20.33.044,12,Astrocyte,149,0.7835778716327416,971
H20.33.044,12,Chandelier,2,0.7835778716327416,971
H20.33.044,12,Endothelial,37,0.7835778716327416,971
H20.33.044,12,L2/3 IT,2,0.7835778716327416,971
H20.33.044,12,L4 IT,1,0.7835778716327416,971
H20.33.044,12,L5 ET,3,0.7835778716327416,971
H20.33.044,12,L5 IT,35,0.7835778716327416,971
