stratum,celltype,scz_coef,scz_se,scz_pval,sex_coef,sex_pval,age_coef,age_pval,r_squared,n,scz_pval_fdr
L6,Astrocyte,-0.00556917276496147,0.005962472315862469,0.36142534260283954,0.0034067973310749275,0.575227111271843,0.0006467525526820031,0.07625354375287809,0.18568824279921603,24,0.5782805481645432
L6,L6 IT,-0.009086965660391213,0.011264465435635546,0.4293324296434188,0.015310721503255922,0.19045775617821833,-0.0008131370986907609,0.2278129507069089,0.1589389124102718,24,0.6133043720355826
L6,Microglia-PVM,-0.004102970871978523,0.005143613173151799,0.4344239301918711,0.001255119134368982,0.8102516692756103,-0.0008707620284431383,0.00850750393480613,0.3345911373171019,24,0.6133043720355826
L6,L6 IT Car3,-0.00033572430544552914,0.0006006278804780101,0.5823973620882046,0.0006373999966992834,0.3026187838838993,-6.312637836993555e-05,0.08510781344752999,0.1844076512860061,24,0.7765298161176061
L6,Lamp5 Lhx6,0.0002382057585033052,0.0006445227668171965,0.7155762903437723,6.258476792277254e-05,0.9238348717406487,-2.3946147851453768e-05,0.5291999656870607,0.02398353884306048,24,0.8608824441446331
L6,Vip,-0.00021641608285857534,0.0005895333924937035,0.7174020367871943,-0.0004637037164219505,0.4420819551145675,-5.343293867144424e-07,0.9876907776919832,0.03959063334152668,24,0.8608824441446331
L6,Sst Chodl,-9.093424838380233e-05,0.00043569456575792074,0.8367848200596836,-0.0006881275814314507,0.13100152956427968,-1.4639400232399353e-07,0.9954366150640681,0.11692504736851828,24,0.9270859625323055
L6,Lamp5,5.3703548052803115e-05,0.0003032161121559431,0.8612009200010852,0.0005259796499105614,0.09911008442689649,1.6897837419215817e-05,0.3482550826998235,0.18923173573514496,24,0.9270859625323055
L6,OPC,0.00021564616171637434,0.0015180408637815404,0.8884573807601261,0.00013427036610480546,0.9306025302256983,8.603143446875565e-05,0.34033304592805147,0.051854388393778095,24,0.9270859625323055
L6,Sncg,-1.421782709713746e-06,9.049365486796254e-05,0.9876203041523239,6.0496396369196496e-05,0.5126736503419336,-1.2034183470306217e-05,0.03288115841105012,0.2150294414556032,24,0.9876203041523239
