stratum,celltype,scz_mean,ctrl_mean,diff_mean,log2_ratio,n_scz,n_ctrl,U_stat,pval_nominal,pval_fdr_global,pval_fdr_stratum
L5,L5/6 NP_6,0.0012383466081442418,0.0008928956234744334,0.00034545098466980833,0.47140143374983856,12,12,94.0,0.21449380778351745,0.5127073226877135,0.5147851386804418
L2/3,L2/3 IT_3,0.0018700532410628,0.0012793842004515832,0.0005906690406112167,0.5472738315458486,12,12,94.0,0.21449380778351745,0.5127073226877135,0.5648380589565271
L2/3,Pax6_4,0.0007786066109912001,0.0009475317444291751,-0.00016892513343797508,-0.2829497324270392,12,12,50.0,0.21449380778351745,0.5127073226877135,0.5648380589565271
L6,Micro-PVM_2,0.031059825952380788,0.037666490684319334,-0.006606664731938546,-0.2782237341000637,12,12,50.0,0.21449380778351745,0.5127073226877135,0.49893124853992105
L4,Vip_5,8.648255109867498e-05,2.942596108040193e-05,5.705659001827305e-05,1.52369245695413,12,12,90.5,0.21561285941879393,0.5127073226877135,0.4679257800152549
L4,Sst_25,0.00017456515659760834,0.000439637419496825,-0.0002650722628992167,-1.3275854658293453,12,12,50.5,0.22179565376174348,0.5243608230552201,0.4713157642437049
L6,L2/3 IT_8,0.005756650979736208,0.006975547066067317,-0.0012188960863311086,-0.27703283599086437,12,12,51.0,0.23658409332187624,0.5405748277578066,0.5358450619790059
L2/3,Sncg_3,0.004027320360968842,0.003229943970733442,0.0007973763902353998,0.3182226889887051,12,12,93.0,0.23658409332187624,0.5405748277578066,0.5648380589565271
L2/3,Sncg_6,0.001268011570889433,0.0010827855886053916,0.00018522598228404145,0.2276258553280784,12,12,93.0,0.23658409332187624,0.5405748277578066,0.5648380589565271
L2/3,Astro_4,0.05055990737335605,0.04215727058501814,0.008402636788337907,0.26220666855362845,12,12,93.0,0.23658409332187624,0.5405748277578066,0.5648380589565271
L2/3,Micro-PVM_2,0.028046423409922694,0.03550567449762499,-0.007459251087702297,-0.3402220029665488,12,12,51.0,0.23658409332187624,0.5405748277578066,0.5648380589565271
L4,L2/3 IT_5,0.0072026776090449085,0.005427317606097275,0.0017753600029476336,0.40822848275577683,12,12,93.0,0.23658409332187624,0.5405748277578066,0.49248117385370155
L2/3,Pvalb_3,0.00012838464320113734,0.00018606264915390833,-5.767800595277099e-05,-0.5318551315472304,12,12,51.5,0.23944222064461473,0.5440659346869302,0.5648380589565271
L6,Lamp5_3,0.00011159353848954073,5.1589291054975006e-05,6.0004247434565726e-05,1.0982830831092127,12,12,91.0,0.24434867488459278,0.5514465896642322,0.5358450619790059
L6,Chandelier_1,7.318085166808267e-05,2.8079204220463294e-05,4.5101647447619376e-05,1.3510590423707598,12,12,90.0,0.2453869909997317,0.5514465896642322,0.5358450619790059
L6,Vip_21,0.024171737480621125,0.02066182272366564,0.003509914756955484,0.2263435101591472,12,12,92.0,0.2602362026171888,0.5661521642044162,0.5569054736007841
L2/3,Lamp5_5,0.007404360182423492,0.008473409046310783,-0.001069048863887291,-0.1945428598661468,12,12,52.0,0.2602362026171888,0.5661521642044162,0.5985432660195343
L4,Micro-PVM_1,0.0017790908977692586,0.0023609642670171503,-0.0005818733692478917,-0.40803622687426344,12,12,52.0,0.2602362026171888,0.5661521642044162,0.510463320518332
L4,Lamp5_5,0.0011665932834423163,0.0008536728845983584,0.0003129203988439579,0.45009355970664805,12,12,92.0,0.2602362026171888,0.5661521642044162,0.510463320518332
L4,Sst_3,0.00158048660837135,0.0019938565283448167,-0.0004133699199734668,-0.3350036508829851,12,12,52.0,0.2602362026171888,0.5661521642044162,0.510463320518332
L5,Sst_3,0.001801061454033125,0.0021975563527335163,-0.0003964948987003913,-0.28690830086530306,12,12,52.0,0.2602362026171888,0.5661521642044162,0.6109893452751389
L2/3,Astro_3,0.00037261693840266665,3.9166794363049064e-05,0.0003334501440396176,3.2174846306691016,12,12,90.0,0.27078484122049384,0.5859841272972591,0.6076147656654984
L4,Pax6_3,0.00020213966391265833,0.0003617216912818305,-0.0001595820273691722,-0.836391063449059,12,12,53.0,0.2833732426869957,0.5999605933295373,0.5453598255485578
L6,L5/6 NP_4,0.00031488764273890124,0.00044178243987303334,-0.0001268947971341321,-0.48718650684173964,12,12,53.0,0.2850570563218616,0.5999605933295373,0.5588780797683334
L5,L2/3 IT_2,0.0034875692035079915,0.0042681899418909,-0.0007806207383829083,-0.29132689843640075,12,12,53.0,0.28547630885188247,0.5999605933295373,0.6423216949167356
L5,Pvalb_14,0.0011353962385839667,0.0010542168000671666,8.117943851680015e-05,0.10692652241921552,12,12,91.0,0.28547630885188247,0.5999605933295373,0.6423216949167356
L6,Vip_4,3.87487012267458e-05,1.1117040199216667e-05,2.7631661027529135e-05,1.713870383536394,12,12,84.5,0.28604478166078184,0.5999605933295373,0.5588780797683334
L6,Pax6_2,3.095305818128747e-05,9.393905234283333e-06,2.1559152947004137e-05,1.6202162055442573,12,12,84.5,0.28604478166078184,0.5999605933295373,0.5588780797683334
L6,L6 IT_1,0.00037574025046584165,0.0003371988311019333,3.8541419363908355e-05,0.15569850383793643,12,12,90.0,0.30635876648851046,0.6227152176982814,0.5588780797683334
L5,L2/3 IT_13,0.08144269654421694,0.08766332282806417,-0.00622062628384723,-0.1061867780123661,12,12,54.0,0.3123214216762161,0.6227152176982814,0.6613865400202225
L6,Sst_5,0.001764834549084325,0.002087292357427725,-0.0003224578083434002,-0.24197352578249692,12,12,54.0,0.3123214216762161,0.6227152176982814,0.5588780797683334
L5,OPC_1,0.004799946532236384,0.0025413669613166922,0.0022585795709196914,0.9171465871605007,12,12,90.0,0.3123214216762161,0.6227152176982814,0.6613865400202225
L6,L4 IT_1,0.02429146711749837,0.026508324269893715,-0.0022168571523953455,-0.12599087996226332,12,12,54.0,0.3123214216762161,0.6227152176982814,0.5588780797683334
L5,L5/6 NP_1,0.00045324657344268334,0.000578217267465475,-0.00012497069402279167,-0.3506289805943689,12,12,54.0,0.3123214216762161,0.6227152176982814,0.6613865400202225
L6,L5/6 NP_1,0.0007580700624926668,0.0009780576668260417,-0.00021998760433337495,-0.3671607843967716,12,12,54.0,0.3123214216762161,0.6227152176982814,0.5588780797683334
L6,VLMC_2,0.03822108099638902,0.03587086605042076,0.0023502149459682584,0.09155353172299577,12,12,89.0,0.3407786135629546,0.6227152176982814,0.5588780797683334
L2/3,Sncg_5,0.003110653126861825,0.003409502790982741,-0.00029884966412091615,-0.13230319912033536,12,12,55.0,0.3407786135629546,0.6227152176982814,0.6746366352310307
L6,Endo_1,0.07895656858713214,0.07211857760653967,0.0068379909805924705,0.1306866170976842,12,12,89.0,0.3407786135629546,0.6227152176982814,0.5588780797683334
L2/3,L2/3 IT_12,0.06166487255600809,0.0542957661756012,0.007369106380406887,0.1836060104364263,12,12,89.0,0.3407786135629546,0.6227152176982814,0.6746366352310307
L2/3,L2/3 IT_13,0.022905414913327888,0.019845307267443026,0.0030601076458848624,0.206881084729121,12,12,89.0,0.3407786135629546,0.6227152176982814,0.6746366352310307
L4,Vip_14,0.0003995497283701,0.0005140496126944417,-0.00011449988432434168,-0.36273004332369746,12,12,55.0,0.3407786135629546,0.6227152176982814,0.5817518811050192
L4,L2/3 IT_7,0.030207437690005598,0.025715098619469027,0.004492339070536571,0.2322797846748848,12,12,89.0,0.3407786135629546,0.6227152176982814,0.5817518811050192
L2/3,Pax6_3,0.0003834912656771173,0.0004908667340108298,-0.00010737546833371252,-0.3553166603628894,12,12,55.0,0.3407786135629546,0.6227152176982814,0.6746366352310307
L4,L4 IT_4,0.002212368349967258,0.0017793920821981165,0.00043297626776914156,0.31404857528502916,12,12,89.0,0.3407786135629546,0.6227152176982814,0.5817518811050192
L2/3,L6b_5,8.086186663315373e-06,2.354822059482799e-05,-1.5462033931512617e-05,-1.4338716039553154,12,12,59.0,0.34277835358531417,0.6227152176982814,0.6746366352310307
L2/3,Endo_3,6.8285644012208e-05,3.8809960587279506e-05,2.947568342492849e-05,0.7994270137348071,12,12,88.0,0.3466896494784587,0.6227152176982814,0.6746366352310307
L6,Lamp5_1,1.0404961085441668e-05,0.0,1.0404961085441668e-05,3.5115896189651985,12,12,78.0,0.3593173383295707,0.6227152176982814,0.5588780797683334
L4,Sst_23,0.0,8.997336788308334e-06,-8.997336788308334e-06,-3.321543823485246,12,12,66.0,0.3593173383295707,0.6227152176982814,0.5817518811050192
L4,Vip_23,0.0,7.836499279042066e-06,-7.836499279042066e-06,-3.1434749360141767,12,12,66.0,0.3593173383295707,0.6227152176982814,0.5817518811050192
L4,L2/3 IT_1,1.0488777008599999e-05,0.0,1.0488777008599999e-05,3.5221533247655805,12,12,78.0,0.3593173383295707,0.6227152176982814,0.5817518811050192
L6,Sst_12,8.215846725163494e-06,0.0,8.215846725163494e-06,3.204116722565232,12,12,78.0,0.3593173383295707,0.6227152176982814,0.5588780797683334
L6,Sst_22,1.0404961085441668e-05,0.0,1.0404961085441668e-05,3.5115896189651985,12,12,78.0,0.3593173383295707,0.6227152176982814,0.5588780797683334
L6,Lamp5_4,2.0809922170883336e-05,0.0,2.0809922170883336e-05,4.4469127165908775,12,12,78.0,0.3593173383295707,0.6227152176982814,0.5588780797683334
L5,Vip_23,0.0,1.1317850513824999e-05,-1.1317850513824999e-05,-3.6226786201085734,12,12,66.0,0.3593173383295707,0.6227152176982814,0.6788336948619642
L5,Vip_2,0.0,8.764549151583334e-06,-8.764549151583334e-06,-3.28755343358563,12,12,66.0,0.3593173383295707,0.6227152176982814,0.6788336948619642
L5,Vip_11,8.621284226491666e-06,0.0,8.621284226491666e-06,3.2662294744043843,12,12,78.0,0.3593173383295707,0.6227152176982814,0.6788336948619642
L4,L5/6 NP_2,1.8448822965091666e-05,0.0,1.8448822965091666e-05,4.281610941419735,12,12,78.0,0.3593173383295707,0.6227152176982814,0.5817518811050192
L6,Lamp5_6,1.1989545116649999e-05,0.0,1.1989545116649999e-05,3.699279004545835,12,12,78.0,0.3593173383295707,0.6227152176982814,0.5588780797683334
L5,Vip_5,0.0,8.764549151583334e-06,-8.764549151583334e-06,-3.28755343358563,12,12,66.0,0.3593173383295707,0.6227152176982814,0.6788336948619642
L6,Sncg_8,1.0404961085441668e-05,0.0,1.0404961085441668e-05,3.5115896189651985,12,12,78.0,0.3593173383295707,0.6227152176982814,0.5588780797683334
L2/3,L5/6 NP_2,0.0,7.039477389198626e-06,-7.039477389198626e-06,-3.0071017212404,12,12,66.0,0.3593173383295707,0.6227152176982814,0.6746366352310307
L4,Lamp5_1,1.4203738423949998e-05,0.0,1.4203738423949998e-05,3.9263542042503623,12,12,78.0,0.3593173383295707,0.6227152176982814,0.5817518811050192
L4,L5/6 NP_6,0.0,8.732404205525e-06,-8.732404205525e-06,-3.282796239429309,12,12,66.0,0.3593173383295707,0.6227152176982814,0.5817518811050192
L4,L2/3 IT_6,1.0142810775716666e-05,0.0,1.0142810775716666e-05,3.478041293516444,12,12,78.0,0.3593173383295707,0.6227152176982814,0.5817518811050192
L6,L5 IT_1,7.702498690575224e-06,0.0,7.702498690575224e-06,3.1214296918733164,12,12,78.0,0.3593173383295707,0.6227152176982814,0.5588780797683334
L6,Sncg_2,4.762993446121018e-06,0.0,4.762993446121018e-06,2.5268183790419516,12,12,78.0,0.3593173383295707,0.6227152176982814,0.5588780797683334
L5,L6 CT_1,0.0,6.700975662056395e-06,-6.700975662056395e-06,-2.9450412371894767,12,12,66.0,0.3593173383295707,0.6227152176982814,0.6788336948619642
L2/3,L5 ET_1,3.841839165245186e-06,0.0,3.841839165245186e-06,2.2755551571235135,12,12,78.0,0.3593173383295707,0.6227152176982814,0.6746366352310307
L5,L5 IT_5,8.137226182338963e-06,0.0,8.137226182338963e-06,3.191756268090991,12,12,78.0,0.3593173383295707,0.6227152176982814,0.6788336948619642
L6,Pvalb_3,0.00038671500609945746,0.00048277480368673836,-9.60597975872809e-05,-0.3193390576197101,12,12,56.0,0.36980179010165204,0.6241783223103969,0.5588780797683334
L6,Pvalb_2,0.0008044473429730917,0.0009638424549486666,-0.00015939511197557497,-0.26050311582642555,12,12,56.0,0.3708443333042212,0.6241783223103969,0.5588780797683334
L6,Sst_4,0.003962946516863566,0.004686829757278749,-0.0007238832404151832,-0.24198268071074408,12,12,56.0,0.3708443333042212,0.6241783223103969,0.5588780797683334
L4,Lamp5_Lhx6_1,0.001587710657470558,0.0019033083709252081,-0.0003155977134546501,-0.2614107188757952,12,12,56.0,0.3708443333042212,0.6241783223103969,0.5910331562036025
L5,L2/3 IT_8,0.0030151101234455087,0.0035424261054600756,-0.0005273159820145669,-0.23245585853323683,12,12,56.0,0.3708443333042212,0.6241783223103969,0.6788336948619642
L6,Pvalb_14,0.0004887332607013584,0.0005967484194810583,-0.00010801515877969993,-0.2875422288987879,12,12,56.0,0.3708443333042212,0.6241783223103969,0.5588780797683334
L5,L5 IT_6,0.04845961782889737,0.044785407045425635,0.003674210783471736,0.11375186620750972,12,12,88.0,0.3708443333042212,0.6241783223103969,0.6788336948619642
L6,L2/3 IT_3,0.00023259646428812128,0.00016374391580714165,6.885254848097963e-05,0.5037932520395745,12,12,87.5,0.38283158002209816,0.6417135911026154,0.5689302647550626
L5,Pvalb_3,0.00023551847919800633,0.00030801515713693326,-7.249667793892694e-05,-0.385724698004999,12,12,56.5,0.3854412887385442,0.6434509677308758,0.6937943197293795
L2/3,Vip_6,0.00021681045107977358,0.00025966226783974883,-4.2851816759975246e-05,-0.2591085809386079,12,12,57.0,0.4024015147136958,0.6584962557073578,0.7121221497681602
L2/3,Vip_1,0.011892684121471084,0.01091497276111545,0.0009777113603556334,0.12375496576666548,12,12,87.0,0.40250382378200356,0.6584962557073578,0.7121221497681602
L4,Sncg_5,0.00032497279848731666,0.00026028362410240603,6.468917438491064e-05,0.31913487376265287,12,12,87.0,0.40250382378200356,0.6584962557073578,0.6316213850117595
L2/3,Vip_4,0.0003695059247820416,0.00048566091595425494,-0.00011615499117221336,-0.39342030258130145,12,12,57.0,0.40250382378200356,0.6584962557073578,0.7121221497681602
L6,L6 IT Car3_3,0.00442557174350795,0.005511432763088009,-0.0010858610195800585,-0.3164993496525503,12,12,57.0,0.40250382378200356,0.6584962557073578,0.5899713581462244
L6,Sncg_5,0.00014639315224873768,0.00012004925506258335,2.6343897186154337e-05,0.28407529868041415,12,12,86.0,0.4233704816999597,0.6898746096226436,0.6121708316472391
L6,L6b_5,0.00213411145136105,0.0017841400836115585,0.00034997136774949137,0.25827408956641634,12,12,86.0,0.43573066003173655,0.6938181929654549,0.6134629029394186
L4,Pax6_1,0.0023692976559093163,0.00199324948994595,0.00037604816596336623,0.2492223315187929,12,12,86.0,0.43573066003173655,0.6938181929654549,0.6637138309818791
L2/3,OPC_2,0.002938392121653817,0.0033080439176835248,-0.0003696517960297078,-0.1708966085925489,12,12,58.0,0.43573066003173655,0.6938181929654549,0.7336398445662483
L5,Vip_1,0.0007634288427835334,0.0008837543013655563,-0.00012032545858202284,-0.21089465665232904,12,12,58.0,0.43573066003173655,0.6938181929654549,0.7714575620234024
L6,L5 IT_7,0.0029570980089743087,0.003985132255972042,-0.0010280342469977332,-0.43031972496151444,12,12,58.0,0.43573066003173655,0.6938181929654549,0.6134629029394186
L4,L5/6 NP_3,8.118201841605833e-05,0.00012604999190008218,-4.486797348402385e-05,-0.6285016143195451,12,12,58.5,0.4359688889782931,0.6938181929654549,0.6637138309818791
L2/3,Sst_4,7.582793393211328e-05,4.281055046504367e-05,3.301738346706961e-05,0.810352615255267,12,12,83.5,0.4492142303493084,0.709376912018792,0.7336398445662483
L2/3,Astro_1,5.937308210900893e-05,4.20498554336382e-05,1.732322667537073e-05,0.48789706122747406,12,12,83.5,0.4492142303493084,0.709376912018792,0.7336398445662483
L5,Sncg_5,0.0001549136522437578,0.00021368473479677321,-5.877108255301542e-05,-0.46147235165289713,12,12,58.5,0.45193540431896306,0.7109291552555995,0.7872423172007744
L2/3,Vip_5,0.00018262024640305373,8.643382505734263e-05,9.61864213457111e-05,1.070461721934478,12,12,85.0,0.46500068386887283,0.7159884902720876,0.7336398445662483
L4,Sst Chodl_1,0.00024021011542928335,0.0001753708651208644,6.483925030841895e-05,0.45167814927178235,12,12,85.0,0.46500068386887283,0.7159884902720876,0.6975010258033093
L5,Sst_7,0.00014738308315826395,0.00018576811848180464,-3.838503532354069e-05,-0.3319215837520398,12,12,59.0,0.46707746714643616,0.7159884902720876,0.7918767335293261
L6,Vip_16,0.00021170387570818746,0.0001312115438136633,8.049233189452417e-05,0.6859981724203654,12,12,85.0,0.46707746714643616,0.7159884902720876,0.6459876094132498
L5,L5/6 NP_2,4.721265874707139e-05,6.0722934626372334e-05,-1.3510275879300942e-05,-0.3563946655543051,12,12,60.0,0.4692602865358969,0.7159884902720876,0.7918767335293261
L2/3,Pax6_2,0.0009379014043540834,0.0010424136173914085,-0.00010451221303732505,-0.15226559587152044,12,12,59.0,0.47048642205878966,0.7159884902720876,0.7336398445662483
L2/3,Vip_14,0.0005116258175100083,0.00043155462360804157,8.007119390196672e-05,0.24502380947368171,12,12,85.0,0.47048642205878966,0.7159884902720876,0.7336398445662483
L2/3,Vip_12,0.00039370863893740775,0.00047396857837556664,-8.025993943815889e-05,-0.26704397921459416,12,12,59.0,0.47048642205878966,0.7159884902720876,0.7336398445662483
L6,Endo_3,9.772513628474287e-05,6.388865330055e-05,3.383648298419286e-05,0.6054512296186146,12,12,82.0,0.470906855460126,0.7159884902720876,0.6459876094132498
L2/3,Vip_11,9.326431920066441e-06,1.9138475924268235e-05,-9.812044004201794e-06,-0.963612657034621,12,12,63.0,0.4895503682760387,0.7388416997228776,0.7500857446041419
L5,Sncg_4,2.612042683433243e-05,1.2179827294754181e-05,1.3940599539578248e-05,1.0410484187364588,12,12,81.0,0.4895503682760387,0.7388416997228776,0.8134067657509566
L2/3,L4 IT_4,8.406484639206127e-05,3.536909674112139e-05,4.8695749650939876e-05,1.2258499562202894,12,12,83.5,0.4973394610962245,0.7478376455454259,0.7500857446041419
L6,Sst_1,0.001350999886670275,0.001446207419947467,-9.520753327719187e-05,-0.09817667921492663,12,12,60.0,0.5067205148778584,0.753631602127433,0.6705199803419406
L5,L5 IT_7,0.0026892114865139333,0.0029429582079864244,-0.00025374672147249113,-0.13003759892807754,12,12,60.0,0.5067205148778584,0.753631602127433,0.8291790243455864
L6,Oligo_4,0.23036726082660933,0.2428720525789898,-0.012504791752380479,-0.07626046594677799,12,12,60.0,0.5067205148778584,0.753631602127433,0.6705199803419406
L6,Pax6_3,8.854646643042449e-05,0.0001009237568176133,-1.2377290387188803e-05,-0.18678195148570162,12,12,83.0,0.5087699775215557,0.7539381188634648,0.6705199803419406
L6,Vip_14,9.939567430025e-06,3.548601830755e-05,-2.5546450877525002e-05,-1.7377880267319277,12,12,65.0,0.513856433533076,0.7559974148022592,0.6705199803419406
L4,L5 IT_7,2.19518143074e-05,8.735150244583334e-06,1.3216664062816666e-05,1.2373330514423166,12,12,79.0,0.513856433533076,0.7559974148022592,0.7596138582662861
L6,Lamp5_5,0.00017183742517238036,0.0001798566937981833,-8.01926862580295e-06,-0.06543135165357612,12,12,83.0,0.5393902014678562,0.7784873764173196,0.6852659483136148
L6,L2/3 IT_5,1.8782154974236603e-05,4.921737671129663e-05,-3.0435221737060028e-05,-1.3439870710951531,12,12,64.0,0.5420425425882311,0.7784873764173196,0.6852659483136148
L4,L2/3 IT_3,0.016123088915258422,0.016833926219883198,-0.0007108373046247757,-0.06223975450497035,12,12,61.0,0.5443701458566098,0.7784873764173196,0.7791051445705075
L2/3,Astro_5,0.022250830363508663,0.019354157776770294,0.002896672586738369,0.20120594433688943,12,12,83.0,0.5443701458566098,0.7784873764173196,0.7892012729940674
L2/3,VLMC_1,0.04034974511464941,0.036244554821375397,0.004105190293274011,0.15479124156675697,12,12,83.0,0.5443701458566098,0.7784873764173196,0.7892012729940674
L4,Lamp5_2,0.007389353536274443,0.006895258031158341,0.0004940955051161017,0.09982962551736427,12,12,83.0,0.5443701458566098,0.7784873764173196,0.7791051445705075
L6,Pvalb_5,0.0013951167480958414,0.0015767891330003,-0.0001816723849044587,-0.17648481644807304,12,12,61.0,0.5443701458566098,0.7784873764173196,0.6852659483136148
L5,Pvalb_5,0.0017940058829879915,0.0020155215941231918,-0.00022151571113520024,-0.167880282697156,12,12,61.0,0.5443701458566098,0.7784873764173196,0.8750407000540549
L2/3,L6 IT_2,7.854746055052559e-05,6.914420036261298e-05,9.403260187912615e-06,0.18149205073699726,12,12,61.5,0.5490095812132643,0.7810147160032784,0.7892012729940674
L4,Sst_1,0.00010500942015959167,0.00011388691227856423,-8.877492118972556e-06,-0.11602198740396912,12,12,62.0,0.5499565726380053,0.7810147160032784,0.7791051445705075
L5,L6b_6,0.0005679483717742417,0.00040946135887532325,0.00015848701289891844,0.4710513315740543,12,12,82.5,0.5636180676565299,0.7948958264535196,0.8750407000540549
L5,Pax6_4,0.00036271657354434994,0.00025076413065042434,0.0001119524428939256,0.530741912868417,12,12,82.5,0.5636180676565299,0.7948958264535196,0.8750407000540549
L5,Pvalb_7,1.7200138530615762e-05,8.246742536698004e-06,8.953395993917758e-06,0.9769323071786614,12,12,78.0,0.5806695263859756,0.8060622664912352,0.8750407000540549
L6,Astro_1,0.0008918562180554251,0.0005332538819269166,0.00035860233612850846,0.7409023826435136,12,12,62.0,0.5817137931590854,0.8060622664912352,0.709313294740787
L5,L4 IT_4,0.006171474460998767,0.00659490751650221,-0.00042343305550344296,-0.09572220825270708,12,12,62.0,0.5833604667027033,0.8060622664912352,0.8750407000540549
L6,OPC_2,0.004148037601895676,0.0036201935584892577,0.0005278440434064182,0.19631143893125555,12,12,82.0,0.5833604667027033,0.8060622664912352,0.709313294740787
L5,Lamp5_3,0.0007056439501554823,0.0008274560439260166,-0.00012181209377053431,-0.22944167189425646,12,12,62.0,0.5833604667027033,0.8060622664912352,0.8750407000540549
L6,L2/3 IT_13,0.013514017343021751,0.013876757036783408,-0.0003627396937616566,-0.038211051014485464,12,12,62.0,0.5833604667027033,0.8060622664912352,0.709313294740787
L5,Vip_14,0.000101443959883375,8.334671430139909e-05,1.809724558197591e-05,0.2804311502570847,12,12,81.0,0.6142096440486573,0.8445509858206517,0.9086937199623971
L6,Sncg_3,0.00031926109486164165,0.00036607539119111666,-4.681429632947501e-05,-0.19682784813873466,12,12,63.0,0.6220864754493118,0.8445509858206517,0.7479017176750153
L4,Chandelier_1,0.00023906724111275835,0.0003225731868445762,-8.350594573181786e-05,-0.430653511651251,12,12,63.0,0.6220864754493118,0.8445509858206517,0.8595634893021659
L2/3,VLMC_2,0.07696546552842855,0.07479134449673379,0.002174121031694759,0.04133938899848087,12,12,81.0,0.623604884395689,0.8445509858206517,0.8267636469376578
L4,Sncg_3,0.0008270208997333332,0.0007686231595126499,5.839774022068332e-05,0.1055149692896376,12,12,81.0,0.623604884395689,0.8445509858206517,0.8595634893021659
L2/3,Vip_19,0.0003615842510579583,0.00036162815455993745,-4.390350197915104e-08,-0.00017467810580645767,12,12,63.0,0.623604884395689,0.8445509858206517,0.8267636469376578
L2/3,L5 IT_6,6.408379869568251e-05,4.601559535557741e-05,1.80682033401051e-05,0.46915907133862894,12,12,80.0,0.6369501543351049,0.8526246605634167,0.8267636469376578
L2/3,Vip_15,4.676212797237561e-05,3.9184210283683454e-05,7.577917688692153e-06,0.24923838546595,12,12,80.0,0.6369501543351049,0.8526246605634167,0.8267636469376578
L2/3,L4 IT_3,4.1417760274747204e-05,1.8055979662648058e-05,2.3361780612099146e-05,1.154424667675248,12,12,79.0,0.6403592080734604,0.8526246605634167,0.8267636469376578
L2/3,Sst_23,3.124326540825175e-05,2.5026342356629507e-05,6.216923051622244e-06,0.3090252838296425,12,12,79.0,0.6403592080734604,0.8526246605634167,0.8267636469376578
L2/3,Chandelier_1,8.812123875327901e-05,5.29752886638762e-05,3.5145950089402805e-05,0.7234702318520662,12,12,80.0,0.6488668531146259,0.8526246605634167,0.8267636469376578
L2/3,L5/6 NP_3,7.612919504340729e-06,6.8261249453910005e-06,7.867945589497287e-07,0.13820420472668568,12,12,77.0,0.6512910450788394,0.8526246605634167,0.8267636469376578
L6,Sst_23,2.422854776838333e-05,2.4764735017333333e-05,-5.361872489500012e-07,-0.030340592067743213,12,12,77.0,0.6512910450788394,0.8526246605634167,0.7651139032786787
L6,Vip_12,1.4523071956821057e-05,1.8787810468566667e-05,-4.26473851174561e-06,-0.3501978966333582,12,12,77.0,0.6512910450788394,0.8526246605634167,0.7651139032786787
L5,Endo_3,1.5856608065155406e-05,1.062518594075e-05,5.231422124405405e-06,0.536060470461415,12,12,77.0,0.6512910450788394,0.8526246605634167,0.9505328766015493
L4,Sst_4,0.00027541464193951666,0.0002281610360800083,4.7253605859508345e-05,0.27047227305014043,12,12,80.0,0.6611090895883664,0.8526246605634167,0.8809164323948957
L6,L5/6 NP_6,0.0011577313817474084,0.0010729321374749585,8.479924427244991e-05,0.10964332682395576,12,12,80.0,0.6650055421020291,0.8526246605634167,0.7651139032786787
L6,L5 IT_6,0.0157850251251099,0.01788548017477879,-0.0021004550496688916,-0.18022156127719177,12,12,64.0,0.6650055421020291,0.8526246605634167,0.7651139032786787
L4,Sst_10,0.0021274910218386663,0.0018962080043155496,0.00023128301752311673,0.16595314444908624,12,12,80.0,0.6650055421020291,0.8526246605634167,0.8809164323948957
L2/3,Sncg_4,0.0006307698151572668,0.00072033149723245,-8.956168207518327e-05,-0.19126341173452446,12,12,64.0,0.6650055421020291,0.8526246605634167,0.8267636469376578
L2/3,Vip_16,0.0017876639500044086,0.0015883265784079335,0.0001993373715964751,0.17046675930479102,12,12,80.0,0.6650055421020291,0.8526246605634167,0.8267636469376578
L5,Sncg_3,0.0005030080971093417,0.00047833049280591663,2.4677604303425084e-05,0.07242619092178701,12,12,80.0,0.6650055421020291,0.8526246605634167,0.9526496300769108
L4,Vip_16,0.0006449712848935,0.0006071181134229846,3.785317147051543e-05,0.08711847247103635,12,12,80.0,0.6650055421020291,0.8526246605634167,0.8809164323948957
L4,Sst_5,8.048496233521667e-05,9.060438146558734e-05,-1.0119419130370672e-05,-0.16888276316313394,12,12,65.0,0.6752130023701057,0.8630066186542913,0.8829708492532152
L2/3,L4 IT_2,0.00017655078167950255,0.00020417337125915765,-2.7622589579655104e-05,-0.20861178876808073,12,12,64.5,0.6860413341329031,0.8741149709045402,0.8415440365363612
L5,Pax6_2,0.00011314231971383243,9.894078439391821e-05,1.4201535319914219e-05,0.19168834196145643,12,12,79.0,0.6998906645027011,0.8741651745925938,0.9526496300769108
L5,L5 ET_1,9.970283604478847e-05,8.088050490745086e-05,1.8822331137337606e-05,0.2985124101052801,12,12,79.0,0.6998906645027011,0.8741651745925938,0.9526496300769108
L2/3,Lamp5_Lhx6_1,0.0022976845347788587,0.0024537605987069665,-0.00015607606392810782,-0.09477384402409829,12,12,65.0,0.7074539677020747,0.8741651745925938,0.8452696756959853
L6,Micro-PVM_1,0.0015562070337746833,0.0014694665841948832,8.674044957980012e-05,0.08268676645574828,12,12,79.0,0.7074539677020747,0.8741651745925938,0.7968165741486526
L5,L4 IT_2,0.05822259370665103,0.061853801927796936,-0.003631208221145904,-0.08728171024395107,12,12,65.0,0.7074539677020747,0.8741651745925938,0.9526496300769108
L4,L2/3 IT_13,0.1396890277700848,0.13672668590325268,0.0029623418668321133,0.030923629977734398,12,12,79.0,0.7074539677020747,0.8741651745925938,0.9134215785520458
L5,L6b_3,0.000511801755663192,0.00046212246974109295,4.9679285922098995e-05,0.14700744596560433,12,12,79.0,0.7074539677020747,0.8741651745925938,0.9526496300769108
L6,Pvalb_15,0.0010889621915528335,0.0010532293897802,3.5732801772633436e-05,0.048089274721623554,12,12,79.0,0.7074539677020747,0.8741651745925938,0.7968165741486526
