stratum,celltype,scz_mean,ctrl_mean,diff_mean,log2_ratio,n_scz,n_ctrl,U_stat,pval_nominal,pval_fdr_global,pval_fdr_stratum
L6,L6 CT_4,0.00020781044772889097,0.0003569706616041583,-0.00014916021387526734,-0.7776474543376187,12,12,49.0,0.1935429914223199,0.5052083986210572,0.48257212079576617
L6,Chandelier_2,0.008003631141007592,0.010237256138626983,-0.0022336249976193916,-0.3550631759559869,12,12,49.0,0.1939308522824107,0.5052083986210572,0.48257212079576617
L6,Vip_19,0.0007221627026735416,0.0009087685975406415,-0.00018660589486709997,-0.3311793657652237,12,12,49.0,0.1939308522824107,0.5052083986210572,0.48257212079576617
L5,L5 ET_2,0.0062397586157247826,0.006857941464484766,-0.0006181828487599834,-0.136264532248021,12,12,49.0,0.1939308522824107,0.5052083986210572,0.510842245036594
L5,Oligo_3,0.001046742296661521,0.0001432604546070524,0.0009034818420544685,2.860536133948616,12,12,94.0,0.20230579316617758,0.5127073226877135,0.5147851386804418
L5,L6 IT_1,6.689464376794203e-05,2.8064410244050002e-05,3.883023352389203e-05,1.224044129600461,12,12,90.0,0.2084506871695786,0.5127073226877135,0.5147851386804418
L6,Vip_1,5.875970293292936e-05,2.4398499293729966e-05,3.4361203639199394e-05,1.2344297206318182,12,12,90.0,0.2084506871695786,0.5127073226877135,0.49893124853992105
L4,Oligo_3,0.0002719023378965,4.640566325450608e-05,0.0002254966746419939,2.5252534297518245,12,12,92.0,0.20874898315922874,0.5127073226877135,0.4679257800152549
L6,L5 IT_3,0.00039582165154053434,0.00027244488138484173,0.0001233767701556926,0.5372406882318357,12,12,94.0,0.21098667116526582,0.5127073226877135,0.49893124853992105
L2/3,Sst_3,0.00022300141632754973,0.0003426653697123333,-0.00011966395338478358,-0.6174966280568702,12,12,50.0,0.21439414311243332,0.5127073226877135,0.5648380589565271
L2/3,Sst_20,0.0023026439844632167,0.002783472733075908,-0.00048082874861269135,-0.2734863917207432,12,12,50.0,0.21449380778351745,0.5127073226877135,0.5648380589565271
L5,Pvalb_15,0.004019948477048,0.004611445138465742,-0.0005914966614177421,-0.1979959014184089,12,12,50.0,0.21449380778351745,0.5127073226877135,0.5147851386804418
L4,Vip_1,0.005369157102392825,0.006114945327475491,-0.0007457882250826659,-0.18761121555835314,12,12,50.0,0.21449380778351745,0.5127073226877135,0.4679257800152549
L2/3,Vip_21,0.041851569942690035,0.0371576562782104,0.004693913664479632,0.17161788139322243,12,12,94.0,0.21449380778351745,0.5127073226877135,0.5648380589565271
