sample,diagnosis,stratum,celltype,proportion,count,n_stratum,level
Br1113,Control,L2/3,Astrocyte,0.1815937940761636,1545,8508,subclass
Br1113,Control,L2/3,Chandelier,0.006582040432534086,56,8508,subclass
Br1113,Control,L2/3,Endothelial,0.12200282087447109,1038,8508,subclass
Br1113,Control,L2/3,L2/3 IT,0.27585801598495535,2347,8508,subclass
Br1113,Control,L2/3,L4 IT,0.005524212505876822,47,8508,subclass
Br1113,Control,L2/3,L5 ET,0.0010578279266572638,9,8508,subclass
Br1113,Control,L2/3,L5 IT,0.0004701457451810061,4,8508,subclass
Br1113,Control,L2/3,L5/6 NP,0.0004701457451810061,4,8508,subclass
Br1113,Control,L2/3,L6 CT,0.00011753643629525152,1,8508,subclass
Br1113,Control,L2/3,L6 IT,0.004113775270333803,35,8508,subclass
Br1113,Control,L2/3,L6 IT Car3,0.0,0,8508,subclass
Br1113,Control,L2/3,L6b,0.03913963328631876,333,8508,subclass
Br1113,Control,L2/3,Lamp5,0.0232722143864598,198,8508,subclass
Br1113,Control,L2/3,Lamp5 Lhx6,0.002233192289609779,19,8508,subclass
Br1113,Control,L2/3,Microglia-PVM,0.07510578279266572,639,8508,subclass
Br1113,Control,L2/3,OPC,0.01457451810061119,124,8508,subclass
Br1113,Control,L2/3,Oligodendrocyte,0.05077574047954866,432,8508,subclass
Br1113,Control,L2/3,Pax6,0.009167842031029619,78,8508,subclass
Br1113,Control,L2/3,Pvalb,0.009050305594734367,77,8508,subclass
Br1113,Control,L2/3,Sncg,0.02456511518570757,209,8508,subclass
Br1113,Control,L2/3,Sst,0.026445698166431594,225,8508,subclass
Br1113,Control,L2/3,Sst Chodl,0.0036436295251527973,31,8508,subclass
Br1113,Control,L2/3,VLMC,0.07545839210155147,642,8508,subclass
Br1113,Control,L2/3,Vip,0.048777621062529385,415,8508,subclass
Br1113,Control,L4,Astrocyte,0.07746017892210343,710,9166,subclass
Br1113,Control,L4,Chandelier,0.012982762382718744,119,9166,subclass
Br1113,Control,L4,Endothelial,0.14673794457778747,1345,9166,subclass
Br1113,Control,L4,L2/3 IT,0.2583460615317478,2368,9166,subclass
Br1113,Control,L4,L4 IT,0.03425703687540912,314,9166,subclass
Br1113,Control,L4,L5 ET,0.008291512109971635,76,9166,subclass
Br1113,Control,L4,L5 IT,0.010146192450360025,93,9166,subclass
Br1113,Control,L4,L5/6 NP,0.0010909884355225835,10,9166,subclass
Br1113,Control,L4,L6 CT,0.00010909884355225835,1,9166,subclass
Br1113,Control,L4,L6 IT,0.007200523674449051,66,9166,subclass
Br1113,Control,L4,L6 IT Car3,0.0,0,9166,subclass
Br1113,Control,L4,L6b,0.05662229980362208,519,9166,subclass
Br1113,Control,L4,Lamp5,0.011128082042330352,102,9166,subclass
Br1113,Control,L4,Lamp5 Lhx6,0.0018546803403883918,17,9166,subclass
Br1113,Control,L4,Microglia-PVM,0.07396901592843116,678,9166,subclass
Br1113,Control,L4,OPC,0.009382500545494218,86,9166,subclass
Br1113,Control,L4,Oligodendrocyte,0.06589570150556404,604,9166,subclass
Br1113,Control,L4,Pax6,0.002836569932358717,26,9166,subclass
Br1113,Control,L4,Pvalb,0.025201832860571677,231,9166,subclass
Br1113,Control,L4,Sncg,0.003491162993672267,32,9166,subclass
Br1113,Control,L4,Sst,0.031747763473707176,291,9166,subclass
Br1113,Control,L4,Sst Chodl,0.004036657211433559,37,9166,subclass
Br1113,Control,L4,VLMC,0.11400829151210998,1045,9166,subclass
Br1113,Control,L4,Vip,0.04320314204669431,396,9166,subclass
Br1113,Control,L5,Astrocyte,0.06398618429792322,1445,22583,subclass
Br1113,Control,L5,Chandelier,0.009343311340388788,211,22583,subclass
Br1113,Control,L5,Endothelial,0.11579506708586104,2615,22583,subclass
Br1113,Control,L5,L2/3 IT,0.10131514856307842,2288,22583,subclass
Br1113,Control,L5,L4 IT,0.17429039543019084,3936,22583,subclass
Br1113,Control,L5,L5 ET,0.025815879201169022,583,22583,subclass
Br1113,Control,L5,L5 IT,0.09440729752468671,2132,22583,subclass
Br1113,Control,L5,L5/6 NP,0.0105831820395873,239,22583,subclass
Br1113,Control,L5,L6 CT,0.0015055572775981934,34,22583,subclass
Br1113,Control,L5,L6 IT,0.005225169375193729,118,22583,subclass
Br1113,Control,L5,L6 IT Car3,0.001328432891998406,30,22583,subclass
Br1113,Control,L5,L6b,0.0459194969667449,1037,22583,subclass
Br1113,Control,L5,Lamp5,0.009520435725988576,215,22583,subclass
Br1113,Control,L5,Lamp5 Lhx6,0.002214054819997343,50,22583,subclass
Br1113,Control,L5,Microglia-PVM,0.048842049329141386,1103,22583,subclass
Br1113,Control,L5,OPC,0.008723375990789532,197,22583,subclass
Br1113,Control,L5,Oligodendrocyte,0.1355001549838374,3060,22583,subclass
Br1113,Control,L5,Pax6,0.0005313731567993624,12,22583,subclass
Br1113,Control,L5,Pvalb,0.031483859540362216,711,22583,subclass
Br1113,Control,L5,Sncg,0.0014169950847982996,32,22583,subclass
Br1113,Control,L5,Sst,0.039011645928353184,881,22583,subclass
Br1113,Control,L5,Sst Chodl,0.0010627463135987247,24,22583,subclass
Br1113,Control,L5,VLMC,0.04538812380994554,1025,22583,subclass
Br1113,Control,L5,Vip,0.02679006332196785,605,22583,subclass
Br1113,Control,L6,Astrocyte,0.07420573205954233,334,4501,subclass
Br1113,Control,L6,Chandelier,0.0037769384581204176,17,4501,subclass
Br1113,Control,L6,Endothelial,0.10397689402355033,468,4501,subclass
Br1113,Control,L6,L2/3 IT,0.007553876916240835,34,4501,subclass
Br1113,Control,L6,L4 IT,0.03243723616974006,146,4501,subclass
Br1113,Control,L6,L5 ET,0.012219506776271939,55,4501,subclass
Br1113,Control,L6,L5 IT,0.03999111308598089,180,4501,subclass
Br1113,Control,L6,L5/6 NP,0.013330371028660297,60,4501,subclass
Br1113,Control,L6,L6 CT,0.03177071761830704,143,4501,subclass
Br1113,Control,L6,L6 IT,0.07642746056431904,344,4501,subclass
Br1113,Control,L6,L6 IT Car3,0.017996000888691403,81,4501,subclass
Br1113,Control,L6,L6b,0.12663852477227283,570,4501,subclass
Br1113,Control,L6,Lamp5,0.004443457009553432,20,4501,subclass
Br1113,Control,L6,Lamp5 Lhx6,0.003110419906687403,14,4501,subclass
Br1113,Control,L6,Microglia-PVM,0.06309708953565875,284,4501,subclass
Br1113,Control,L6,OPC,0.010664296822928238,48,4501,subclass
Br1113,Control,L6,Oligodendrocyte,0.27393912463896913,1233,4501,subclass
Br1113,Control,L6,Pax6,0.00022217285047767163,1,4501,subclass
Br1113,Control,L6,Pvalb,0.012886025327704954,58,4501,subclass
Br1113,Control,L6,Sncg,0.0,0,4501,subclass
Br1113,Control,L6,Sst,0.0313263719173517,141,4501,subclass
Br1113,Control,L6,Sst Chodl,0.0013330371028660297,6,4501,subclass
Br1113,Control,L6,VLMC,0.05421017551655188,244,4501,subclass
Br1113,Control,L6,Vip,0.004443457009553432,20,4501,subclass
Br1139,SCZ,L2/3,Astrocyte,0.16226192233869777,1099,6773,subclass
Br1139,SCZ,L2/3,Chandelier,0.005610512328362616,38,6773,subclass
Br1139,SCZ,L2/3,Endothelial,0.10792853979034402,731,6773,subclass
Br1139,SCZ,L2/3,L2/3 IT,0.2729957182932231,1849,6773,subclass
Br1139,SCZ,L2/3,L4 IT,0.006201092573453418,42,6773,subclass
Br1139,SCZ,L2/3,L5 ET,0.0011811604901816035,8,6773,subclass
Br1139,SCZ,L2/3,L5 IT,0.0002952901225454009,2,6773,subclass
Br1139,SCZ,L2/3,L5/6 NP,0.00014764506127270044,1,6773,subclass
Br1139,SCZ,L2/3,L6 CT,0.0,0,6773,subclass
Br1139,SCZ,L2/3,L6 IT,0.003838771593090211,26,6773,subclass
Br1139,SCZ,L2/3,L6 IT Car3,0.0,0,6773,subclass
Br1139,SCZ,L2/3,L6b,0.047098774545991436,319,6773,subclass
Br1139,SCZ,L2/3,Lamp5,0.022294404252177765,151,6773,subclass
Br1139,SCZ,L2/3,Lamp5 Lhx6,0.0026576111029086077,18,6773,subclass
Br1139,SCZ,L2/3,Microglia-PVM,0.07677543186180422,520,6773,subclass
Br1139,SCZ,L2/3,OPC,0.016093311678724347,109,6773,subclass
Br1139,SCZ,L2/3,Oligodendrocyte,0.015207441311088143,103,6773,subclass
Br1139,SCZ,L2/3,Pax6,0.007972833308725823,54,6773,subclass
Br1139,SCZ,L2/3,Pvalb,0.005167577144544515,35,6773,subclass
Br1139,SCZ,L2/3,Sncg,0.02465672523254097,167,6773,subclass
Br1139,SCZ,L2/3,Sst,0.02716669127417688,184,6773,subclass
Br1139,SCZ,L2/3,Sst Chodl,0.002067030857817806,14,6773,subclass
Br1139,SCZ,L2/3,VLMC,0.14749741621142773,999,6773,subclass
Br1139,SCZ,L2/3,Vip,0.04488409862690093,304,6773,subclass
Br1139,SCZ,L4,Astrocyte,0.09363045141545524,979,10456,subclass
Br1139,SCZ,L4,Chandelier,0.006790359602142311,71,10456,subclass
Br1139,SCZ,L4,Endothelial,0.11486228003060443,1201,10456,subclass
Br1139,SCZ,L4,L2/3 IT,0.20916220351951034,2187,10456,subclass
Br1139,SCZ,L4,L4 IT,0.01635424636572303,171,10456,subclass
Br1139,SCZ,L4,L5 ET,0.0021996939556235655,23,10456,subclass
Br1139,SCZ,L4,L5 IT,0.004208110175975516,44,10456,subclass
Br1139,SCZ,L4,L5/6 NP,0.0007651109410864575,8,10456,subclass
Br1139,SCZ,L4,L6 CT,9.563886763580719e-05,1,10456,subclass
Br1139,SCZ,L4,L6 IT,0.0032517214996174446,34,10456,subclass
Br1139,SCZ,L4,L6 IT Car3,0.0,0,10456,subclass
Br1139,SCZ,L4,L6b,0.05891354246365723,616,10456,subclass
Br1139,SCZ,L4,Lamp5,0.010137719969395562,106,10456,subclass
Br1139,SCZ,L4,Lamp5 Lhx6,0.002486610558530987,26,10456,subclass
Br1139,SCZ,L4,Microglia-PVM,0.08741392501912777,914,10456,subclass
Br1139,SCZ,L4,OPC,0.008224942616679418,86,10456,subclass
Br1139,SCZ,L4,Oligodendrocyte,0.017980107115531753,188,10456,subclass
Br1139,SCZ,L4,Pax6,0.0018171384850803366,19,10456,subclass
Br1139,SCZ,L4,Pvalb,0.012719969395562357,133,10456,subclass
Br1139,SCZ,L4,Sncg,0.003538638102524866,37,10456,subclass
Br1139,SCZ,L4,Sst,0.01941469013006886,203,10456,subclass
Br1139,SCZ,L4,Sst Chodl,0.0017214996174445293,18,10456,subclass
Br1139,SCZ,L4,VLMC,0.297628156082632,3112,10456,subclass
Br1139,SCZ,L4,Vip,0.026683244070390206,279,10456,subclass
Br1139,SCZ,L5,Astrocyte,0.10097008481893444,1988,19689,subclass
Br1139,SCZ,L5,Chandelier,0.0066534613235816956,131,19689,subclass
Br1139,SCZ,L5,Endothelial,0.11955914470008634,2354,19689,subclass
Br1139,SCZ,L5,L2/3 IT,0.12707603230230077,2502,19689,subclass
Br1139,SCZ,L5,L4 IT,0.10523642643100209,2072,19689,subclass
Br1139,SCZ,L5,L5 ET,0.01737010513484687,342,19689,subclass
Br1139,SCZ,L5,L5 IT,0.09172634465945452,1806,19689,subclass
Br1139,SCZ,L5,L5/6 NP,0.012799024836202957,252,19689,subclass
Br1139,SCZ,L5,L6 CT,0.0015236934328813044,30,19689,subclass
Br1139,SCZ,L5,L6 IT,0.008278734318655086,163,19689,subclass
Br1139,SCZ,L5,L6 IT Car3,0.000965005840824826,19,19689,subclass
Br1139,SCZ,L5,L6b,0.11138198994362335,2193,19689,subclass
Br1139,SCZ,L5,Lamp5,0.007821626288790696,154,19689,subclass
Br1139,SCZ,L5,Lamp5 Lhx6,0.0016760627761694348,33,19689,subclass
Br1139,SCZ,L5,Microglia-PVM,0.05683376504647265,1119,19689,subclass
Br1139,SCZ,L5,OPC,0.012341916806338565,243,19689,subclass
Br1139,SCZ,L5,Oligodendrocyte,0.05810350957387374,1144,19689,subclass
Br1139,SCZ,L5,Pax6,0.0009142160597287826,18,19689,subclass
Br1139,SCZ,L5,Pvalb,0.021128548935954086,416,19689,subclass
Br1139,SCZ,L5,Sncg,0.0012189547463050433,24,19689,subclass
Br1139,SCZ,L5,Sst,0.03687338107572757,726,19689,subclass
Br1139,SCZ,L5,Sst Chodl,0.0011173751841129565,22,19689,subclass
Br1139,SCZ,L5,VLMC,0.08019706435065264,1579,19689,subclass
Br1139,SCZ,L5,Vip,0.01823353141347961,359,19689,subclass
Br1139,SCZ,L6,Astrocyte,0.1037344398340249,700,6748,subclass
Br1139,SCZ,L6,Chandelier,0.0016301126259632484,11,6748,subclass
Br1139,SCZ,L6,Endothelial,0.1078838174273859,728,6748,subclass
Br1139,SCZ,L6,L2/3 IT,0.012151748666271488,82,6748,subclass
Br1139,SCZ,L6,L4 IT,0.03852993479549496,260,6748,subclass
Br1139,SCZ,L6,L5 ET,0.005186721991701245,35,6748,subclass
Br1139,SCZ,L6,L5 IT,0.02874925903971547,194,6748,subclass
Br1139,SCZ,L6,L5/6 NP,0.00933609958506224,63,6748,subclass
Br1139,SCZ,L6,L6 CT,0.02222880853586248,150,6748,subclass
Br1139,SCZ,L6,L6 IT,0.06579727326615294,444,6748,subclass
Br1139,SCZ,L6,L6 IT Car3,0.01022525192649674,69,6748,subclass
Br1139,SCZ,L6,L6b,0.18553645524599882,1252,6748,subclass
Br1139,SCZ,L6,Lamp5,0.0022228808535862477,15,6748,subclass
Br1139,SCZ,L6,Lamp5 Lhx6,0.0038529934795494963,26,6748,subclass
Br1139,SCZ,L6,Microglia-PVM,0.07868998221695317,531,6748,subclass
Br1139,SCZ,L6,OPC,0.01867219917012448,126,6748,subclass
Br1139,SCZ,L6,Oligodendrocyte,0.18272080616478956,1233,6748,subclass
Br1139,SCZ,L6,Pax6,0.0007409602845287492,5,6748,subclass
Br1139,SCZ,L6,Pvalb,0.004445761707172495,30,6748,subclass
Br1139,SCZ,L6,Sncg,0.0008891523414344991,6,6748,subclass
Br1139,SCZ,L6,Sst,0.024007113218731477,162,6748,subclass
Br1139,SCZ,L6,Sst Chodl,0.0023710729104919974,16,6748,subclass
Br1139,SCZ,L6,VLMC,0.08550681683461767,577,6748,subclass
Br1139,SCZ,L6,Vip,0.004890337877889745,33,6748,subclass
Br2421,SCZ,L2/3,Astrocyte,0.16791159316484192,1641,9773,subclass
Br2421,SCZ,L2/3,Chandelier,0.006446331730277295,63,9773,subclass
Br2421,SCZ,L2/3,Endothelial,0.10048091681162385,982,9773,subclass
Br2421,SCZ,L2/3,L2/3 IT,0.2572393328558273,2514,9773,subclass
Br2421,SCZ,L2/3,L4 IT,0.009618336232477234,94,9773,subclass
Br2421,SCZ,L2/3,L5 ET,0.0014325181622838433,14,9773,subclass
Br2421,SCZ,L2/3,L5 IT,0.00030696817763225213,3,9773,subclass
Br2421,SCZ,L2/3,L5/6 NP,0.0006139363552645043,6,9773,subclass
Br2421,SCZ,L2/3,L6 CT,0.0,0,9773,subclass
Br2421,SCZ,L2/3,L6 IT,0.0028650363245676866,28,9773,subclass
Br2421,SCZ,L2/3,L6 IT Car3,0.0,0,9773,subclass
Br2421,SCZ,L2/3,L6b,0.048091681162386164,470,9773,subclass
Br2421,SCZ,L2/3,Lamp5,0.014734472526348102,144,9773,subclass
Br2421,SCZ,L2/3,Lamp5 Lhx6,0.0019441317916709302,19,9773,subclass
Br2421,SCZ,L2/3,Microglia-PVM,0.06988642177427606,683,9773,subclass
Br2421,SCZ,L2/3,OPC,0.01637163614038678,160,9773,subclass
Br2421,SCZ,L2/3,Oligodendrocyte,0.047068453903611994,460,9773,subclass
Br2421,SCZ,L2/3,Pax6,0.00900439987721273,88,9773,subclass
Br2421,SCZ,L2/3,Pvalb,0.006753299907909547,66,9773,subclass
Br2421,SCZ,L2/3,Sncg,0.030287526859715544,296,9773,subclass
Br2421,SCZ,L2/3,Sst,0.02844571779392203,278,9773,subclass
Br2421,SCZ,L2/3,Sst Chodl,0.0028650363245676866,28,9773,subclass
Br2421,SCZ,L2/3,VLMC,0.1312800573007265,1283,9773,subclass
Br2421,SCZ,L2/3,Vip,0.04635219482247007,453,9773,subclass
Br2421,SCZ,L4,Astrocyte,0.09223856209150327,1129,12240,subclass
Br2421,SCZ,L4,Chandelier,0.010049019607843138,123,12240,subclass
Br2421,SCZ,L4,Endothelial,0.10939542483660131,1339,12240,subclass
Br2421,SCZ,L4,L2/3 IT,0.16993464052287582,2080,12240,subclass
Br2421,SCZ,L4,L4 IT,0.021241830065359478,260,12240,subclass
Br2421,SCZ,L4,L5 ET,0.0024509803921568627,30,12240,subclass
Br2421,SCZ,L4,L5 IT,0.0025326797385620916,31,12240,subclass
Br2421,SCZ,L4,L5/6 NP,0.0007352941176470588,9,12240,subclass
Br2421,SCZ,L4,L6 CT,0.0,0,12240,subclass
Br2421,SCZ,L4,L6 IT,0.0021241830065359475,26,12240,subclass
Br2421,SCZ,L4,L6 IT Car3,0.0,0,12240,subclass
Br2421,SCZ,L4,L6b,0.050408496732026145,617,12240,subclass
Br2421,SCZ,L4,Lamp5,0.00849673202614379,104,12240,subclass
Br2421,SCZ,L4,Lamp5 Lhx6,0.001715686274509804,21,12240,subclass
Br2421,SCZ,L4,Microglia-PVM,0.09174836601307189,1123,12240,subclass
Br2421,SCZ,L4,OPC,0.00784313725490196,96,12240,subclass
Br2421,SCZ,L4,Oligodendrocyte,0.03929738562091503,481,12240,subclass
Br2421,SCZ,L4,Pax6,0.0028594771241830064,35,12240,subclass
Br2421,SCZ,L4,Pvalb,0.009640522875816994,118,12240,subclass
Br2421,SCZ,L4,Sncg,0.005964052287581699,73,12240,subclass
Br2421,SCZ,L4,Sst,0.02091503267973856,256,12240,subclass
Br2421,SCZ,L4,Sst Chodl,0.0015522875816993463,19,12240,subclass
Br2421,SCZ,L4,VLMC,0.3178921568627451,3891,12240,subclass
Br2421,SCZ,L4,Vip,0.0309640522875817,379,12240,subclass
Br2421,SCZ,L5,Astrocyte,0.0993104168843381,1901,19142,subclass
Br2421,SCZ,L5,Chandelier,0.007940654059136977,152,19142,subclass
Br2421,SCZ,L5,Endothelial,0.10798244697523769,2067,19142,subclass
Br2421,SCZ,L5,L2/3 IT,0.10636297147633476,2036,19142,subclass
Br2421,SCZ,L5,L4 IT,0.14293177306446558,2736,19142,subclass
Br2421,SCZ,L5,L5 ET,0.01797095392331,344,19142,subclass
Br2421,SCZ,L5,L5 IT,0.07413018493365374,1419,19142,subclass
Br2421,SCZ,L5,L5/6 NP,0.011388569637446453,218,19142,subclass
Br2421,SCZ,L5,L6 CT,0.001932922369658343,37,19142,subclass
Br2421,SCZ,L5,L6 IT,0.00496290878696061,95,19142,subclass
Br2421,SCZ,L5,L6 IT Car3,0.001306028628147529,25,19142,subclass
Br2421,SCZ,L5,L6b,0.08050360463901368,1541,19142,subclass
Br2421,SCZ,L5,Lamp5,0.008201859784766482,157,19142,subclass
Br2421,SCZ,L5,Lamp5 Lhx6,0.0018806812245324418,36,19142,subclass
Br2421,SCZ,L5,Microglia-PVM,0.03416570891233936,654,19142,subclass
Br2421,SCZ,L5,OPC,0.01306028628147529,250,19142,subclass
Br2421,SCZ,L5,Oligodendrocyte,0.11456483126110124,2193,19142,subclass
Br2421,SCZ,L5,Pax6,0.0012015463378957268,23,19142,subclass
Br2421,SCZ,L5,Pvalb,0.01979939400271654,379,19142,subclass
Br2421,SCZ,L5,Sncg,0.0016717166440288372,32,19142,subclass
Br2421,SCZ,L5,Sst,0.041218263504336015,789,19142,subclass
Br2421,SCZ,L5,Sst Chodl,0.0010448229025180231,20,19142,subclass
Br2421,SCZ,L5,VLMC,0.08410824365270086,1610,19142,subclass
Br2421,SCZ,L5,Vip,0.022359210113885697,428,19142,subclass
Br2421,SCZ,L6,Astrocyte,0.09944378897690881,590,5933,subclass
Br2421,SCZ,L6,Chandelier,0.003202427102646216,19,5933,subclass
Br2421,SCZ,L6,Endothelial,0.10197202090005056,605,5933,subclass
Br2421,SCZ,L6,L2/3 IT,0.015169391538850498,90,5933,subclass
Br2421,SCZ,L6,L4 IT,0.04415978425754256,262,5933,subclass
Br2421,SCZ,L6,L5 ET,0.005899207820664082,35,5933,subclass
Br2421,SCZ,L6,L5 IT,0.024945221641665263,148,5933,subclass
Br2421,SCZ,L6,L5/6 NP,0.011292769256699815,67,5933,subclass
Br2421,SCZ,L6,L6 CT,0.03017023428282488,179,5933,subclass
Br2421,SCZ,L6,L6 IT,0.06168885892465869,366,5933,subclass
Br2421,SCZ,L6,L6 IT Car3,0.022248440923647396,132,5933,subclass
Br2421,SCZ,L6,L6b,0.20023596831282656,1188,5933,subclass
Br2421,SCZ,L6,Lamp5,0.001854036743637283,11,5933,subclass
Br2421,SCZ,L6,Lamp5 Lhx6,0.004045171077026799,24,5933,subclass
Br2421,SCZ,L6,Microglia-PVM,0.031687173436709924,188,5933,subclass
Br2421,SCZ,L6,OPC,0.011292769256699815,67,5933,subclass
Br2421,SCZ,L6,Oligodendrocyte,0.2391707399292095,1419,5933,subclass
Br2421,SCZ,L6,Pax6,0.00016854879487611664,1,5933,subclass
Br2421,SCZ,L6,Pvalb,0.008090342154053598,48,5933,subclass
Br2421,SCZ,L6,Sncg,0.0003370975897522333,2,5933,subclass
Br2421,SCZ,L6,Sst,0.03337266138547109,198,5933,subclass
Br2421,SCZ,L6,Sst Chodl,0.0003370975897522333,2,5933,subclass
Br2421,SCZ,L6,VLMC,0.044665430642170906,265,5933,subclass
Br2421,SCZ,L6,Vip,0.004550817461655149,27,5933,subclass
Br2719,Control,L2/3,Astrocyte,0.2012825817128672,973,4834,subclass
Br2719,Control,L2/3,Chandelier,0.003930492345883326,19,4834,subclass
Br2719,Control,L2/3,Endothelial,0.126603227141084,612,4834,subclass
Br2719,Control,L2/3,L2/3 IT,0.20479933802234174,990,4834,subclass
Br2719,Control,L2/3,L4 IT,0.006619776582540339,32,4834,subclass
Br2719,Control,L2/3,L5 ET,0.0012412081092263137,6,4834,subclass
Br2719,Control,L2/3,L5 IT,0.0006206040546131568,3,4834,subclass
Br2719,Control,L2/3,L5/6 NP,0.0002068680182043856,1,4834,subclass
Br2719,Control,L2/3,L6 CT,0.0002068680182043856,1,4834,subclass
Br2719,Control,L2/3,L6 IT,0.004137360364087712,20,4834,subclass
Br2719,Control,L2/3,L6 IT Car3,0.0,0,4834,subclass
Br2719,Control,L2/3,L6b,0.05151013653289201,249,4834,subclass
Br2719,Control,L2/3,Lamp5,0.02772031443938767,134,4834,subclass
Br2719,Control,L2/3,Lamp5 Lhx6,0.001034340091021928,5,4834,subclass
Br2719,Control,L2/3,Microglia-PVM,0.07798924286305337,377,4834,subclass
Br2719,Control,L2/3,OPC,0.026065370293752586,126,4834,subclass
Br2719,Control,L2/3,Oligodendrocyte,0.04323541580471659,209,4834,subclass
Br2719,Control,L2/3,Pax6,0.012825817128671908,62,4834,subclass
Br2719,Control,L2/3,Pvalb,0.005792304509722797,28,4834,subclass
Br2719,Control,L2/3,Sncg,0.038270583367811334,185,4834,subclass
Br2719,Control,L2/3,Sst,0.0215142738932561,104,4834,subclass
Br2719,Control,L2/3,Sst Chodl,0.0002068680182043856,1,4834,subclass
Br2719,Control,L2/3,VLMC,0.10095159288374017,488,4834,subclass
Br2719,Control,L2/3,Vip,0.04323541580471659,209,4834,subclass
Br2719,Control,L4,Astrocyte,0.08904719501335707,700,7861,subclass
Br2719,Control,L4,Chandelier,0.014629182037908663,115,7861,subclass
Br2719,Control,L4,Endothelial,0.14934486706525887,1174,7861,subclass
Br2719,Control,L4,L2/3 IT,0.21523979137514312,1692,7861,subclass
Br2719,Control,L4,L4 IT,0.027986261289912225,220,7861,subclass
Br2719,Control,L4,L5 ET,0.006360513929525506,50,7861,subclass
Br2719,Control,L4,L5 IT,0.005088411143620405,40,7861,subclass
Br2719,Control,L4,L5/6 NP,0.0007632616715430606,6,7861,subclass
Br2719,Control,L4,L6 CT,0.00012721027859051011,1,7861,subclass
Br2719,Control,L4,L6 IT,0.005597252257982445,44,7861,subclass
Br2719,Control,L4,L6 IT Car3,0.00025442055718102023,2,7861,subclass
Br2719,Control,L4,L6b,0.07988805495484035,628,7861,subclass
Br2719,Control,L4,Lamp5,0.008141457829792647,64,7861,subclass
Br2719,Control,L4,Lamp5 Lhx6,0.0030530466861722425,24,7861,subclass
Br2719,Control,L4,Microglia-PVM,0.06983844294619006,549,7861,subclass
Br2719,Control,L4,OPC,0.012975448416232032,102,7861,subclass
Br2719,Control,L4,Oligodendrocyte,0.058771148708815675,462,7861,subclass
Br2719,Control,L4,Pax6,0.004833990586439385,38,7861,subclass
Br2719,Control,L4,Pvalb,0.018572700674214477,146,7861,subclass
Br2719,Control,L4,Sncg,0.004325149472077344,34,7861,subclass
Br2719,Control,L4,Sst,0.027859051011321714,219,7861,subclass
Br2719,Control,L4,Sst Chodl,0.0019081541788576518,15,7861,subclass
Br2719,Control,L4,VLMC,0.15277954458720264,1201,7861,subclass
Br2719,Control,L4,Vip,0.04261544332782089,335,7861,subclass
Br2719,Control,L5,Astrocyte,0.0691085003455425,1600,23152,subclass
Br2719,Control,L5,Chandelier,0.01287145818935729,298,23152,subclass
Br2719,Control,L5,Endothelial,0.13657567380787836,3162,23152,subclass
Br2719,Control,L5,L2/3 IT,0.0796907394609537,1845,23152,subclass
Br2719,Control,L5,L4 IT,0.10711817553559087,2480,23152,subclass
Br2719,Control,L5,L5 ET,0.028032135452660676,649,23152,subclass
Br2719,Control,L5,L5 IT,0.0818503800967519,1895,23152,subclass
Br2719,Control,L5,L5/6 NP,0.008811333794056669,204,23152,subclass
Br2719,Control,L5,L6 CT,0.0008638562543192813,20,23152,subclass
Br2719,Control,L5,L6 IT,0.0066085003455425015,153,23152,subclass
Br2719,Control,L5,L6 IT Car3,0.0023756046993780233,55,23152,subclass
Br2719,Control,L5,L6b,0.07791983413959917,1804,23152,subclass
Br2719,Control,L5,Lamp5,0.008120248790601244,188,23152,subclass
Br2719,Control,L5,Lamp5 Lhx6,0.0022892190739460952,53,23152,subclass
Br2719,Control,L5,Microglia-PVM,0.04664823773324119,1080,23152,subclass
Br2719,Control,L5,OPC,0.015376641326883206,356,23152,subclass
Br2719,Control,L5,Oligodendrocyte,0.16421907394609536,3802,23152,subclass
Br2719,Control,L5,Pax6,0.0011662059433310296,27,23152,subclass
Br2719,Control,L5,Pvalb,0.0343814789219074,796,23152,subclass
Br2719,Control,L5,Sncg,0.001295784381478922,30,23152,subclass
Br2719,Control,L5,Sst,0.03520214236351071,815,23152,subclass
Br2719,Control,L5,Sst Chodl,0.001338977194194886,31,23152,subclass
Br2719,Control,L5,VLMC,0.05368866620594333,1243,23152,subclass
Br2719,Control,L5,Vip,0.02444713199723566,566,23152,subclass
Br2719,Control,L6,Astrocyte,0.07260201377848437,548,7548,subclass
Br2719,Control,L6,Chandelier,0.005299417064122946,40,7548,subclass
Br2719,Control,L6,Endothelial,0.11446740858505565,864,7548,subclass
Br2719,Control,L6,L2/3 IT,0.007816640169581345,59,7548,subclass
Br2719,Control,L6,L4 IT,0.032061473237943824,242,7548,subclass
Br2719,Control,L6,L5 ET,0.01775304716481187,134,7548,subclass
Br2719,Control,L6,L5 IT,0.032723900370959194,247,7548,subclass
Br2719,Control,L6,L5/6 NP,0.016825649178590356,127,7548,subclass
Br2719,Control,L6,L6 CT,0.025569687334393215,193,7548,subclass
Br2719,Control,L6,L6 IT,0.05445151033386327,411,7548,subclass
Br2719,Control,L6,L6 IT Car3,0.020137784843667197,152,7548,subclass
Br2719,Control,L6,L6b,0.11181770005299417,844,7548,subclass
Br2719,Control,L6,Lamp5,0.003577106518282989,27,7548,subclass
Br2719,Control,L6,Lamp5 Lhx6,0.004636989931107578,35,7548,subclass
